DrugID,DrugName,SideEffect
212,Aminolevulinic acid,Anaemia
212,Aminolevulinic acid,Aphasia
212,Aminolevulinic acid,Mental disorder
212,Aminolevulinic acid,Brain neoplasm
212,Aminolevulinic acid,Infection
212,Aminolevulinic acid,Diarrhoea
212,Aminolevulinic acid,Oedema
212,Aminolevulinic acid,Rash
212,Aminolevulinic acid,Dermatitis
212,Aminolevulinic acid,Excoriation
212,Aminolevulinic acid,Eye disorder
212,Aminolevulinic acid,Body temperature increased
212,Aminolevulinic acid,Gastrointestinal disorder
212,Aminolevulinic acid,Glioma
212,Aminolevulinic acid,Headache
212,Aminolevulinic acid,Cardiac disorder
212,Aminolevulinic acid,Hemianopia
212,Aminolevulinic acid,Hemiparesis
212,Aminolevulinic acid,Haemorrhage
212,Aminolevulinic acid,Haemoglobin
212,Aminolevulinic acid,Herpes simplex
212,Aminolevulinic acid,Hyperpathia
212,Aminolevulinic acid,Hyperaesthesia
212,Aminolevulinic acid,Hypoaesthesia
212,Aminolevulinic acid,Hypotension
212,Aminolevulinic acid,Leukocytosis
212,Aminolevulinic acid,Nausea
212,Aminolevulinic acid,Neoplasm
212,Aminolevulinic acid,Nervous system disorder
212,Aminolevulinic acid,Nervousness
212,Aminolevulinic acid,Tension
212,Aminolevulinic acid,Pain
212,Aminolevulinic acid,Paraesthesia
212,Aminolevulinic acid,Petechiae
212,Aminolevulinic acid,Pruritus
212,Aminolevulinic acid,Respiratory insufficiency
212,Aminolevulinic acid,Respiratory failure
212,Aminolevulinic acid,Seborrhoeic dermatitis
212,Aminolevulinic acid,Convulsion
212,Aminolevulinic acid,Skin disorder
212,Aminolevulinic acid,Sunburn
212,Aminolevulinic acid,Photosensitivity reaction
212,Aminolevulinic acid,Thrombocytopenia
212,Aminolevulinic acid,Thromboembolism
212,Aminolevulinic acid,Embolism
212,Aminolevulinic acid,Embolism venous
212,Aminolevulinic acid,Ulcer
212,Aminolevulinic acid,Erythema
212,Aminolevulinic acid,Angiopathy
212,Aminolevulinic acid,Vomiting
212,Aminolevulinic acid,Chills
212,Aminolevulinic acid,Rash pustular
212,Aminolevulinic acid,Application site reaction
212,Aminolevulinic acid,Gamma-glutamyltransferase increased
212,Aminolevulinic acid,Skin hypertrophy
212,Aminolevulinic acid,Aspartate aminotransferase increased
212,Aminolevulinic acid,Alanine aminotransferase increased
212,Aminolevulinic acid,Dry skin
212,Aminolevulinic acid,Eyelid oedema
212,Aminolevulinic acid,Skin hyperpigmentation
212,Aminolevulinic acid,Leukoderma
212,Aminolevulinic acid,Unspecified disorder of skin and subcutaneous tissue
212,Aminolevulinic acid,Scab
212,Aminolevulinic acid,Welts
212,Aminolevulinic acid,Urticaria
212,Aminolevulinic acid,Discomfort
212,Aminolevulinic acid,Tenderness
212,Aminolevulinic acid,Skin exfoliation
212,Aminolevulinic acid,Pustule
212,Aminolevulinic acid,Skin tightness
212,Aminolevulinic acid,Hepatobiliary disease
212,Aminolevulinic acid,Blood bilirubin increased
212,Aminolevulinic acid,Induration
212,Aminolevulinic acid,Photosensitivity
212,Aminolevulinic acid,Warmth
212,Aminolevulinic acid,Feeling hot
212,Aminolevulinic acid,Dysaesthesia
212,Aminolevulinic acid,Wound secretion
212,Aminolevulinic acid,Rash maculo-papular
212,Aminolevulinic acid,Application site irritation
212,Aminolevulinic acid,Stinging
212,Aminolevulinic acid,Skin carcinoma
212,Aminolevulinic acid,Skin cancer
212,Aminolevulinic acid,Acne
212,Aminolevulinic acid,Infestation NOS
212,Aminolevulinic acid,Infestation
212,Aminolevulinic acid,Blood and lymphatic system disorders
212,Aminolevulinic acid,Blood amylase increased
212,Aminolevulinic acid,Amylase increased
212,Aminolevulinic acid,Accidental ingestion
212,Aminolevulinic acid,Accidental exposure to product
212,Aminolevulinic acid,Hyperkeratosis
212,Aminolevulinic acid,Photodermatosis
212,Aminolevulinic acid,Brain oedema
212,Aminolevulinic acid,Photodamaged skin
107,Acetate,Acidosis
107,Acetate,Haematuria
107,Acetate,Hypernatraemia
107,Acetate,Pain
107,Acetate,Stinging
114,Acetylcholine,Corneal oedema
114,Acetylcholine,Corneal opacity
114,Acetylcholine,Dyspnoea
114,Acetylcholine,Flushing
114,Acetylcholine,Hypotension
114,Acetylcholine,Sweating
114,Acetylcholine,Hyperhidrosis
114,Acetylcholine,Bradycardia
114,Acetylcholine,Corneal decompensation
402,Benzyl alcohol,Oedema
402,Benzyl alcohol,Rash
402,Benzyl alcohol,Dermatitis
402,Benzyl alcohol,Excoriation
402,Benzyl alcohol,Hypoaesthesia
402,Benzyl alcohol,Pain
402,Benzyl alcohol,Paraesthesia
402,Benzyl alcohol,Pruritus
402,Benzyl alcohol,Pyoderma
402,Benzyl alcohol,Dermatitis infected
402,Benzyl alcohol,Erythema
402,Benzyl alcohol,Dandruff
402,Benzyl alcohol,Seborrhoeic dermatitis
402,Benzyl alcohol,Application site anaesthesia
402,Benzyl alcohol,Eye irritation
402,Benzyl alcohol,Skin exfoliation
402,Benzyl alcohol,Application site irritation
402,Benzyl alcohol,Application site rash
402,Benzyl alcohol,Thermal burn
402,Benzyl alcohol,Application site dryness
402,Benzyl alcohol,Application site excoriation
402,Benzyl alcohol,Application site erosion
414,Betaine,Alopecia
414,Betaine,Anorexia
414,Betaine,Decreased appetite
414,Betaine,Mental disorder
414,Betaine,Edema cerebral
414,Betaine,Brain oedema
414,Betaine,Diarrhoea
414,Betaine,Gastrointestinal disorder
414,Betaine,Glossitis
414,Betaine,Headache
414,Betaine,Homocystinuria
414,Betaine,Irritability
414,Betaine,Nausea
414,Betaine,Nervous system disorder
414,Betaine,Personality disorder
414,Betaine,Sleep disturbance
414,Betaine,Sleep disorder
414,Betaine,Tooth disorder
414,Betaine,Urinary incontinence
414,Betaine,Urinary tract disorder
414,Betaine,Urethral disorder
414,Betaine,Urticaria
414,Betaine,Vomiting
414,Betaine,Agitation
414,Betaine,Malnutrition
414,Betaine,Unspecified disorder of skin and subcutaneous tissue
414,Betaine,Skin disorder
414,Betaine,Skin odour abnormal
414,Betaine,Upset stomach
414,Betaine,Abdominal discomfort
414,Betaine,Hypermethioninaemia
414,Betaine,Bad taste
414,Betaine,Dysgeusia
414,Betaine,Distress gastrointestinal
414,Betaine,Aspiration
533,Calcium cation,Abscess
533,Calcium cation,Anorexia
533,Calcium cation,Decreased appetite
533,Calcium cation,Arrhythmia
533,Calcium cation,Asthenia
533,Calcium cation,Calcinosis
533,Calcium cation,Coma
533,Calcium cation,Confusional state
533,Calcium cation,Feeling abnormal
533,Calcium cation,Constipation
533,Calcium cation,Delirium
533,Calcium cation,Diarrhoea
533,Calcium cation,Dizziness
533,Calcium cation,Oedema
533,Calcium cation,Cardiac arrest
533,Calcium cation,Hypercalcaemia
533,Calcium cation,Hypersensitivity
533,Calcium cation,Hypotension
533,Calcium cation,Nausea
533,Calcium cation,Necrosis
533,Calcium cation,Pruritus
533,Calcium cation,Syncope
533,Calcium cation,Loss of consciousness
533,Calcium cation,Shock
533,Calcium cation,Vasodilation
533,Calcium cation,Vasodilation procedure
533,Calcium cation,Vomiting
533,Calcium cation,Venospasm
533,Calcium cation,Vasospasm
533,Calcium cation,Stupor
533,Calcium cation,Depressed level of consciousness
533,Calcium cation,Bradycardia
533,Calcium cation,Sense of oppression
533,Calcium cation,Peripheral vasodilatation
533,Calcium cation,Vasodilatation
533,Calcium cation,Tingling sensation
533,Calcium cation,Paraesthesia
533,Calcium cation,Chalky taste
533,Calcium cation,Dysgeusia
693,Choline,Injection site reaction
669,Chloride ion,Abscess
669,Chloride ion,Infection
669,Chloride ion,Diarrhoea
669,Chloride ion,Rash
669,Chloride ion,Dermatitis
669,Chloride ion,Extravasation
669,Chloride ion,Body temperature increased
669,Chloride ion,Flatulence
669,Chloride ion,Gastrointestinal haemorrhage
669,Chloride ion,Hyperkalaemia
669,Chloride ion,Hyponatraemia
669,Chloride ion,Nausea
669,Chloride ion,Necrosis
669,Chloride ion,Phlebitis
669,Chloride ion,Ulcer
669,Chloride ion,Venous thrombosis
669,Chloride ion,Vomiting
669,Chloride ion,Abdominal discomfort
669,Chloride ion,Tenderness
669,Chloride ion,Fluid overload
669,Chloride ion,Gastrointestinal ulcer haemorrhage
503,Bupropion,Abdominal distension
503,Bupropion,Abdominal pain
503,Bupropion,Gastrointestinal pain
503,Bupropion,Aggression
503,Bupropion,Alopecia
503,Bupropion,Amblyopia
503,Bupropion,Amenorrhoea
503,Bupropion,Amnesia
503,Bupropion,Anaphylactic shock
503,Bupropion,Anaemia
503,Bupropion,Anger
503,Bupropion,Angioedema
503,Bupropion,Anorexia
503,Bupropion,Decreased appetite
503,Bupropion,Anxiety
503,Bupropion,Aphasia
503,Bupropion,Arrhythmia
503,Bupropion,Arthralgia
503,Bupropion,Musculoskeletal discomfort
503,Bupropion,Arthritis
503,Bupropion,Asthenia
503,Bupropion,Asthma
503,Bupropion,Ataxia
503,Bupropion,Back injury
503,Bupropion,Back pain
503,Bupropion,Mental disorder
503,Bupropion,Bipolar disorder
503,Bupropion,Bipolar I disorder
503,Bupropion,Concussion
503,Bupropion,Breast cancer
503,Bupropion,Breast disorder
503,Bupropion,Bronchospasm
503,Bupropion,Bronchitis
503,Bupropion,Bruxism
503,Bupropion,Bursitis
503,Bupropion,Basal cell carcinoma
503,Bupropion,Cardiovascular disorder
503,Bupropion,Carpal tunnel syndrome
503,Bupropion,Neck pain
503,Bupropion,Chest pain
503,Bupropion,Pleuritic pain
503,Bupropion,Chest wall pain
503,Bupropion,Musculoskeletal chest pain
503,Bupropion,Colitis
503,Bupropion,Coma
503,Bupropion,Infection
503,Bupropion,Confusional state
503,Bupropion,Feeling abnormal
503,Bupropion,Conjunctivitis
503,Bupropion,Connective tissue disorder
503,Bupropion,Constipation
503,Bupropion,Contusion
503,Bupropion,Cough
503,Bupropion,Cystitis
503,Bupropion,Cystitis noninfective
503,Bupropion,Bladder pain
503,Bupropion,Cyst
503,Bupropion,Deafness
503,Bupropion,Libido decreased
503,Bupropion,Disturbance in sexual arousal
503,Bupropion,Dysphagia
503,Bupropion,Dehydration
503,Bupropion,Delirium
503,Bupropion,Delusion
503,Bupropion,Dental caries
503,Bupropion,Depersonalisation
503,Bupropion,Dermatitis exfoliative
503,Bupropion,Dermatitis atopic
503,Bupropion,Diarrhoea
503,Bupropion,Diplopia
503,Bupropion,Dizziness
503,Bupropion,Drug abuse
503,Bupropion,Drug hypersensitivity
503,Bupropion,Dysarthria
503,Bupropion,Osteoarthritis
503,Bupropion,Dysgeusia
503,Bupropion,Dyskinesia
503,Bupropion,Dysmenorrhoea
503,Bupropion,Dyspepsia
503,Bupropion,Dyspnoea
503,Bupropion,Dysuria
503,Bupropion,Ear pain
503,Bupropion,Ecchymosis
503,Bupropion,Eczema
503,Bupropion,Oedema
503,Bupropion,Enuresis
503,Bupropion,Epicondylitis
503,Bupropion,Epistaxis
503,Bupropion,Eructation
503,Bupropion,Erythema multiforme
503,Bupropion,Oesophagitis
503,Bupropion,Rash
503,Bupropion,Dermatitis
503,Bupropion,Excoriation
503,Bupropion,Extrapyramidal disorder
503,Bupropion,Eye disorder
503,Bupropion,Fatigue
503,Bupropion,Body temperature increased
503,Bupropion,Flank pain
503,Bupropion,Flatulence
503,Bupropion,Vitreous floaters
503,Bupropion,Flushing
503,Bupropion,Cardiac flutter
503,Bupropion,Localised infection
503,Bupropion,Folliculitis
503,Bupropion,Food allergy
503,Bupropion,Food poisoning
503,Bupropion,Frigidity
503,Bupropion,Female sexual arousal disorder
503,Bupropion,Gastritis
503,Bupropion,Gastroenteritis
503,Bupropion,Gastrooesophageal reflux disease
503,Bupropion,Gastrointestinal disorder
503,Bupropion,Gastrointestinal haemorrhage
503,Bupropion,Gingival bleeding
503,Bupropion,Gingivitis
503,Bupropion,Angle closure glaucoma
503,Bupropion,Glossitis
503,Bupropion,Glycosuria
503,Bupropion,Gynaecomastia
503,Bupropion,Breath odour
503,Bupropion,Hallucination
503,Bupropion,Seasonal allergy
503,Bupropion,Rhinitis seasonal
503,Bupropion,Headache
503,Bupropion,Cardiac disorder
503,Bupropion,Haemorrhage
503,Bupropion,Haemoglobin
503,Bupropion,Hepatitis
503,Bupropion,Hepatitis C
503,Bupropion,Inguinal hernia
503,Bupropion,Herpes zoster
503,Bupropion,Herpes virus infection
503,Bupropion,Hirsutism
503,Bupropion,Hordeolum
503,Bupropion,Hostility
503,Bupropion,Hunger
503,Bupropion,Hypercholesterolaemia
503,Bupropion,Hyperglycaemia
503,Bupropion,Hyperhidrosis
503,Bupropion,Hypersensitivity
503,Bupropion,Type IV hypersensitivity reaction
503,Bupropion,Hypertension
503,Bupropion,Hypertrophy of breast
503,Bupropion,Breast enlargement
503,Bupropion,Hyperventilation
503,Bupropion,Hypoaesthesia
503,Bupropion,Hypoglycaemia
503,Bupropion,Hypotension
503,Bupropion,Orthostatic hypotension
503,Bupropion,Hypotrichosis
503,Bupropion,Immune system disorder
503,Bupropion,Inappropriate antidiuretic hormone secretion
503,Bupropion,Libido increased
503,Bupropion,Influenza
503,Bupropion,Intestinal perforation
503,Bupropion,Irritability
503,Bupropion,Jaundice
503,Bupropion,Keratoconjunctivitis sicca
503,Bupropion,Dry eye
503,Bupropion,Laryngitis
503,Bupropion,Cramps of lower extremities
503,Bupropion,Muscle spasms
503,Bupropion,Lethargy
503,Bupropion,Leukocytosis
503,Bupropion,Leukopenia
503,Bupropion,Mediastinal disorder
503,Bupropion,Menopause
503,Bupropion,Menstrual disorder
503,Bupropion,Metrorrhagia
503,Bupropion,Motion sickness
503,Bupropion,Cramp muscle
503,Bupropion,Hypertonia
503,Bupropion,Hypotonia
503,Bupropion,Muscle relaxant therapy
503,Bupropion,Muscle rigidity
503,Bupropion,Musculoskeletal disorder
503,Bupropion,Musculoskeletal pain
503,Bupropion,Fungal infection
503,Bupropion,Mydriasis
503,Bupropion,Myocardial infarction
503,Bupropion,Acute coronary syndrome
503,Bupropion,Myoclonus
503,Bupropion,Nasal congestion
503,Bupropion,Nasopharyngitis
503,Bupropion,Nausea
503,Bupropion,Neoplasm
503,Bupropion,Nervous system disorder
503,Bupropion,Nervousness
503,Bupropion,Tension
503,Bupropion,Neuralgia
503,Bupropion,Night sweats
503,Bupropion,Nightmare
503,Bupropion,Nocturia
503,Bupropion,Orgasm abnormal
503,Bupropion,Osteoporosis
503,Bupropion,Ovarian cyst
503,Bupropion,Ovarian disorder
503,Bupropion,Pain
503,Bupropion,Pain in extremity
503,Bupropion,Pallor
503,Bupropion,Palpitations
503,Bupropion,Pancreatitis
503,Bupropion,Pancytopenia
503,Bupropion,Panic reaction
503,Bupropion,Sinus disorder
503,Bupropion,Paraesthesia
503,Bupropion,Pelvic infection
503,Bupropion,Pharyngitis
503,Bupropion,Phlebitis
503,Bupropion,Pneumonia
503,Bupropion,Polyp
503,Bupropion,Polyuria
503,Bupropion,Urine output increased
503,Bupropion,Pregnancy
503,Bupropion,Premenstrual syndrome
503,Bupropion,Prostatic disorder
503,Bupropion,Prurigo
503,Bupropion,Pruritus
503,Bupropion,Tension headache
503,Bupropion,Psychotic disorder
503,Bupropion,Pulmonary embolism
503,Bupropion,Hyperacusis
503,Bupropion,Respiratory tract infection
503,Bupropion,Rhabdomyolysis
503,Bupropion,Rhinitis
503,Bupropion,Salpingitis
503,Bupropion,Sciatica
503,Bupropion,Sebaceous gland disorder
503,Bupropion,Convulsion
503,Bupropion,Pharyngitis streptococcal
503,Bupropion,Serum sickness
503,Bupropion,Salivary hypersecretion
503,Bupropion,Sinus headache
503,Bupropion,Sinusitis
503,Bupropion,Skin disorder
503,Bupropion,Sleep disturbance
503,Bupropion,Sleep disorder
503,Bupropion,Sneezing
503,Bupropion,Snoring
503,Bupropion,Soft tissue injury
503,Bupropion,Somnambulism
503,Bupropion,Stevens-Johnson syndrome
503,Bupropion,Gastric ulcer
503,Bupropion,Stomatitis
503,Bupropion,Cerebrovascular accident
503,Bupropion,Suicide
503,Bupropion,Completed suicide
503,Bupropion,Suicide attempt
503,Bupropion,Sunburn
503,Bupropion,Photosensitivity reaction
503,Bupropion,Sweating
503,Bupropion,Syncope
503,Bupropion,Loss of consciousness
503,Bupropion,Shock
503,Bupropion,Tachycardia
503,Bupropion,Supraventricular tachycardia
503,Bupropion,Taste disorders
503,Bupropion,Tendonitis
503,Bupropion,Testicular pain
503,Bupropion,Thirst
503,Bupropion,Thrombocytopenia
503,Bupropion,Tinea pedis
503,Bupropion,Tinnitus
503,Bupropion,Tonsillitis
503,Bupropion,Tooth disorder
503,Bupropion,Toothache
503,Bupropion,Tremor
503,Bupropion,Trichotillomania
503,Bupropion,Upper respiratory tract infection
503,Bupropion,Pollakiuria
503,Bupropion,Urinary incontinence
503,Bupropion,Urinary tract infection
503,Bupropion,Micturition disorder
503,Bupropion,Urinary tract disorder
503,Bupropion,Urethral disorder
503,Bupropion,Urticaria
503,Bupropion,Vaginal inflammation
503,Bupropion,Vaginal infection
503,Bupropion,Angiopathy
503,Bupropion,Vasodilation
503,Bupropion,Vasodilation procedure
503,Bupropion,Vertigo
503,Bupropion,Vomiting
503,Bupropion,Weight increased
503,Bupropion,Weight decreased
503,Bupropion,Wheezing
503,Bupropion,Wound infection
503,Bupropion,Laceration
503,Bupropion,Dry mouth
503,Bupropion,Yawning
503,Bupropion,Muscle strain
503,Bupropion,Urinary retention
503,Bupropion,Vaginitis bacterial
503,Bupropion,Chills
503,Bupropion,Body odor
503,Bupropion,Skin odour abnormal
503,Bupropion,Micturition urgency
503,Bupropion,Akinesia
503,Bupropion,Agitation
503,Bupropion,Apathy
503,Bupropion,Flat affect
503,Bupropion,Mood swings
503,Bupropion,Affect lability
503,Bupropion,Photophobia
503,Bupropion,Oedema peripheral
503,Bupropion,Depressive symptom
503,Bupropion,Hypokinesia
503,Bupropion,Hepatic function abnormal
503,Bupropion,Panic attack
503,Bupropion,Withdrawal symptom
503,Bupropion,Drug withdrawal syndrome
503,Bupropion,Mouth ulceration
503,Bupropion,Migraine
503,Bupropion,Application site reaction
503,Bupropion,Atrioventricular block complete
503,Bupropion,Swelling face
503,Bupropion,Tongue oedema
503,Bupropion,Tongue disorder
503,Bupropion,Electroencephalogram abnormal
503,Bupropion,Impaired healing
503,Bupropion,Hyperchlorhydria
503,Bupropion,Gastric pH decreased
503,Bupropion,Accidental injury
503,Bupropion,Injury
503,Bupropion,Hepatocellular injury
503,Bupropion,Liver injury
503,Bupropion,Manic psychosis
503,Bupropion,Mania
503,Bupropion,Muscular weakness
503,Bupropion,Eye pain
503,Bupropion,Urethral pain
503,Bupropion,Paranoid reaction
503,Bupropion,Paranoia
503,Bupropion,Dry skin
503,Bupropion,Tendon disorder
503,Bupropion,Duodenal ulcer haemorrhage
503,Bupropion,Sensory disturbance
503,Bupropion,Sinus congestion
503,Bupropion,Skin irritation
503,Bupropion,Joint swelling
503,Bupropion,Lacrimation increased
503,Bupropion,Viral diarrhoea
503,Bupropion,Menstruation irregular
503,Bupropion,Facial bones fracture
503,Bupropion,Joint stiffness
503,Bupropion,Malnutrition
503,Bupropion,Unspecified disorder of skin and subcutaneous tissue
503,Bupropion,Oral pain
503,Bupropion,Malaise
503,Bupropion,Discomfort
503,Bupropion,Ill-defined disorder
503,Bupropion,Myalgia
503,Bupropion,Muscle twitching
503,Bupropion,Nasal dryness
503,Bupropion,Cold sweat
503,Bupropion,Digestion impaired
503,Bupropion,Increased appetite
503,Bupropion,Abdominal pain upper
503,Bupropion,Abdominal pain lower
503,Bupropion,Disorientation
503,Bupropion,Disturbance in attention
503,Bupropion,Dysphoria
503,Bupropion,Feeling of despair
503,Bupropion,Bradykinesia
503,Bupropion,Thinking abnormal
503,Bupropion,Mental disability
503,Bupropion,Perseveration
503,Bupropion,Derealisation
503,Bupropion,"Hallucination, auditory"
503,Bupropion,Memory impairment
503,Bupropion,Painful erection
503,Bupropion,Abnormal dreams
503,Bupropion,Intraocular pressure increased
503,Bupropion,Rash erythematous
503,Bupropion,Muscle contractions involuntary
503,Bupropion,Euphoric mood
503,Bupropion,Difficulty sleeping
503,Bupropion,Poor quality sleep
503,Bupropion,Insomnia
503,Bupropion,Cerebration impaired
503,Bupropion,Upset stomach
503,Bupropion,Abdominal discomfort
503,Bupropion,Hepatotoxicity
503,Bupropion,Chest discomfort
503,Bupropion,Lacrimation decreased
503,Bupropion,Hepatic enzyme increased
503,Bupropion,Pain in jaw
503,Bupropion,Swollen tongue
503,Bupropion,Heart rate irregular
503,Bupropion,Impairment of attention
503,Bupropion,Circumoral oedema
503,Bupropion,Genital rash
503,Bupropion,Gingival pain
503,Bupropion,Frequent bowel movements
503,Bupropion,Nipple pain
503,Bupropion,Hyperaesthesia
503,Bupropion,Prostate infection
503,Bupropion,Dermal cyst
503,Bupropion,Hypomania
503,Bupropion,Pulmonary congestion
503,Bupropion,Respiratory tract congestion
503,Bupropion,Erectile dysfunction
503,Bupropion,Parkinsonism
503,Bupropion,Auditory disorder NOS
503,Bupropion,Hearing impaired
503,Bupropion,Breast tenderness
503,Bupropion,Vocal cord disorder
503,Bupropion,Mouth injury
503,Bupropion,Nerve compression
503,Bupropion,Nerve injury
503,Bupropion,Peripheral coldness
503,Bupropion,Painful ejaculation
503,Bupropion,Viral upper respiratory tract infection
503,Bupropion,Extrasystoles
503,Bupropion,Vision blurred
503,Bupropion,Depressed mood
503,Bupropion,Photosensitivity
503,Bupropion,Akathisia
503,Bupropion,Influenza-like symptoms
503,Bupropion,Influenza like illness
503,Bupropion,Gastric irritation
503,Bupropion,Epigastric discomfort
503,Bupropion,Shakiness
503,Bupropion,Initial insomnia
503,Bupropion,Middle insomnia
503,Bupropion,Joint injury
503,Bupropion,Rash maculo-papular
503,Bupropion,Increased tendency to bruise
503,Bupropion,Suicidal ideation
503,Bupropion,Hyperkinesia
503,Bupropion,Rigors
503,Bupropion,Respiratory sighs
503,Bupropion,Respiration abnormal
503,Bupropion,Defaecation urgency
503,Bupropion,Joint sprain
503,Bupropion,Ligament sprain
503,Bupropion,Wrist fracture
503,Bupropion,Neuropathy
503,Bupropion,Neuropathy peripheral
503,Bupropion,Energy increased
503,Bupropion,Hair colour changes
503,Bupropion,Pruritus generalised
503,Bupropion,Dyslexia
503,Bupropion,Lymphadenopathy
503,Bupropion,Conjunctivitis infective
503,Bupropion,Blood pressure increased
503,Bupropion,Tooth abscess
503,Bupropion,Breast microcalcification
503,Bupropion,Breast calcifications
503,Bupropion,Coordination abnormal
503,Bupropion,Paraesthesia oral
503,Bupropion,Hypoaesthesia oral
503,Bupropion,Stress symptoms
503,Bupropion,Stress
503,Bupropion,Self-injurious ideation
503,Bupropion,Sinus pain
503,Bupropion,Terminal insomnia
503,Bupropion,Pseudoparkinsonism
503,Bupropion,Face oedema
503,Bupropion,Visual disturbance
503,Bupropion,Visual impairment
503,Bupropion,Feeling jittery
503,Bupropion,Depressed level of consciousness
503,Bupropion,Altered state of consciousness
503,Bupropion,Vaginal mycosis
503,Bupropion,Vulvovaginal mycotic infection
503,Bupropion,Sexual dysfunction
503,Bupropion,Lip dry
503,Bupropion,Vaginal irritation
503,Bupropion,Vulvovaginal discomfort
503,Bupropion,Skin laceration
503,Bupropion,Renal pain
503,Bupropion,Gastritis viral
503,Bupropion,Cough increased
503,Bupropion,Latex allergy
503,Bupropion,Rubber sensitivity
503,Bupropion,Sore eye
503,Bupropion,Sensation of heaviness
503,Bupropion,Hot flush
503,Bupropion,Menopausal symptoms
503,Bupropion,Tardive dyskinesia
503,Bupropion,Ear infection
503,Bupropion,Throat irritation
503,Bupropion,Sweating increased
503,Bupropion,Acne
503,Bupropion,Limb injury
503,Bupropion,Infestation NOS
503,Bupropion,Infestation
503,Bupropion,Ear and labyrinth disorders
503,Bupropion,Animal scratch
503,Bupropion,Arthropod bite
503,Bupropion,Feelings of worthlessness
503,Bupropion,Social avoidant behaviour
503,Bupropion,Pharyngolaryngeal pain
503,Bupropion,Laryngeal pain
503,Bupropion,Tooth infection
503,Bupropion,Injection site joint pain
503,Bupropion,Post procedural pain
503,Bupropion,Procedural pain
503,Bupropion,Muscle tightness
503,Bupropion,Irritation gum
503,Bupropion,Hypertonic bladder
503,Bupropion,Hypersomnia
503,Bupropion,Musculoskeletal stiffness
503,Bupropion,Gastrointestinal discomfort
503,Bupropion,Neurological examination abnormal
503,Bupropion,Infrequent bowel movements
503,Bupropion,Rhinorrhoea
503,Bupropion,Increased upper airway secretion
503,Bupropion,Dyspareunia
503,Bupropion,Parosmia
503,Bupropion,Lower limb fracture
503,Bupropion,Sore mouth
503,Bupropion,Appetite absent
503,Bupropion,Loose stools
503,Bupropion,Testicular swelling
503,Bupropion,Somnolence
503,Bupropion,Abnormal ejaculation
503,Bupropion,Ejaculation disorder
503,Bupropion,Feeling hot
503,Bupropion,Vaginal haemorrhage
997,Dimethyl sulfoxide,Discomfort
997,Dimethyl sulfoxide,Chemical cystitis
1029,Dopamine,Angina pectoris
1029,Dopamine,Anxiety
1029,Dopamine,Atrial fibrillation
1029,Dopamine,Dyspnoea
1029,Dopamine,Extravasation
1029,Dopamine,Gangrene
1029,Dopamine,Headache
1029,Dopamine,Hypertension
1029,Dopamine,Nausea
1029,Dopamine,Necrosis
1029,Dopamine,Palpitations
1029,Dopamine,Piloerection
1029,Dopamine,Tachycardia
1029,Dopamine,Vomiting
1029,Dopamine,Ventricular arrhythmia
1029,Dopamine,Cyanosis peripheral
1029,Dopamine,Cyanosis
1029,Dopamine,Azotaemia
1029,Dopamine,Extrasystoles
1029,Dopamine,Prolonged menses
1029,Dopamine,Menorrhagia
1029,Dopamine,Bradycardia
1029,Dopamine,QRS complex
1029,Dopamine,Electrocardiogram QRS complex
1455,Glycerin,Anaphylactic shock
1455,Glycerin,Angioedema
1455,Glycerin,Asthma
1455,Glycerin,Conjunctivitis
1455,Glycerin,Cough
1455,Glycerin,Cyanosis
1455,Glycerin,Dyspnoea
1455,Glycerin,Flushing
1455,Glycerin,Hypotension
1455,Glycerin,Pain
1455,Glycerin,Pallor
1455,Glycerin,Pruritus
1455,Glycerin,Rhinitis
1455,Glycerin,Sneezing
1455,Glycerin,Swelling
1455,Glycerin,Syncope
1455,Glycerin,Dizziness
1455,Glycerin,Loss of consciousness
1455,Glycerin,Shock
1455,Glycerin,Tachycardia
1455,Glycerin,Erythema
1455,Glycerin,Urticaria
1455,Glycerin,Wheezing
1455,Glycerin,Oedema peripheral
1455,Glycerin,Lacrimation
1455,Glycerin,Lacrimation increased
1455,Glycerin,Bradycardia
1455,Glycerin,Local reaction
1505,Histamine,Abdominal cramps
1505,Histamine,Abdominal pain
1505,Histamine,Abdominal distension
1505,Histamine,Anaphylactic shock
1505,Histamine,Anaemia
1505,Histamine,Anorexia
1505,Histamine,Decreased appetite
1505,Histamine,Anxiety
1505,Histamine,Arthralgia
1505,Histamine,Musculoskeletal discomfort
1505,Histamine,Asthenia
1505,Histamine,Asthma
1505,Histamine,Back pain
1505,Histamine,Mental disorder
1505,Histamine,Chest pain
1505,Histamine,Infection
1505,Histamine,Connective tissue disorder
1505,Histamine,Constipation
1505,Histamine,Cough
1505,Histamine,Dehydration
1505,Histamine,Diarrhoea
1505,Histamine,Dizziness
1505,Histamine,Dysgeusia
1505,Histamine,Dyspepsia
1505,Histamine,Dyspnoea
1505,Histamine,Endocrine disorder
1505,Histamine,Eosinophilia
1505,Histamine,Rash
1505,Histamine,Dermatitis
1505,Histamine,Fatigue
1505,Histamine,Body temperature increased
1505,Histamine,Flushing
1505,Histamine,Gastritis
1505,Histamine,Gastrointestinal disorder
1505,Histamine,Headache
1505,Histamine,Cardiac disorder
1505,Histamine,Hyperhidrosis
1505,Histamine,Hypersensitivity
1505,Histamine,Hypertension
1505,Histamine,Hypotension
