DrugID,DrugName,SideEffect
212.0,Aminolevulinic acid,C0002871
212.0,Aminolevulinic acid,C0003537
212.0,Aminolevulinic acid,C0004936
212.0,Aminolevulinic acid,C0006118
212.0,Aminolevulinic acid,C0009450
212.0,Aminolevulinic acid,C0011991
212.0,Aminolevulinic acid,C0013604
212.0,Aminolevulinic acid,C0015230
212.0,Aminolevulinic acid,C0011603
212.0,Aminolevulinic acid,C0015256
212.0,Aminolevulinic acid,C0015397
212.0,Aminolevulinic acid,C0015967
212.0,Aminolevulinic acid,C0017178
212.0,Aminolevulinic acid,C0017638
212.0,Aminolevulinic acid,C0018681
212.0,Aminolevulinic acid,C0018799
212.0,Aminolevulinic acid,C0018979
212.0,Aminolevulinic acid,C0018989
212.0,Aminolevulinic acid,C0019080
212.0,Aminolevulinic acid,C0518015
212.0,Aminolevulinic acid,C0019348
212.0,Aminolevulinic acid,C0020429
212.0,Aminolevulinic acid,C0020453
212.0,Aminolevulinic acid,C0020580
212.0,Aminolevulinic acid,C0020649
212.0,Aminolevulinic acid,C0023518
212.0,Aminolevulinic acid,C0027497
212.0,Aminolevulinic acid,C0027651
212.0,Aminolevulinic acid,C0027765
212.0,Aminolevulinic acid,C0027769
212.0,Aminolevulinic acid,C0233494
212.0,Aminolevulinic acid,C0030193
212.0,Aminolevulinic acid,C0030554
212.0,Aminolevulinic acid,C0031256
212.0,Aminolevulinic acid,C0033774
212.0,Aminolevulinic acid,C0035229
212.0,Aminolevulinic acid,C1145670
212.0,Aminolevulinic acid,C0036508
212.0,Aminolevulinic acid,C0036572
212.0,Aminolevulinic acid,C0037274
212.0,Aminolevulinic acid,C0038814
212.0,Aminolevulinic acid,C0162830
212.0,Aminolevulinic acid,C0040034
212.0,Aminolevulinic acid,C0040038
212.0,Aminolevulinic acid,C0013922
212.0,Aminolevulinic acid,C0340726
212.0,Aminolevulinic acid,C0041582
212.0,Aminolevulinic acid,C0041834
212.0,Aminolevulinic acid,C0042373
212.0,Aminolevulinic acid,C0042963
212.0,Aminolevulinic acid,C0085593
212.0,Aminolevulinic acid,C0085641
212.0,Aminolevulinic acid,C0151505
212.0,Aminolevulinic acid,C0151662
212.0,Aminolevulinic acid,C0151717
212.0,Aminolevulinic acid,C0151904
212.0,Aminolevulinic acid,C0151905
212.0,Aminolevulinic acid,C0151908
212.0,Aminolevulinic acid,C0162285
212.0,Aminolevulinic acid,C0162834
212.0,Aminolevulinic acid,C0162835
212.0,Aminolevulinic acid,C0178298
212.0,Aminolevulinic acid,C0205204
212.0,Aminolevulinic acid,C0221232
212.0,Aminolevulinic acid,C0042109
212.0,Aminolevulinic acid,C0234215
212.0,Aminolevulinic acid,C0234233
212.0,Aminolevulinic acid,C0237849
212.0,Aminolevulinic acid,C0241157
212.0,Aminolevulinic acid,C0241166
212.0,Aminolevulinic acid,C0267792
212.0,Aminolevulinic acid,C0311468
212.0,Aminolevulinic acid,C0332534
212.0,Aminolevulinic acid,C0349506
212.0,Aminolevulinic acid,C0392197
212.0,Aminolevulinic acid,C2939147
212.0,Aminolevulinic acid,C0392699
212.0,Aminolevulinic acid,C0406834
212.0,Aminolevulinic acid,C0423791
212.0,Aminolevulinic acid,C0521490
212.0,Aminolevulinic acid,C0677500
212.0,Aminolevulinic acid,C0699893
212.0,Aminolevulinic acid,C0007114
212.0,Aminolevulinic acid,C0702166
212.0,Aminolevulinic acid,C0851341
212.0,Aminolevulinic acid,C1384353
212.0,Aminolevulinic acid,C0852913
212.0,Aminolevulinic acid,C0151479
212.0,Aminolevulinic acid,C0857807
212.0,Aminolevulinic acid,C3544060
212.0,Aminolevulinic acid,C0870082
212.0,Aminolevulinic acid,C0920193
212.0,Aminolevulinic acid,C1527311
212.0,Aminolevulinic acid,C1698818
107.0,Acetate,C0001122
107.0,Acetate,C0018965
107.0,Acetate,C0020488
107.0,Acetate,C0030193
107.0,Acetate,C0677500
114.0,Acetylcholine,C0010037
114.0,Acetylcholine,C0010038
114.0,Acetylcholine,C0013404
114.0,Acetylcholine,C0016382
114.0,Acetylcholine,C0020649
114.0,Acetylcholine,C0038990
114.0,Acetylcholine,C0020458
114.0,Acetylcholine,C0428977
114.0,Acetylcholine,C0948284
402.0,Benzyl alcohol,C0013604
402.0,Benzyl alcohol,C0015230
402.0,Benzyl alcohol,C0011603
402.0,Benzyl alcohol,C0015256
402.0,Benzyl alcohol,C0020580
402.0,Benzyl alcohol,C0030193
402.0,Benzyl alcohol,C0030554
402.0,Benzyl alcohol,C0033774
402.0,Benzyl alcohol,C0034212
402.0,Benzyl alcohol,C1323189
402.0,Benzyl alcohol,C0041834
402.0,Benzyl alcohol,C0221244
402.0,Benzyl alcohol,C0036508
402.0,Benzyl alcohol,C0234943
402.0,Benzyl alcohol,C0235266
402.0,Benzyl alcohol,C0237849
402.0,Benzyl alcohol,C0521490
402.0,Benzyl alcohol,C0521495
402.0,Benzyl alcohol,C0701836
402.0,Benzyl alcohol,C0877098
402.0,Benzyl alcohol,C1142498
402.0,Benzyl alcohol,C1696574
414.0,Betaine,C0002170
414.0,Betaine,C0003123
414.0,Betaine,C0232462
414.0,Betaine,C0004936
414.0,Betaine,C0006114
414.0,Betaine,C1527311
414.0,Betaine,C0011991
414.0,Betaine,C0017178
414.0,Betaine,C0017675
414.0,Betaine,C0018681
414.0,Betaine,C0019880
414.0,Betaine,C0022107
414.0,Betaine,C0027497
414.0,Betaine,C0027765
414.0,Betaine,C0031212
414.0,Betaine,C0037317
414.0,Betaine,C0851578
414.0,Betaine,C0040435
414.0,Betaine,C0042024
414.0,Betaine,C0042075
414.0,Betaine,C0041969
414.0,Betaine,C0042109
414.0,Betaine,C0042963
414.0,Betaine,C0085631
414.0,Betaine,C0162429
414.0,Betaine,C0178298
414.0,Betaine,C0037274
414.0,Betaine,C0234930
414.0,Betaine,C0235309
414.0,Betaine,C0232487
414.0,Betaine,C0268621
414.0,Betaine,C0541799
414.0,Betaine,C0013378
414.0,Betaine,C0548823
414.0,Betaine,C0700198
533.0,Calcium cation,C0000833
533.0,Calcium cation,C0003123
533.0,Calcium cation,C0232462
533.0,Calcium cation,C0003811
533.0,Calcium cation,C0004093
533.0,Calcium cation,C0006663
533.0,Calcium cation,C0009421
533.0,Calcium cation,C0009676
533.0,Calcium cation,C1443060
533.0,Calcium cation,C0009806
533.0,Calcium cation,C0011206
533.0,Calcium cation,C0011991
533.0,Calcium cation,C0012833
533.0,Calcium cation,C0013604
533.0,Calcium cation,C0018790
533.0,Calcium cation,C0020437
533.0,Calcium cation,C0020517
533.0,Calcium cation,C0020649
533.0,Calcium cation,C0027497
533.0,Calcium cation,C0027540
533.0,Calcium cation,C0033774
533.0,Calcium cation,C0039070
533.0,Calcium cation,C0041657
533.0,Calcium cation,C0036974
533.0,Calcium cation,C0042401
533.0,Calcium cation,C1142412
533.0,Calcium cation,C0042963
533.0,Calcium cation,C0085618
533.0,Calcium cation,C0085616
533.0,Calcium cation,C0085628
533.0,Calcium cation,C0549249
533.0,Calcium cation,C0428977
533.0,Calcium cation,C0522171
533.0,Calcium cation,C1328540
533.0,Calcium cation,C0595862
533.0,Calcium cation,C2242996
533.0,Calcium cation,C0030554
533.0,Calcium cation,C3267206
533.0,Calcium cation,C0013378
693.0,Choline,C0151735
669.0,Chloride ion,C0000833
669.0,Chloride ion,C0009450
669.0,Chloride ion,C0011991
669.0,Chloride ion,C0015230
669.0,Chloride ion,C0011603
669.0,Chloride ion,C0015376
669.0,Chloride ion,C0015967
669.0,Chloride ion,C0016204
669.0,Chloride ion,C0017181
669.0,Chloride ion,C0020461
669.0,Chloride ion,C0020625
669.0,Chloride ion,C0027497
669.0,Chloride ion,C0027540
669.0,Chloride ion,C0031542
669.0,Chloride ion,C0041582
669.0,Chloride ion,C0042487
669.0,Chloride ion,C0042963
669.0,Chloride ion,C0232487
669.0,Chloride ion,C0234233
669.0,Chloride ion,C0546817
669.0,Chloride ion,C1112525
503.0,Bupropion,C0000731
503.0,Bupropion,C0000737
503.0,Bupropion,C0687713
503.0,Bupropion,C0001807
503.0,Bupropion,C0002170
503.0,Bupropion,C0002418
503.0,Bupropion,C0002453
503.0,Bupropion,C0002622
503.0,Bupropion,C0002792
503.0,Bupropion,C0002871
503.0,Bupropion,C0002957
503.0,Bupropion,C0002994
503.0,Bupropion,C0003123
503.0,Bupropion,C0232462
503.0,Bupropion,C0003467
503.0,Bupropion,C0003537
503.0,Bupropion,C0003811
503.0,Bupropion,C0003862
503.0,Bupropion,C0948594
503.0,Bupropion,C0003864
503.0,Bupropion,C0004093
503.0,Bupropion,C0004096
503.0,Bupropion,C0004134
503.0,Bupropion,C0004601
503.0,Bupropion,C0004604
503.0,Bupropion,C0004936
503.0,Bupropion,C0005586
503.0,Bupropion,C0853193
503.0,Bupropion,C0006107
503.0,Bupropion,C0006142
503.0,Bupropion,C0006145
503.0,Bupropion,C0006266
503.0,Bupropion,C0006277
503.0,Bupropion,C0006325
503.0,Bupropion,C0006444
503.0,Bupropion,C0007117
503.0,Bupropion,C0007222
503.0,Bupropion,C0007286
503.0,Bupropion,C0007859
503.0,Bupropion,C0008031
503.0,Bupropion,C0008033
503.0,Bupropion,C0008035
503.0,Bupropion,C0476280
503.0,Bupropion,C0009319
503.0,Bupropion,C0009421
503.0,Bupropion,C0009450
503.0,Bupropion,C0009676
503.0,Bupropion,C1443060
503.0,Bupropion,C0009763
503.0,Bupropion,C0009782
503.0,Bupropion,C0009806
503.0,Bupropion,C0009938
503.0,Bupropion,C0010200
503.0,Bupropion,C0010692
503.0,Bupropion,C0403632
503.0,Bupropion,C0232849
503.0,Bupropion,C0010709
503.0,Bupropion,C0011053
503.0,Bupropion,C0011124
503.0,Bupropion,C0855242
503.0,Bupropion,C0011168
503.0,Bupropion,C0011175
503.0,Bupropion,C0011206
503.0,Bupropion,C0011253
503.0,Bupropion,C0011334
503.0,Bupropion,C0011551
503.0,Bupropion,C0011606
503.0,Bupropion,C0011615
503.0,Bupropion,C0011991
503.0,Bupropion,C0012569
503.0,Bupropion,C0012833
503.0,Bupropion,C0013146
503.0,Bupropion,C0013182
503.0,Bupropion,C0013362
503.0,Bupropion,C0029408
503.0,Bupropion,C0013378
503.0,Bupropion,C0013384
503.0,Bupropion,C0013390
503.0,Bupropion,C0013395
503.0,Bupropion,C0013404
503.0,Bupropion,C0013428
503.0,Bupropion,C0013456
503.0,Bupropion,C0013491
503.0,Bupropion,C0013595
503.0,Bupropion,C0013604
503.0,Bupropion,C0014394
503.0,Bupropion,C0014488
503.0,Bupropion,C0014591
503.0,Bupropion,C0014724
503.0,Bupropion,C0014742
503.0,Bupropion,C0014868
503.0,Bupropion,C0015230
503.0,Bupropion,C0011603
503.0,Bupropion,C0015256
503.0,Bupropion,C0015371
503.0,Bupropion,C0015397
503.0,Bupropion,C0015672
503.0,Bupropion,C0015967
503.0,Bupropion,C0016199
503.0,Bupropion,C0016204
503.0,Bupropion,C0016242
503.0,Bupropion,C0016382
503.0,Bupropion,C0016385
503.0,Bupropion,C0016397
503.0,Bupropion,C0016436
503.0,Bupropion,C0016470
503.0,Bupropion,C0016479
503.0,Bupropion,C0016722
503.0,Bupropion,C0015786
503.0,Bupropion,C0017152
503.0,Bupropion,C0017160
503.0,Bupropion,C0017168
503.0,Bupropion,C0017178
503.0,Bupropion,C0017181
503.0,Bupropion,C0017565
503.0,Bupropion,C0017574
503.0,Bupropion,C0017605
503.0,Bupropion,C0017675
503.0,Bupropion,C0017979
503.0,Bupropion,C0018418
503.0,Bupropion,C0018520
503.0,Bupropion,C0018524
503.0,Bupropion,C0018621
503.0,Bupropion,C1322281
503.0,Bupropion,C0018681
503.0,Bupropion,C0018799
503.0,Bupropion,C0019080
503.0,Bupropion,C0518015
503.0,Bupropion,C0019158
503.0,Bupropion,C0019196
503.0,Bupropion,C0019294
503.0,Bupropion,C0019360
503.0,Bupropion,C0019372
503.0,Bupropion,C0019572
503.0,Bupropion,C0019917
503.0,Bupropion,C0020039
503.0,Bupropion,C0020175
503.0,Bupropion,C0020443
503.0,Bupropion,C0020456
503.0,Bupropion,C0020458
503.0,Bupropion,C0020517
503.0,Bupropion,C0020522
503.0,Bupropion,C0020538
503.0,Bupropion,C0020565
503.0,Bupropion,C2225524
503.0,Bupropion,C0020578
503.0,Bupropion,C0020580
503.0,Bupropion,C0020615
503.0,Bupropion,C0020649
503.0,Bupropion,C0020651
503.0,Bupropion,C0020678
503.0,Bupropion,C0021053
503.0,Bupropion,C0021141
503.0,Bupropion,C0021177
503.0,Bupropion,C0021400
503.0,Bupropion,C0021845
503.0,Bupropion,C0022107
503.0,Bupropion,C0022346
503.0,Bupropion,C0022575
503.0,Bupropion,C0314719
503.0,Bupropion,C0023067
503.0,Bupropion,C0023218
503.0,Bupropion,C0037763
503.0,Bupropion,C0023380
503.0,Bupropion,C0023518
503.0,Bupropion,C0023530
503.0,Bupropion,C0025061
503.0,Bupropion,C0025320
503.0,Bupropion,C0025345
503.0,Bupropion,C0025874
503.0,Bupropion,C0026603
503.0,Bupropion,C0026821
503.0,Bupropion,C0026826
503.0,Bupropion,C0026827
503.0,Bupropion,C1142135
503.0,Bupropion,C0026837
503.0,Bupropion,C0026857
503.0,Bupropion,C0026858
503.0,Bupropion,C0026946
503.0,Bupropion,C0026961
503.0,Bupropion,C0027051
503.0,Bupropion,C0948089
503.0,Bupropion,C0027066
503.0,Bupropion,C0027424
503.0,Bupropion,C0027441
503.0,Bupropion,C0027497
503.0,Bupropion,C0027651
503.0,Bupropion,C0027765
503.0,Bupropion,C0027769
503.0,Bupropion,C0233494
503.0,Bupropion,C0027796
503.0,Bupropion,C0028081
503.0,Bupropion,C0028084
503.0,Bupropion,C0028734
503.0,Bupropion,C0029261
503.0,Bupropion,C0029456
503.0,Bupropion,C0029927
503.0,Bupropion,C0029928
503.0,Bupropion,C0030193
503.0,Bupropion,C0030196
503.0,Bupropion,C0030232
503.0,Bupropion,C0030252
503.0,Bupropion,C0030305
503.0,Bupropion,C0030312
503.0,Bupropion,C0030318
503.0,Bupropion,C0030469
503.0,Bupropion,C0030554
503.0,Bupropion,C0030790
503.0,Bupropion,C0031350
503.0,Bupropion,C0031542
503.0,Bupropion,C0032285
503.0,Bupropion,C0032584
503.0,Bupropion,C0032617
503.0,Bupropion,C1167965
503.0,Bupropion,C0032961
503.0,Bupropion,C0033046
503.0,Bupropion,C0033575
503.0,Bupropion,C0033771
503.0,Bupropion,C0033774
503.0,Bupropion,C0033893
503.0,Bupropion,C0033975
503.0,Bupropion,C0034065
503.0,Bupropion,C0034880
503.0,Bupropion,C0035243
503.0,Bupropion,C0035410
503.0,Bupropion,C0035455
503.0,Bupropion,C0036130
503.0,Bupropion,C0036396
503.0,Bupropion,C0036502
503.0,Bupropion,C0036572
503.0,Bupropion,C0036689
503.0,Bupropion,C0036830
503.0,Bupropion,C0037036
503.0,Bupropion,C0037195
503.0,Bupropion,C0037199
503.0,Bupropion,C0037274
503.0,Bupropion,C0037317
503.0,Bupropion,C0851578
503.0,Bupropion,C0037383
503.0,Bupropion,C0037384
503.0,Bupropion,C0037578
503.0,Bupropion,C0037672
503.0,Bupropion,C0038325
503.0,Bupropion,C0038358
503.0,Bupropion,C0038362
503.0,Bupropion,C0038454
503.0,Bupropion,C0038661
503.0,Bupropion,C0852733
503.0,Bupropion,C0038663
503.0,Bupropion,C0038814
503.0,Bupropion,C0162830
503.0,Bupropion,C0038990
503.0,Bupropion,C0039070
503.0,Bupropion,C0041657
503.0,Bupropion,C0036974
503.0,Bupropion,C0039231
503.0,Bupropion,C0039240
503.0,Bupropion,C0039503
503.0,Bupropion,C0039591
503.0,Bupropion,C0039971
503.0,Bupropion,C0040034
503.0,Bupropion,C0040259
503.0,Bupropion,C0040264
503.0,Bupropion,C0040425
503.0,Bupropion,C0040435
503.0,Bupropion,C0040460
503.0,Bupropion,C0040822
503.0,Bupropion,C0040953
503.0,Bupropion,C0041912
503.0,Bupropion,C0042023
503.0,Bupropion,C0042024
503.0,Bupropion,C0042029
503.0,Bupropion,C0042035
503.0,Bupropion,C0042075
503.0,Bupropion,C0041969
503.0,Bupropion,C0042109
503.0,Bupropion,C0042267
503.0,Bupropion,C0404521
503.0,Bupropion,C0042373
503.0,Bupropion,C0042401
503.0,Bupropion,C1142412
503.0,Bupropion,C0042571
503.0,Bupropion,C0042963
503.0,Bupropion,C0043094
503.0,Bupropion,C0043096
503.0,Bupropion,C0043144
503.0,Bupropion,C0043241
503.0,Bupropion,C0043246
503.0,Bupropion,C0043352
503.0,Bupropion,C0043387
503.0,Bupropion,C0080194
503.0,Bupropion,C0080274
503.0,Bupropion,C0085166
503.0,Bupropion,C0085593
503.0,Bupropion,C0085595
503.0,Bupropion,C0234930
503.0,Bupropion,C0085606
503.0,Bupropion,C0085623
503.0,Bupropion,C0085631
503.0,Bupropion,C0085632
503.0,Bupropion,C0233471
503.0,Bupropion,C0085633
503.0,Bupropion,C0233472
503.0,Bupropion,C0085636
503.0,Bupropion,C0085649
503.0,Bupropion,C0086132
503.0,Bupropion,C0086439
503.0,Bupropion,C0086565
503.0,Bupropion,C0086769
503.0,Bupropion,C0087169
503.0,Bupropion,C0152128
503.0,Bupropion,C0149745
503.0,Bupropion,C0149931
503.0,Bupropion,C0151505
503.0,Bupropion,C0151517
503.0,Bupropion,C0151602
503.0,Bupropion,C0151610
503.0,Bupropion,C0040409
503.0,Bupropion,C0151611
503.0,Bupropion,C0151692
503.0,Bupropion,C0151713
503.0,Bupropion,C1168034
503.0,Bupropion,C0151736
503.0,Bupropion,C3263723
503.0,Bupropion,C0151763
503.0,Bupropion,C0160390
503.0,Bupropion,C0151772
503.0,Bupropion,C0338831
503.0,Bupropion,C0151786
503.0,Bupropion,C0151827
503.0,Bupropion,C0151830
503.0,Bupropion,C0151836
503.0,Bupropion,C1456784
503.0,Bupropion,C0151908
503.0,Bupropion,C0151936
503.0,Bupropion,C0151966
503.0,Bupropion,C0152027
503.0,Bupropion,C0152029
503.0,Bupropion,C0152030
503.0,Bupropion,C0152031
503.0,Bupropion,C0152227
503.0,Bupropion,C0152517
503.0,Bupropion,C0156404
503.0,Bupropion,C0159321
503.0,Bupropion,C0162298
503.0,Bupropion,C0162429
503.0,Bupropion,C0178298
503.0,Bupropion,C0221776
503.0,Bupropion,C0231218
503.0,Bupropion,C0234215
503.0,Bupropion,C2047937
503.0,Bupropion,C0231528
503.0,Bupropion,C0231530
503.0,Bupropion,C0231919
503.0,Bupropion,C0232431
503.0,Bupropion,C0232459
503.0,Bupropion,C0232461
503.0,Bupropion,C0232492
503.0,Bupropion,C0232495
503.0,Bupropion,C0233407
503.0,Bupropion,C0233414
503.0,Bupropion,C0233477
503.0,Bupropion,C0233488
503.0,Bupropion,C0233565
503.0,Bupropion,C0233632
503.0,Bupropion,C1306341
503.0,Bupropion,C0233651
503.0,Bupropion,C0233754
503.0,Bupropion,C0233762
503.0,Bupropion,C0233794
503.0,Bupropion,C0233973
503.0,Bupropion,C0234458
503.0,Bupropion,C0234708
503.0,Bupropion,C0234913
503.0,Bupropion,C0235086
503.0,Bupropion,C0235146
503.0,Bupropion,C0235162
503.0,Bupropion,C1262141
503.0,Bupropion,C0917801
503.0,Bupropion,C0235198
503.0,Bupropion,C0235309
503.0,Bupropion,C0232487
503.0,Bupropion,C0235378
503.0,Bupropion,C0235710
503.0,Bupropion,C0235857
503.0,Bupropion,C0235996
503.0,Bupropion,C0236000
503.0,Bupropion,C0236068
503.0,Bupropion,C0237314
503.0,Bupropion,C0238707
503.0,Bupropion,C0239062
503.0,Bupropion,C0239729
503.0,Bupropion,C0239739
503.0,Bupropion,C0239978
503.0,Bupropion,C0240515
503.0,Bupropion,C0020453
503.0,Bupropion,C0240811
503.0,Bupropion,C0241060
503.0,Bupropion,C0241934
503.0,Bupropion,C0242073
503.0,Bupropion,C0948349
503.0,Bupropion,C0242350
503.0,Bupropion,C0242422
503.0,Bupropion,C0260662
503.0,Bupropion,C1384666
503.0,Bupropion,C0262397
503.0,Bupropion,C0264309
503.0,Bupropion,C0272426
503.0,Bupropion,C0273482
503.0,Bupropion,C0161479
503.0,Bupropion,C0277925
503.0,Bupropion,C0278107
503.0,Bupropion,C0339916
503.0,Bupropion,C0340464
503.0,Bupropion,C0344232
503.0,Bupropion,C0344315
503.0,Bupropion,C0349506
503.0,Bupropion,C0392156
503.0,Bupropion,C0392171
503.0,Bupropion,C0521839
503.0,Bupropion,C0392176
503.0,Bupropion,C1291078
503.0,Bupropion,C0392703
503.0,Bupropion,C0393760
503.0,Bupropion,C0393761
503.0,Bupropion,C0409497
503.0,Bupropion,C0423791
503.0,Bupropion,C0423798
503.0,Bupropion,C0424000
503.0,Bupropion,C0424295
503.0,Bupropion,C0424790
503.0,Bupropion,C0425481
503.0,Bupropion,C1260922
503.0,Bupropion,C0426636
503.0,Bupropion,C0434437
503.0,Bupropion,C0435002
503.0,Bupropion,C0435630
503.0,Bupropion,C0442874
503.0,Bupropion,C0031117
503.0,Bupropion,C0455769
503.0,Bupropion,C0474378
503.0,Bupropion,C0475858
503.0,Bupropion,C0476254
503.0,Bupropion,C0497156
503.0,Bupropion,C0497209
503.0,Bupropion,C0497247
503.0,Bupropion,C0518988
503.0,Bupropion,C0520594
503.0,Bupropion,C0587094
503.0,Bupropion,C0520966
503.0,Bupropion,C0521591
503.0,Bupropion,C0521592
503.0,Bupropion,C0521991
503.0,Bupropion,C0038435
503.0,Bupropion,C0522178
503.0,Bupropion,C0522251
503.0,Bupropion,C0541798
503.0,Bupropion,C0542165
503.0,Bupropion,C0542571
503.0,Bupropion,C0547030
503.0,Bupropion,C3665347
503.0,Bupropion,C0549209
503.0,Bupropion,C0549249
503.0,Bupropion,C0150450
503.0,Bupropion,C0549310
503.0,Bupropion,C1609512
503.0,Bupropion,C0549622
503.0,Bupropion,C0555724
503.0,Bupropion,C0558368
503.0,Bupropion,C0520587
503.0,Bupropion,C0558401
503.0,Bupropion,C0558489
503.0,Bupropion,C0563238
503.0,Bupropion,C0574067
503.0,Bupropion,C0577628
503.0,Bupropion,C0856604
503.0,Bupropion,C0578687
503.0,Bupropion,C0581912
503.0,Bupropion,C0600142
503.0,Bupropion,C0236075
503.0,Bupropion,C0686347
503.0,Bupropion,C0699744
503.0,Bupropion,C0700184
503.0,Bupropion,C0700590
503.0,Bupropion,C0702166
503.0,Bupropion,C0743668
503.0,Bupropion,C0851341
503.0,Bupropion,C1384353
503.0,Bupropion,C0852919
503.0,Bupropion,C0853348
503.0,Bupropion,C0855235
503.0,Bupropion,C0855237
503.0,Bupropion,C0858635
503.0,Bupropion,C0549373
503.0,Bupropion,C0877046
503.0,Bupropion,C0877179
503.0,Bupropion,C0877303
503.0,Bupropion,C1619712
503.0,Bupropion,C0877322
503.0,Bupropion,C0877508
503.0,Bupropion,C0878773
503.0,Bupropion,C0917799
503.0,Bupropion,C0948525
503.0,Bupropion,C1096250
503.0,Bupropion,C1112537
503.0,Bupropion,C1167677
503.0,Bupropion,C1260880
503.0,Bupropion,C1328308
503.0,Bupropion,C1384606
503.0,Bupropion,C1510410
503.0,Bupropion,C1542178
503.0,Bupropion,C1579838
503.0,Bupropion,C1971624
503.0,Bupropion,C2129214
503.0,Bupropion,C2584688
503.0,Bupropion,C2830004
503.0,Bupropion,C2937350
503.0,Bupropion,C0235969
503.0,Bupropion,C2939147
503.0,Bupropion,C2979982
997.0,Dimethyl sulfoxide,C0234215
997.0,Dimethyl sulfoxide,C0403639
1029.0,Dopamine,C0002962
1029.0,Dopamine,C0003467
1029.0,Dopamine,C0004238
1029.0,Dopamine,C0013404
1029.0,Dopamine,C0015376
1029.0,Dopamine,C0017086
1029.0,Dopamine,C0018681
1029.0,Dopamine,C0020538
1029.0,Dopamine,C0027497
1029.0,Dopamine,C0027540
1029.0,Dopamine,C0030252
1029.0,Dopamine,C0031924
1029.0,Dopamine,C0039231
1029.0,Dopamine,C0042963
1029.0,Dopamine,C0085612
1029.0,Dopamine,C0235532
1029.0,Dopamine,C0010520
1029.0,Dopamine,C0242528
1029.0,Dopamine,C0340464
1029.0,Dopamine,C0425945
1029.0,Dopamine,C0025323
1029.0,Dopamine,C0428977
1029.0,Dopamine,C0429097
1029.0,Dopamine,C0429098
1455.0,Glycerin,C0002792
1455.0,Glycerin,C0002994
1455.0,Glycerin,C0004096
1455.0,Glycerin,C0009763
1455.0,Glycerin,C0010200
1455.0,Glycerin,C0010520
1455.0,Glycerin,C0013404
1455.0,Glycerin,C0016382
1455.0,Glycerin,C0020649
1455.0,Glycerin,C0030193
1455.0,Glycerin,C0030232
1455.0,Glycerin,C0033774
1455.0,Glycerin,C0035455
1455.0,Glycerin,C0037383
1455.0,Glycerin,C0038999
1455.0,Glycerin,C0039070
1455.0,Glycerin,C0012833
1455.0,Glycerin,C0041657
1455.0,Glycerin,C0036974
1455.0,Glycerin,C0039231
1455.0,Glycerin,C0041834
1455.0,Glycerin,C0042109
1455.0,Glycerin,C0043144
1455.0,Glycerin,C0085649
1455.0,Glycerin,C0423153
1455.0,Glycerin,C0152227
1455.0,Glycerin,C0428977
1455.0,Glycerin,C0853813
1505.0,Histamine,C0000729
1505.0,Histamine,C0000737
1505.0,Histamine,C0000731
1505.0,Histamine,C0002792
1505.0,Histamine,C0002871
1505.0,Histamine,C0003123
1505.0,Histamine,C0232462
1505.0,Histamine,C0003467
1505.0,Histamine,C0003862
1505.0,Histamine,C0948594
1505.0,Histamine,C0004093
1505.0,Histamine,C0004096
1505.0,Histamine,C0004604
1505.0,Histamine,C0004936
1505.0,Histamine,C0008031
1505.0,Histamine,C0009450
1505.0,Histamine,C0009782
1505.0,Histamine,C0009806
1505.0,Histamine,C0010200
1505.0,Histamine,C0011175
1505.0,Histamine,C0011991
1505.0,Histamine,C0012833
1505.0,Histamine,C0013378
1505.0,Histamine,C0013395
1505.0,Histamine,C0013404
1505.0,Histamine,C0014130
1505.0,Histamine,C0014457
1505.0,Histamine,C0015230
1505.0,Histamine,C0011603
1505.0,Histamine,C0015672
1505.0,Histamine,C0015967
1505.0,Histamine,C0016382
1505.0,Histamine,C0017152
1505.0,Histamine,C0017178
1505.0,Histamine,C0018681
1505.0,Histamine,C0018799
1505.0,Histamine,C0020458
1505.0,Histamine,C0020517
1505.0,Histamine,C0020538
1505.0,Histamine,C0020649
1505.0,Histamine,C0020676
1505.0,Histamine,C0023530
1505.0,Histamine,C0025061
1505.0,Histamine,C0027424
1505.0,Histamine,C0027497
1505.0,Histamine,C0027651
1505.0,Histamine,C0027765
1505.0,Histamine,C0027947
1505.0,Histamine,C0028081
1505.0,Histamine,C0030193
1505.0,Histamine,C0030196
1505.0,Histamine,C0030252
1505.0,Histamine,C0030554
1505.0,Histamine,C0032285
1505.0,Histamine,C0033774
1505.0,Histamine,C0036974
1505.0,Histamine,C0038362
1505.0,Histamine,C0039231
1505.0,Histamine,C0040034
1505.0,Histamine,C0041834
1505.0,Histamine,C0041912
1505.0,Histamine,C0042109
1505.0,Histamine,C0042373
1505.0,Histamine,C0042571
1505.0,Histamine,C0042963
1505.0,Histamine,C0043096
1505.0,Histamine,C0043144
1505.0,Histamine,C0043352
1505.0,Histamine,C0079043
1505.0,Histamine,C0006266
1505.0,Histamine,C0085593
1505.0,Histamine,C0085649
1505.0,Histamine,C0085654
1505.0,Histamine,C0151605
1505.0,Histamine,C0151649
1505.0,Histamine,C0151734
1505.0,Histamine,C0151735
1505.0,Histamine,C0151828
1505.0,Histamine,C0151908
1505.0,Histamine,C0162429
1505.0,Histamine,C0178298
1505.0,Histamine,C0037274
1505.0,Histamine,C0221232
1505.0,Histamine,C0221477
1505.0,Histamine,C0231218
1505.0,Histamine,C0234215
1505.0,Histamine,C1443060
1505.0,Histamine,C2047937
