DrugID,DrugName,SideEffect
2534.0,Ranolazine,C0023530
2534.0,Ranolazine,C0025061
2534.0,Ranolazine,C0026821
2534.0,Ranolazine,C0037763
2534.0,Ranolazine,C0027497
2534.0,Ranolazine,C0027765
2534.0,Ranolazine,C0030196
2534.0,Ranolazine,C0030252
2534.0,Ranolazine,C0030305
2534.0,Ranolazine,C0030312
2534.0,Ranolazine,C0030554
2534.0,Ranolazine,C0033774
2534.0,Ranolazine,C0034069
2534.0,Ranolazine,C0035078
2534.0,Ranolazine,C0039070
2534.0,Ranolazine,C0041657
2534.0,Ranolazine,C0036974
2534.0,Ranolazine,C0040034
2534.0,Ranolazine,C0040264
2534.0,Ranolazine,C0040822
2534.0,Ranolazine,C0041667
2534.0,Ranolazine,C0042075
2534.0,Ranolazine,C0041969
2534.0,Ranolazine,C0042109
2534.0,Ranolazine,C0042373
2534.0,Ranolazine,C0042571
2534.0,Ranolazine,C0042963
2534.0,Ranolazine,C0043096
2534.0,Ranolazine,C0043352
2534.0,Ranolazine,C0080274
2534.0,Ranolazine,C0085649
2534.0,Ranolazine,C0151539
2534.0,Ranolazine,C0151578
2534.0,Ranolazine,C0235431
2534.0,Ranolazine,C0151878
2534.0,Ranolazine,C0152031
2534.0,Ranolazine,C0162429
2534.0,Ranolazine,C0178298
2534.0,Ranolazine,C0037274
2534.0,Ranolazine,C0232431
2534.0,Ranolazine,C0233407
2534.0,Ranolazine,C0234987
2534.0,Ranolazine,C0235309
2534.0,Ranolazine,C0232487
2534.0,Ranolazine,C0236071
2534.0,Ranolazine,C0242350
2534.0,Ranolazine,C0277925
