DrugName,CID,ConnectivitySMILES,MolecularWeight,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount,RotatableBondCount
Sulfaisodimidine,5343,CC1=CC(=NC(=N1)C)NS(=O)(=O)C2=CC=C(C=C2)N,278.33,1.2,106.0,2,6,3
Motretinide,6314185,CCNC(=O)C=C(C)C=CC=C(C)C=CC1=C(C(=C(C=C1C)OC)C)C,353.5,6.2,38.3,1,2,7
Temefos,5392,COP(=S)(OC)OC1=CC=C(C=C1)SC2=CC=C(C=C2)OP(=S)(OC)OC,466.5,6,145.0,0,9,10
Emylcamate,6526,CCC(C)(CC)OC(=O)N,145.20,1.5,52.3,1,2,4
cis-Diamminechlorocholylglycinateplatinum(II),154095,CC(CCC(=O)NCC(=O)[O-])C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C.N.N.[Cl-].[Pt+2],729.2,,132.0,6,9,5
LCL-161,24737642,CC(C(=O)NC(C1CCCCC1)C(=O)N2CCCC2C3=NC(=CS3)C(=O)C4=CC=C(C=C4)F)NC,500.6,4.3,120.0,2,7,8
Rigosertib,6918736,COC1=C(C=C(C=C1)CS(=O)(=O)C=CC2=C(C=C(C=C2OC)OC)OC)NCC(=O)O,451.5,2.5,129.0,2,9,11
Tioguanine,2723601,C1=NC2=C(N1)C(=S)N=C(N2)N,167.19,-0.1,111.0,3,2,0
Avibactam,9835049,C1CC(N2CC1N(C2=O)OS(=O)(=O)O)C(=O)N,265.25,-1.8,139.0,2,6,3
Methenamine,4101,C1N2CN3CN1CN(C2)C3,140.19,0.3,13.0,0,4,0
Octinoxate,5355130,CCCCC(CC)COC(=O)C=CC1=CC=C(C=C1)OC,290.4,5.3,35.5,0,3,10
Iohexol,3730,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,821.1,-3,200.0,8,9,12
Butylscopolamine,160883,CCCC[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C,360.5,2.6,59.1,1,4,8
Carbocisteine,193653,C(C(C(=O)O)N)SCC(=O)O,179.20,-3.1,126.0,3,6,5
Ferric cation,29936,[Fe+3],55.84,,0.0,0,0,0
Penimepicycline,54686187,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C.CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN5CCN(CC5)CCO)N(C)C)O,937.0,,316.0,9,18,11
Merestinib,44603533,CC1=CC=C(C(=O)N1C2=CC=C(C=C2)F)C(=O)NC3=CC(=C(C=C3)OC4=C(C=C5C(=C4)C=NN5C)C6=CNN=C6)F,552.5,4.7,105.0,2,7,6
5-(2-methylpiperazine-1-sulfonyl)isoquinoline,3542,CC1CNCCN1S(=O)(=O)C2=CC=CC3=C2C=CN=C3,291.37,1,70.7,1,5,2
beta-Isosparteine,168213,C1CCN2CC3CC(C2C1)CN4C3CCCC4,234.38,2.5,6.5,0,2,0
Motesanib,11667893,CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C,373.5,3.9,78.9,3,5,5
Fenofibrate,3339,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,360.8,5.2,52.6,0,4,7
Sulfaperin,68933,CC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,264.31,0.3,106.0,2,6,3
Etanidazole,3276,C1=CN(C(=N1)[N+](=O)[O-])CC(=O)NCCO,214.18,-1.3,113.0,2,5,4
Lypressin,644076,C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCCN)C(=O)NCC(=O)N,1056.2,-3.9,476.0,13,16,19
Gimeracil,54679224,C1=C(C(=CNC1=O)Cl)O,145.54,-0.1,49.3,2,2,0
Gadoteric acid,158536,C1CN(CCN(CCN(CCN1CC(=O)O)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3],558.64,,171.0,1,12,5
Fluasterone,133967,CC12CCCCC1=CCC3C2CCC4(C3CC(C4=O)F)C,290.4,5.1,17.1,0,2,0
Brofaromine,44571,COC1=CC(=C2C(=C1)C=C(O2)C3CCNCC3)Br,310.19,3.1,34.4,1,3,2
Buformin,2468,CCCCN=C(N)N=C(N)N,157.22,-0.6,103.0,3,1,4
Risdiplam,118513932,CC1=CC(=NN2C1=NC(=C2)C)C3=CC(=O)N4C=C(C=CC4=N3)N5CCNC6(C5)CC6,401.5,0.5,78.1,1,6,2
Hydroxyfasudil,3064778,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CNC3=O,307.37,0.2,86.9,2,5,2
Chlormadinone,5284533,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)CCC34C)Cl)C)O,362.9,3,54.4,1,3,1
Gamithromycin,59364992,CCCN1CC(C(C(C(OC(=O)C(C(C(C(C(CC1C)(C)O)OC2C(C(CC(O2)C)N(C)C)O)C)OC3CC(C(C(O3)C)O)(C)OC)C)CC)(C)O)O)C,777.0,4.9,180.0,5,14,9
Promazine,4926,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,284.4,4.5,31.8,0,3,4
Tylosin,5280440,CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)C)COC4C(C(C(C(O4)C)O)OC)OC,916.1,1,239.0,5,18,13
Marbofloxacin,60651,CN1CCN(CC1)C2=C(C=C3C4=C2OCN(N4C=C(C3=O)C(=O)O)C)F,362.4,-0.5,76.6,1,9,2
GSK-256066,9827968,CC1=CC(=CC2=C(C(=CN=C12)C(=O)N)NC3=CC(=CC=C3)OC)S(=O)(=O)C4=CC=CC(=C4)C(=O)N(C)C,518.6,3.8,140.0,2,7,7
Nafarelin,25077405,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(CC2=CC3=CC=CC=C3C=C2)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8,1322.5,0.8,475.0,16,15,33
Prostaglandin G2,5280883,CCCCCC(C=CC1C2CC(C1CC=CCCCC(=O)O)OO2)OO,368.5,3.8,85.2,2,6,13
Lercanidipine,65866,CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,611.7,6.9,114.0,1,8,13
Nintedanib,135423438,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O,539.6,4.3,101.0,2,7,8
Amprenavir,65016,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,505.6,2.9,140.0,3,8,12
Favipiravir,492405,C1=C(N=C(C(=O)N1)C(=O)N)F,157.10,-0.6,84.6,2,4,1
Cefixime,5362065,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,453.5,-0.7,238.0,4,12,8
Tretazicar,89105,C1CN1C2=C(C=C(C(=C2)C(=O)N)[N+](=O)[O-])[N+](=O)[O-],252.18,0,138.0,1,6,2
Josamycin,5282165,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)OC(=O)C)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C)O,828.0,2.9,206.0,3,16,14
Pyronaridine,107771,COC1=NC2=C(C3=C(C=C(C=C3)Cl)N=C2C=C1)NC4=CC(=C(C(=C4)CN5CCCC5)O)CN6CCCC6,518.0,5.3,73.8,2,7,7
Piclamilast,154575,COC1=C(C=C(C=C1)C(=O)NC2=C(C=NC=C2Cl)Cl)OC3CCCC3,381.2,4.2,60.5,1,4,5
Nebularine,68368,C1=C2C(=NC=N1)N(C=N2)C3C(C(C(O3)CO)O)O,252.23,-0.7,114.0,3,7,2
Amrubicin,3035016,CC(=O)C1(CC(C2=C(C1)C(=C3C(=C2O)C(=O)C4=CC=CC=C4C3=O)O)OC5CC(C(CO5)O)O)N,483.5,0.9,177.0,5,10,3
beta-D-Galactosamine,449462,C(C1C(C(C(C(O1)O)N)O)O)O,179.17,-2.8,116.0,5,6,1
Novobiocin,54675769,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)OC4C(C(C(C(O4)(C)C)OC)OC(=O)N)O,612.6,3.3,196.0,5,11,9
Guadecitabine,135564655,C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)OC4CC(OC4CO)N5C=NC(=NC5=O)N)O,557.4,-4.6,271.0,6,12,8
Domoic Acid,5282253,CC(C=CC=C(C)C1CNC(C1CC(=O)O)C(=O)O)C(=O)O,311.33,-1.3,124.0,4,7,7
Ranolazine,56959,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,427.5,2.7,74.3,2,6,9
TNP-470,369976,CC(=CCC1C(O1)(C)C2C(C(CCC23CO3)OC(=O)NC(=O)CCl)OC)C,401.9,2.5,89.7,1,6,7
Bambermycins,6433554,CC1C(C(C(C(O1)OC2C(OC(C(C2O)NC(=O)C)OC3C(C(C(OC3OP(=O)(O)OCC(C(=O)OCCC=C(C)CCC=CC(C)(C)CCC(=C)CC=C(C)CCC=C(C)C)O)C(=O)O)(C)O)OC(=O)N)COC4C(C(C(C(O4)CO)O)O)O)NC(=O)C)O)OC5C(C(C(C(O5)C(=O)NC6=C(CCC6=O)O)O)O)O,1597.6,-0.5,602.0,18,35,39
Rosoxacin,287180,CCN1C=C(C(=O)C2=C1C=C(C=C2)C3=CC=NC=C3)C(=O)O,294.30,0.6,70.5,1,5,3
Flunoxaprofen,68869,CC(C1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)F)C(=O)O,285.27,3.6,63.3,1,5,3
Lomefloxacin,3948,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O,351.35,-0.8,72.9,2,8,3
Cycloguanil,9049,CC1(N=C(N=C(N1C2=CC=C(C=C2)Cl)N)N)C,251.71,1,80.0,2,1,1
Prasterone enantate,163331,CCCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4=O)C)C,400.6,6.3,43.4,0,3,7
Pemafibrate,11526038,CCC(C(=O)O)OC1=CC=CC(=C1)CN(CCCOC2=CC=C(C=C2)OC)C3=NC4=CC=CC=C4O3,490.5,6.2,94.3,1,8,13
"Sar9, Met (O2)11-Substance P",163829,CC(C)CC(C(=O)NC(CCS(=O)(=O)C)C(=O)N)NC(=O)CN(C)C(=O)C(CC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C3CCCN3C(=O)C(CCCCN)NC(=O)C4CCCN4C(=O)C(CCCN=C(N)N)N,1393.7,-3.4,553.0,14,18,42
Talampicillin,71447,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)OC4C5=CC=CC=C5C(=O)O4)C,481.5,2.7,153.0,2,8,6
AS-8112,10993014,CCN1CCN(CC(C1)NC(=O)C2=CC(=C(C=C2OC)NC)Br)C,399.3,2.1,56.8,2,5,5
Brincidofovir,483477,CCCCCCCCCCCCCCCCOCCCOP(=O)(COC(CN1C=CC(=NC1=O)N)CO)O,561.7,4.9,144.0,3,7,26
Dipivefrin,3105,CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C,351.4,2.9,84.9,2,6,9
Natamycin,5284447,CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O,665.7,-1.3,231.0,7,14,3
Maraviroc,3002977,CC1=NN=C(N1C2CC3CCC(C2)N3CCC(C4=CC=CC=C4)NC(=O)C5CCC(CC5)(F)F)C(C)C,513.7,5.1,63.1,1,6,8
Fenbufen,3335,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O,254.28,3.2,54.4,1,3,5
Methylprednisone,124653,CC1CC2C3CCC(C3(CC(=O)C2C4(C1=CC(=O)C=C4)C)C)(C(=O)CO)O,372.5,1.8,91.7,2,5,2
Demecarium,5966,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC2=CC=CC(=C2)[N+](C)(C)C,556.8,6.6,59.1,0,4,17
Thiabendazole,5430,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,201.25,2.5,69.8,1,3,1
Guanine,135398634,C1=NC2=C(N1)C(=O)NC(=N2)N,151.13,-1.1,96.2,3,3,0
Tesevatinib,10458325,CN1CC2CC(CC2C1)COC3=C(C=C4C(=C3)N=CN=C4NC5=C(C(=C(C=C5)Cl)Cl)F)OC,491.4,5.8,59.5,1,7,6
Biperiden,2381,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O,311.5,4.3,23.5,1,2,5
Tecarfarin,54718618,CC(C(F)(F)F)(C(F)(F)F)OC(=O)C1=CC=C(C=C1)CC2=C(C3=CC=CC=C3OC2=O)O,460.3,5.5,72.8,1,11,5
Mibolerone,251636,CC1CC2=CC(=O)CCC2C3C1C4CCC(C4(CC3)C)(C)O,302.5,3.2,37.3,1,2,0
Fenprostalene,72734332,COC(=O)CCC=C=CCC1C(CC(C1C=CC(COC2=CC=CC=C2)O)O)O,402.5,1.6,96.2,3,6,11
Etofibrate,65777,CC(C)(C(=O)OCCOC(=O)C1=CN=CC=C1)OC2=CC=C(C=C2)Cl,363.8,3.5,74.7,0,6,9
Ketanserin,3822,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O,395.4,2.6,69.7,1,5,5
Enmetazobactam,23653540,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)[O-])CN3C=C[N+](=N3)C,314.32,-0.6,125.0,0,6,2
Delpazolid,44205191,CN1CCN(C=N1)C2=C(C=C(C=C2)N3CC(OC3=O)CO)F,308.31,0.6,68.6,1,6,3
Aurodox,135509117,CCC(C(=O)NCC=CC=C(C)C(C(C)C1C(C(C(O1)C=CC=CC=C(C)C(=O)C2=C(C=CN(C2=O)C)O)O)O)OC)C3(C(C(C(C(O3)C=CC=CC)(C)C)O)O)O,811.0,4,216.0,7,12,17
Epimestrol,244809,CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)OC,302.4,2.8,49.7,2,3,1
Fosbretabulin,5351387,COC1=C(C=C(C=C1)C=CC2=CC(=C(C(=C2)OC)OC)OC)OP(=O)(O)O,396.3,2.4,104.0,2,8,8
Echothiophate,10548,CCOP(=O)(OCC)SCC[N+](C)(C)C,256.33,1,60.8,0,4,8
25-desacetylrifapentine,135564528,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)O)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C,835.0,6.2,214.0,7,14,4
Halofuginone,456390,C1CC(C(NC1)CC(=O)CN2C=NC3=CC(=C(C=C3C2=O)Cl)Br)O,414.7,1.4,82.0,2,5,4
Prednimustine,34457,CC12CC(C3C(C1CCC2(C(=O)COC(=O)CCCC4=CC=C(C=C4)N(CCCl)CCCl)O)CCC5=CC(=O)C=CC35C)O,646.6,6,104.0,2,7,13
Erythrityl tetranitrate,5284553,C(C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],302.11,1.4,220.0,0,12,7
Dihydro-alpha-ergocryptine,114948,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CC5C(CC6=CNC7=CC=CC5=C67)N(C4)C)O,577.7,3.1,118.0,3,6,5
Piritrexim,54369,CC1=C2C(=NC(=NC2=NC=C1CC3=C(C=CC(=C3)OC)OC)N)N,325.4,2.1,109.0,2,7,4
Ginsenoside Rb1,9898279,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C,1109.3,0.3,377.0,15,23,16
Dihydrotachysterol,5311071,CC1CCC(CC1=CC=C2CCCC3(C2CCC3C(C)C=CC(C)C(C)C)C)O,398.7,7.7,20.2,1,1,5
Dimetotiazine,3089,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)S(=O)(=O)N(C)C)N(C)C,391.6,3.8,77.5,0,6,5
Foscarnet,3415,C(=O)(O)P(=O)(O)O,126.01,-2,94.8,3,5,1
"R,S-Warfarin alcohol",54736486,CC(CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O)O,310.3,2.6,66.8,2,4,4
"3,4-Dihydroxybenzoic Acid",72,C1=CC(=C(C=C1C(=O)O)O)O,154.12,1.1,77.8,3,4,1
Semaxanib,5329098,CC1=CC(=C(N1)C=C2C3=CC=CC=C3NC2=O)C,238.28,2.5,44.9,2,1,1
Oltipraz,47318,CC1=C(SSC1=S)C2=NC=CN=C2,226.3,1.1,108.0,0,5,1
Artemotil,3000469,CCOC1C(C2CCC(C3C24C(O1)OC(CC3)(OO4)C)C)C,312.4,3.4,46.2,0,5,2
Mesterolone,15020,CC1CC(=O)CC2C1(C3CCC4(C(C3CC2)CCC4O)C)C,304.5,4.1,37.3,1,2,0
Carfecillin,33672,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)OC4=CC=CC=C4)C(=O)O)C,454.5,3,138.0,2,7,7
Gimatecan,9577124,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C5=CC=CC=C5N=C4C3=C2)C=NOC(C)(C)C)O,447.5,2,101.0,1,7,4
Propatyl nitrate,66261,CCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],269.17,2,165.0,0,9,7
Quinestrol,9046,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)OC5CCCC5,364.5,5.3,29.5,1,2,3
Boldenone,13308,CC12CCC3C(C1CCC2O)CCC4=CC(=O)C=CC34C,286.4,3.5,37.3,1,2,0
Sulfamethazine,5327,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,278.33,0.3,106.0,2,6,3
Flurithromycin,71260,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)(C)F)C)O)(C)O,751.9,2.8,194.0,5,15,7
Radezolid,11224409,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)C3=CC=C(C=C3)CNCC4=NNN=C4)F,438.5,1.1,112.0,3,7,8
Dianhydrogalactitol,15942827,C1C(O1)C(C(C2CO2)O)O,146.14,-1.3,65.5,2,4,3
Gavestinel,6450546,C1=CC=C(C=C1)NC(=O)C=CC2=C(NC3=C2C(=CC(=C3)Cl)Cl)C(=O)O,375.2,4.4,82.2,3,3,4
Porfiromycin,13116,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4C)N,348.35,-0.4,128.0,2,8,4
Orvepitant,9852175,CC1=C(C=CC(=C1)F)C2CC(CCN2C(=O)N(C)C(C)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)N4CCN5C(C4)CCC5=O,628.6,5.4,47.1,0,10,4
Platinum,23939,[Pt],195.08,,0.0,0,0,0
Mephenesin,4059,CC1=CC=CC=C1OCC(CO)O,182.22,1.4,49.7,2,3,4
Methylpropylpropanediol dinitrate,25430,CCCC(C)(CO[N+](=O)[O-])CO[N+](=O)[O-],222.20,2.9,110.0,0,6,6
Aluminium,5359268,[Al],26.981538,,0.0,0,0,0
Ractopamine,56052,CC(CCC1=CC=C(C=C1)O)NCC(C2=CC=C(C=C2)O)O,301.4,2.7,72.7,4,4,7
Protionamide,666418,CCCC1=NC=CC(=C1)C(=S)N,180.27,1.5,71.0,1,2,3
Vorapaxar,10077130,CCOC(=O)NC1CCC2C(C1)CC3C(C2C=CC4=NC=C(C=C4)C5=CC(=CC=C5)F)C(OC3=O)C,492.6,5.3,77.5,1,6,6
Efatutazone,9832447,CC1=CC(=CC(=C1N)C)OC2=CC3=C(C=C2)N=C(N3C)COC4=CC=C(C=C4)CC5C(=O)NC(=O)S5,502.6,4.7,134.0,2,7,7
Alanosine,90657278,C(C(C(=O)[O-])[NH3+])N(N=O)O,149.11,-3.2,121.0,2,6,2
Chlorphentermine,10007,CC(C)(CC1=CC=C(C=C1)Cl)N,183.68,2.6,26.0,1,1,2
Gantacurium,10102486,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)CCCOC(=O)C(=CC(=O)OCCC[N+]4(CCC5=CC(=C(C=C5C4C6=CC(=C(C(=C6)OC)OC)OC)OC)OC)C)Cl,993.6,8.3,145.0,0,14,25
Pipobroman,4842,C1CN(CCN1C(=O)CCBr)C(=O)CCBr,356.05,0.4,40.6,0,2,4
Cediranib,9933475,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5,450.5,4.9,72.5,1,7,8
Cloprednol,5284535,CC12CC(C3C(C1CCC2(C(=O)CO)O)C=C(C4=CC(=O)C=CC34C)Cl)O,392.9,1.9,94.8,3,5,2
Tetrahydrocannabivarin,93147,CCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O,286.4,5.9,29.5,1,2,2
Minoxidil,4201,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,209.25,1.2,88.9,3,3,1
Mangafodipir,76967443,CC1=C(C(=CC(=N1)COP(=O)(O)[O-])CN(CCN(CC2=CC(=NC(=C2O)C)COP(=O)(O)[O-])CC(=O)O)CC(=O)O)O.[Mn+2],691.4,,287.0,6,18,17
Ethchlorvynol,5281077,CCC(C=CCl)(C#C)O,144.60,1.5,20.2,1,1,3
Chlorpromazine,2726,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,318.9,5.2,31.8,0,3,4
Huperzine A,854026,CC=C1C2CC3=C(C1(CC(=C2)C)N)C=CC(=O)N3,242.32,0,55.1,2,2,0
Armodafinil,9690109,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,273.4,1.7,79.4,1,3,5
Laniquidar,6450806,COC(=O)C1=CN=C2N1CCC3=CC=CC=C3C2=C4CCN(CC4)CCC5=CC=C(C=C5)OCC6=NC7=CC=CC=C7C=C6,584.7,5.8,69.5,0,6,8
Cefpodoxime,6335986,COCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,427.5,-1.4,210.0,3,11,7
Clocortolone,5311052,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)Cl)C)F,410.9,2.5,74.6,2,5,2
Hydroxyzine,3658,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,374.9,3.7,35.9,1,4,8
Remifentanil,60815,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC,376.4,1.9,76.2,0,6,9
Coumarin,323,C1=CC=C2C(=C1)C=CC(=O)O2,146.14,1.4,26.3,0,2,0
Sparsomycin,9543443,CC1=C(C(=O)NC(=O)N1)C=CC(=O)NC(CO)CS(=O)CSC,361.4,-1.7,169.0,4,7,8
Danoprevir,11285588,CC(C)(C)OC(=O)NC1CCCCCC=CC2CC2(NC(=O)C3CC(CN3C1=O)OC(=O)N4CC5=C(C4)C(=CC=C5)F)C(=O)NS(=O)(=O)C6CC6,731.8,3.3,189.0,3,10,8
Dimenhydrinate,10660,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,470.0,,81.8,1,5,6
Trimipramine,5584,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,294.4,5.8,6.5,0,2,4
Valspodar,5281884,CC=CCC(C)C(=O)C1C(=O)NC(C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C)C(C)C,1214.6,7.7,276.0,4,12,15
Hexocyclium,24199,C[N+]1(CCN(CC1)CC(C2CCCCC2)(C3=CC=CC=C3)O)C,317.5,3.1,23.5,1,2,4
Broxuridine,6035,C1C(C(OC1N2C=C(C(=O)NC2=O)Br)CO)O,307.10,-0.3,99.1,3,5,2
Phenylacetic acid,999,C1=CC=C(C=C1)CC(=O)O,136.15,1.4,37.3,1,2,2
Ketotifen,3827,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,309.4,3.2,48.6,0,3,0
Stavudine,18283,CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO,224.21,-0.8,78.9,2,4,2
Prifinium,4905,CC[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)C1C)CC,306.5,5.1,0.0,0,0,4
Zomepirac,5733,CC1=C(N(C(=C1)CC(=O)O)C)C(=O)C2=CC=C(C=C2)Cl,291.73,2.8,59.3,1,3,4
Glycerol phenylbutyrate,10482134,C1=CC=C(C=C1)CCCC(=O)OCC(COC(=O)CCCC2=CC=CC=C2)OC(=O)CCCC3=CC=CC=C3,530.6,6.7,78.9,0,6,20
Lynestrenol,5857,CC12CCC3C(C1CCC2(C#C)O)CCC4=CCCCC34,284.4,4.5,20.2,1,1,1
Dexrabeprazole,9906855,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC,359.4,1.9,96.3,1,6,8
Sparfosic acid,39981,C(C(C(=O)O)NC(=O)CP(=O)(O)O)C(=O)O,255.12,-3.1,161.0,5,8,6
Geldanamycin,5288382,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC,560.6,2,163.0,3,9,5
Luliconazole,3003141,C1C(SC(=C(C#N)N2C=CN=C2)S1)C3=C(C=C(C=C3)Cl)Cl,354.3,4,92.2,0,4,2
Gaboxadol,3448,C1CNCC2=C1C(=O)NO2,140.14,-0.9,50.4,2,3,0
Propiopromazine,24352,CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C,340.5,4.7,48.9,0,4,6
Benzilone,66248,CC[N+]1(CCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)CC,354.5,3.6,46.5,1,3,7
