DrugID,DrugName
2586,Risdiplam
2587,Risedronic acid
2588,Risperidone
2589,Ritanserin
2590,Ritlecitinib
2591,Ritobegron
2592,Ritodrine
2593,Ritonavir
2594,Rivaroxaban
2595,Rivastigmine
2596,Rivoceranib
2597,Rivoglitazone
2598,Rizatriptan
2599,Ro 12-7310
2600,Robenacoxib
2601,Rociletinib
2602,Rociverine
2603,Rocuronium
2604,Rofecoxib
2605,Roflumilast
2606,Rokitamycin
2607,Rolapitant
2608,Rolitetracycline
2609,Rolofylline
2610,Romidepsin
2611,Romifidine
2612,Ronifibrate
2613,Ropinirole
2614,Ropivacaine
2615,Roquinimex
2616,Rosiglitazone
2617,Rosoxacin
2618,Rosuvastatin
2619,Rotigotine
2620,Roxadustat
2621,Roxarsone
2622,Roxatidine acetate
2623,Roxithromycin
2624,Rucaparib
2625,Rufinamide
2626,Rufloxacin
2627,Rupatadine
2628,S-Ethylisothiourea
2629,SC-236
2630,SN-38
2631,Sacubitril
2632,Safinamide
2633,Safrazine
2634,Sagopilone
2635,Salicylamide
2636,Salinomycin
2637,Salirasib
2638,Salmeterol
2639,Salsalate
2640,Salvinorin A
2641,Samidorphan
2642,Sapacitabine
2643,Saprisartan
2644,Saquinavir
2645,"Sar9, Met (O2)11-Substance P"
2646,Saracatinib
2647,Sarafloxacin
2648,Saralasin
2649,Sarecycline
2650,Saredutant
2651,Sarpogrelate
2652,Scopolamine
2653,Secobarbital
2654,Segesterone acetate
2655,Seladelpar
2656,Selamectin
2657,Selenious acid
2658,Selenium
2659,Seletracetam
2660,Selexipag
2661,Seliciclib
2662,Selinexor
2663,Selpercatinib
2664,Selumetinib
2665,Semaglutide
2666,Semaxanib
2667,Sennosides
2668,Seocalcitol
2669,Seproxetine
2670,Seratrodast
2671,Serdexmethylphenidate
2672,Serotonin
2673,Sertindole
2674,Sertraline
2675,Setiptiline
2676,Setrobuvir
2677,Sevelamer
2678,Sevoflurane
2679,Sibutramine
2680,Sildenafil
2681,Silibinin
2682,Silodosin
2683,Silver sulfadiazine
2684,Simeprevir
2685,Simfibrate
2686,Simvastatin
2687,Sinefungin
2688,Siponimod
2689,Sirolimus
2690,Sisomicin
2691,Sitafloxacin
2692,Sitagliptin
2693,Sitaxentan
2694,Soblidotin
2695,Sodium aurothiomalate
2696,Sodium aurotiosulfate
2697,Sodium cation
2698,Sodium feredetate
2699,Sodium tetradecyl sulfate
2700,Sodium zirconium cyclosilicate
2701,Sofosbuvir
2702,Sofpironium
2703,Solabegron
2704,Solifenacin
2705,Solithromycin
2706,Solriamfetol
2707,Somatostatin
2708,Sonidegib
2709,Sotagliflozin
2710,Sotalol
2711,Sotorasib
2712,Sparfloxacin
2713,Sparfosic acid
2714,Sparsentan
2715,Sparsomycin
2716,Spectinomycin
2717,Spermidine
2718,Spermine
2719,Spiradoline
2720,Spiramycin
2721,Spirapril
2722,Spironolactone
2723,Squalamine
2724,Stanolone acetate
2725,Stanozolol
2726,Stavudine
2727,Stepronin
2728,Stiripentol
2729,Streptolydigin
2730,Streptomycin
2731,Streptozocin
2732,Strontium cation Sr-89
2733,Strontium ranelate
2734,Styramate
2735,Succinylcholine
2736,Succinylsulfathiazole
2737,Sucralfate
2738,Sufentanil
2739,Sugammadex
2740,Sulbactam
2741,Sulbenicillin
2742,Sulconazole
2743,Sulfacetamide
2744,Sulfadicramide
2745,Sulfadimethoxine
2746,Sulfadoxine
2747,Sulfaethoxypyridazine
2748,Sulfaguanidine
2749,Sulfaisodimidine
2750,Sulfamazone
2751,Sulfamerazine
2752,Sulfameter
2753,Sulfamethazine
2754,Sulfamethizole
2755,Sulfamethoxazole
2756,Sulfamethoxypyridazine
2757,Sulfametomidine
2758,Sulfametopyrazine
2759,Sulfametrole
2760,Sulfamoxole
2761,Sulfanilamide
2762,Sulfanitran
2763,Sulfaperin
2764,Sulfaphenazole
2765,Sulfapyridine
2766,Sulfaquinoxaline
2767,Sulfasalazine
2768,Sulfathiourea
2769,Sulfinpyrazone
2770,Sulfisoxazole
2771,Sulforaphane
2772,Sulindac
2773,Sulopenem etzadroxil
2774,Sulprostone
2775,Sultamicillin
2776,Sulthiame
2777,Sultopride
2778,Sumatriptan
2779,Sunitinib
2780,Suprofen
2781,Surinabant
2782,Suvorexant
2783,Suxibuzone
2784,Synephrine
2785,TNP-470
2786,Tacrine
2787,Tacrolimus
2788,Tadalafil
2789,Tafamidis
2790,Tafenoquine
2791,Tafluprost
2792,Talampicillin
2793,Talastine
2794,Talazoparib
2795,Talbutal
2796,Talinolol
2797,Tallimustine
2798,Talniflumate
2799,Talopram
2800,Tamoxifen
2801,Tamsulosin
2802,Tandospirone
2803,Tandutinib
2804,Tapentadol
2805,Taranabant
2806,Tariquidar
2807,Tasimelteon
2808,Tasosartan
2809,Taspoglutide
2810,Taurochenodeoxycholic acid
2811,Taurocholic acid
2812,Taurolidine
2813,Taxifolin
2814,Tazarotene
2815,Tazemetostat
2816,Tazobactam
2817,Tecarfarin
2818,Technetium Tc-99m sestamibi
2819,Tecovirimat
2820,Tedisamil
2821,Tedizolid
2822,Tedizolid phosphate
2823,Tefinostat
2824,Tegafur
2825,Tegaserod
2826,Tegoprazan
2827,Teicoplanin
2828,Telaprevir
2829,Telavancin
2830,Telithromycin
2831,Telmisartan
2832,Telotristat ethyl
2833,Temafloxacin
2834,Temazepam
2835,Temefos
2836,Temocapril
2837,Temocillin
2838,Temozolomide
2839,Temsirolimus
2840,Tenamfetamine
2841,Tenapanor
2842,Teneligliptin
2843,Tenidap
2844,Teniposide
2845,Tenofovir
2846,Tenofovir alafenamide
2847,Tenofovir disoproxil
2848,Tenoxicam
2849,Tepotinib
2850,Tepoxalin
2851,Terazosin
2852,Terbinafine
2853,Terbutaline
2854,Terfenadine
2855,Terguride
2856,Teriflunomide
2857,Terodiline
2858,Tertatolol
2859,Tesevatinib
2860,Tesmilifene
2861,Testolactone
2862,Testosterone cypionate
2863,Testosterone decanoate
2864,Testosterone enantate benzilic acid hydrazone
2865,Testosterone enanthate
2866,Testosterone isocaproate
2867,Testosterone phenylpropionate
2868,Testosterone propionate
2869,Testosterone succinate
2870,Testosterone undecanoate
2871,Tetracaine
2872,Tetracosactide
2873,Tetracycline
2874,Tetrahydrocannabivarin
2875,Tetrahydropalmatine
2876,Tetrandrine
2877,Tetrazepam
2878,Tetrodotoxin
2879,Tetryzoline
2880,Tezacaftor
2881,Tezacitabine
2882,Tezosentan
2883,Thalidomide
2884,Theobromine
2885,Theodrenaline
2886,Thiabendazole
2887,Thiamine
2888,Thiamphenicol
2889,Thiamylal
2890,Thiazinam
2891,Thiethylperazine
2892,Thiocolchicoside
2893,Thiopental
2894,Thiopropazate
2895,Thioproperazine
2896,Thiopyrophosphate
2897,Thioridazine
2898,Thiosalicylic acid
2899,Thiostrepton
2900,Thiotepa
2901,Thiothixene
2902,Thonzylamine
2903,Thymol
2904,Tiagabine
2905,Tiamulin
2906,Tianeptine
2907,Tiapride
2908,Tiaprofenic acid
2909,Tibolone
2910,Ticagrelor
2911,Ticarcillin
2912,Ticlopidine
2913,Tiemonium iodide
2914,Tienilic acid
2915,Tigecycline
2916,Tildipirosin
2917,Tiletamine
2918,Tilmicosin
2919,Tiludronic acid
2920,Timepidium
2921,Timolol
2922,Tinidazole
2923,Tinoridine
2924,Tioclomarol
2925,Tioconazole
2926,Tioguanine
2927,Tiopronin
2928,Tiotropium
2929,Tipifarnib
2930,Tipiracil
2931,Tipranavir
2932,Tiracizine
2933,Tirapazamine
2934,Tiratricol
2935,Tirofiban
2936,Tisopurine
2937,Tivozanib
2938,Tixocortol
2939,Tizanidine
2940,Tobramycin
2941,Tocainide
2942,Tocladesine
2943,Tocopherylquinone
2944,Tocotrienol
2945,Tofacitinib
2946,Tofogliflozin
2947,Tolazamide
2948,Tolazoline
2949,Tolbutamide
2950,Tolcapone
2951,Tolfenamic acid
2952,Tolmetin
2953,Tolonidine
2954,Toloxatone
2955,Tolperisone
2956,Tolterodine
2957,Tolvaptan
2958,Topiramate
2959,Topiroxostat
2960,Topotecan
2961,Torasemide
2962,Toremifene
2963,Tovorafenib
2964,Toyocamycin
2965,Trabectedin
2966,Tramadol
2967,Tramazoline
2968,Trametinib
2969,Tramiprosate
2970,Trandolapril
2971,Trandolaprilat
2972,Tranexamic acid
2973,Tranilast
2974,Transcrocetinate
2975,Trapidil
2976,Travoprost
2977,Trazodone
2978,Treosulfan
2979,Treprostinil
2980,Trestolone
2981,Trestolone acetate
2982,Tretamine
2983,Tretazicar
2984,Tretoquinol
2985,Triamcinolone
2986,Triamterene
2987,Triaziquone
2988,Triazolam
2989,Tricaine
2990,Trichloroethylene
2991,Trichostatin A
2992,Triclabendazole
2993,Triclofos
2994,Tridihexethyl
2995,Triethylenetetramine
2996,Trifluoperazine
2997,Trifluperidol
2998,Triflupromazine
2999,Trifluridine
3000,Triflusal
3001,Triglu-5-formyl-tetrahydrofolate
3002,Trihexyphenidyl
3003,Trilaciclib
3004,Trilostane
3005,Trimazosin
3006,Trimebutine
3007,Trimethadione
3008,Trimethaphan
3009,Trimethobenzamide
3010,Trimetrexate
3011,Trimipramine
3012,Trioxsalen
3013,Tripamide
3014,Tripelennamine
3015,Triprolidine
3016,Triptolide
3017,Triptorelin
3018,Trofinetide
3019,Trofosfamide
3020,Trolamine
3021,Troleandomycin
3022,Trolnitrate
3023,Tropatepine
3024,Tropicamide
3025,Tropisetron
3026,Trospium
3027,Trovafloxacin
3028,Troxacitabine
3029,Troxerutin
3030,Tubercidin
3031,Tubocurarine
3032,Tucaresol
3033,Tucatinib
3034,Tucidinostat
3035,Tulathromycin A
3036,Tulobuterol
3037,Tylosin
3038,Tylvalosin
3039,Tyramine
3040,Ubenimex
3041,Ubidecarenone
3042,Ubrogepant
3043,Udenafil
3044,Ularitide
3045,Ulipristal
3046,Ulobetasol
3047,Umbralisib
3048,Umeclidinium
3049,Umifenovir
3050,Unoprostone
3051,Upadacitinib
3052,Uracil
3053,Uracil mustard
3054,Urapidil
3055,Urethane
3056,Uric acid
3057,Vabicaserin
3058,Vaborbactam
3059,Vadadustat
3060,Vadimezan
3061,Valaciclovir
3062,Valbenazine
3063,Valdecoxib
3064,Valganciclovir
3065,Valinomycin
3066,Valnoctamide
3067,Valomaciclovir
3068,Valproate bismuth
3069,Valpromide
3070,Valrubicin
3071,Valsartan
3072,Valspodar
3073,Vamorolone
3074,Vancomycin
3075,Vandetanib
3076,Vanoxerine
3077,Vardenafil
3078,Varenicline
3079,Vatalanib
3080,Vecuronium
3081,Velpatasvir
3082,Vemurafenib
3083,Venetoclax
3084,Venlafaxine
3085,Veralipride
3086,Vericiguat
3087,Verinurad
3088,Vernakalant
3089,Vesnarinone
3090,Vibegron
3091,Vicriviroc
3092,Vigabatrin
3093,Vilanterol
3094,Vilazodone
3095,Vildagliptin
3096,Viloxazine
3097,Vinbarbital
3098,Vinblastine
3099,Vincamine
3100,Vincristine
3101,Vindesine
3102,Vinflunine
3103,Vinorelbine
3104,Vinpocetine
3105,Vintafolide
3106,Vinyl ether
3107,Vinylbital
3108,Viomycin
3109,Vismodegib
3110,Vitamin A
3111,Voclosporin
3112,Voglibose
3113,Volasertib
3114,Vonoprazan
3115,Vorapaxar
3116,Vorasidenib
3117,Voriconazole
3118,Vorinostat
3119,Vortioxetine
3120,Vosaroxin
3121,Voxelotor
3122,Voxilaprevir
3123,WIN 55212-2
3124,Wortmannin
3125,Xamoterol
3126,Xanomeline
3127,Xanthine
3128,Xenon
3129,Ximelagatran
3130,Xipamide
3131,Xylazine
3132,Xylometazoline
3133,Yohimbine
3134,Zafirlukast
3135,Zalcitabine
3136,Zaleplon
3137,Zaltoprofen
3138,Zanamivir
3139,Zanubrutinib
3140,Zavegepant
3141,Zelavespib
3142,Zeranol
3143,Zidovudine
3144,Zileuton
3145,Zilucoplan
3146,Zimelidine
3147,Zinc
3148,Zinc Substituted Heme C
3149,Zinc cation
3150,Zinc oxide
3151,Ziprasidone
3152,Zofenopril
3153,Zolazepam
3154,"Zoledronate D,L-Lysine Monohydrate"
3155,Zolmitriptan
3156,Zolpidem
3157,Zomepirac
3158,Zonisamide
3159,Zorubicin
3160,Zosuquidar
3161,Zotepine
3162,Zuranolone
3163,beta-D-Galactosamine
3164,beta-Isosparteine
3165,beta-Naphthoflavone
3166,cis-Diamminechlorocholylglycinateplatinum(II)
3167,gamma-Hydroxybutyric acid
3168,m-Chlorophenylpiperazine
3169,trans-2-hydroxycinnamic acid
