DrugID,DrugName,CID,ChEBI_ID,Pathway_ID,Pathway_Name,Evidence,Species
691,Cholesterol,5997,CHEBI:16113,R-HSA-8964038,LDL clearance,TAS,Homo sapiens
691,Cholesterol,5997,CHEBI:16113,R-HSA-8964038,LDL clearance,IEA,Homo sapiens
691,Cholesterol,5997,CHEBI:16113,R-HSA-8964041,LDL remodeling,TAS,Homo sapiens
691,Cholesterol,5997,CHEBI:16113,R-HSA-8964043,Plasma lipoprotein clearance,TAS,Homo sapiens
691,Cholesterol,5997,CHEBI:16113,R-HSA-8964043,Plasma lipoprotein clearance,IEA,Homo sapiens
691,Cholesterol,5997,CHEBI:16113,R-HSA-8964046,VLDL clearance,IEA,Homo sapiens
691,Cholesterol,5997,CHEBI:16113,R-HSA-8964046,VLDL clearance,TAS,Homo sapiens
691,Cholesterol,5997,CHEBI:16113,R-HSA-8964058,HDL remodeling,TAS,Homo sapiens
691,Cholesterol,5997,CHEBI:16113,R-HSA-8979227,Triglyceride metabolism,IEA,Homo sapiens
691,Cholesterol,5997,CHEBI:16113,R-HSA-9707616,Heme signaling,TAS,Homo sapiens
691,Cholesterol,5997,CHEBI:16113,R-HSA-9709957,Sensory Perception,TAS,Homo sapiens
691,Cholesterol,5997,CHEBI:16113,R-HSA-9709957,Sensory Perception,IEA,Homo sapiens
691,Cholesterol,5997,CHEBI:16113,R-HSA-975634,Retinoid metabolism and transport,TAS,Homo sapiens
691,Cholesterol,5997,CHEBI:16113,R-HSA-975634,Retinoid metabolism and transport,IEA,Homo sapiens
691,Cholesterol,5997,CHEBI:16113,R-HSA-9824446,Viral Infection Pathways,TAS,Homo sapiens
691,Cholesterol,5997,CHEBI:16113,R-HSA-9839923,Dengue Virus Infection,TAS,Homo sapiens
691,Cholesterol,5997,CHEBI:16113,R-HSA-9918432,Maturation of DENV proteins,TAS,Homo sapiens
691,Cholesterol,5997,CHEBI:16113,R-HSA-9918481,Dengue Virus-Host Interactions,TAS,Homo sapiens
691,Cholesterol,5997,CHEBI:16113,R-HSA-9918487,Dengue Virus Genome Translation and Replication,TAS,Homo sapiens
691,Cholesterol,5997,CHEBI:16113,R-HSA-9920588,Dengue virus activates/modulates innate and adaptive immune responses,TAS,Homo sapiens
691,Cholesterol,5997,CHEBI:16113,R-HSA-9969901,Cholesterol biosynthesis from zymosterol (modified Kandutsch-Russell pathway),TAS,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-112310,Neurotransmitter release cycle,TAS,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-112311,Neurotransmitter clearance,TAS,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-112315,Transmission across Chemical Synapses,TAS,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-112316,Neuronal System,TAS,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-1430728,Metabolism,IEA,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-1430728,Metabolism,TAS,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-1483101,Synthesis of PS,TAS,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-1483115,Hydrolysis of LPC,IEA,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-1483148,Synthesis of PG,IEA,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-1483166,Synthesis of PA,TAS,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-1483191,Synthesis of PC,TAS,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-1483206,Glycerophospholipid biosynthesis,IEA,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-1483206,Glycerophospholipid biosynthesis,TAS,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-1483255,PI Metabolism,IEA,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-1483257,Phospholipid metabolism,IEA,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-1483257,Phospholipid metabolism,TAS,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-1643685,Disease,TAS,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-168249,Innate Immune System,TAS,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-168256,Immune System,TAS,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,TAS,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-2029485,Role of phospholipids in phagocytosis,TAS,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-264642,Acetylcholine Neurotransmitter Release Cycle,TAS,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-382551,Transport of small molecules,TAS,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-425407,SLC-mediated transmembrane transport,TAS,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-549127,SLC-mediated transport of organic cations,TAS,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-556833,Metabolism of lipids,IEA,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-556833,Metabolism of lipids,TAS,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-5619102,SLC transporter disorders,TAS,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-5619114,Defective SLC5A7 in the neurotransmitter release cycle causes distal hereditary motor neuronopathy 7A (HMN7A),TAS,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-5619115,Disorders of transmembrane transporters,TAS,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-5658471,Defective transport by SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A),TAS,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-6798163,Choline catabolism,TAS,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-6814848,Glycerophospholipid catabolism,IEA,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-71291,Metabolism of amino acids and derivatives,TAS,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-9955298,SLC-mediated transport of organic anions,TAS,Homo sapiens
693,Choline,305,CHEBI:15354,R-HSA-9958517,SLC-mediated bile acid transport,TAS,Homo sapiens
698,Ciclesonide,6918155,CHEBI:31397,R-HSA-1643685,Disease,TAS,Homo sapiens
698,Ciclesonide,6918155,CHEBI:31397,R-HSA-2262752,Cellular responses to stress,TAS,Homo sapiens
698,Ciclesonide,6918155,CHEBI:31397,R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,TAS,Homo sapiens
698,Ciclesonide,6918155,CHEBI:31397,R-HSA-5663205,Infectious disease,TAS,Homo sapiens
698,Ciclesonide,6918155,CHEBI:31397,R-HSA-8953897,Cellular responses to stimuli,TAS,Homo sapiens
698,Ciclesonide,6918155,CHEBI:31397,R-HSA-9679191,Potential therapeutics for SARS,TAS,Homo sapiens
698,Ciclesonide,6918155,CHEBI:31397,R-HSA-9679506,SARS-CoV Infections,TAS,Homo sapiens
698,Ciclesonide,6918155,CHEBI:31397,R-HSA-9824446,Viral Infection Pathways,TAS,Homo sapiens
702,Cidoxepin,667468,CHEBI:4710,R-HSA-112311,Neurotransmitter clearance,TAS,Homo sapiens
702,Cidoxepin,667468,CHEBI:4710,R-HSA-112315,Transmission across Chemical Synapses,TAS,Homo sapiens
702,Cidoxepin,667468,CHEBI:4710,R-HSA-112316,Neuronal System,TAS,Homo sapiens
702,Cidoxepin,667468,CHEBI:4710,R-HSA-162582,Signal Transduction,TAS,Homo sapiens
702,Cidoxepin,667468,CHEBI:4710,R-HSA-1643685,Disease,TAS,Homo sapiens
702,Cidoxepin,667468,CHEBI:4710,R-HSA-372790,Signaling by GPCR,TAS,Homo sapiens
702,Cidoxepin,667468,CHEBI:4710,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),TAS,Homo sapiens
702,Cidoxepin,667468,CHEBI:4710,R-HSA-375280,Amine ligand-binding receptors,TAS,Homo sapiens
702,Cidoxepin,667468,CHEBI:4710,R-HSA-380615,Serotonin clearance from the synaptic cleft,TAS,Homo sapiens
702,Cidoxepin,667468,CHEBI:4710,R-HSA-390650,Histamine receptors,TAS,Homo sapiens
702,Cidoxepin,667468,CHEBI:4710,R-HSA-500792,GPCR ligand binding,TAS,Homo sapiens
702,Cidoxepin,667468,CHEBI:4710,R-HSA-5663205,Infectious disease,TAS,Homo sapiens
702,Cidoxepin,667468,CHEBI:4710,R-HSA-9678108,SARS-CoV-1 Infection,TAS,Homo sapiens
702,Cidoxepin,667468,CHEBI:4710,R-HSA-9678110,Attachment and Entry,TAS,Homo sapiens
702,Cidoxepin,667468,CHEBI:4710,R-HSA-9679506,SARS-CoV Infections,TAS,Homo sapiens
702,Cidoxepin,667468,CHEBI:4710,R-HSA-9824446,Viral Infection Pathways,TAS,Homo sapiens
706,Cilazapril,56330,CHEBI:3698,R-HSA-2022377,Metabolism of Angiotensinogen to Angiotensins,TAS,Homo sapiens
706,Cilazapril,56330,CHEBI:3698,R-HSA-2980736,Peptide hormone metabolism,TAS,Homo sapiens
706,Cilazapril,56330,CHEBI:3698,R-HSA-392499,Metabolism of proteins,TAS,Homo sapiens
707,Cilazaprilat,64766,CHEBI:81005,R-HSA-2022377,Metabolism of Angiotensinogen to Angiotensins,TAS,Homo sapiens
707,Cilazaprilat,64766,CHEBI:81005,R-HSA-2980736,Peptide hormone metabolism,TAS,Homo sapiens
707,Cilazaprilat,64766,CHEBI:81005,R-HSA-392499,Metabolism of proteins,TAS,Homo sapiens
708,Cilnidipine,5282138,CHEBI:31399,R-HSA-397014,Muscle contraction,TAS,Homo sapiens
708,Cilnidipine,5282138,CHEBI:31399,R-HSA-5576891,Cardiac conduction,TAS,Homo sapiens
708,Cilnidipine,5282138,CHEBI:31399,R-HSA-5576892,Phase 0 - rapid depolarisation,TAS,Homo sapiens
708,Cilnidipine,5282138,CHEBI:31399,R-HSA-5576893,Phase 2 - plateau phase,TAS,Homo sapiens
709,Cilostazol,2754,CHEBI:31401,R-HSA-162582,Signal Transduction,TAS,Homo sapiens
709,Cilostazol,2754,CHEBI:31401,R-HSA-372790,Signaling by GPCR,TAS,Homo sapiens
709,Cilostazol,2754,CHEBI:31401,R-HSA-388396,GPCR downstream signalling,TAS,Homo sapiens
709,Cilostazol,2754,CHEBI:31401,R-HSA-418555,G alpha (s) signalling events,TAS,Homo sapiens
710,Cimetidine,2756,CHEBI:3699,R-HSA-162582,Signal Transduction,TAS,Homo sapiens
710,Cimetidine,2756,CHEBI:3699,R-HSA-372790,Signaling by GPCR,TAS,Homo sapiens
710,Cimetidine,2756,CHEBI:3699,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),TAS,Homo sapiens
710,Cimetidine,2756,CHEBI:3699,R-HSA-375280,Amine ligand-binding receptors,TAS,Homo sapiens
710,Cimetidine,2756,CHEBI:3699,R-HSA-382551,Transport of small molecules,TAS,Homo sapiens
710,Cimetidine,2756,CHEBI:3699,R-HSA-390650,Histamine receptors,TAS,Homo sapiens
710,Cimetidine,2756,CHEBI:3699,R-HSA-425407,SLC-mediated transmembrane transport,TAS,Homo sapiens
710,Cimetidine,2756,CHEBI:3699,R-HSA-500792,GPCR ligand binding,TAS,Homo sapiens
710,Cimetidine,2756,CHEBI:3699,R-HSA-549127,SLC-mediated transport of organic cations,TAS,Homo sapiens
710,Cimetidine,2756,CHEBI:3699,R-HSA-561048,Organic anion transport by SLC22 transporters,TAS,Homo sapiens
710,Cimetidine,2756,CHEBI:3699,R-HSA-9955298,SLC-mediated transport of organic anions,TAS,Homo sapiens
713,Cinacalcet,156419,CHEBI:48390,R-HSA-162582,Signal Transduction,TAS,Homo sapiens
713,Cinacalcet,156419,CHEBI:48390,R-HSA-372790,Signaling by GPCR,TAS,Homo sapiens
713,Cinacalcet,156419,CHEBI:48390,R-HSA-420499,Class C/3 (Metabotropic glutamate/pheromone receptors),TAS,Homo sapiens
713,Cinacalcet,156419,CHEBI:48390,R-HSA-500792,GPCR ligand binding,TAS,Homo sapiens
718,Cinnamaldehyde,637511,CHEBI:16731,R-HSA-381753,Olfactory Signaling Pathway,IEA,Homo sapiens
718,Cinnamaldehyde,637511,CHEBI:16731,R-HSA-381753,Olfactory Signaling Pathway,TAS,Homo sapiens
718,Cinnamaldehyde,637511,CHEBI:16731,R-HSA-9709957,Sensory Perception,IEA,Homo sapiens
718,Cinnamaldehyde,637511,CHEBI:16731,R-HSA-9709957,Sensory Perception,TAS,Homo sapiens
719,Cinnarizine,1547484,CHEBI:31403,R-HSA-397014,Muscle contraction,TAS,Homo sapiens
719,Cinnarizine,1547484,CHEBI:31403,R-HSA-445355,Smooth Muscle Contraction,TAS,Homo sapiens
722,Ciprofibrate,2763,CHEBI:50867,R-HSA-1430728,Metabolism,TAS,Homo sapiens
722,Ciprofibrate,2763,CHEBI:50867,R-HSA-400206,Regulation of lipid metabolism by PPARalpha,TAS,Homo sapiens
722,Ciprofibrate,2763,CHEBI:50867,R-HSA-556833,Metabolism of lipids,TAS,Homo sapiens
723,Ciprofloxacin,2764,CHEBI:100241,R-HSA-1643685,Disease,TAS,Homo sapiens
723,Ciprofloxacin,2764,CHEBI:100241,R-HSA-5663205,Infectious disease,TAS,Homo sapiens
723,Ciprofloxacin,2764,CHEBI:100241,R-HSA-9638737,Action of antimicrobials and antimicrobial resistance,TAS,Homo sapiens
723,Ciprofloxacin,2764,CHEBI:100241,R-HSA-9638771,Action of antimicrobials,TAS,Homo sapiens
723,Ciprofloxacin,2764,CHEBI:100241,R-HSA-9640148,Infection with Enterobacteria,TAS,Homo sapiens
723,Ciprofloxacin,2764,CHEBI:100241,R-HSA-9748784,Drug ADME,TAS,Homo sapiens
723,Ciprofloxacin,2764,CHEBI:100241,R-HSA-9793528,Ciprofloxacin ADME,TAS,Homo sapiens
723,Ciprofloxacin,2764,CHEBI:100241,R-HSA-9824439,Bacterial Infection Pathways,TAS,Homo sapiens
723,Ciprofloxacin,2764,CHEBI:100241,R-HSA-9913143,Antimicrobial resistance,TAS,Homo sapiens
726,Citalopram,2771,CHEBI:77397,R-HSA-112311,Neurotransmitter clearance,TAS,Homo sapiens
726,Citalopram,2771,CHEBI:77397,R-HSA-112315,Transmission across Chemical Synapses,TAS,Homo sapiens
726,Citalopram,2771,CHEBI:77397,R-HSA-112316,Neuronal System,TAS,Homo sapiens
726,Citalopram,2771,CHEBI:77397,R-HSA-380615,Serotonin clearance from the synaptic cleft,TAS,Homo sapiens
731,Clemastine,26987,CHEBI:3738,R-HSA-162582,Signal Transduction,TAS,Homo sapiens
731,Clemastine,26987,CHEBI:3738,R-HSA-372790,Signaling by GPCR,TAS,Homo sapiens
731,Clemastine,26987,CHEBI:3738,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),TAS,Homo sapiens
731,Clemastine,26987,CHEBI:3738,R-HSA-375280,Amine ligand-binding receptors,TAS,Homo sapiens
731,Clemastine,26987,CHEBI:3738,R-HSA-390650,Histamine receptors,TAS,Homo sapiens
731,Clemastine,26987,CHEBI:3738,R-HSA-500792,GPCR ligand binding,TAS,Homo sapiens
733,Clevidipine,153994,CHEBI:135738,R-HSA-397014,Muscle contraction,TAS,Homo sapiens
733,Clevidipine,153994,CHEBI:135738,R-HSA-5576891,Cardiac conduction,TAS,Homo sapiens
733,Clevidipine,153994,CHEBI:135738,R-HSA-5576892,Phase 0 - rapid depolarisation,TAS,Homo sapiens
733,Clevidipine,153994,CHEBI:135738,R-HSA-5576893,Phase 2 - plateau phase,TAS,Homo sapiens
734,Clidinium,2784,CHEBI:3743,R-HSA-162582,Signal Transduction,TAS,Homo sapiens
734,Clidinium,2784,CHEBI:3743,R-HSA-372790,Signaling by GPCR,TAS,Homo sapiens
734,Clidinium,2784,CHEBI:3743,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),TAS,Homo sapiens
734,Clidinium,2784,CHEBI:3743,R-HSA-375280,Amine ligand-binding receptors,TAS,Homo sapiens
734,Clidinium,2784,CHEBI:3743,R-HSA-390648,Muscarinic acetylcholine receptors,TAS,Homo sapiens
734,Clidinium,2784,CHEBI:3743,R-HSA-500792,GPCR ligand binding,TAS,Homo sapiens
739,Clobetasol propionate,32798,CHEBI:31414,R-HSA-1643685,Disease,TAS,Homo sapiens
739,Clobetasol propionate,32798,CHEBI:31414,R-HSA-2262752,Cellular responses to stress,TAS,Homo sapiens
739,Clobetasol propionate,32798,CHEBI:31414,R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,TAS,Homo sapiens
739,Clobetasol propionate,32798,CHEBI:31414,R-HSA-5663205,Infectious disease,TAS,Homo sapiens
739,Clobetasol propionate,32798,CHEBI:31414,R-HSA-8953897,Cellular responses to stimuli,TAS,Homo sapiens
739,Clobetasol propionate,32798,CHEBI:31414,R-HSA-9679191,Potential therapeutics for SARS,TAS,Homo sapiens
739,Clobetasol propionate,32798,CHEBI:31414,R-HSA-9679506,SARS-CoV Infections,TAS,Homo sapiens
739,Clobetasol propionate,32798,CHEBI:31414,R-HSA-9824446,Viral Infection Pathways,TAS,Homo sapiens
745,Clofazimine,2794,CHEBI:3749,R-HSA-1643685,Disease,TAS,Homo sapiens
745,Clofazimine,2794,CHEBI:3749,R-HSA-5663205,Infectious disease,TAS,Homo sapiens
745,Clofazimine,2794,CHEBI:3749,R-HSA-9678108,SARS-CoV-1 Infection,TAS,Homo sapiens
745,Clofazimine,2794,CHEBI:3749,R-HSA-9678110,Attachment and Entry,TAS,Homo sapiens
745,Clofazimine,2794,CHEBI:3749,R-HSA-9679506,SARS-CoV Infections,TAS,Homo sapiens
745,Clofazimine,2794,CHEBI:3749,R-HSA-9694516,SARS-CoV-2 Infection,TAS,Homo sapiens
745,Clofazimine,2794,CHEBI:3749,R-HSA-9694614,Attachment and Entry,TAS,Homo sapiens
745,Clofazimine,2794,CHEBI:3749,R-HSA-9772572,Early SARS-CoV-2 Infection Events,TAS,Homo sapiens
745,Clofazimine,2794,CHEBI:3749,R-HSA-9824446,Viral Infection Pathways,TAS,Homo sapiens
748,Clofibrate,2796,CHEBI:3750,R-HSA-1430728,Metabolism,TAS,Homo sapiens
748,Clofibrate,2796,CHEBI:3750,R-HSA-400206,Regulation of lipid metabolism by PPARalpha,TAS,Homo sapiens
748,Clofibrate,2796,CHEBI:3750,R-HSA-556833,Metabolism of lipids,TAS,Homo sapiens
753,Clomipramine,2801,CHEBI:47780,R-HSA-112311,Neurotransmitter clearance,TAS,Homo sapiens
753,Clomipramine,2801,CHEBI:47780,R-HSA-112315,Transmission across Chemical Synapses,TAS,Homo sapiens
753,Clomipramine,2801,CHEBI:47780,R-HSA-112316,Neuronal System,TAS,Homo sapiens
753,Clomipramine,2801,CHEBI:47780,R-HSA-380615,Serotonin clearance from the synaptic cleft,TAS,Homo sapiens
756,Clonidine,2803,CHEBI:3757,R-HSA-162582,Signal Transduction,TAS,Homo sapiens
756,Clonidine,2803,CHEBI:3757,R-HSA-372790,Signaling by GPCR,TAS,Homo sapiens
756,Clonidine,2803,CHEBI:3757,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),TAS,Homo sapiens
756,Clonidine,2803,CHEBI:3757,R-HSA-375280,Amine ligand-binding receptors,TAS,Homo sapiens
756,Clonidine,2803,CHEBI:3757,R-HSA-390696,Adrenoceptors,TAS,Homo sapiens
756,Clonidine,2803,CHEBI:3757,R-HSA-500792,GPCR ligand binding,TAS,Homo sapiens
760,Clopidogrel,60606,CHEBI:37941,R-HSA-109582,Hemostasis,TAS,Homo sapiens
760,Clopidogrel,60606,CHEBI:37941,R-HSA-162582,Signal Transduction,TAS,Homo sapiens
760,Clopidogrel,60606,CHEBI:37941,R-HSA-372790,Signaling by GPCR,TAS,Homo sapiens
760,Clopidogrel,60606,CHEBI:37941,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),TAS,Homo sapiens
760,Clopidogrel,60606,CHEBI:37941,R-HSA-392170,ADP signalling through P2Y purinoceptor 12,TAS,Homo sapiens
760,Clopidogrel,60606,CHEBI:37941,R-HSA-392518,Signal amplification,TAS,Homo sapiens
760,Clopidogrel,60606,CHEBI:37941,R-HSA-417957,P2Y receptors,TAS,Homo sapiens
760,Clopidogrel,60606,CHEBI:37941,R-HSA-418038,Nucleotide-like (purinergic) receptors,TAS,Homo sapiens
760,Clopidogrel,60606,CHEBI:37941,R-HSA-500792,GPCR ligand binding,TAS,Homo sapiens
760,Clopidogrel,60606,CHEBI:37941,R-HSA-76002,"Platelet activation, signaling and aggregation",TAS,Homo sapiens
777,Clozapine,135398737,CHEBI:3766,R-HSA-162582,Signal Transduction,TAS,Homo sapiens
777,Clozapine,135398737,CHEBI:3766,R-HSA-372790,Signaling by GPCR,TAS,Homo sapiens
777,Clozapine,135398737,CHEBI:3766,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),TAS,Homo sapiens
777,Clozapine,135398737,CHEBI:3766,R-HSA-375280,Amine ligand-binding receptors,TAS,Homo sapiens
777,Clozapine,135398737,CHEBI:3766,R-HSA-390650,Histamine receptors,TAS,Homo sapiens
777,Clozapine,135398737,CHEBI:3766,R-HSA-390651,Dopamine receptors,TAS,Homo sapiens
777,Clozapine,135398737,CHEBI:3766,R-HSA-390666,Serotonin receptors,TAS,Homo sapiens
777,Clozapine,135398737,CHEBI:3766,R-HSA-500792,GPCR ligand binding,TAS,Homo sapiens
778,Cobicistat,25151504,CHEBI:72291,R-HSA-1430728,Metabolism,TAS,Homo sapiens
778,Cobicistat,25151504,CHEBI:72291,R-HSA-211859,Biological oxidations,TAS,Homo sapiens
778,Cobicistat,25151504,CHEBI:72291,R-HSA-211945,Phase I - Functionalization of compounds,TAS,Homo sapiens
779,Cobimetinib,16222096,CHEBI:90851,R-HSA-162582,Signal Transduction,TAS,Homo sapiens
779,Cobimetinib,16222096,CHEBI:90851,R-HSA-5673001,RAF/MAP kinase cascade,TAS,Homo sapiens
779,Cobimetinib,16222096,CHEBI:90851,R-HSA-5674135,MAP2K and MAPK activation,TAS,Homo sapiens
779,Cobimetinib,16222096,CHEBI:90851,R-HSA-5683057,MAPK family signaling cascades,TAS,Homo sapiens
779,Cobimetinib,16222096,CHEBI:90851,R-HSA-5684996,MAPK1/MAPK3 signaling,TAS,Homo sapiens
780,Cocaine,446220,CHEBI:27958,R-HSA-1430728,Metabolism,TAS,Homo sapiens
780,Cocaine,446220,CHEBI:27958,R-HSA-211859,Biological oxidations,TAS,Homo sapiens
780,Cocaine,446220,CHEBI:27958,R-HSA-211945,Phase I - Functionalization of compounds,TAS,Homo sapiens
782,Colchicine,6167,CHEBI:27882,R-HSA-1643685,Disease,TAS,Homo sapiens
782,Colchicine,6167,CHEBI:27882,R-HSA-382551,Transport of small molecules,TAS,Homo sapiens
782,Colchicine,6167,CHEBI:27882,R-HSA-382556,ABC-family protein mediated transport,TAS,Homo sapiens
782,Colchicine,6167,CHEBI:27882,R-HSA-5663205,Infectious disease,TAS,Homo sapiens
782,Colchicine,6167,CHEBI:27882,R-HSA-9679191,Potential therapeutics for SARS,TAS,Homo sapiens
782,Colchicine,6167,CHEBI:27882,R-HSA-9679506,SARS-CoV Infections,TAS,Homo sapiens
782,Colchicine,6167,CHEBI:27882,R-HSA-9748784,Drug ADME,TAS,Homo sapiens
782,Colchicine,6167,CHEBI:27882,R-HSA-9757110,Prednisone ADME,TAS,Homo sapiens
782,Colchicine,6167,CHEBI:27882,R-HSA-9824446,Viral Infection Pathways,TAS,Homo sapiens
785,Conivaptan,151171,CHEBI:681850,R-HSA-162582,Signal Transduction,TAS,Homo sapiens
785,Conivaptan,151171,CHEBI:681850,R-HSA-372790,Signaling by GPCR,TAS,Homo sapiens
785,Conivaptan,151171,CHEBI:681850,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),TAS,Homo sapiens
785,Conivaptan,151171,CHEBI:681850,R-HSA-375276,Peptide ligand-binding receptors,TAS,Homo sapiens
785,Conivaptan,151171,CHEBI:681850,R-HSA-388479,Vasopressin-like receptors,TAS,Homo sapiens
785,Conivaptan,151171,CHEBI:681850,R-HSA-500792,GPCR ligand binding,TAS,Homo sapiens
787,Copper,23978,CHEBI:28694,R-HSA-1430728,Metabolism,TAS,Homo sapiens
787,Copper,23978,CHEBI:28694,R-HSA-1643685,Disease,TAS,Homo sapiens
787,Copper,23978,CHEBI:28694,R-HSA-209776,Metabolism of amine-derived hormones,TAS,Homo sapiens
787,Copper,23978,CHEBI:28694,R-HSA-209905,Catecholamine biosynthesis,TAS,Homo sapiens
787,Copper,23978,CHEBI:28694,R-HSA-211859,Biological oxidations,TAS,Homo sapiens
787,Copper,23978,CHEBI:28694,R-HSA-211945,Phase I - Functionalization of compounds,TAS,Homo sapiens
787,Copper,23978,CHEBI:28694,R-HSA-382551,Transport of small molecules,TAS,Homo sapiens
787,Copper,23978,CHEBI:28694,R-HSA-425407,SLC-mediated transmembrane transport,TAS,Homo sapiens
787,Copper,23978,CHEBI:28694,R-HSA-425410,Metal ion SLC transporters,TAS,Homo sapiens
787,Copper,23978,CHEBI:28694,R-HSA-5619102,SLC transporter disorders,TAS,Homo sapiens
787,Copper,23978,CHEBI:28694,R-HSA-5619115,Disorders of transmembrane transporters,TAS,Homo sapiens
787,Copper,23978,CHEBI:28694,R-HSA-5655799,Defective SLC40A1 causes hemochromatosis 4 (HFE4) (duodenum),TAS,Homo sapiens
787,Copper,23978,CHEBI:28694,R-HSA-70921,Histidine catabolism,TAS,Homo sapiens
787,Copper,23978,CHEBI:28694,R-HSA-71291,Metabolism of amino acids and derivatives,TAS,Homo sapiens
787,Copper,23978,CHEBI:28694,R-HSA-917937,Iron uptake and transport,TAS,Homo sapiens
789,Corticosterone,5753,CHEBI:16827,R-HSA-1430728,Metabolism,TAS,Homo sapiens
789,Corticosterone,5753,CHEBI:16827,R-HSA-162582,Signal Transduction,TAS,Homo sapiens
789,Corticosterone,5753,CHEBI:16827,R-HSA-1643685,Disease,TAS,Homo sapiens
789,Corticosterone,5753,CHEBI:16827,R-HSA-193993,Mineralocorticoid biosynthesis,TAS,Homo sapiens
789,Corticosterone,5753,CHEBI:16827,R-HSA-196071,Metabolism of steroid hormones,TAS,Homo sapiens
789,Corticosterone,5753,CHEBI:16827,R-HSA-211859,Biological oxidations,TAS,Homo sapiens
789,Corticosterone,5753,CHEBI:16827,R-HSA-211897,Cytochrome P450 - arranged by substrate type,TAS,Homo sapiens
789,Corticosterone,5753,CHEBI:16827,R-HSA-211945,Phase I - Functionalization of compounds,TAS,Homo sapiens
789,Corticosterone,5753,CHEBI:16827,R-HSA-211976,Endogenous sterols,TAS,Homo sapiens
789,Corticosterone,5753,CHEBI:16827,R-HSA-212436,Generic Transcription Pathway,IEA,Homo sapiens
789,Corticosterone,5753,CHEBI:16827,R-HSA-2262752,Cellular responses to stress,TAS,Homo sapiens
789,Corticosterone,5753,CHEBI:16827,R-HSA-2990846,SUMOylation,TAS,Homo sapiens
789,Corticosterone,5753,CHEBI:16827,R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,TAS,Homo sapiens
789,Corticosterone,5753,CHEBI:16827,R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,TAS,Homo sapiens
789,Corticosterone,5753,CHEBI:16827,R-HSA-392499,Metabolism of proteins,TAS,Homo sapiens
789,Corticosterone,5753,CHEBI:16827,R-HSA-4090294,SUMOylation of intracellular receptors,TAS,Homo sapiens
789,Corticosterone,5753,CHEBI:16827,R-HSA-556833,Metabolism of lipids,TAS,Homo sapiens
789,Corticosterone,5753,CHEBI:16827,R-HSA-5579009,Defective CYP11B2 causes CMO-1 deficiency,TAS,Homo sapiens
789,Corticosterone,5753,CHEBI:16827,R-HSA-5579029,Metabolic disorders of biological oxidation enzymes,TAS,Homo sapiens
