DrugID,DrugName,CID,ChEBI_ID,Pathway_ID,Pathway_Name,Evidence,Species
1847,Mepenzolate,4057,CHEBI:94411,R-HSA-162582,Signal Transduction,TAS,Homo sapiens
1847,Mepenzolate,4057,CHEBI:94411,R-HSA-372790,Signaling by GPCR,TAS,Homo sapiens
1847,Mepenzolate,4057,CHEBI:94411,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),TAS,Homo sapiens
1847,Mepenzolate,4057,CHEBI:94411,R-HSA-375280,Amine ligand-binding receptors,TAS,Homo sapiens
1847,Mepenzolate,4057,CHEBI:94411,R-HSA-390648,Muscarinic acetylcholine receptors,TAS,Homo sapiens
1847,Mepenzolate,4057,CHEBI:94411,R-HSA-500792,GPCR ligand binding,TAS,Homo sapiens
1859,Mepyramine,4992,CHEBI:6762,R-HSA-162582,Signal Transduction,TAS,Homo sapiens
1859,Mepyramine,4992,CHEBI:6762,R-HSA-372790,Signaling by GPCR,TAS,Homo sapiens
1859,Mepyramine,4992,CHEBI:6762,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),TAS,Homo sapiens
1859,Mepyramine,4992,CHEBI:6762,R-HSA-375280,Amine ligand-binding receptors,TAS,Homo sapiens
1859,Mepyramine,4992,CHEBI:6762,R-HSA-390650,Histamine receptors,TAS,Homo sapiens
1859,Mepyramine,4992,CHEBI:6762,R-HSA-500792,GPCR ligand binding,TAS,Homo sapiens
1861,Mercaptopurine,667490,CHEBI:2208,R-HSA-1430728,Metabolism,TAS,Homo sapiens
1861,Mercaptopurine,667490,CHEBI:2208,R-HSA-156580,Phase II - Conjugation of compounds,TAS,Homo sapiens
1861,Mercaptopurine,667490,CHEBI:2208,R-HSA-156581,Methylation,TAS,Homo sapiens
1861,Mercaptopurine,667490,CHEBI:2208,R-HSA-1643685,Disease,TAS,Homo sapiens
1861,Mercaptopurine,667490,CHEBI:2208,R-HSA-211859,Biological oxidations,TAS,Homo sapiens
1861,Mercaptopurine,667490,CHEBI:2208,R-HSA-5578995,Defective TPMT causes TPMT deficiency,TAS,Homo sapiens
1861,Mercaptopurine,667490,CHEBI:2208,R-HSA-5579029,Metabolic disorders of biological oxidation enzymes,TAS,Homo sapiens
1861,Mercaptopurine,667490,CHEBI:2208,R-HSA-5668914,Diseases of metabolism,TAS,Homo sapiens
1861,Mercaptopurine,667490,CHEBI:2208,R-HSA-9748784,Drug ADME,TAS,Homo sapiens
1861,Mercaptopurine,667490,CHEBI:2208,R-HSA-9748787,Azathioprine ADME,TAS,Homo sapiens
1863,Meropenem,441130,CHEBI:43968,R-HSA-1643685,Disease,TAS,Homo sapiens
1863,Meropenem,441130,CHEBI:43968,R-HSA-5663205,Infectious disease,TAS,Homo sapiens
1863,Meropenem,441130,CHEBI:43968,R-HSA-9678108,SARS-CoV-1 Infection,TAS,Homo sapiens
1863,Meropenem,441130,CHEBI:43968,R-HSA-9678110,Attachment and Entry,TAS,Homo sapiens
1863,Meropenem,441130,CHEBI:43968,R-HSA-9679506,SARS-CoV Infections,TAS,Homo sapiens
1863,Meropenem,441130,CHEBI:43968,R-HSA-9824446,Viral Infection Pathways,TAS,Homo sapiens
1866,Mesoridazine,4078,CHEBI:6780,R-HSA-162582,Signal Transduction,TAS,Homo sapiens
1866,Mesoridazine,4078,CHEBI:6780,R-HSA-372790,Signaling by GPCR,TAS,Homo sapiens
1866,Mesoridazine,4078,CHEBI:6780,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),TAS,Homo sapiens
1866,Mesoridazine,4078,CHEBI:6780,R-HSA-375280,Amine ligand-binding receptors,TAS,Homo sapiens
1866,Mesoridazine,4078,CHEBI:6780,R-HSA-390651,Dopamine receptors,TAS,Homo sapiens
1866,Mesoridazine,4078,CHEBI:6780,R-HSA-390666,Serotonin receptors,TAS,Homo sapiens
1866,Mesoridazine,4078,CHEBI:6780,R-HSA-500792,GPCR ligand binding,TAS,Homo sapiens
1873,Metamizole,3111,CHEBI:62088,R-HSA-2672351,Stimuli-sensing channels,TAS,Homo sapiens
1873,Metamizole,3111,CHEBI:62088,R-HSA-3295583,TRP channels,TAS,Homo sapiens
1873,Metamizole,3111,CHEBI:62088,R-HSA-382551,Transport of small molecules,TAS,Homo sapiens
1873,Metamizole,3111,CHEBI:62088,R-HSA-983712,Ion channel transport,TAS,Homo sapiens
1879,Metformin,4091,CHEBI:6801,R-HSA-1643685,Disease,TAS,Homo sapiens
1879,Metformin,4091,CHEBI:6801,R-HSA-5663205,Infectious disease,TAS,Homo sapiens
1879,Metformin,4091,CHEBI:6801,R-HSA-9824446,Viral Infection Pathways,TAS,Homo sapiens
1879,Metformin,4091,CHEBI:6801,R-HSA-9839923,Dengue Virus Infection,TAS,Homo sapiens
1879,Metformin,4091,CHEBI:6801,R-HSA-9918432,Maturation of DENV proteins,TAS,Homo sapiens
1879,Metformin,4091,CHEBI:6801,R-HSA-9918487,Dengue Virus Genome Translation and Replication,TAS,Homo sapiens
1887,Methazolamide,4100,CHEBI:6822,R-HSA-1237044,Erythrocytes take up carbon dioxide and release oxygen,TAS,Homo sapiens
1887,Methazolamide,4100,CHEBI:6822,R-HSA-1480926,O2/CO2 exchange in erythrocytes,TAS,Homo sapiens
1887,Methazolamide,4100,CHEBI:6822,R-HSA-382551,Transport of small molecules,TAS,Homo sapiens
1890,Methimazole,1349907,CHEBI:50673,R-HSA-1430728,Metabolism,TAS,Homo sapiens
1890,Methimazole,1349907,CHEBI:50673,R-HSA-211859,Biological oxidations,TAS,Homo sapiens
1890,Methimazole,1349907,CHEBI:50673,R-HSA-211945,Phase I - Functionalization of compounds,TAS,Homo sapiens
1890,Methimazole,1349907,CHEBI:50673,R-HSA-217271,FMO oxidises nucleophiles,TAS,Homo sapiens
1890,Methimazole,1349907,CHEBI:50673,R-HSA-9709957,Sensory Perception,IEA,Homo sapiens
1890,Methimazole,1349907,CHEBI:50673,R-HSA-9709957,Sensory Perception,TAS,Homo sapiens
1890,Methimazole,1349907,CHEBI:50673,R-HSA-9717189,Sensory perception of taste,IEA,Homo sapiens
1890,Methimazole,1349907,CHEBI:50673,R-HSA-9717189,Sensory perception of taste,TAS,Homo sapiens
1890,Methimazole,1349907,CHEBI:50673,R-HSA-9717207,"Sensory perception of sweet, bitter, and umami (glutamate) taste",IEA,Homo sapiens
1890,Methimazole,1349907,CHEBI:50673,R-HSA-9717207,"Sensory perception of sweet, bitter, and umami (glutamate) taste",TAS,Homo sapiens
1891,Methocarbamol,4107,CHEBI:77498,R-HSA-1237044,Erythrocytes take up carbon dioxide and release oxygen,TAS,Homo sapiens
1891,Methocarbamol,4107,CHEBI:77498,R-HSA-1480926,O2/CO2 exchange in erythrocytes,TAS,Homo sapiens
1891,Methocarbamol,4107,CHEBI:77498,R-HSA-382551,Transport of small molecules,TAS,Homo sapiens
1894,Methotrexate,126941,CHEBI:44185,R-HSA-1430728,Metabolism,TAS,Homo sapiens
1894,Methotrexate,126941,CHEBI:44185,R-HSA-196757,Metabolism of folate and pterines,TAS,Homo sapiens
1894,Methotrexate,126941,CHEBI:44185,R-HSA-196849,Metabolism of water-soluble vitamins and cofactors,TAS,Homo sapiens
1894,Methotrexate,126941,CHEBI:44185,R-HSA-196854,Metabolism of vitamins and cofactors,TAS,Homo sapiens
1896,Methoxamine,6082,CHEBI:6839,R-HSA-162582,Signal Transduction,TAS,Homo sapiens
1896,Methoxamine,6082,CHEBI:6839,R-HSA-372790,Signaling by GPCR,TAS,Homo sapiens
1896,Methoxamine,6082,CHEBI:6839,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),TAS,Homo sapiens
1896,Methoxamine,6082,CHEBI:6839,R-HSA-375280,Amine ligand-binding receptors,TAS,Homo sapiens
1896,Methoxamine,6082,CHEBI:6839,R-HSA-390696,Adrenoceptors,TAS,Homo sapiens
1896,Methoxamine,6082,CHEBI:6839,R-HSA-500792,GPCR ligand binding,TAS,Homo sapiens
1897,Methoxsalen,4114,CHEBI:18358,R-HSA-6783310,Fanconi Anemia Pathway,TAS,Homo sapiens
1897,Methoxsalen,4114,CHEBI:18358,R-HSA-73894,DNA Repair,TAS,Homo sapiens
1897,Methoxsalen,4114,CHEBI:18358,R-HSA-9750126,Drug-induced formation of DNA interstrand crosslinks,TAS,Homo sapiens
1900,Methscopolamine,71183,CHEBI:135361,R-HSA-162582,Signal Transduction,TAS,Homo sapiens
1900,Methscopolamine,71183,CHEBI:135361,R-HSA-372790,Signaling by GPCR,TAS,Homo sapiens
1900,Methscopolamine,71183,CHEBI:135361,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),TAS,Homo sapiens
1900,Methscopolamine,71183,CHEBI:135361,R-HSA-375280,Amine ligand-binding receptors,TAS,Homo sapiens
1900,Methscopolamine,71183,CHEBI:135361,R-HSA-390648,Muscarinic acetylcholine receptors,TAS,Homo sapiens
1900,Methscopolamine,71183,CHEBI:135361,R-HSA-500792,GPCR ligand binding,TAS,Homo sapiens
1901,Methsuximide,6476,CHEBI:6846,R-HSA-397014,Muscle contraction,TAS,Homo sapiens
1901,Methsuximide,6476,CHEBI:6846,R-HSA-445355,Smooth Muscle Contraction,TAS,Homo sapiens
1907,Methylene blue,6099,CHEBI:6872,R-HSA-1643685,Disease,TAS,Homo sapiens
1907,Methylene blue,6099,CHEBI:6872,R-HSA-5663205,Infectious disease,TAS,Homo sapiens
1907,Methylene blue,6099,CHEBI:6872,R-HSA-9824446,Viral Infection Pathways,TAS,Homo sapiens
1907,Methylene blue,6099,CHEBI:6872,R-HSA-9839923,Dengue Virus Infection,TAS,Homo sapiens
1907,Methylene blue,6099,CHEBI:6872,R-HSA-9918432,Maturation of DENV proteins,TAS,Homo sapiens
1907,Methylene blue,6099,CHEBI:6872,R-HSA-9918487,Dengue Virus Genome Translation and Replication,TAS,Homo sapiens
1915,Methylprednisolone,6741,CHEBI:6888,R-HSA-1643685,Disease,TAS,Homo sapiens
1915,Methylprednisolone,6741,CHEBI:6888,R-HSA-2262752,Cellular responses to stress,TAS,Homo sapiens
1915,Methylprednisolone,6741,CHEBI:6888,R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,TAS,Homo sapiens
1915,Methylprednisolone,6741,CHEBI:6888,R-HSA-382551,Transport of small molecules,TAS,Homo sapiens
1915,Methylprednisolone,6741,CHEBI:6888,R-HSA-382556,ABC-family protein mediated transport,TAS,Homo sapiens
1915,Methylprednisolone,6741,CHEBI:6888,R-HSA-5663205,Infectious disease,TAS,Homo sapiens
1915,Methylprednisolone,6741,CHEBI:6888,R-HSA-8953897,Cellular responses to stimuli,TAS,Homo sapiens
1915,Methylprednisolone,6741,CHEBI:6888,R-HSA-9679191,Potential therapeutics for SARS,TAS,Homo sapiens
1915,Methylprednisolone,6741,CHEBI:6888,R-HSA-9679506,SARS-CoV Infections,TAS,Homo sapiens
1915,Methylprednisolone,6741,CHEBI:6888,R-HSA-9748784,Drug ADME,TAS,Homo sapiens
1915,Methylprednisolone,6741,CHEBI:6888,R-HSA-9757110,Prednisone ADME,TAS,Homo sapiens
1915,Methylprednisolone,6741,CHEBI:6888,R-HSA-9824446,Viral Infection Pathways,TAS,Homo sapiens
1921,Methyltestosterone,6010,CHEBI:27436,R-HSA-2262752,Cellular responses to stress,TAS,Homo sapiens
1921,Methyltestosterone,6010,CHEBI:27436,R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,TAS,Homo sapiens
1921,Methyltestosterone,6010,CHEBI:27436,R-HSA-8953897,Cellular responses to stimuli,TAS,Homo sapiens
1922,Methylthiouracil,667493,CHEBI:82346,R-HSA-9709957,Sensory Perception,IEA,Homo sapiens
1922,Methylthiouracil,667493,CHEBI:82346,R-HSA-9709957,Sensory Perception,TAS,Homo sapiens
1922,Methylthiouracil,667493,CHEBI:82346,R-HSA-9717189,Sensory perception of taste,IEA,Homo sapiens
1922,Methylthiouracil,667493,CHEBI:82346,R-HSA-9717189,Sensory perception of taste,TAS,Homo sapiens
1922,Methylthiouracil,667493,CHEBI:82346,R-HSA-9717207,"Sensory perception of sweet, bitter, and umami (glutamate) taste",IEA,Homo sapiens
1922,Methylthiouracil,667493,CHEBI:82346,R-HSA-9717207,"Sensory perception of sweet, bitter, and umami (glutamate) taste",TAS,Homo sapiens
1933,Metolazone,4170,CHEBI:64354,R-HSA-382551,Transport of small molecules,TAS,Homo sapiens
1933,Metolazone,4170,CHEBI:64354,R-HSA-425407,SLC-mediated transmembrane transport,TAS,Homo sapiens
1933,Metolazone,4170,CHEBI:64354,R-HSA-426117,Cation-coupled Chloride cotransporters,TAS,Homo sapiens
1933,Metolazone,4170,CHEBI:64354,R-HSA-9958790,SLC-mediated transport of inorganic anions,TAS,Homo sapiens
1935,Metoprolol,4171,CHEBI:6904,R-HSA-162582,Signal Transduction,TAS,Homo sapiens
1935,Metoprolol,4171,CHEBI:6904,R-HSA-372790,Signaling by GPCR,TAS,Homo sapiens
1935,Metoprolol,4171,CHEBI:6904,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),TAS,Homo sapiens
1935,Metoprolol,4171,CHEBI:6904,R-HSA-375280,Amine ligand-binding receptors,TAS,Homo sapiens
1935,Metoprolol,4171,CHEBI:6904,R-HSA-390696,Adrenoceptors,TAS,Homo sapiens
1935,Metoprolol,4171,CHEBI:6904,R-HSA-500792,GPCR ligand binding,TAS,Homo sapiens
1941,Mezlocillin,656511,CHEBI:6919,R-HSA-1643685,Disease,TAS,Homo sapiens
1941,Mezlocillin,656511,CHEBI:6919,R-HSA-5663205,Infectious disease,TAS,Homo sapiens
1941,Mezlocillin,656511,CHEBI:6919,R-HSA-9678108,SARS-CoV-1 Infection,TAS,Homo sapiens
1941,Mezlocillin,656511,CHEBI:6919,R-HSA-9678110,Attachment and Entry,TAS,Homo sapiens
1941,Mezlocillin,656511,CHEBI:6919,R-HSA-9679506,SARS-CoV Infections,TAS,Homo sapiens
1941,Mezlocillin,656511,CHEBI:6919,R-HSA-9824446,Viral Infection Pathways,TAS,Homo sapiens
1943,Mibefradil,60663,CHEBI:6920,R-HSA-397014,Muscle contraction,TAS,Homo sapiens
1943,Mibefradil,60663,CHEBI:6920,R-HSA-445355,Smooth Muscle Contraction,TAS,Homo sapiens
1945,Micafungin,477468,CHEBI:600520,R-HSA-1643685,Disease,TAS,Homo sapiens
1945,Micafungin,477468,CHEBI:600520,R-HSA-5663205,Infectious disease,TAS,Homo sapiens
1945,Micafungin,477468,CHEBI:600520,R-HSA-9824446,Viral Infection Pathways,TAS,Homo sapiens
1945,Micafungin,477468,CHEBI:600520,R-HSA-9839923,Dengue Virus Infection,TAS,Homo sapiens
1945,Micafungin,477468,CHEBI:600520,R-HSA-9918487,Dengue Virus Genome Translation and Replication,TAS,Homo sapiens
1952,Midostaurin,9829523,CHEBI:63452,R-HSA-1226099,Signaling by FGFR in disease,TAS,Homo sapiens
1952,Midostaurin,9829523,CHEBI:63452,R-HSA-1280215,Cytokine Signaling in Immune system,TAS,Homo sapiens
1952,Midostaurin,9829523,CHEBI:63452,R-HSA-1433557,Signaling by SCF-KIT,TAS,Homo sapiens
1952,Midostaurin,9829523,CHEBI:63452,R-HSA-162582,Signal Transduction,TAS,Homo sapiens
1952,Midostaurin,9829523,CHEBI:63452,R-HSA-1643685,Disease,TAS,Homo sapiens
1952,Midostaurin,9829523,CHEBI:63452,R-HSA-168256,Immune System,TAS,Homo sapiens
1952,Midostaurin,9829523,CHEBI:63452,R-HSA-1839117,Signaling by cytosolic FGFR1 fusion mutants,TAS,Homo sapiens
1952,Midostaurin,9829523,CHEBI:63452,R-HSA-1839124,FGFR1 mutant receptor activation,TAS,Homo sapiens
1952,Midostaurin,9829523,CHEBI:63452,R-HSA-5655302,Signaling by FGFR1 in disease,TAS,Homo sapiens
1952,Midostaurin,9829523,CHEBI:63452,R-HSA-5655332,Signaling by FGFR3 in disease,TAS,Homo sapiens
1952,Midostaurin,9829523,CHEBI:63452,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,TAS,Homo sapiens
1952,Midostaurin,9829523,CHEBI:63452,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,TAS,Homo sapiens
1952,Midostaurin,9829523,CHEBI:63452,R-HSA-9607240,FLT3 Signaling,TAS,Homo sapiens
1952,Midostaurin,9829523,CHEBI:63452,R-HSA-9669921,KIT mutants bind TKIs,TAS,Homo sapiens
1952,Midostaurin,9829523,CHEBI:63452,R-HSA-9669938,Signaling by KIT in disease,TAS,Homo sapiens
1952,Midostaurin,9829523,CHEBI:63452,R-HSA-9682385,FLT3 signaling in disease,TAS,Homo sapiens
1952,Midostaurin,9829523,CHEBI:63452,R-HSA-9702506,Drug resistance of FLT3 mutants,TAS,Homo sapiens
1952,Midostaurin,9829523,CHEBI:63452,R-HSA-9702509,FLT3 mutants bind TKIs,TAS,Homo sapiens
1952,Midostaurin,9829523,CHEBI:63452,R-HSA-9702600,midostaurin-resistant FLT3 mutants,TAS,Homo sapiens
1954,Mifepristone,55245,CHEBI:50692,R-HSA-2262752,Cellular responses to stress,TAS,Homo sapiens
1954,Mifepristone,55245,CHEBI:50692,R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,TAS,Homo sapiens
1954,Mifepristone,55245,CHEBI:50692,R-HSA-8953897,Cellular responses to stimuli,TAS,Homo sapiens
1955,Miglitol,441314,CHEBI:6935,R-HSA-1643685,Disease,TAS,Homo sapiens
1955,Miglitol,441314,CHEBI:6935,R-HSA-5663205,Infectious disease,TAS,Homo sapiens
1955,Miglitol,441314,CHEBI:6935,R-HSA-9678108,SARS-CoV-1 Infection,TAS,Homo sapiens
1955,Miglitol,441314,CHEBI:6935,R-HSA-9679506,SARS-CoV Infections,TAS,Homo sapiens
1955,Miglitol,441314,CHEBI:6935,R-HSA-9683686,Maturation of spike protein,TAS,Homo sapiens
1955,Miglitol,441314,CHEBI:6935,R-HSA-9683701,Translation of Structural Proteins,TAS,Homo sapiens
1955,Miglitol,441314,CHEBI:6935,R-HSA-9694516,SARS-CoV-2 Infection,TAS,Homo sapiens
1955,Miglitol,441314,CHEBI:6935,R-HSA-9694548,Maturation of spike protein,TAS,Homo sapiens
1955,Miglitol,441314,CHEBI:6935,R-HSA-9694635,Translation of Structural Proteins,TAS,Homo sapiens
1955,Miglitol,441314,CHEBI:6935,R-HSA-9772573,Late SARS-CoV-2 Infection Events,TAS,Homo sapiens
1955,Miglitol,441314,CHEBI:6935,R-HSA-9824446,Viral Infection Pathways,TAS,Homo sapiens
1956,Milrinone,4197,CHEBI:50693,R-HSA-162582,Signal Transduction,TAS,Homo sapiens
1956,Milrinone,4197,CHEBI:50693,R-HSA-372790,Signaling by GPCR,TAS,Homo sapiens
1956,Milrinone,4197,CHEBI:50693,R-HSA-388396,GPCR downstream signalling,TAS,Homo sapiens
1956,Milrinone,4197,CHEBI:50693,R-HSA-418555,G alpha (s) signalling events,TAS,Homo sapiens
1961,Mirabegron,9865528,CHEBI:65349,R-HSA-162582,Signal Transduction,TAS,Homo sapiens
1961,Mirabegron,9865528,CHEBI:65349,R-HSA-372790,Signaling by GPCR,TAS,Homo sapiens
1961,Mirabegron,9865528,CHEBI:65349,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),TAS,Homo sapiens
1961,Mirabegron,9865528,CHEBI:65349,R-HSA-375280,Amine ligand-binding receptors,TAS,Homo sapiens
1961,Mirabegron,9865528,CHEBI:65349,R-HSA-390696,Adrenoceptors,TAS,Homo sapiens
1961,Mirabegron,9865528,CHEBI:65349,R-HSA-500792,GPCR ligand binding,TAS,Homo sapiens
1962,Mirodenafil,135497803,CHEBI:136049,R-HSA-397014,Muscle contraction,TAS,Homo sapiens
1962,Mirodenafil,135497803,CHEBI:136049,R-HSA-445355,Smooth Muscle Contraction,TAS,Homo sapiens
1966,Mitiglinide,121891,CHEBI:135349,R-HSA-1430728,Metabolism,TAS,Homo sapiens
1966,Mitiglinide,121891,CHEBI:135349,R-HSA-163685,Integration of energy metabolism,TAS,Homo sapiens
1966,Mitiglinide,121891,CHEBI:135349,R-HSA-422356,Regulation of insulin secretion,TAS,Homo sapiens
1969,Mitomycin,5746,CHEBI:27504,R-HSA-6783310,Fanconi Anemia Pathway,IEA,Homo sapiens
1969,Mitomycin,5746,CHEBI:27504,R-HSA-73894,DNA Repair,IEA,Homo sapiens
1969,Mitomycin,5746,CHEBI:27504,R-HSA-9750126,Drug-induced formation of DNA interstrand crosslinks,IEA,Homo sapiens
1971,Mitoxantrone,4212,CHEBI:50729,R-HSA-1643685,Disease,TAS,Homo sapiens
1971,Mitoxantrone,4212,CHEBI:50729,R-HSA-5663205,Infectious disease,TAS,Homo sapiens
1971,Mitoxantrone,4212,CHEBI:50729,R-HSA-9679506,SARS-CoV Infections,TAS,Homo sapiens
1971,Mitoxantrone,4212,CHEBI:50729,R-HSA-9694516,SARS-CoV-2 Infection,TAS,Homo sapiens
1971,Mitoxantrone,4212,CHEBI:50729,R-HSA-9694614,Attachment and Entry,TAS,Homo sapiens
1971,Mitoxantrone,4212,CHEBI:50729,R-HSA-9772572,Early SARS-CoV-2 Infection Events,TAS,Homo sapiens
1971,Mitoxantrone,4212,CHEBI:50729,R-HSA-9824446,Viral Infection Pathways,TAS,Homo sapiens
1973,Mizolastine,65906,CHEBI:31857,R-HSA-162582,Signal Transduction,TAS,Homo sapiens
1973,Mizolastine,65906,CHEBI:31857,R-HSA-372790,Signaling by GPCR,TAS,Homo sapiens
1973,Mizolastine,65906,CHEBI:31857,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),TAS,Homo sapiens
1973,Mizolastine,65906,CHEBI:31857,R-HSA-375280,Amine ligand-binding receptors,TAS,Homo sapiens
1973,Mizolastine,65906,CHEBI:31857,R-HSA-390650,Histamine receptors,TAS,Homo sapiens
1973,Mizolastine,65906,CHEBI:31857,R-HSA-500792,GPCR ligand binding,TAS,Homo sapiens
1977,Moclobemide,4235,CHEBI:83531,R-HSA-112311,Neurotransmitter clearance,TAS,Homo sapiens
1977,Moclobemide,4235,CHEBI:83531,R-HSA-112315,Transmission across Chemical Synapses,TAS,Homo sapiens
1977,Moclobemide,4235,CHEBI:83531,R-HSA-112316,Neuronal System,TAS,Homo sapiens
1977,Moclobemide,4235,CHEBI:83531,R-HSA-140179,Amine Oxidase reactions,TAS,Homo sapiens
1977,Moclobemide,4235,CHEBI:83531,R-HSA-141333,Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB,TAS,Homo sapiens
1977,Moclobemide,4235,CHEBI:83531,R-HSA-1430728,Metabolism,TAS,Homo sapiens
1977,Moclobemide,4235,CHEBI:83531,R-HSA-211859,Biological oxidations,TAS,Homo sapiens
1977,Moclobemide,4235,CHEBI:83531,R-HSA-211945,Phase I - Functionalization of compounds,TAS,Homo sapiens
1977,Moclobemide,4235,CHEBI:83531,R-HSA-379401,Dopamine clearance from the synaptic cleft,TAS,Homo sapiens
1978,Moexipril,91270,CHEBI:6960,R-HSA-2022377,Metabolism of Angiotensinogen to Angiotensins,TAS,Homo sapiens
1978,Moexipril,91270,CHEBI:6960,R-HSA-2980736,Peptide hormone metabolism,TAS,Homo sapiens
1978,Moexipril,91270,CHEBI:6960,R-HSA-392499,Metabolism of proteins,TAS,Homo sapiens
1981,Molindone,23897,CHEBI:6965,R-HSA-162582,Signal Transduction,TAS,Homo sapiens
1981,Molindone,23897,CHEBI:6965,R-HSA-372790,Signaling by GPCR,TAS,Homo sapiens
1981,Molindone,23897,CHEBI:6965,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),TAS,Homo sapiens
1981,Molindone,23897,CHEBI:6965,R-HSA-375280,Amine ligand-binding receptors,TAS,Homo sapiens
1981,Molindone,23897,CHEBI:6965,R-HSA-390650,Histamine receptors,TAS,Homo sapiens
1981,Molindone,23897,CHEBI:6965,R-HSA-500792,GPCR ligand binding,TAS,Homo sapiens
1984,Mometasone,441335,CHEBI:6970,R-HSA-1643685,Disease,TAS,Homo sapiens
1984,Mometasone,441335,CHEBI:6970,R-HSA-2262752,Cellular responses to stress,TAS,Homo sapiens
1984,Mometasone,441335,CHEBI:6970,R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,TAS,Homo sapiens
1984,Mometasone,441335,CHEBI:6970,R-HSA-5663205,Infectious disease,TAS,Homo sapiens
1984,Mometasone,441335,CHEBI:6970,R-HSA-8953897,Cellular responses to stimuli,TAS,Homo sapiens
1984,Mometasone,441335,CHEBI:6970,R-HSA-9679191,Potential therapeutics for SARS,TAS,Homo sapiens
1984,Mometasone,441335,CHEBI:6970,R-HSA-9679506,SARS-CoV Infections,TAS,Homo sapiens
1984,Mometasone,441335,CHEBI:6970,R-HSA-9824446,Viral Infection Pathways,TAS,Homo sapiens
1988,Monomethyl fumarate,5369209,CHEBI:167450,R-HSA-1643685,Disease,TAS,Homo sapiens
1988,Monomethyl fumarate,5369209,CHEBI:167450,R-HSA-2262752,Cellular responses to stress,TAS,Homo sapiens
1988,Monomethyl fumarate,5369209,CHEBI:167450,R-HSA-392499,Metabolism of proteins,TAS,Homo sapiens
1988,Monomethyl fumarate,5369209,CHEBI:167450,R-HSA-5663205,Infectious disease,TAS,Homo sapiens
1988,Monomethyl fumarate,5369209,CHEBI:167450,R-HSA-597592,Post-translational protein modification,TAS,Homo sapiens
1988,Monomethyl fumarate,5369209,CHEBI:167450,R-HSA-8951664,Neddylation,TAS,Homo sapiens
1988,Monomethyl fumarate,5369209,CHEBI:167450,R-HSA-8953897,Cellular responses to stimuli,TAS,Homo sapiens
1988,Monomethyl fumarate,5369209,CHEBI:167450,R-HSA-9679191,Potential therapeutics for SARS,TAS,Homo sapiens
1988,Monomethyl fumarate,5369209,CHEBI:167450,R-HSA-9679506,SARS-CoV Infections,TAS,Homo sapiens
1988,Monomethyl fumarate,5369209,CHEBI:167450,R-HSA-9711123,Cellular response to chemical stress,TAS,Homo sapiens
1988,Monomethyl fumarate,5369209,CHEBI:167450,R-HSA-9755511,KEAP1-NFE2L2 pathway,TAS,Homo sapiens
1988,Monomethyl fumarate,5369209,CHEBI:167450,R-HSA-9824446,Viral Infection Pathways,TAS,Homo sapiens
1989,Montelukast,5281040,CHEBI:50730,R-HSA-162582,Signal Transduction,TAS,Homo sapiens
1989,Montelukast,5281040,CHEBI:50730,R-HSA-1643685,Disease,TAS,Homo sapiens
1989,Montelukast,5281040,CHEBI:50730,R-HSA-372790,Signaling by GPCR,TAS,Homo sapiens
1989,Montelukast,5281040,CHEBI:50730,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),TAS,Homo sapiens
1989,Montelukast,5281040,CHEBI:50730,R-HSA-391903,Eicosanoid ligand-binding receptors,TAS,Homo sapiens
1989,Montelukast,5281040,CHEBI:50730,R-HSA-391906,Leukotriene receptors,TAS,Homo sapiens
1989,Montelukast,5281040,CHEBI:50730,R-HSA-500792,GPCR ligand binding,TAS,Homo sapiens
1989,Montelukast,5281040,CHEBI:50730,R-HSA-5663205,Infectious disease,TAS,Homo sapiens
1989,Montelukast,5281040,CHEBI:50730,R-HSA-9679191,Potential therapeutics for SARS,TAS,Homo sapiens
1989,Montelukast,5281040,CHEBI:50730,R-HSA-9679506,SARS-CoV Infections,TAS,Homo sapiens
1989,Montelukast,5281040,CHEBI:50730,R-HSA-9824446,Viral Infection Pathways,TAS,Homo sapiens
1989,Montelukast,5281040,CHEBI:50730,R-HSA-9839923,Dengue Virus Infection,TAS,Homo sapiens
1989,Montelukast,5281040,CHEBI:50730,R-HSA-9918432,Maturation of DENV proteins,TAS,Homo sapiens
1989,Montelukast,5281040,CHEBI:50730,R-HSA-9918487,Dengue Virus Genome Translation and Replication,TAS,Homo sapiens
