STITCH_ID,SIDER_DrugName,MatchType,Confidence,CandidateDrugID,CandidateDrugName,Similarity
CID100214339,luliconazole,EXACT_NORMALIZED,HIGH,1770,Luliconazole,1.0
CID100216209,aliskiren,EXACT_NORMALIZED,HIGH,163,Aliskiren,1.0
CID100219090,fosaprepitant,EXACT_NORMALIZED,HIGH,1360,Fosaprepitant,1.0
CID100441332,carboprost,EXACT_NORMALIZED,HIGH,573,Carboprost,1.0
CID100441382,natamycin,EXACT_NORMALIZED,HIGH,2045,Natamycin,1.0
CID100444006,cefditoren,EXACT_NORMALIZED,HIGH,613,Cefditoren,1.0
CID100444033,ciclesonide,EXACT_NORMALIZED,HIGH,698,Ciclesonide,1.0
CID100483407,maraviroc,EXACT_NORMALIZED,HIGH,1806,Maraviroc,1.0
CID100656628,silodosin,EXACT_NORMALIZED,HIGH,2682,Silodosin,1.0
CID103006171,rilpivirine,EXACT_NORMALIZED,HIGH,2578,Rilpivirine,1.0
CID103038497,fospropofol,EXACT_NORMALIZED,HIGH,1371,Fospropofol,1.0
CID103055172,pimecrolimus,EXACT_NORMALIZED,HIGH,2344,Pimecrolimus,1.0
CID103085017,sevelamer,EXACT_NORMALIZED,HIGH,2677,Sevelamer,1.0
CID103086685,axitinib,EXACT_NORMALIZED,HIGH,328,Axitinib,1.0
CID103086686,sunitinib,EXACT_NORMALIZED,HIGH,2779,Sunitinib,1.0
CID104479094,doxercalciferol,EXACT_NORMALIZED,HIGH,1043,Doxercalciferol,1.0
CID104479097,hydroxocobalamin,EXACT_NORMALIZED,HIGH,1531,Hydroxocobalamin,1.0
CID104630253,alclometasone,EXACT_NORMALIZED,HIGH,148,Alclometasone,1.0
CID104659568,entacapone,EXACT_NORMALIZED,HIGH,1123,Entacapone,1.0
CID105251896,vildagliptin,EXACT_NORMALIZED,HIGH,3095,Vildagliptin,1.0
CID105281007,dacarbazine,EXACT_NORMALIZED,HIGH,835,Dacarbazine,1.0
CID105353894,pralidoxime,EXACT_NORMALIZED,HIGH,2412,Pralidoxime,1.0
CID105353980,sulfasalazine,EXACT_NORMALIZED,HIGH,2767,Sulfasalazine,1.0
CID105361912,rifabutin,EXACT_NORMALIZED,HIGH,2570,Rifabutin,1.0
CID105361917,methylnaltrexone,EXACT_NORMALIZED,HIGH,1911,Methylnaltrexone,1.0
CID105362070,balsalazide,EXACT_NORMALIZED,HIGH,350,Balsalazide,1.0
CID105462337,olsalazine,EXACT_NORMALIZED,HIGH,2147,Olsalazine,1.0
CID105487301,tegaserod,EXACT_NORMALIZED,HIGH,2825,Tegaserod,1.0
CID105488547,alvimopan,EXACT_NORMALIZED,HIGH,195,Alvimopan,1.0
CID105493381,deferasirox,EXACT_NORMALIZED,HIGH,872,Deferasirox,1.0
CID106323497,rifapentine,EXACT_NORMALIZED,HIGH,2574,Rifapentine,1.0
CID106331630,eribulin,EXACT_NORMALIZED,HIGH,1155,Eribulin,1.0
CID106333887,auranofin,EXACT_NORMALIZED,HIGH,317,Auranofin,1.0
CID106398970,cefdinir,EXACT_NORMALIZED,HIGH,612,Cefdinir,1.0
CID106433082,hexaminolevulinate,EXACT_NORMALIZED,HIGH,1498,Hexaminolevulinate,1.0
CID106433091,tapentadol,EXACT_NORMALIZED,HIGH,2804,Tapentadol,1.0
CID106433101,tafluprost,EXACT_NORMALIZED,HIGH,2791,Tafluprost,1.0
CID106433117,indacaterol,EXACT_NORMALIZED,HIGH,1582,Indacaterol,1.0
CID106433119,rivaroxaban,EXACT_NORMALIZED,HIGH,2594,Rivaroxaban,1.0
CID106435110,ivermectin,EXACT_NORMALIZED,HIGH,1646,Ivermectin,1.0
CID106440191,fidaxomicin,EXACT_NORMALIZED,HIGH,1281,Fidaxomicin,1.0
CID106477186,delamanid,EXACT_NORMALIZED,HIGH,879,Delamanid,1.0
CID106850789,iron,EXACT_NORMALIZED,HIGH,1620,Iron,1.0
CID106918313,vilazodone,EXACT_NORMALIZED,HIGH,3094,Vilazodone,1.0
CID106918366,fosaprepitant,EXACT_NORMALIZED,HIGH,1360,Fosaprepitant,1.0
CID106918430,ceftobiprole,EXACT_NORMALIZED,HIGH,642,Ceftobiprole,1.0
CID106918584,sugammadex,EXACT_NORMALIZED,HIGH,2739,Sugammadex,1.0
CID109794842,tasimelteon,EXACT_NORMALIZED,HIGH,2807,Tasimelteon,1.0
CID109800339,olodaterol,EXACT_NORMALIZED,HIGH,2145,Olodaterol,1.0
CID109811221,cabazitaxel,EXACT_NORMALIZED,HIGH,523,Cabazitaxel,1.0
CID109818231,tofacitinib,EXACT_NORMALIZED,HIGH,2945,Tofacitinib,1.0
CID109846180,eltrombopag,EXACT_NORMALIZED,HIGH,1096,Eltrombopag,1.0
CID109912092,apremilast,EXACT_NORMALIZED,HIGH,266,Apremilast,1.0
CID109930048,vernakalant,EXACT_NORMALIZED,HIGH,3088,Vernakalant,1.0
CID110028615,vorapaxar,EXACT_NORMALIZED,HIGH,3115,Vorapaxar,1.0
CID110163178,afatinib,EXACT_NORMALIZED,HIGH,136,Afatinib,1.0
CID110465263,lorcaserin,EXACT_NORMALIZED,HIGH,1758,Lorcaserin,1.0
CID111163584,alogliptin,EXACT_NORMALIZED,HIGH,173,Alogliptin,1.0
CID111228026,aclidinium,EXACT_NORMALIZED,HIGH,123,Aclidinium,1.0
CID111519069,umeclidinium,EXACT_NORMALIZED,HIGH,3048,Umeclidinium,1.0
CID111531537,eliglustat,EXACT_NORMALIZED,HIGH,1091,Eliglustat,1.0
CID111593706,sevelamer,EXACT_NORMALIZED,HIGH,2677,Sevelamer,1.0
CID111597571,crizotinib,EXACT_NORMALIZED,HIGH,797,Crizotinib,1.0
CID111597697,lisdexamfetamine,EXACT_NORMALIZED,HIGH,1731,Lisdexamfetamine,1.0
CID111947681,nitroprusside,EXACT_NORMALIZED,HIGH,2101,Nitroprusside,1.0
CID113559279,ulipristal,EXACT_NORMALIZED,HIGH,3045,Ulipristal,1.0
CID116158207,linaclotide,EXACT_NORMALIZED,HIGH,1723,Linaclotide,1.0
CID123668479,raltegravir,EXACT_NORMALIZED,HIGH,2526,Raltegravir,1.0
CID123690938,piroxicam,EXACT_NORMALIZED,HIGH,2374,Piroxicam,1.0
CID124950485,cobicistat,EXACT_NORMALIZED,HIGH,778,Cobicistat,1.0
CID125094462,sofosbuvir,EXACT_NORMALIZED,HIGH,2701,Sofosbuvir,1.0
CID125880656,doxycycline,EXACT_NORMALIZED,HIGH,1047,Doxycycline,1.0
CID125880664,tetracycline,EXACT_NORMALIZED,HIGH,2873,Tetracycline,1.0
CID126275995,minocycline,EXACT_NORMALIZED,HIGH,1959,Minocycline,1.0
CID140468184,acenocoumarol,EXACT_NORMALIZED,HIGH,103,Acenocoumarol,1.0
CID144134877,oxytetracycline,EXACT_NORMALIZED,HIGH,2210,Oxytetracycline,1.0
CID146216142,dolutegravir,EXACT_NORMALIZED,HIGH,1027,Dolutegravir,1.0
CID151508717,tenoxicam,EXACT_NORMALIZED,HIGH,2848,Tenoxicam,1.0
CID151601240,demeclocycline,EXACT_NORMALIZED,HIGH,885,Demeclocycline,1.0
CID154681041,tigecycline,EXACT_NORMALIZED,HIGH,2915,Tigecycline,1.0
CID154682541,doxycycline,EXACT_NORMALIZED,HIGH,1047,Doxycycline,1.0
CID154687131,lymecycline,EXACT_NORMALIZED,HIGH,1781,Lymecycline,1.0
CID100061799,monomethylfumarate,FUZZY_CANDIDATE,REVIEW,1988,Monomethyl fumarate,0.973
CID100002019,actinomycin,FUZZY_CANDIDATE,REVIEW,838,Dactinomycin,0.9565
CID100002344,benztropine,FUZZY_CANDIDATE,REVIEW,387,Benzatropine,0.9565
CID100000581,N-acetylcysteine,FUZZY_CANDIDATE,REVIEW,115,Acetylcysteine,0.9333
CID100004727,D-penicillamine,FUZZY_CANDIDATE,REVIEW,2258,Penicillamine,0.9286
CID100001972,amphotericin,FUZZY_CANDIDATE,REVIEW,236,Amphotericin B,0.9231
CID100002375,bicalutamide,FUZZY_CANDIDATE,REVIEW,11,(R)-Bicalutamide,0.9231
CID100003394,flurbiprofen,FUZZY_CANDIDATE,REVIEW,1162,Esflurbiprofen,0.9231
CID100004891,praziquantel,FUZZY_CANDIDATE,REVIEW,14,(R)-Praziquantel,0.9231
CID100005300,streptozotocin,FUZZY_CANDIDATE,REVIEW,2731,Streptozocin,0.9231
CID100005408,testosterone,FUZZY_CANDIDATE,REVIEW,26,1-Testosterone,0.9231
CID100005409,testosterone,FUZZY_CANDIDATE,REVIEW,26,1-Testosterone,0.9231
CID100005410,testosterone,FUZZY_CANDIDATE,REVIEW,26,1-Testosterone,0.9231
CID100012453,zuclopenthixol,FUZZY_CANDIDATE,REVIEW,759,Clopenthixol,0.9231
CID100000401,D-cycloserine,FUZZY_CANDIDATE,REVIEW,815,Cycloserine,0.9167
CID100004205,mirtazapine,FUZZY_CANDIDATE,REVIEW,1165,Esmirtazapine,0.9167
CID100004932,propafenone,FUZZY_CANDIDATE,REVIEW,15,(R)-Propafenone,0.9167
CID100003008,dextromethorphan,FUZZY_CANDIDATE,REVIEW,911,Deudextromethorphan,0.9143
CID100002522,calcipotriol,FUZZY_CANDIDATE,REVIEW,531,Calcitriol,0.9091
CID100003386,fluoxetine,FUZZY_CANDIDATE,REVIEW,12,(R)-Fluoxetine,0.9091
CID100003410,formoterol,FUZZY_CANDIDATE,REVIEW,280,Arformoterol,0.9091
CID100003702,indapamide,FUZZY_CANDIDATE,REVIEW,19,(S)-Indapamide,0.9091
CID100004046,mefloquine,FUZZY_CANDIDATE,REVIEW,0,(+)-Mefloquine,0.9091
CID100004158,methylphenidate,FUZZY_CANDIDATE,REVIEW,928,Dexmethylphenidate,0.9091
CID100004594,omeprazole,FUZZY_CANDIDATE,REVIEW,1167,Esomeprazole,0.9091
CID100003198,econazole,FUZZY_CANDIDATE,REVIEW,20,(S)-econazole,0.9
CID100004048,megestrol,FUZZY_CANDIDATE,REVIEW,2107,Nomegestrol,0.9
CID100004236,modafinil,FUZZY_CANDIDATE,REVIEW,285,Armodafinil,0.9
CID100004583,ofloxacin,FUZZY_CANDIDATE,REVIEW,2118,Norfloxacin,0.9
CID100005735,zopiclone,FUZZY_CANDIDATE,REVIEW,1181,Eszopiclone,0.9
CID100019090,megestrol,FUZZY_CANDIDATE,REVIEW,2107,Nomegestrol,0.9
CID100000160,prostaglandin,FUZZY_CANDIDATE,REVIEW,2478,Prostaglandin B2,0.8966
CID100000160,prostaglandin,FUZZY_CANDIDATE,REVIEW,2479,Prostaglandin D2,0.8966
CID100000160,prostaglandin,FUZZY_CANDIDATE,REVIEW,2480,Prostaglandin G2,0.8966
CID100006018,tetrabenazine,FUZZY_CANDIDATE,REVIEW,915,Deutetrabenazine,0.8966
CID100004042,medroxyprogesterone,FUZZY_CANDIDATE,REVIEW,1535,Hydroxyprogesterone,0.8947
CID100010631,medroxyprogesterone,FUZZY_CANDIDATE,REVIEW,1535,Hydroxyprogesterone,0.8947
CID100002249,atenolol,FUZZY_CANDIDATE,REVIEW,10,(R)-Atenolol,0.8889
CID100002284,baclofen,FUZZY_CANDIDATE,REVIEW,275,Arbaclofen,0.8889
CID100003308,etodolac,FUZZY_CANDIDATE,REVIEW,17,(R)-etodolac,0.8889
CID100003821,ketamine,FUZZY_CANDIDATE,REVIEW,284,Arketamine,0.8889
CID100003883,lansoprazole,FUZZY_CANDIDATE,REVIEW,924,Dexlansoprazole,0.8889
CID100004032,mecamylamine,FUZZY_CANDIDATE,REVIEW,926,Dexmecamylamine,0.8889
CID100004095,methadone,FUZZY_CANDIDATE,REVIEW,1187,Ethadione,0.8889
CID100005040,rapamycin,FUZZY_CANDIDATE,REVIEW,265,Apramycin,0.8889
CID105001396,warfarin,FUZZY_CANDIDATE,REVIEW,18,(R)-warfarin,0.8889
CID105381226,rifampicin,FUZZY_CANDIDATE,REVIEW,2572,Rifampin,0.8889
CID100004120,N-methylscopolamine,FUZZY_CANDIDATE,REVIEW,1900,Methscopolamine,0.8824
CID100003151,domperidone,FUZZY_CANDIDATE,REVIEW,912,Deudomperidone,0.88
CID100004885,pramipexole,FUZZY_CANDIDATE,REVIEW,931,Dexpramipexole,0.88
CID100004946,propranolol,FUZZY_CANDIDATE,REVIEW,932,Dexpropranolol,0.88
CID100005029,rabeprazole,FUZZY_CANDIDATE,REVIEW,933,Dexrabeprazole,0.88
CID100005591,troglitazone,FUZZY_CANDIDATE,REVIEW,2063,Netoglitazone,0.88
CID100005591,troglitazone,FUZZY_CANDIDATE,REVIEW,2597,Rivoglitazone,0.88
CID100005591,troglitazone,FUZZY_CANDIDATE,REVIEW,2616,Rosiglitazone,0.88
CID100040632,pirfenidone,FUZZY_CANDIDATE,REVIEW,913,Deupirfenidone,0.88
CID117754772,ruxolitinib,FUZZY_CANDIDATE,REVIEW,914,Deuruxolitinib,0.88
CID100000191,adenosine,FUZZY_CANDIDATE,REVIEW,132,Adenine,0.875
CID100003158,doxepin,FUZZY_CANDIDATE,REVIEW,702,Cidoxepin,0.875
CID100003249,vitamin,FUZZY_CANDIDATE,REVIEW,3110,Vitamin A,0.875
CID100003269,estriol,FUZZY_CANDIDATE,REVIEW,1171,Estradiol,0.875
CID100004812,vitamin,FUZZY_CANDIDATE,REVIEW,3110,Vitamin A,0.875
CID100002349,penicillin,FUZZY_CANDIDATE,REVIEW,2258,Penicillamine,0.8696
CID100002349,penicillin,FUZZY_CANDIDATE,REVIEW,2298,Pheneticillin,0.8696
CID100003825,ketoprofen,FUZZY_CANDIDATE,REVIEW,923,Dexketoprofen,0.8696
CID100004623,oxiconazole,FUZZY_CANDIDATE,REVIEW,3117,Voriconazole,0.8696
CID100004730,penicillin,FUZZY_CANDIDATE,REVIEW,2258,Penicillamine,0.8696
CID100004730,penicillin,FUZZY_CANDIDATE,REVIEW,2298,Pheneticillin,0.8696
CID100005404,terconazole,FUZZY_CANDIDATE,REVIEW,1644,Itraconazole,0.8696
CID100047471,butoconazole,FUZZY_CANDIDATE,REVIEW,2925,Tioconazole,0.8696
CID100003392,flurandrenolone,FUZZY_CANDIDATE,REVIEW,1338,Flurandrenolide,0.8667
CID100000612,lactate,FUZZY_CANDIDATE,REVIEW,107,Acetate,0.8571
CID100001206,methamphetamine,FUZZY_CANDIDATE,REVIEW,55,4-Methoxyamphetamine,0.8571
CID100002520,verapamil,FUZZY_CANDIDATE,REVIEW,942,Dexverapamil,0.8571
CID100003100,diphenhydramine,FUZZY_CANDIDATE,REVIEW,480,Bromodiphenhydramine,0.8571
CID100003198,econazole,FUZZY_CANDIDATE,REVIEW,1661,Ketoconazole,0.8571
CID100003672,ibuprofen,FUZZY_CANDIDATE,REVIEW,921,Dexibuprofen,0.8571
CID100004048,megestrol,FUZZY_CANDIDATE,REVIEW,1837,Melengestrol,0.8571
CID100004095,methadone,FUZZY_CANDIDATE,REVIEW,2121,Normethadone,0.8571
CID100004583,ofloxacin,FUZZY_CANDIDATE,REVIEW,1121,Enrofloxacin,0.8571
CID100004583,ofloxacin,FUZZY_CANDIDATE,REVIEW,1742,Lomefloxacin,0.8571
CID100004623,oxiconazole,FUZZY_CANDIDATE,REVIEW,1946,Miconazole,0.8571
CID100005071,rimantadine,FUZZY_CANDIDATE,REVIEW,197,Amantadine,0.8571
CID100019090,megestrol,FUZZY_CANDIDATE,REVIEW,1837,Melengestrol,0.8571
CID100047319,atracurium,FUZZY_CANDIDATE,REVIEW,1414,Gantacurium,0.8571
CID100060864,olopatadine,FUZZY_CANDIDATE,REVIEW,1755,Loratadine,0.8571
CID111235728,Saxagliptin,FUZZY_CANDIDATE,REVIEW,243,Anagliptin,0.8571
CID100119212,benzylpenicilloyl,FUZZY_CANDIDATE,REVIEW,403,Benzylpenicillin,0.8485
CID100000146,5-methyltetrahydrofolate,FUZZY_CANDIDATE,REVIEW,62,5-methyltetrahydrofolic acid,0.8462
CID100001206,methamphetamine,FUZZY_CANDIDATE,REVIEW,235,Amphetamine,0.8462
CID100002344,benztropine,FUZZY_CANDIDATE,REVIEW,1222,Etybenzatropine,0.8462
CID100002367,dexamethasone,FUZZY_CANDIDATE,REVIEW,415,Betamethasone,0.8462
CID100003003,dexamethasone,FUZZY_CANDIDATE,REVIEW,415,Betamethasone,0.8462
CID100055480,milnacipran,FUZZY_CANDIDATE,REVIEW,1711,Levomilnacipran,0.8462
CID100002349,penicillin,FUZZY_CANDIDATE,REVIEW,1133,Epicillin,0.8421
CID100002484,butenafine,FUZZY_CANDIDATE,REVIEW,498,Bunaftine,0.8421
CID100002800,clomiphene,FUZZY_CANDIDATE,REVIEW,752,Clomifene,0.8421
CID100003198,econazole,FUZZY_CANDIDATE,REVIEW,1946,Miconazole,0.8421
CID100004095,methadone,FUZZY_CANDIDATE,REVIEW,1871,Metadoxine,0.8421
CID100004730,penicillin,FUZZY_CANDIDATE,REVIEW,1133,Epicillin,0.8421
CID100005564,triclosan,FUZZY_CANDIDATE,REVIEW,3004,Trilostane,0.8421
CID100005651,Vancocine,FUZZY_CANDIDATE,REVIEW,3074,Vancomycin,0.8421
CID100037720,pentosan,FUZZY_CANDIDATE,REVIEW,2270,Pentostatin,0.8421
CID100051634,miglustat,FUZZY_CANDIDATE,REVIEW,1091,Eliglustat,0.8421
CID105381226,rifampicin,FUZZY_CANDIDATE,REVIEW,2573,Rifamycin,0.8421
CID109825285,azilsartan,FUZZY_CANDIDATE,REVIEW,3071,Valsartan,0.8421
CID111238823,azilsartan,FUZZY_CANDIDATE,REVIEW,3071,Valsartan,0.8421
CID100007012,phenylbutyric,FUZZY_CANDIDATE,REVIEW,2325,Phenylbutyric acid,0.8387
CID100001805,5-azacytidine,FUZZY_CANDIDATE,REVIEW,329,Azacitidine,0.8333
CID100002019,actinomycin,FUZZY_CANDIDATE,REVIEW,2716,Spectinomycin,0.8333
CID100003381,fluocinolone,FUZZY_CANDIDATE,REVIEW,1320,Fluocinonide,0.8333
CID100003883,lansoprazole,FUZZY_CANDIDATE,REVIEW,2228,Pantoprazole,0.8333
CID100004036,meclofenamate,FUZZY_CANDIDATE,REVIEW,1210,Etofenamate,0.8333
CID100004158,methylphenidate,FUZZY_CANDIDATE,REVIEW,2671,Serdexmethylphenidate,0.8333
CID100005404,terconazole,FUZZY_CANDIDATE,REVIEW,2175,Oteseconazole,0.8333
CID100047471,butoconazole,FUZZY_CANDIDATE,REVIEW,1661,Ketoconazole,0.8333
CID100065863,sertaconazole,FUZZY_CANDIDATE,REVIEW,20,(S)-econazole,0.8333
CID100091488,fluocinolone,FUZZY_CANDIDATE,REVIEW,1320,Fluocinonide,0.8333
CID100002153,theophylline,FUZZY_CANDIDATE,REVIEW,481,Bromotheophylline,0.8276
CID100004272,mycophenolic,FUZZY_CANDIDATE,REVIEW,2009,Mycophenolic acid,0.8276
CID100004042,medroxyprogesterone,FUZZY_CANDIDATE,REVIEW,1829,Medroxyprogesterone acetate,0.8261
CID100010631,medroxyprogesterone,FUZZY_CANDIDATE,REVIEW,1829,Medroxyprogesterone acetate,0.8261
CID100000232,arginine,FUZZY_CANDIDATE,REVIEW,268,Aprindine,0.8235
CID100002249,atenolol,FUZZY_CANDIDATE,REVIEW,592,Carteolol,0.8235
CID100003308,etodolac,FUZZY_CANDIDATE,REVIEW,1662,Ketorolac,0.8235
CID100003640,cortisol,FUZZY_CANDIDATE,REVIEW,790,Cortisone,0.8235
CID100003672,ibuprofen,FUZZY_CANDIDATE,REVIEW,2780,Suprofen,0.8235
CID100003821,ketamine,FUZZY_CANDIDATE,REVIEW,2982,Tretamine,0.8235
CID100004454,neomycin,FUZZY_CANDIDATE,REVIEW,452,Bleomycin,0.8235
CID100000338,salicylate,FUZZY_CANDIDATE,REVIEW,2635,Salicylamide,0.8182
CID100002019,actinomycin,FUZZY_CANDIDATE,REVIEW,2636,Salinomycin,0.8182
CID100002375,bicalutamide,FUZZY_CANDIDATE,REVIEW,2082,Nilutamide,0.8182
CID100003151,domperidone,FUZZY_CANDIDATE,REVIEW,1215,Etoperidone,0.8182
CID100003151,domperidone,FUZZY_CANDIDATE,REVIEW,1568,Iloperidone,0.8182
CID100003324,famciclovir,FUZZY_CANDIDATE,REVIEW,1413,Ganciclovir,0.8182
CID100003883,lansoprazole,FUZZY_CANDIDATE,REVIEW,1567,Ilaprazole,0.8182
CID100004030,mebendazole,FUZZY_CANDIDATE,REVIEW,144,Albendazole,0.8182
CID100004139,methylene,FUZZY_CANDIDATE,REVIEW,1884,Methapyrilene,0.8182
CID100004623,oxiconazole,FUZZY_CANDIDATE,REVIEW,2925,Tioconazole,0.8182
CID100005404,terconazole,FUZZY_CANDIDATE,REVIEW,20,(S)-econazole,0.8182
CID100015232,benzathine,FUZZY_CANDIDATE,REVIEW,387,Benzatropine,0.8182
CID100016124,methylene,FUZZY_CANDIDATE,REVIEW,1884,Methapyrilene,0.8182
CID111235728,Saxagliptin,FUZZY_CANDIDATE,REVIEW,2692,Sitagliptin,0.8182
CID116220172,ivacaftor,FUZZY_CANDIDATE,REVIEW,916,Deutivacaftor,0.8182
CID100002307,beclomethasone,FUZZY_CANDIDATE,REVIEW,148,Alclometasone,0.8148
CID100002307,beclomethasone,FUZZY_CANDIDATE,REVIEW,415,Betamethasone,0.8148
CID100002308,beclomethasone,FUZZY_CANDIDATE,REVIEW,148,Alclometasone,0.8148
CID100002308,beclomethasone,FUZZY_CANDIDATE,REVIEW,415,Betamethasone,0.8148
CID100002367,dexamethasone,FUZZY_CANDIDATE,REVIEW,905,Desoximetasone,0.8148
CID100003003,dexamethasone,FUZZY_CANDIDATE,REVIEW,905,Desoximetasone,0.8148
CID100003008,dextromethorphan,FUZZY_CANDIDATE,REVIEW,940,Dextrorphan,0.8148
CID100004271,mycophenolate,FUZZY_CANDIDATE,REVIEW,812,Cyclopentolate,0.8148
CID100062965,beclomethasone,FUZZY_CANDIDATE,REVIEW,148,Alclometasone,0.8148
CID100062965,beclomethasone,FUZZY_CANDIDATE,REVIEW,415,Betamethasone,0.8148
CID100000581,N-acetylcysteine,FUZZY_CANDIDATE,REVIEW,2013,N-acetyltyrosine,0.8125
CID100000401,D-cycloserine,FUZZY_CANDIDATE,REVIEW,816,Cyclosporine,0.8
CID100000738,glutamine,FUZZY_CANDIDATE,REVIEW,1406,Galantamine,0.8
CID100000750,glycine,FUZZY_CANDIDATE,REVIEW,1455,Glycerin,0.8
CID100000853,thyroxine,FUZZY_CANDIDATE,REVIEW,1539,Hydroxyzine,0.8
CID100002168,amorolfine,FUZZY_CANDIDATE,REVIEW,3073,Vamorolone,0.8
CID100002307,beclomethasone,FUZZY_CANDIDATE,REVIEW,740,Clobetasone,0.8
CID100002308,beclomethasone,FUZZY_CANDIDATE,REVIEW,740,Clobetasone,0.8
CID100002484,butenafine,FUZZY_CANDIDATE,REVIEW,494,Bufotenine,0.8
CID100002958,anthracycline,FUZZY_CANDIDATE,REVIEW,2873,Tetracycline,0.8
CID100003121,valproate,FUZZY_CANDIDATE,REVIEW,142,Alaproclate,0.8
CID100003269,estriol,FUZZY_CANDIDATE,REVIEW,1170,Estetrol,0.8
CID100003324,famciclovir,FUZZY_CANDIDATE,REVIEW,127,Acyclovir,0.8
CID100003324,famciclovir,FUZZY_CANDIDATE,REVIEW,3067,Valomaciclovir,0.8
CID100003381,fluocinolone,FUZZY_CANDIDATE,REVIEW,1322,Fluocortolone,0.8
CID100003386,fluoxetine,FUZZY_CANDIDATE,REVIEW,1058,Duloxetine,0.8
CID100003405,folate,FUZZY_CANDIDATE,REVIEW,1142,Epofolate,0.8
CID100003821,ketamine,FUZZY_CANDIDATE,REVIEW,414,Betaine,0.8
CID100003825,ketoprofen,FUZZY_CANDIDATE,REVIEW,1255,Fenoprofen,0.8
CID100004120,N-methylscopolamine,FUZZY_CANDIDATE,REVIEW,517,Butylscopolamine,0.8
CID100004594,omeprazole,FUZZY_CANDIDATE,REVIEW,1350,Fomepizole,0.8
CID100005215,sulfadiazine,FUZZY_CANDIDATE,REVIEW,2751,Sulfamerazine,0.8
CID100005215,sulfadiazine,FUZZY_CANDIDATE,REVIEW,2767,Sulfasalazine,0.8
CID100005408,testosterone,FUZZY_CANDIDATE,REVIEW,1921,Methyltestosterone,0.8
CID100005409,testosterone,FUZZY_CANDIDATE,REVIEW,1921,Methyltestosterone,0.8
CID100005410,testosterone,FUZZY_CANDIDATE,REVIEW,1921,Methyltestosterone,0.8
CID100008230,argenine,FUZZY_CANDIDATE,REVIEW,132,Adenine,0.8
CID100015232,benzathine,FUZZY_CANDIDATE,REVIEW,394,Benzocaine,0.8
CID100028332,propoxyphene,FUZZY_CANDIDATE,REVIEW,939,Dextropropoxyphene,0.8
CID100057697,pemirolast,FUZZY_CANDIDATE,REVIEW,266,Apremilast,0.8
CID100061799,monomethylfumarate,FUZZY_CANDIDATE,REVIEW,996,Dimethyl fumarate,0.8
CID100062965,beclomethasone,FUZZY_CANDIDATE,REVIEW,740,Clobetasone,0.8
CID100065863,sertaconazole,FUZZY_CANDIDATE,REVIEW,1644,Itraconazole,0.8
CID100065863,sertaconazole,FUZZY_CANDIDATE,REVIEW,1661,Ketoconazole,0.8
CID100091488,fluocinolone,FUZZY_CANDIDATE,REVIEW,1322,Fluocortolone,0.8
CID100216239,sorafenib,FUZZY_CANDIDATE,REVIEW,1112,Encorafenib,0.8
CID100216239,sorafenib,FUZZY_CANDIDATE,REVIEW,2539,Regorafenib,0.8
CID100216239,sorafenib,FUZZY_CANDIDATE,REVIEW,2963,Tovorafenib,0.8
CID100216258,Colimycin,FUZZY_CANDIDATE,REVIEW,736,Clindamycin,0.8
CID100455658,hemin,FUZZY_CANDIDATE,REVIEW,2564,Rhein,0.8
CID100489129,efinaconazole,FUZZY_CANDIDATE,REVIEW,1644,Itraconazole,0.8
CID103080904,Estrofem,FUZZY_CANDIDATE,REVIEW,1179,Estrone,0.8
CID109810131,ceftaroline,FUZZY_CANDIDATE,REVIEW,609,Cefazolin,0.8
CID100004042,medroxyprogesterone,FUZZY_CANDIDATE,REVIEW,1064,Dydrogesterone,0.7879
CID100010631,medroxyprogesterone,FUZZY_CANDIDATE,REVIEW,1064,Dydrogesterone,0.7879
CID100000861,triiodothyronine,FUZZY_CANDIDATE,REVIEW,1729,Liothyronine,0.7857
CID100002367,dexamethasone,FUZZY_CANDIDATE,REVIEW,937,Dextromethadone,0.7857
CID100002732,chlorthalidone,FUZZY_CANDIDATE,REVIEW,677,Chlorothiazide,0.7857
CID100003003,dexamethasone,FUZZY_CANDIDATE,REVIEW,937,Dextromethadone,0.7857
CID100002375,bicalutamide,FUZZY_CANDIDATE,REVIEW,260,Apalutamide,0.7826
CID100002713,chlorhexidine,FUZZY_CANDIDATE,REVIEW,1741,Lofexidine,0.7826
CID100002914,cyproterone,FUZZY_CANDIDATE,REVIEW,2455,Progesterone,0.7826
CID100002973,deferoxamine,FUZZY_CANDIDATE,REVIEW,634,Cefroxadine,0.7826
CID100003015,cyproterone,FUZZY_CANDIDATE,REVIEW,2455,Progesterone,0.7826
CID100003375,flumethasone,FUZZY_CANDIDATE,REVIEW,1344,Fluticasone,0.7826
CID100004030,mebendazole,FUZZY_CANDIDATE,REVIEW,393,Benznidazole,0.7826
CID100004139,methylene,FUZZY_CANDIDATE,REVIEW,1906,Methylecgonine,0.7826
CID100004139,methylene,FUZZY_CANDIDATE,REVIEW,1907,Methylene blue,0.7826
CID100004695,isosulfan,FUZZY_CANDIDATE,REVIEW,1638,Isosulfan blue,0.7826
CID100005215,sulfadiazine,FUZZY_CANDIDATE,REVIEW,2746,Sulfadoxine,0.7826
CID100006018,tetrabenazine,FUZZY_CANDIDATE,REVIEW,2871,Tetracaine,0.7826
CID100016124,methylene,FUZZY_CANDIDATE,REVIEW,1906,Methylecgonine,0.7826
