STITCH_ID,SIDER_DrugName,MatchType,Confidence,CandidateDrugID,CandidateDrugName,Similarity
CID100016124,methylene,FUZZY_CANDIDATE,REVIEW,1907,Methylene blue,0.7826
CID100029089,chlorhexidine,FUZZY_CANDIDATE,REVIEW,1741,Lofexidine,0.7826
CID100047471,butoconazole,FUZZY_CANDIDATE,REVIEW,1305,Fluconazole,0.7826
CID100123610,Eptifibatide,FUZZY_CANDIDATE,REVIEW,1132,Epibatidine,0.7826
CID100216416,lasofoxifene,FUZZY_CANDIDATE,REVIEW,137,Afimoxifene,0.7826
CID100489129,efinaconazole,FUZZY_CANDIDATE,REVIEW,1946,Miconazole,0.7826
CID111979316,vasopressin,FUZZY_CANDIDATE,REVIEW,901,Desmopressin,0.7826
CID100000191,adenosine,FUZZY_CANDIDATE,REVIEW,141,Alanosine,0.7778
CID100000738,glutamine,FUZZY_CANDIDATE,REVIEW,1343,Flutamide,0.7778
CID100000738,glutamine,FUZZY_CANDIDATE,REVIEW,1407,Gallamine,0.7778
CID100001071,retinol,FUZZY_CANDIDATE,REVIEW,2984,Tretoquinol,0.7778
CID100001134,thymidine,FUZZY_CANDIDATE,REVIEW,1461,Glymidine,0.7778
CID100002249,atenolol,FUZZY_CANDIDATE,REVIEW,180,Alprenolol,0.7778
CID100002284,baclofen,FUZZY_CANDIDATE,REVIEW,147,Alclofenac,0.7778
CID100003250,ergonovine,FUZZY_CANDIDATE,REVIEW,1069,Ecgonine,0.7778
CID100003256,monomycin,FUZZY_CANDIDATE,REVIEW,1969,Mitomycin,0.7778
CID100003640,cortisol,FUZZY_CANDIDATE,REVIEW,792,Cortivazol,0.7778
CID100003672,ibuprofen,FUZZY_CANDIDATE,REVIEW,2375,Pirprofen,0.7778
CID100003702,indapamide,FUZZY_CANDIDATE,REVIEW,3130,Xipamide,0.7778
CID100003734,iopamidol,FUZZY_CANDIDATE,REVIEW,2222,Palmidrol,0.7778
CID100003739,iodipamide,FUZZY_CANDIDATE,REVIEW,3130,Xipamide,0.7778
CID100004048,megestrol,FUZZY_CANDIDATE,REVIEW,1500,Hexestrol,0.7778
CID100004236,modafinil,FUZZY_CANDIDATE,REVIEW,135,Adrafinil,0.7778
CID100004454,neomycin,FUZZY_CANDIDATE,REVIEW,1127,Enviomycin,0.7778
CID100004454,neomycin,FUZZY_CANDIDATE,REVIEW,1725,Lincomycin,0.7778
CID100005040,rapamycin,FUZZY_CANDIDATE,REVIEW,256,Annamycin,0.7778
CID100005040,rapamycin,FUZZY_CANDIDATE,REVIEW,1655,Kanamycin,0.7778
CID100005064,ribavirin,FUZZY_CANDIDATE,REVIEW,1808,Maribavir,0.7778
CID100005564,triclosan,FUZZY_CANDIDATE,REVIEW,2993,Triclofos,0.7778
CID100005735,zopiclone,FUZZY_CANDIDATE,REVIEW,2159,Opicapone,0.7778
CID100005939,biguanide,FUZZY_CANDIDATE,REVIEW,1477,Guanidine,0.7778
CID100008230,argenine,FUZZY_CANDIDATE,REVIEW,2043,Naringenin,0.7778
CID100019090,megestrol,FUZZY_CANDIDATE,REVIEW,1500,Hexestrol,0.7778
CID100047640,naftifine,FUZZY_CANDIDATE,REVIEW,498,Bunaftine,0.7778
CID100062819,Metrodin,FUZZY_CANDIDATE,REVIEW,1939,Metyrosine,0.7778
CID100102399,dextran,FUZZY_CANDIDATE,REVIEW,940,Dextrorphan,0.7778
CID100197281,gadobenate,FUZZY_CANDIDATE,REVIEW,1397,Gabexate,0.7778
CID105001396,warfarin,FUZZY_CANDIDATE,REVIEW,2817,Tecarfarin,0.7778
CID106452749,Locorten,FUZZY_CANDIDATE,REVIEW,1321,Fluocortin,0.7778
CID109825285,azilsartan,FUZZY_CANDIDATE,REVIEW,1764,Losartan,0.7778
CID111238823,azilsartan,FUZZY_CANDIDATE,REVIEW,1764,Losartan,0.7778
CID100001125,tetrahydrobiopterin,FUZZY_CANDIDATE,REVIEW,67,"6S-5,6,7,8-Tetrahydrobiopterin",0.7755
CID109831761,irbesartan-hydrochlorothiazide,FUZZY_CANDIDATE,REVIEW,1513,Hydrochlorothiazide,0.7755
CID100001206,methamphetamine,FUZZY_CANDIDATE,REVIEW,1706,Levmetamfetamine,0.7742
CID100003008,dextromethorphan,FUZZY_CANDIDATE,REVIEW,937,Dextromethadone,0.7742
CID100003100,diphenhydramine,FUZZY_CANDIDATE,REVIEW,1008,Diphenylpyraline,0.7742
CID100003394,flurbiprofen,FUZZY_CANDIDATE,REVIEW,1340,Flurbiprofen axetil,0.7742
CID100003100,diphenhydramine,FUZZY_CANDIDATE,REVIEW,2306,Pheniramine,0.7692
CID100005300,streptozotocin,FUZZY_CANDIDATE,REVIEW,2730,Streptomycin,0.7692
CID100028332,propoxyphene,FUZZY_CANDIDATE,REVIEW,2475,Propyphenazone,0.7692
CID100489129,efinaconazole,FUZZY_CANDIDATE,REVIEW,1623,Isavuconazole,0.7692
CID100004271,mycophenolate,FUZZY_CANDIDATE,REVIEW,2008,Mycophenolate mofetil,0.7647
CID100000853,thyroxine,FUZZY_CANDIDATE,REVIEW,1729,Liothyronine,0.7619
CID100001054,pyridoxine,FUZZY_CANDIDATE,REVIEW,2412,Pralidoxime,0.7619
CID100002344,benztropine,FUZZY_CANDIDATE,REVIEW,394,Benzocaine,0.7619
CID100002484,butenafine,FUZZY_CANDIDATE,REVIEW,2852,Terbinafine,0.7619
CID100002914,cyproterone,FUZZY_CANDIDATE,REVIEW,2418,Prasterone,0.7619
CID100003015,cyproterone,FUZZY_CANDIDATE,REVIEW,2418,Prasterone,0.7619
CID100003256,monomycin,FUZZY_CANDIDATE,REVIEW,1947,Micronomicin,0.7619
CID100003256,monomycin,FUZZY_CANDIDATE,REVIEW,2140,Oleandomycin,0.7619
CID100003367,fludarabine,FUZZY_CANDIDATE,REVIEW,2054,Nelarabine,0.7619
CID100003386,fluoxetine,FUZZY_CANDIDATE,REVIEW,1348,Fluvoxamine,0.7619
CID100003739,iodipamide,FUZZY_CANDIDATE,REVIEW,1400,Gadodiamide,0.7619
CID100003825,ketoprofen,FUZZY_CANDIDATE,REVIEW,3137,Zaltoprofen,0.7619
CID100003911,Leuprorelin,FUZZY_CANDIDATE,REVIEW,2484,Protirelin,0.7619
CID100004673,pamidronate,FUZZY_CANDIDATE,REVIEW,218,Amiodarone,0.7619
CID100004946,propranolol,FUZZY_CANDIDATE,REVIEW,501,Bupranolol,0.7619
CID100004946,propranolol,FUZZY_CANDIDATE,REVIEW,763,Cloranolol,0.7619
CID100005029,rabeprazole,FUZZY_CANDIDATE,REVIEW,1567,Ilaprazole,0.7619
CID100005071,rimantadine,FUZZY_CANDIDATE,REVIEW,1755,Loratadine,0.7619
CID100005071,rimantadine,FUZZY_CANDIDATE,REVIEW,2533,Ranitidine,0.7619
CID100007638,monobenzone,FUZZY_CANDIDATE,REVIEW,2196,Oxybenzone,0.7619
CID100015232,benzathine,FUZZY_CANDIDATE,REVIEW,401,Benzydamine,0.7619
CID100025959,Prussian,FUZZY_CANDIDATE,REVIEW,2492,Prussian blue,0.7619
CID100040632,pirfenidone,FUZZY_CANDIDATE,REVIEW,2367,Piretanide,0.7619
CID100040632,pirfenidone,FUZZY_CANDIDATE,REVIEW,2431,Prednisone,0.7619
CID100041684,nitazoxanide,FUZZY_CANDIDATE,REVIEW,949,Diazoxide,0.7619
CID100054373,Octreotide,FUZZY_CANDIDATE,REVIEW,1999,Motretinide,0.7619
CID100060864,olopatadine,FUZZY_CANDIDATE,REVIEW,2627,Rupatadine,0.7619
CID100062816,colestipol,FUZZY_CANDIDATE,REVIEW,691,Cholesterol,0.7619
CID100065840,colestimide,FUZZY_CANDIDATE,REVIEW,124,Acotiamide,0.7619
CID100072081,Terlipressin,FUZZY_CANDIDATE,REVIEW,1783,Lypressin,0.7619
CID100158786,pegaptanib,FUZZY_CANDIDATE,REVIEW,2252,Pemigatinib,0.7619
CID106102852,gadobutrol,FUZZY_CANDIDATE,REVIEW,1404,Gadoteridol,0.7619
CID106850791,leuprorelin,FUZZY_CANDIDATE,REVIEW,2484,Protirelin,0.7619
CID109825285,azilsartan,FUZZY_CANDIDATE,REVIEW,2643,Saprisartan,0.7619
CID109898619,Depreotide,FUZZY_CANDIDATE,REVIEW,2241,Pasireotide,0.7619
CID111235728,Saxagliptin,FUZZY_CANDIDATE,REVIEW,173,Alogliptin,0.7619
CID111238823,azilsartan,FUZZY_CANDIDATE,REVIEW,2643,Saprisartan,0.7619
CID144567678,dalbavancin,FUZZY_CANDIDATE,REVIEW,2829,Telavancin,0.7619
CID156603655,pegaptanib,FUZZY_CANDIDATE,REVIEW,2252,Pemigatinib,0.7619
CID170695640,colestyramine,FUZZY_CANDIDATE,REVIEW,3039,Tyramine,0.7619
CID100000700,monoethanolamine,FUZZY_CANDIDATE,REVIEW,1887,Methazolamide,0.7586
CID100002713,chlorhexidine,FUZZY_CANDIDATE,REVIEW,679,Chlorpheniramine,0.7586
CID100002713,chlorhexidine,FUZZY_CANDIDATE,REVIEW,680,Chlorphenoxamine,0.7586
CID100002732,chlorthalidone,FUZZY_CANDIDATE,REVIEW,1822,Mechlorethamine,0.7586
CID100003916,levomepromazine,FUZZY_CANDIDATE,REVIEW,684,Chlorpromazine,0.7586
CID100029089,chlorhexidine,FUZZY_CANDIDATE,REVIEW,679,Chlorpheniramine,0.7586
CID100029089,chlorhexidine,FUZZY_CANDIDATE,REVIEW,680,Chlorphenoxamine,0.7586
CID100119212,benzylpenicilloyl,FUZZY_CANDIDATE,REVIEW,404,Benzylpenicilloyl polylysine,0.7556
CID100000085,carnitine,FUZZY_CANDIDATE,REVIEW,252,Aniline,0.75
CID100000085,carnitine,FUZZY_CANDIDATE,REVIEW,596,Cathine,0.75
CID100000146,5-methyltetrahydrofolate,FUZZY_CANDIDATE,REVIEW,3001,Triglu-5-formyl-tetrahydrofolate,0.75
CID100000159,prostacyclin,FUZZY_CANDIDATE,REVIEW,2452,Procyclidine,0.75
CID100000159,prostacyclin,FUZZY_CANDIDATE,REVIEW,2566,Ribostamycin,0.75
CID100000191,adenosine,FUZZY_CANDIDATE,REVIEW,1599,Inosine,0.75
CID100000232,arginine,FUZZY_CANDIDATE,REVIEW,239,Amrinone,0.75
CID100000401,D-cycloserine,FUZZY_CANDIDATE,REVIEW,959,Dicyclomine,0.75
CID100000699,Oestrogen,FUZZY_CANDIDATE,REVIEW,1179,Estrone,0.75
CID100000727,lindane,FUZZY_CANDIDATE,REVIEW,1583,Indalpine,0.75
CID100000727,lindane,FUZZY_CANDIDATE,REVIEW,1720,Lidocaine,0.75
CID100000727,lindane,FUZZY_CANDIDATE,REVIEW,1981,Molindone,0.75
CID100000750,glycine,FUZZY_CANDIDATE,REVIEW,1461,Glymidine,0.75
CID100000785,quinol,FUZZY_CANDIDATE,REVIEW,2510,Quinestrol,0.75
CID100000853,thyroxine,FUZZY_CANDIDATE,REVIEW,941,Dextrothyroxine,0.75
CID100001003,phosphate,FUZZY_CANDIDATE,REVIEW,2330,Phosphocreatine,0.75
CID100001054,pyridoxine,FUZZY_CANDIDATE,REVIEW,2498,Pyridostigmine,0.75
CID100001972,amphotericin,FUZZY_CANDIDATE,REVIEW,541,Camptothecin,0.75
CID100002153,theophylline,FUZZY_CANDIDATE,REVIEW,76,8-chlorotheophylline,0.75
CID100002958,anthracycline,FUZZY_CANDIDATE,REVIEW,1870,Metacycline,0.75
CID100002958,anthracycline,FUZZY_CANDIDATE,REVIEW,2649,Sarecycline,0.75
CID100002973,deferoxamine,FUZZY_CANDIDATE,REVIEW,1827,Medifoxamine,0.75
CID100003158,doxepin,FUZZY_CANDIDATE,REVIEW,1036,Dosulepin,0.75
CID100003249,vitamin,FUZZY_CANDIDATE,REVIEW,1505,Histamine,0.75
CID100003249,vitamin,FUZZY_CANDIDATE,REVIEW,3099,Vincamine,0.75
CID100003269,estriol,FUZZY_CANDIDATE,REVIEW,1500,Hexestrol,0.75
CID100003375,flumethasone,FUZZY_CANDIDATE,REVIEW,1488,Halometasone,0.75
CID100003381,fluocinolone,FUZZY_CANDIDATE,REVIEW,1303,Fluclorolone,0.75
CID100003916,levomepromazine,FUZZY_CANDIDATE,REVIEW,2458,Promazine,0.75
CID100004030,mebendazole,FUZZY_CANDIDATE,REVIEW,1937,Metronidazole,0.75
CID100004036,meclofenamate,FUZZY_CANDIDATE,REVIEW,747,Clofenamide,0.75
CID100004158,methylphenidate,FUZZY_CANDIDATE,REVIEW,1914,Methylphosphinate,0.75
CID100004271,mycophenolate,FUZZY_CANDIDATE,REVIEW,1847,Mepenzolate,0.75
CID100004812,vitamin,FUZZY_CANDIDATE,REVIEW,1505,Histamine,0.75
CID100004812,vitamin,FUZZY_CANDIDATE,REVIEW,3099,Vincamine,0.75
CID100005029,rabeprazole,FUZZY_CANDIDATE,REVIEW,468,Brexpiprazole,0.75
CID100005408,testosterone,FUZZY_CANDIDATE,REVIEW,1276,Fesoterodine,0.75
CID100005409,testosterone,FUZZY_CANDIDATE,REVIEW,1276,Fesoterodine,0.75
CID100005410,testosterone,FUZZY_CANDIDATE,REVIEW,1276,Fesoterodine,0.75
CID100005651,Vancocine,FUZZY_CANDIDATE,REVIEW,780,Cocaine,0.75
CID100005939,biguanide,FUZZY_CANDIDATE,REVIEW,1478,Guanine,0.75
CID100006018,tetrabenazine,FUZZY_CANDIDATE,REVIEW,2852,Terbinafine,0.75
CID100011973,Brolene,FUZZY_CANDIDATE,REVIEW,457,Boldenone,0.75
CID100014917,fluoride,FUZZY_CANDIDATE,REVIEW,1734,Lisuride,0.75
CID100028332,propoxyphene,FUZZY_CANDIDATE,REVIEW,2473,Propoxycaine,0.75
CID100042615,Supremon,FUZZY_CANDIDATE,REVIEW,2780,Suprofen,0.75
CID100060864,olopatadine,FUZZY_CANDIDATE,REVIEW,900,Desloratadine,0.75
CID100091488,fluocinolone,FUZZY_CANDIDATE,REVIEW,1303,Fluclorolone,0.75
CID100157921,methyl,FUZZY_CANDIDATE,REVIEW,1905,Methyldopa,0.75
CID106437075,Timentin,FUZZY_CANDIDATE,REVIEW,2952,Tolmetin,0.75
CID116129672,Insulin,FUZZY_CANDIDATE,REVIEW,1228,Exisulind,0.75
CID116137271,insulin,FUZZY_CANDIDATE,REVIEW,1228,Exisulind,0.75
CID156842239,n-3,FUZZY_CANDIDATE,REVIEW,2630,SN-38,0.75
CID100004786,phenylpropanolamine,FUZZY_CANDIDATE,REVIEW,1008,Diphenylpyraline,0.7429
CID100004786,phenylpropanolamine,FUZZY_CANDIDATE,REVIEW,2315,Phenoxypropazine,0.7429
CID100000338,salicylate,FUZZY_CANDIDATE,REVIEW,1458,Glycol salicylate,0.7407
CID100000338,salicylate,FUZZY_CANDIDATE,REVIEW,1903,Methyl salicylate,0.7407
CID100000700,monoethanolamine,FUZZY_CANDIDATE,REVIEW,1889,Methenamine,0.7407
CID100000700,monoethanolamine,FUZZY_CANDIDATE,REVIEW,1896,Methoxamine,0.7407
CID100002732,chlorthalidone,FUZZY_CANDIDATE,REVIEW,670,Chlormadinone,0.7407
CID100002973,deferoxamine,FUZZY_CANDIDATE,REVIEW,920,Dexfenfluramine,0.7407
CID100003375,flumethasone,FUZZY_CANDIDATE,REVIEW,1327,Fluorometholone,0.7407
CID100003916,levomepromazine,FUZZY_CANDIDATE,REVIEW,104,Acepromazine,0.7407
CID153627505,hydroxypropyl,FUZZY_CANDIDATE,REVIEW,1537,Hydroxytyrosol,0.7407
CID100000085,carnitine,FUZZY_CANDIDATE,REVIEW,588,Carmustine,0.7368
CID100000143,leucovorin,FUZZY_CANDIDATE,REVIEW,1716,Levovirin,0.7368
CID100000222,ammonia,FUZZY_CANDIDATE,REVIEW,225,Ammonia N-13,0.7368
CID100000961,hydroxyl,FUZZY_CANDIDATE,REVIEW,1538,Hydroxyurea,0.7368
CID100000961,hydroxyl,FUZZY_CANDIDATE,REVIEW,1539,Hydroxyzine,0.7368
CID100001054,pyridoxine,FUZZY_CANDIDATE,REVIEW,268,Aprindine,0.7368
CID100001071,retinol,FUZZY_CANDIDATE,REVIEW,56,4-Oxoretinol,0.7368
CID100001125,tetrahydrobiopterin,FUZZY_CANDIDATE,REVIEW,2875,Tetrahydropalmatine,0.7368
CID100001134,thymidine,FUZZY_CANDIDATE,REVIEW,909,Detomidine,0.7368
CID100002168,amorolfine,FUZZY_CANDIDATE,REVIEW,279,Arecoline,0.7368
CID100002284,baclofen,FUZZY_CANDIDATE,REVIEW,100,Aceclofenac,0.7368
CID100002767,cisplatin,FUZZY_CANDIDATE,REVIEW,705,Cilastatin,0.7368
CID100003121,valproate,FUZZY_CANDIDATE,REVIEW,3069,Valpromide,0.7368
CID100003410,formoterol,FUZZY_CANDIDATE,REVIEW,1256,Fenoterol,0.7368
CID100003410,formoterol,FUZZY_CANDIDATE,REVIEW,2582,Rimiterol,0.7368
CID100003443,fusidic,FUZZY_CANDIDATE,REVIEW,1384,Fusidic acid,0.7368
CID100003702,indapamide,FUZZY_CANDIDATE,REVIEW,1583,Indalpine,0.7368
CID100003739,iodipamide,FUZZY_CANDIDATE,REVIEW,758,Clopamide,0.7368
CID100003777,isopropyl,FUZZY_CANDIDATE,REVIEW,448,Bisoprolol,0.7368
CID100004594,omeprazole,FUZZY_CANDIDATE,REVIEW,1138,Epirizole,0.7368
CID100004695,isosulfan,FUZZY_CANDIDATE,REVIEW,2978,Treosulfan,0.7368
CID100005064,ribavirin,FUZZY_CANDIDATE,REVIEW,1032,Doravirine,0.7368
CID100005064,ribavirin,FUZZY_CANDIDATE,REVIEW,1220,Etravirine,0.7368
CID100005564,triclosan,FUZZY_CANDIDATE,REVIEW,3012,Trioxsalen,0.7368
CID100005651,Vancocine,FUZZY_CANDIDATE,REVIEW,3076,Vanoxerine,0.7368
CID100005735,zopiclone,FUZZY_CANDIDATE,REVIEW,2634,Sagopilone,0.7368
CID100005939,biguanide,FUZZY_CANDIDATE,REVIEW,497,Bumetanide,0.7368
CID100008230,argenine,FUZZY_CANDIDATE,REVIEW,259,Antrafenine,0.7368
CID100014917,fluoride,FUZZY_CANDIDATE,REVIEW,1300,Floxuridine,0.7368
CID100014917,fluoride,FUZZY_CANDIDATE,REVIEW,1315,Flunisolide,0.7368
CID100023982,gadolinium,FUZZY_CANDIDATE,REVIEW,184,Aluminium,0.7368
CID100044563,lodoxamide,FUZZY_CANDIDATE,REVIEW,758,Clopamide,0.7368
CID100044563,lodoxamide,FUZZY_CANDIDATE,REVIEW,2185,Oxatomide,0.7368
CID100044564,lodoxamide,FUZZY_CANDIDATE,REVIEW,758,Clopamide,0.7368
CID100044564,lodoxamide,FUZZY_CANDIDATE,REVIEW,2185,Oxatomide,0.7368
CID100047640,naftifine,FUZZY_CANDIDATE,REVIEW,1672,Lafutidine,0.7368
CID100047640,naftifine,FUZZY_CANDIDATE,REVIEW,2103,Nizatidine,0.7368
CID100054373,Octreotide,FUZZY_CANDIDATE,REVIEW,126,Acteoside,0.7368
CID100062819,Metrodin,FUZZY_CANDIDATE,REVIEW,1878,Metergoline,0.7368
CID100069512,malvidin,FUZZY_CANDIDATE,REVIEW,1798,Malacidin B,0.7368
CID100158786,pegaptanib,FUZZY_CANDIDATE,REVIEW,2244,Pazopanib,0.7368
CID100216258,Colimycin,FUZZY_CANDIDATE,REVIEW,572,Carbomycin,0.7368
CID100216258,Colimycin,FUZZY_CANDIDATE,REVIEW,782,Colchicine,0.7368
CID105381226,rifampicin,FUZZY_CANDIDATE,REVIEW,2575,Rifaximin,0.7368
CID106102852,gadobutrol,FUZZY_CANDIDATE,REVIEW,145,Albuterol,0.7368
CID106437075,Timentin,FUZZY_CANDIDATE,REVIEW,3006,Trimebutine,0.7368
CID116156130,exenatide,FUZZY_CANDIDATE,REVIEW,919,Dexetimide,0.7368
CID116220172,ivacaftor,FUZZY_CANDIDATE,REVIEW,1771,Lumacaftor,0.7368
CID116220172,ivacaftor,FUZZY_CANDIDATE,REVIEW,2880,Tezacaftor,0.7368
CID117754772,ruxolitinib,FUZZY_CANDIDATE,REVIEW,328,Axitinib,0.7368
CID156603655,pegaptanib,FUZZY_CANDIDATE,REVIEW,2244,Pazopanib,0.7368
CID100002914,cyproterone,FUZZY_CANDIDATE,REVIEW,821,Cyproterone acetate,0.7333
CID100003015,cyproterone,FUZZY_CANDIDATE,REVIEW,821,Cyproterone acetate,0.7333
CID100003392,flurandrenolone,FUZZY_CANDIDATE,REVIEW,1336,Fluprednisolone,0.7333
CID100004036,meclofenamate,FUZZY_CANDIDATE,REVIEW,1825,Meclofenamic acid,0.7333
CID100004120,N-methylscopolamine,FUZZY_CANDIDATE,REVIEW,2652,Scopolamine,0.7333
CID100157429,gadopentetate,FUZZY_CANDIDATE,REVIEW,1402,Gadopentetic acid,0.7333
CID109810131,ceftaroline,FUZZY_CANDIDATE,REVIEW,636,Ceftaroline fosamil,0.7333
CID100001125,tetrahydrobiopterin,FUZZY_CANDIDATE,REVIEW,2874,Tetrahydrocannabivarin,0.7317
CID103081276,fluticasone/salmeterol,FUZZY_CANDIDATE,REVIEW,1345,Fluticasone furoate,0.7317
CID100000159,prostacyclin,FUZZY_CANDIDATE,REVIEW,2481,Prostalene,0.7273
CID100000767,bicarbonate,FUZZY_CANDIDATE,REVIEW,1546,Ibandronate,0.7273
CID100000785,quinol,FUZZY_CANDIDATE,REVIEW,1149,Equol,0.7273
CID100000961,hydroxyl,FUZZY_CANDIDATE,REVIEW,1534,Hydroxyfasudil,0.7273
CID100001805,5-azacytidine,FUZZY_CANDIDATE,REVIEW,332,Azatadine,0.7273
CID100002153,theophylline,FUZZY_CANDIDATE,REVIEW,1065,Dyphylline,0.7273
CID100002800,clomiphene,FUZZY_CANDIDATE,REVIEW,753,Clomipramine,0.7273
CID100003367,fludarabine,FUZZY_CANDIDATE,REVIEW,744,Clofarabine,0.7273
CID100003367,fludarabine,FUZZY_CANDIDATE,REVIEW,1314,Flunarizine,0.7273
CID100003368,FAMP,FUZZY_CANDIDATE,REVIEW,1234,Famphur,0.7273
CID100004032,mecamylamine,FUZZY_CANDIDATE,REVIEW,1859,Mepyramine,0.7273
CID100004032,mecamylamine,FUZZY_CANDIDATE,REVIEW,1865,Mesalazine,0.7273
CID100004205,mirtazapine,FUZZY_CANDIDATE,REVIEW,1860,Mequitazine,0.7273
CID100004673,pamidronate,FUZZY_CANDIDATE,REVIEW,1546,Ibandronate,0.7273
CID100004891,praziquantel,FUZZY_CANDIDATE,REVIEW,261,Apaziquone,0.7273
CID100004932,propafenone,FUZZY_CANDIDATE,REVIEW,2453,Profenamine,0.7273
CID100047319,atracurium,FUZZY_CANDIDATE,REVIEW,2535,Rapacuronium,0.7273
CID100060936,tiludronate,FUZZY_CANDIDATE,REVIEW,1546,Ibandronate,0.7273
CID100123610,Eptifibatide,FUZZY_CANDIDATE,REVIEW,1211,Etofibrate,0.7273
CID100160036,MnDPDP,FUZZY_CANDIDATE,REVIEW,831,DPDPE,0.7273
CID100166548,Anidulafungin,FUZZY_CANDIDATE,REVIEW,89,Abafungin,0.7273
CID100192155,Prednefrin,FUZZY_CANDIDATE,REVIEW,2117,Norfenefrine,0.7273
CID100216416,lasofoxifene,FUZZY_CANDIDATE,REVIEW,2525,Raloxifene,0.7273
CID100455658,hemin,FUZZY_CANDIDATE,REVIEW,1103,Emodin,0.7273
CID109810131,ceftaroline,FUZZY_CANDIDATE,REVIEW,524,Cabergoline,0.7273
CID116134956,liraglutide,FUZZY_CANDIDATE,REVIEW,1723,Linaclotide,0.7273
CID116134956,liraglutide,FUZZY_CANDIDATE,REVIEW,2665,Semaglutide,0.7273
CID116139605,teduglutide,FUZZY_CANDIDATE,REVIEW,2665,Semaglutide,0.7273
CID117754772,ruxolitinib,FUZZY_CANDIDATE,REVIEW,95,Abrocitinib,0.7273
CID144201342,tesamorelin,FUZZY_CANDIDATE,REVIEW,1789,Macimorelin,0.7273
CID144201343,ecallantide,FUZZY_CANDIDATE,REVIEW,2388,Plecanatide,0.7273
CID100002442,bromhexine,FUZZY_CANDIDATE,REVIEW,483,Brompheniramine,0.72
CID100003209,eicosapentaenoic,FUZZY_CANDIDATE,REVIEW,1554,Icosapent,0.72
CID100003392,flurandrenolone,FUZZY_CANDIDATE,REVIEW,2036,Nandrolone,0.72
CID100003394,flurbiprofen,FUZZY_CANDIDATE,REVIEW,1318,Flunoxaprofen,0.72
CID100004932,propafenone,FUZZY_CANDIDATE,REVIEW,2475,Propyphenazone,0.72
CID100007638,monobenzone,FUZZY_CANDIDATE,REVIEW,214,Aminophenazone,0.72
CID100012453,zuclopenthixol,FUZZY_CANDIDATE,REVIEW,1330,Flupentixol,0.72
CID170695640,colestyramine,FUZZY_CANDIDATE,REVIEW,1177,Estramustine,0.72
CID100000937,niacin,FUZZY_CANDIDATE,REVIEW,207,Amikacin,0.7143
CID100000937,niacin,FUZZY_CANDIDATE,REVIEW,1118,Enoxacin,0.7143
CID100000937,niacin,FUZZY_CANDIDATE,REVIEW,2073,Nicotine,0.7143
CID100001071,retinol,FUZZY_CANDIDATE,REVIEW,1189,Ethanol,0.7143
CID100001990,acetohydroxamic,FUZZY_CANDIDATE,REVIEW,110,Acetohexamide,0.7143
CID100003158,doxepin,FUZZY_CANDIDATE,REVIEW,978,Digoxin,0.7143
CID100004727,D-penicillamine,FUZZY_CANDIDATE,REVIEW,2298,Pheneticillin,0.7143
CID100012620,Tadenan,FUZZY_CANDIDATE,REVIEW,132,Adenine,0.7143
CID100062819,Metrodin,FUZZY_CANDIDATE,REVIEW,1103,Emodin,0.7143
CID109815559,trans,FUZZY_CANDIDATE,REVIEW,2973,Tranilast,0.7143
CID109831414,Lovaza,FUZZY_CANDIDATE,REVIEW,737,Clobazam,0.7143
CID109831783,Stalevo,FUZZY_CANDIDATE,REVIEW,2710,Sotalol,0.7143
CID116129672,Insulin,FUZZY_CANDIDATE,REVIEW,1161,Esculin,0.7143
CID116129672,Insulin,FUZZY_CANDIDATE,REVIEW,1599,Inosine,0.7143
CID116137271,insulin,FUZZY_CANDIDATE,REVIEW,1161,Esculin,0.7143
CID116137271,insulin,FUZZY_CANDIDATE,REVIEW,1599,Inosine,0.7143
CID100358641,trimethoprim-sulfamethoxazole,FUZZY_CANDIDATE,REVIEW,2755,Sulfamethoxazole,0.7111
CID100000767,bicarbonate,FUZZY_CANDIDATE,REVIEW,226,Ammonium bicarbonate,0.7097
CID100000861,triiodothyronine,FUZZY_CANDIDATE,REVIEW,941,Dextrothyroxine,0.7097
CID100004786,phenylpropanolamine,FUZZY_CANDIDATE,REVIEW,2321,Phentolamine,0.7097
CID100000232,arginine,FUZZY_CANDIDATE,REVIEW,294,Articaine,0.7059
CID100000297,graphene,FUZZY_CANDIDATE,REVIEW,1157,Ertapenem,0.7059
CID100000785,quinol,FUZZY_CANDIDATE,REVIEW,2507,Quinagolide,0.7059
CID100000861,triiodothyronine,FUZZY_CANDIDATE,REVIEW,48,"3,5-Diiodotyrosine",0.7059
CID100001134,thymidine,FUZZY_CANDIDATE,REVIEW,2887,Thiamine,0.7059
CID100002520,verapamil,FUZZY_CANDIDATE,REVIEW,1104,Emopamil,0.7059
CID100002767,cisplatin,FUZZY_CANDIDATE,REVIEW,2386,Platinum,0.7059
CID100003155,dothiepin,FUZZY_CANDIDATE,REVIEW,3161,Zotepine,0.7059
CID100003308,etodolac,FUZZY_CANDIDATE,REVIEW,1223,Etynodiol,0.7059
CID100003517,icodextrin,FUZZY_CANDIDATE,REVIEW,781,Codeine,0.7059
CID100003734,iopamidol,FUZZY_CANDIDATE,REVIEW,1104,Emopamil,0.7059
CID100003734,iopamidol,FUZZY_CANDIDATE,REVIEW,3130,Xipamide,0.7059
CID100003738,iotrolan,FUZZY_CANDIDATE,REVIEW,1565,Ifetroban,0.7059
