CID100016124,methylene,1906,Methylecgonine,0.7826,CHEBI:31529,104904.0,CN1C2CCC1C(C(C2)O)C(=O)OC,16124,104904.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100016124,methylene,1907,Methylene blue,0.7826,CHEBI:6872,6099.0,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-],16124,6099.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100029089,chlorhexidine,1741,Lofexidine,0.7826,CHEBI:51368,30668.0,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl,29089,30668.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100047471,butoconazole,1305,Fluconazole,0.7826,CHEBI:46081,3365.0,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,47471,3365.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100123610,Eptifibatide,1132,Epibatidine,0.7826,,854023.0,C1CC2C(CC1N2)C3=CN=C(C=C3)Cl,123610,854023.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100216416,lasofoxifene,137,Afimoxifene,0.7826,CHEBI:44616,449459.0,CCC(=C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,216416,449459.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100489129,efinaconazole,1946,Miconazole,0.7826,CHEBI:82892,4189.0,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,489129,4189.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID111979316,vasopressin,901,Desmopressin,0.7826,CHEBI:4450,5311065.0,C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,11979316,5311065.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000191,adenosine,141,Alanosine,0.7778,,90657278.0,C(C(C(=O)[O-])[NH3+])N(N=O)O,191,90657278.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000738,glutamine,1343,Flutamide,0.7778,CHEBI:5132,3397.0,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,738,3397.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000738,glutamine,1407,Gallamine,0.7778,CHEBI:503442,67425.0,CCN(CC)CCOC1=C(C(=CC=C1)OCCN(CC)CC)OCCN(CC)CC,738,67425.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100001071,retinol,2984,Tretoquinol,0.7778,CHEBI:135461,65772.0,COC1=CC(=CC(=C1OC)OC)CC2C3=CC(=C(C=C3CCN2)O)O,1071,65772.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100001134,thymidine,1461,Glymidine,0.7778,CHEBI:146188,9565.0,COCCOC1=CN=C(N=C1)NS(=O)(=O)C2=CC=CC=C2,1134,9565.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100002249,atenolol,180,Alprenolol,0.7778,CHEBI:51211,2119.0,CC(C)NCC(COC1=CC=CC=C1CC=C)O,2249,2119.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100002284,baclofen,147,Alclofenac,0.7778,CHEBI:31183,30951.0,C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl,2284,30951.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003250,ergonovine,1069,Ecgonine,0.7778,CHEBI:4743,91460.0,CN1C2CCC1C(C(C2)O)C(=O)O,3250,91460.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003256,monomycin,1969,Mitomycin,0.7778,CHEBI:27504,5746.0,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N,3256,5746.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003640,cortisol,792,Cortivazol,0.7778,CHEBI:135820,66249.0,CC1CC2C3C=C(C4=CC5=C(CC4(C3C(CC2(C1(C(=O)COC(=O)C)O)C)O)C)C=NN5C6=CC=CC=C6)C,3640,66249.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003672,ibuprofen,2375,Pirprofen,0.7778,CHEBI:135028,35935.0,CC(C1=CC(=C(C=C1)N2CC=CC2)Cl)C(=O)O,3672,35935.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003702,indapamide,3130,Xipamide,0.7778,CHEBI:135499,26618.0,CC1=C(C(=CC=C1)C)NC(=O)C2=CC(=C(C=C2O)Cl)S(=O)(=O)N,3702,26618.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003734,iopamidol,2222,Palmidrol,0.7778,CHEBI:71464,4671.0,CCCCCCCCCCCCCCCC(=O)NCCO,3734,4671.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003739,iodipamide,3130,Xipamide,0.7778,CHEBI:135499,26618.0,CC1=C(C(=CC=C1)C)NC(=O)C2=CC(=C(C=C2O)Cl)S(=O)(=O)N,3739,26618.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100004048,megestrol,1500,Hexestrol,0.7778,,192197.0,CCC(C1=CC=C(C=C1)O)C(CC)C2=CC=C(C=C2)O,4048,192197.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100004236,modafinil,135,Adrafinil,0.7778,CHEBI:135200,3033226.0,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)NO,4236,3033226.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100004454,neomycin,1127,Enviomycin,0.7778,,135565326.0,C1CNC(=NC1C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CO)CO)NC(=O)CC(C(CCN)O)N)N,4454,135565326.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100004454,neomycin,1725,Lincomycin,0.7778,CHEBI:6472,3000540.0,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O,4454,3000540.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100005040,rapamycin,256,Annamycin,0.7778,,115212.0,CC1C(C(C(C(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)CO)O)I)O)O,5040,115212.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100005040,rapamycin,1655,Kanamycin,0.7778,CHEBI:17630,6032.0,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N,5040,6032.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100005064,ribavirin,1808,Maribavir,0.7778,,471161.0,CC(C)NC1=NC2=CC(=C(C=C2N1C3C(C(C(O3)CO)O)O)Cl)Cl,5064,471161.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100005564,triclosan,2993,Triclofos,0.7778,CHEBI:9695,5563.0,C(C(Cl)(Cl)Cl)OP(=O)(O)O,5564,5563.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100005735,zopiclone,2159,Opicapone,0.7778,CHEBI:134699,135565903.0,CC1=C(C(=[N+](C(=C1Cl)C)[O-])Cl)C2=NOC(=N2)C3=CC(=C(C(=C3)O)O)[N+](=O)[O-],5735,135565903.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100005939,biguanide,1477,Guanidine,0.7778,CHEBI:42820,3520.0,C(=N)(N)N,5939,3520.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100008230,argenine,2043,Naringenin,0.7778,CHEBI:17846,439246.0,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,8230,439246.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100019090,megestrol,1500,Hexestrol,0.7778,,192197.0,CCC(C1=CC=C(C=C1)O)C(CC)C2=CC=C(C=C2)O,19090,192197.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100047640,naftifine,498,Bunaftine,0.7778,CHEBI:135392,36131.0,CCCCN(CCN(CC)CC)C(=O)C1=CC=CC2=CC=CC=C21,47640,36131.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100062819,Metrodin,1939,Metyrosine,0.7778,CHEBI:6912,441350.0,CC(CC1=CC=C(C=C1)O)(C(=O)O)N,62819,441350.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100102399,dextran,940,Dextrorphan,0.7778,CHEBI:29133,5360697.0,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O,102399,5360697.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100197281,gadobenate,1397,Gabexate,0.7778,CHEBI:93036,3447.0,CCOC(=O)C1=CC=C(C=C1)OC(=O)CCCCCN=C(N)N,197281,3447.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID105001396,warfarin,2817,Tecarfarin,0.7778,,54718618.0,CC(C(F)(F)F)(C(F)(F)F)OC(=O)C1=CC=C(C=C1)CC2=C(C3=CC=CC=C3OC2=O)O,5001396,54718618.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID106452749,Locorten,1321,Fluocortin,0.7778,CHEBI:182409,22875828.0,CC1CC2C3CC(C4=CC(=O)C=CC4(C3C(CC2(C1C(=O)C(=O)O)C)O)C)F,6452749,22875828.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID109825285,azilsartan,1764,Losartan,0.7778,CHEBI:6541,3961.0,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,9825285,3961.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID111238823,azilsartan,1764,Losartan,0.7778,CHEBI:6541,3961.0,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,11238823,3961.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100001125,tetrahydrobiopterin,67,"6S-5,6,7,8-Tetrahydrobiopterin",0.7755,,135509079.0,CC(C(C1CNC2=C(N1)C(=O)NC(=N2)N)O)O,1125,135509079.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID109831761,irbesartan-hydrochlorothiazide,1513,Hydrochlorothiazide,0.7755,CHEBI:5778,3639.0,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,9831761,3639.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100001206,methamphetamine,1706,Levmetamfetamine,0.7742,CHEBI:136013,36604.0,CC(CC1=CC=CC=C1)NC,1206,36604.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003008,dextromethorphan,937,Dextromethadone,0.7742,CHEBI:167308,643985.0,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,3008,643985.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003100,diphenhydramine,1008,Diphenylpyraline,0.7742,CHEBI:59788,3103.0,CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3,3100,3103.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003394,flurbiprofen,1340,Flurbiprofen axetil,0.7742,CHEBI:31627,3395.0,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)OC(C)OC(=O)C,3394,3395.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003100,diphenhydramine,2306,Pheniramine,0.7692,CHEBI:91591,4761.0,CN(C)CCC(C1=CC=CC=C1)C2=CC=CC=N2,3100,4761.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100005300,streptozotocin,2730,Streptomycin,0.7692,CHEBI:17076,19649.0,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O,5300,19649.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100028332,propoxyphene,2475,Propyphenazone,0.7692,CHEBI:135538,3778.0,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C)C,28332,3778.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100489129,efinaconazole,1623,Isavuconazole,0.7692,CHEBI:85979,6918485.0,CC(C1=NC(=CS1)C2=CC=C(C=C2)C#N)C(CN3C=NC=N3)(C4=C(C=CC(=C4)F)F)O,489129,6918485.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100004271,mycophenolate,2008,Mycophenolate mofetil,0.7647,CHEBI:8764,5281078.0,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)OCCN3CCOCC3)O,4271,5281078.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000853,thyroxine,1729,Liothyronine,0.7619,CHEBI:18258,5920.0,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O,853,5920.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100001054,pyridoxine,2412,Pralidoxime,0.7619,CHEBI:8354,135398747.0,C[N+]1=CC=CC=C1C=NO,1054,135398747.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100002344,benztropine,394,Benzocaine,0.7619,CHEBI:116735,2337.0,CCOC(=O)C1=CC=C(C=C1)N,2344,2337.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100002484,butenafine,2852,Terbinafine,0.7619,CHEBI:9448,1549008.0,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21,2484,1549008.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100002914,cyproterone,2418,Prasterone,0.7619,CHEBI:28689,5881.0,CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C,2914,5881.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003015,cyproterone,2418,Prasterone,0.7619,CHEBI:28689,5881.0,CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C,3015,5881.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003256,monomycin,1947,Micronomicin,0.7619,CHEBI:81283,3037206.0,CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CCC(O3)CNC)N)N)N)O,3256,3037206.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003256,monomycin,2140,Oleandomycin,0.7619,CHEBI:16869,72493.0,CC1CC(C(C(O1)OC2C(CC3(CO3)C(=O)C(C(C(C(OC(=O)C(C(C2C)OC4CC(C(C(O4)C)O)OC)C)C)C)O)C)C)O)N(C)C,3256,72493.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003367,fludarabine,2054,Nelarabine,0.7619,CHEBI:63612,3011155.0,COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N,3367,3011155.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003386,fluoxetine,1348,Fluvoxamine,0.7619,CHEBI:5138,5324346.0,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,3386,5324346.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003739,iodipamide,1400,Gadodiamide,0.7619,,153921.0,CNC(=O)CN(CCN(CCN(CC(=O)NC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3],3739,153921.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003825,ketoprofen,3137,Zaltoprofen,0.7619,CHEBI:32306,5720.0,CC(C1=CC2=C(C=C1)SC3=CC=CC=C3C(=O)C2)C(=O)O,3825,5720.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003911,Leuprorelin,2484,Protirelin,0.7619,CHEBI:35940,638678.0,C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C3CCC(=O)N3)C(=O)N,3911,638678.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100004673,pamidronate,218,Amiodarone,0.7619,CHEBI:2663,2157.0,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,4673,2157.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100004946,propranolol,501,Bupranolol,0.7619,CHEBI:135123,2475.0,CC1=CC(=C(C=C1)Cl)OCC(CNC(C)(C)C)O,4946,2475.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100004946,propranolol,763,Cloranolol,0.7619,CHEBI:135217,65814.0,CC(C)(C)NCC(COC1=C(C=CC(=C1)Cl)Cl)O,4946,65814.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100005029,rabeprazole,1567,Ilaprazole,0.7619,CHEBI:135544,214351.0,CC1=C(C=CN=C1CS(=O)C2=NC3=C(N2)C=C(C=C3)N4C=CC=C4)OC,5029,214351.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100005071,rimantadine,1755,Loratadine,0.7619,CHEBI:6538,3957.0,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,5071,3957.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100005071,rimantadine,2533,Ranitidine,0.7619,CHEBI:8776,3001055.0,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,5071,3001055.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100007638,monobenzone,2196,Oxybenzone,0.7619,CHEBI:34283,4632.0,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,7638,4632.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100015232,benzathine,401,Benzydamine,0.7619,CHEBI:94563,12555.0,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3,15232,12555.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100025959,Prussian,2492,Prussian blue,0.7619,CHEBI:30069,2724251.0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+2].[Fe+2].[Fe+2].[Fe+3].[Fe+3].[Fe+3].[Fe+3],25959,2724251.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100040632,pirfenidone,2367,Piretanide,0.7619,CHEBI:32015,4849.0,C1CCN(C1)C2=C(C(=CC(=C2)C(=O)O)S(=O)(=O)N)OC3=CC=CC=C3,40632,4849.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100040632,pirfenidone,2431,Prednisone,0.7619,CHEBI:8382,5865.0,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,40632,5865.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100041684,nitazoxanide,949,Diazoxide,0.7619,CHEBI:4495,3019.0,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,41684,3019.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100054373,Octreotide,1999,Motretinide,0.7619,CHEBI:135490,6314185.0,CCNC(=O)C=C(C)C=CC=C(C)C=CC1=C(C(=C(C=C1C)OC)C)C,54373,6314185.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100060864,olopatadine,2627,Rupatadine,0.7619,CHEBI:135673,133017.0,CC1=CC(=CN=C1)CN2CCC(=C3C4=C(CCC5=C3N=CC=C5)C=C(C=C4)Cl)CC2,60864,133017.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100062816,colestipol,691,Cholesterol,0.7619,CHEBI:16113,5997.0,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,62816,5997.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100065840,colestimide,124,Acotiamide,0.7619,CHEBI:34523,5282338.0,CC(C)N(CCNC(=O)C1=CSC(=N1)NC(=O)C2=CC(=C(C=C2O)OC)OC)C(C)C,65840,5282338.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100072081,Terlipressin,1783,Lypressin,0.7619,CHEBI:94802,644076.0,C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCCN)C(=O)NCC(=O)N,72081,644076.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100158786,pegaptanib,2252,Pemigatinib,0.7619,,86705695.0,CCN1C2=C3C=C(NC3=NC=C2CN(C1=O)C4=C(C(=CC(=C4F)OC)OC)F)CN5CCOCC5,158786,86705695.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID106102852,gadobutrol,1404,Gadoteridol,0.7619,,60714.0,CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O.[Gd+3],6102852,60714.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID106850791,leuprorelin,2484,Protirelin,0.7619,CHEBI:35940,638678.0,C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C3CCC(=O)N3)C(=O)N,6850791,638678.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID109825285,azilsartan,2643,Saprisartan,0.7619,CHEBI:190069,60921.0,CCC1=NC(=C(N1CC2=CC3=C(C=C2)OC(=C3Br)C4=CC=CC=C4NS(=O)(=O)C(F)(F)F)C(=O)N)C5CC5,9825285,60921.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID109898619,Depreotide,2241,Pasireotide,0.7619,CHEBI:72312,9941444.0,C1C(CN2C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C2=O)CC3=CC=CC=C3)CC4=CC=C(C=C4)OCC5=CC=CC=C5)CCCCN)CC6=CNC7=CC=CC=C76)C8=CC=CC=C8)OC(=O)NCCN,9898619,9941444.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID111235728,Saxagliptin,173,Alogliptin,0.7619,CHEBI:72323,11450633.0,CN1C(=O)C=C(N(C1=O)CC2=CC=CC=C2C#N)N3CCCC(C3)N,11235728,11450633.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID111238823,azilsartan,2643,Saprisartan,0.7619,CHEBI:190069,60921.0,CCC1=NC(=C(N1CC2=CC3=C(C=C2)OC(=C3Br)C4=CC=CC=C4NS(=O)(=O)C(F)(F)F)C(=O)N)C5CC5,11238823,60921.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID144567678,dalbavancin,2829,Telavancin,0.7619,CHEBI:71229,3081362.0,CCCCCCCCCCNCCNC1(CC(OC(C1O)C)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C(=C(C=C9C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)O)CNCP(=O)(O)O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)C,44567678,3081362.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID156603655,pegaptanib,2252,Pemigatinib,0.7619,,86705695.0,CCN1C2=C3C=C(NC3=NC=C2CN(C1=O)C4=C(C(=CC(=C4F)OC)OC)F)CN5CCOCC5,56603655,86705695.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID170695640,colestyramine,3039,Tyramine,0.7619,CHEBI:15760,5610.0,C1=CC(=CC=C1CCN)O,70695640,5610.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000700,monoethanolamine,1887,Methazolamide,0.7586,CHEBI:6822,4100.0,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C,700,4100.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100002713,chlorhexidine,679,Chlorpheniramine,0.7586,CHEBI:52010,2725.0,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,2713,2725.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100002713,chlorhexidine,680,Chlorphenoxamine,0.7586,CHEBI:135288,6475.0,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCN(C)C,2713,6475.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100002732,chlorthalidone,1822,Mechlorethamine,0.7586,CHEBI:28925,4033.0,CN(CCCl)CCCl,2732,4033.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003916,levomepromazine,684,Chlorpromazine,0.7586,CHEBI:3647,2726.0,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,3916,2726.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100029089,chlorhexidine,679,Chlorpheniramine,0.7586,CHEBI:52010,2725.0,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,29089,2725.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100029089,chlorhexidine,680,Chlorphenoxamine,0.7586,CHEBI:135288,6475.0,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCN(C)C,29089,6475.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100119212,benzylpenicilloyl,404,Benzylpenicilloyl polylysine,0.7556,,,,119212,,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000085,carnitine,252,Aniline,0.75,CHEBI:17296,6115.0,C1=CC=C(C=C1)N,85,6115.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000085,carnitine,596,Cathine,0.75,CHEBI:4109,441457.0,CC(C(C1=CC=CC=C1)O)N,85,441457.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000146,5-methyltetrahydrofolate,3001,Triglu-5-formyl-tetrahydrofolate,0.75,,135403827.0,C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O)C(=O)O,146,135403827.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000159,prostacyclin,2452,Procyclidine,0.75,CHEBI:8448,4919.0,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O,159,4919.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000159,prostacyclin,2566,Ribostamycin,0.75,CHEBI:45257,33042.0,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)O)O)O)N,159,33042.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000191,adenosine,1599,Inosine,0.75,CHEBI:17596,135398641.0,C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O,191,135398641.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
