STITCH_ID,SIDER_DrugName,CandidateDrugID,CandidateDrugName,Similarity,ChEBI_ID,CID,ConnectivitySMILES
CID109898619,Depreotide,2241,Pasireotide,0.7619,CHEBI:72312,9941444.0,C1C(CN2C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C2=O)CC3=CC=CC=C3)CC4=CC=C(C=C4)OCC5=CC=CC=C5)CCCCN)CC6=CNC7=CC=CC=C76)C8=CC=CC=C8)OC(=O)NCCN
CID111235728,Saxagliptin,173,Alogliptin,0.7619,CHEBI:72323,11450633.0,CN1C(=O)C=C(N(C1=O)CC2=CC=CC=C2C#N)N3CCCC(C3)N
CID111238823,azilsartan,2643,Saprisartan,0.7619,CHEBI:190069,60921.0,CCC1=NC(=C(N1CC2=CC3=C(C=C2)OC(=C3Br)C4=CC=CC=C4NS(=O)(=O)C(F)(F)F)C(=O)N)C5CC5
CID144567678,dalbavancin,2829,Telavancin,0.7619,CHEBI:71229,3081362.0,CCCCCCCCCCNCCNC1(CC(OC(C1O)C)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C(=C(C=C9C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)O)CNCP(=O)(O)O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)C
CID156603655,pegaptanib,2252,Pemigatinib,0.7619,,86705695.0,CCN1C2=C3C=C(NC3=NC=C2CN(C1=O)C4=C(C(=CC(=C4F)OC)OC)F)CN5CCOCC5
CID170695640,colestyramine,3039,Tyramine,0.7619,CHEBI:15760,5610.0,C1=CC(=CC=C1CCN)O
CID100000700,monoethanolamine,1887,Methazolamide,0.7586,CHEBI:6822,4100.0,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C
CID100002713,chlorhexidine,679,Chlorpheniramine,0.7586,CHEBI:52010,2725.0,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
CID100002713,chlorhexidine,680,Chlorphenoxamine,0.7586,CHEBI:135288,6475.0,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCN(C)C
CID100002732,chlorthalidone,1822,Mechlorethamine,0.7586,CHEBI:28925,4033.0,CN(CCCl)CCCl
CID100003916,levomepromazine,684,Chlorpromazine,0.7586,CHEBI:3647,2726.0,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
CID100029089,chlorhexidine,679,Chlorpheniramine,0.7586,CHEBI:52010,2725.0,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
CID100029089,chlorhexidine,680,Chlorphenoxamine,0.7586,CHEBI:135288,6475.0,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCN(C)C
CID100119212,benzylpenicilloyl,404,Benzylpenicilloyl polylysine,0.7556,,,
CID100000085,carnitine,252,Aniline,0.75,CHEBI:17296,6115.0,C1=CC=C(C=C1)N
CID100000085,carnitine,596,Cathine,0.75,CHEBI:4109,441457.0,CC(C(C1=CC=CC=C1)O)N
CID100000146,5-methyltetrahydrofolate,3001,Triglu-5-formyl-tetrahydrofolate,0.75,,135403827.0,C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O)C(=O)O
CID100000159,prostacyclin,2452,Procyclidine,0.75,CHEBI:8448,4919.0,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O
CID100000159,prostacyclin,2566,Ribostamycin,0.75,CHEBI:45257,33042.0,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)O)O)O)N
CID100000191,adenosine,1599,Inosine,0.75,CHEBI:17596,135398641.0,C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O
CID100000232,arginine,239,Amrinone,0.75,CHEBI:2686,3698.0,C1=CN=CC=C1C2=CNC(=O)C(=C2)N
CID100000401,D-cycloserine,959,Dicyclomine,0.75,CHEBI:4514,3042.0,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2
CID100000699,Oestrogen,1179,Estrone,0.75,CHEBI:17263,5870.0,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O
CID100000727,lindane,1583,Indalpine,0.75,CHEBI:134939,44668.0,C1CNCCC1CCC2=CNC3=CC=CC=C32
CID100000727,lindane,1720,Lidocaine,0.75,CHEBI:6456,3676.0,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C
CID100000727,lindane,1981,Molindone,0.75,CHEBI:6965,23897.0,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C
CID100000750,glycine,1461,Glymidine,0.75,CHEBI:146188,9565.0,COCCOC1=CN=C(N=C1)NS(=O)(=O)C2=CC=CC=C2
CID100000785,quinol,2510,Quinestrol,0.75,CHEBI:8716,9046.0,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)OC5CCCC5
CID100000853,thyroxine,941,Dextrothyroxine,0.75,CHEBI:30659,8730.0,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N
CID100001003,phosphate,2330,Phosphocreatine,0.75,CHEBI:17287,9548602.0,CN(CC(=O)O)C(=NP(=O)(O)O)N
CID100001054,pyridoxine,2498,Pyridostigmine,0.75,CHEBI:8665,4991.0,C[N+]1=CC=CC(=C1)OC(=O)N(C)C
CID100001972,amphotericin,541,Camptothecin,0.75,CHEBI:27656,24360.0,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O
CID100002153,theophylline,76,8-chlorotheophylline,0.75,CHEBI:59771,10661.0,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl
CID100002958,anthracycline,1870,Metacycline,0.75,CHEBI:6805,54675785.0,CN(C)C1C2C(C3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O
CID100002958,anthracycline,2649,Sarecycline,0.75,,54681908.0,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)CN(C)OC
CID100002973,deferoxamine,1827,Medifoxamine,0.75,CHEBI:135061,36109.0,CN(C)CC(OC1=CC=CC=C1)OC2=CC=CC=C2
CID100003158,doxepin,1036,Dosulepin,0.75,CHEBI:36803,5284550.0,CN(C)CCC=C1C2=CC=CC=C2CSC3=CC=CC=C31
CID100003249,vitamin,1505,Histamine,0.75,CHEBI:18295,774.0,C1=C(NC=N1)CCN
CID100003249,vitamin,3099,Vincamine,0.75,CHEBI:9985,15376.0,CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(C2)(C(=O)OC)O
CID100003269,estriol,1500,Hexestrol,0.75,,192197.0,CCC(C1=CC=C(C=C1)O)C(CC)C2=CC=C(C=C2)O
CID100003375,flumethasone,1488,Halometasone,0.75,CHEBI:135724,9846332.0,CC1CC2C3CC(C4=CC(=O)C(=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)Cl)F
CID100003381,fluocinolone,1303,Fluclorolone,0.75,CHEBI:135986,76962649.0,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CC(C4=CC(=O)C=CC43C)F)Cl)Cl
CID100003916,levomepromazine,2458,Promazine,0.75,CHEBI:8459,4926.0,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31
CID100004030,mebendazole,1937,Metronidazole,0.75,CHEBI:6909,4173.0,CC1=NC=C(N1CCO)[N+](=O)[O-]
CID100004036,meclofenamate,747,Clofenamide,0.75,CHEBI:31418,69594.0,C1=CC(=C(C=C1S(=O)(=O)N)S(=O)(=O)N)Cl
CID100004158,methylphenidate,1914,Methylphosphinate,0.75,,6369389.0,CP(=O)=O
CID100004271,mycophenolate,1847,Mepenzolate,0.75,CHEBI:94411,4057.0,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C
CID100004812,vitamin,1505,Histamine,0.75,CHEBI:18295,774.0,C1=C(NC=N1)CCN
CID100004812,vitamin,3099,Vincamine,0.75,CHEBI:9985,15376.0,CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(C2)(C(=O)OC)O
CID100005029,rabeprazole,468,Brexpiprazole,0.75,CHEBI:134716,11978813.0,C1CN(CCN1CCCCOC2=CC3=C(C=C2)C=CC(=O)N3)C4=C5C=CSC5=CC=C4
CID100005408,testosterone,1276,Fesoterodine,0.75,CHEBI:135920,6918558.0,CC(C)C(=O)OC1=C(C=C(C=C1)CO)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2
CID100005409,testosterone,1276,Fesoterodine,0.75,CHEBI:135920,6918558.0,CC(C)C(=O)OC1=C(C=C(C=C1)CO)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2
CID100005410,testosterone,1276,Fesoterodine,0.75,CHEBI:135920,6918558.0,CC(C)C(=O)OC1=C(C=C(C=C1)CO)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2
CID100005651,Vancocine,780,Cocaine,0.75,CHEBI:27958,446220.0,CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC
CID100005939,biguanide,1478,Guanine,0.75,CHEBI:16235,135398634.0,C1=NC2=C(N1)C(=O)NC(=N2)N
CID100006018,tetrabenazine,2852,Terbinafine,0.75,CHEBI:9448,1549008.0,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21
CID100011973,Brolene,457,Boldenone,0.75,CHEBI:34584,13308.0,CC12CCC3C(C1CCC2O)CCC4=CC(=O)C=CC34C
CID100014917,fluoride,1734,Lisuride,0.75,CHEBI:51164,28864.0,CCN(CC)C(=O)NC1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
CID100028332,propoxyphene,2473,Propoxycaine,0.75,CHEBI:8496,6843.0,CCCOC1=C(C=CC(=C1)N)C(=O)OCCN(CC)CC
CID100042615,Supremon,2780,Suprofen,0.75,CHEBI:9362,5359.0,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O
CID100060864,olopatadine,900,Desloratadine,0.75,CHEBI:291342,124087.0,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4
CID100091488,fluocinolone,1303,Fluclorolone,0.75,CHEBI:135986,76962649.0,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CC(C4=CC(=O)C=CC43C)F)Cl)Cl
CID100157921,methyl,1905,Methyldopa,0.75,CHEBI:61058,38853.0,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N
CID106437075,Timentin,2952,Tolmetin,0.75,CHEBI:71941,5509.0,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O
CID116129672,Insulin,1228,Exisulind,0.75,CHEBI:64212,5472495.0,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)(=O)C)C=CC(=C2)F)CC(=O)O
CID116137271,insulin,1228,Exisulind,0.75,CHEBI:64212,5472495.0,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)(=O)C)C=CC(=C2)F)CC(=O)O
CID156842239,n-3,2630,SN-38,0.75,CHEBI:8988,104842.0,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)O
CID100004786,phenylpropanolamine,1008,Diphenylpyraline,0.7429,CHEBI:59788,3103.0,CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3
CID100004786,phenylpropanolamine,2315,Phenoxypropazine,0.7429,CHEBI:134799,71467.0,CC(COC1=CC=CC=C1)NN
CID100000338,salicylate,1458,Glycol salicylate,0.7407,CHEBI:86541,6880.0,C1=CC=C(C(=C1)C(=O)OCCO)O
CID100000338,salicylate,1903,Methyl salicylate,0.7407,CHEBI:31832,4133.0,COC(=O)C1=CC=CC=C1O
CID100000700,monoethanolamine,1889,Methenamine,0.7407,CHEBI:6824,4101.0,C1N2CN3CN1CN(C2)C3
CID100000700,monoethanolamine,1896,Methoxamine,0.7407,CHEBI:6839,6082.0,CC(C(C1=C(C=CC(=C1)OC)OC)O)N
CID100002732,chlorthalidone,670,Chlormadinone,0.7407,,5284533.0,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)CCC34C)Cl)C)O
CID100002973,deferoxamine,920,Dexfenfluramine,0.7407,CHEBI:439329,66265.0,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F
CID100003375,flumethasone,1327,Fluorometholone,0.7407,CHEBI:31625,9878.0,CC1CC2C3CCC(C3(CC(C2(C4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O
CID100003916,levomepromazine,104,Acepromazine,0.7407,CHEBI:44932,6077.0,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C
CID153627505,hydroxypropyl,1537,Hydroxytyrosol,0.7407,CHEBI:68889,82755.0,C1=CC(=C(C=C1CCO)O)O
CID100000085,carnitine,588,Carmustine,0.7368,CHEBI:3423,2578.0,C(CCl)NC(=O)N(CCCl)N=O
CID100000143,leucovorin,1716,Levovirin,0.7368,,460516.0,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
CID100000222,ammonia,225,Ammonia N-13,0.7368,CHEBI:135980,119432.0,N
CID100000961,hydroxyl,1538,Hydroxyurea,0.7368,CHEBI:44423,3657.0,C(=O)(N)NO
CID100000961,hydroxyl,1539,Hydroxyzine,0.7368,CHEBI:5818,3658.0,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
CID100001054,pyridoxine,268,Aprindine,0.7368,CHEBI:135370,2218.0,CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C3=CC=CC=C3
CID100001071,retinol,56,4-Oxoretinol,0.7368,CHEBI:44597,5289090.0,CC1=C(C(CCC1=O)(C)C)C=CC(=CC=CC(=CCO)C)C
CID100001125,tetrahydrobiopterin,2875,Tetrahydropalmatine,0.7368,CHEBI:16563,72301.0,COC1=C(C2=C(CC3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC
CID100001134,thymidine,909,Detomidine,0.7368,,56032.0,CC1=C(C(=CC=C1)CC2=CN=CN2)C
CID100002168,amorolfine,279,Arecoline,0.7368,CHEBI:2814,2230.0,CN1CCC=C(C1)C(=O)OC
CID100002284,baclofen,100,Aceclofenac,0.7368,CHEBI:31159,71771.0,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl
CID100002767,cisplatin,705,Cilastatin,0.7368,CHEBI:3697,6435415.0,CC1(CC1C(=O)NC(=CCCCCSCC(C(=O)O)N)C(=O)O)C
CID100003121,valproate,3069,Valpromide,0.7368,CHEBI:74562,71113.0,CCCC(CCC)C(=O)N
CID100003410,formoterol,1256,Fenoterol,0.7368,CHEBI:149226,3343.0,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O
CID100003410,formoterol,2582,Rimiterol,0.7368,,46886609.0,C1CCNC(C1)C(C2=CC(=C(C=C2)O)O)O
CID100003443,fusidic,1384,Fusidic acid,0.7368,CHEBI:29013,3000226.0,CC1C2CCC3(C(C2(CCC1O)C)C(CC4C3(CC(C4=C(CCC=C(C)C)C(=O)O)OC(=O)C)C)O)C
CID100003702,indapamide,1583,Indalpine,0.7368,CHEBI:134939,44668.0,C1CNCCC1CCC2=CNC3=CC=CC=C32
CID100003739,iodipamide,758,Clopamide,0.7368,CHEBI:94521,12492.0,CC1CCCC(N1NC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N)C
CID100003777,isopropyl,448,Bisoprolol,0.7368,CHEBI:3127,2405.0,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O
CID100004594,omeprazole,1138,Epirizole,0.7368,CHEBI:31545,3242.0,CC1=CC(=NC(=N1)N2C(=CC(=N2)C)OC)OC
CID100004695,isosulfan,2978,Treosulfan,0.7368,CHEBI:82557,9882105.0,CS(=O)(=O)OCC(C(COS(=O)(=O)C)O)O
CID100005064,ribavirin,1032,Doravirine,0.7368,,58460047.0,CN1C(=NNC1=O)CN2C=CC(=C(C2=O)OC3=CC(=CC(=C3)C#N)Cl)C(F)(F)F
CID100005064,ribavirin,1220,Etravirine,0.7368,CHEBI:63589,193962.0,CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N
CID100005564,triclosan,3012,Trioxsalen,0.7368,CHEBI:28329,5585.0,CC1=CC(=O)OC2=C1C=C3C=C(OC3=C2C)C
CID100005651,Vancocine,3076,Vanoxerine,0.7368,CHEBI:64089,3455.0,C1CN(CCN1CCCC2=CC=CC=C2)CCOC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
CID100005735,zopiclone,2634,Sagopilone,0.7368,CHEBI:177512,11284169.0,CC1CCCC2(C(O2)CC(OC(=O)CC(C(C(=O)C(C1O)CC=C)(C)C)O)C3=CC4=C(C=C3)SC(=N4)C)C
CID100005939,biguanide,497,Bumetanide,0.7368,CHEBI:3213,2471.0,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2
CID100008230,argenine,259,Antrafenine,0.7368,CHEBI:135841,68723.0,C1CN(CCN1CCOC(=O)C2=CC=CC=C2NC3=C4C=CC(=CC4=NC=C3)C(F)(F)F)C5=CC=CC(=C5)C(F)(F)F
CID100014917,fluoride,1300,Floxuridine,0.7368,CHEBI:60761,5790.0,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O
CID100014917,fluoride,1315,Flunisolide,0.7368,CHEBI:5106,82153.0,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C
CID100023982,gadolinium,184,Aluminium,0.7368,CHEBI:33629,5359268.0,[Al]
CID100044563,lodoxamide,758,Clopamide,0.7368,CHEBI:94521,12492.0,CC1CCCC(N1NC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N)C
CID100044563,lodoxamide,2185,Oxatomide,0.7368,CHEBI:31943,4615.0,C1CN(CCN1CCCN2C3=CC=CC=C3NC2=O)C(C4=CC=CC=C4)C5=CC=CC=C5
CID100044564,lodoxamide,758,Clopamide,0.7368,CHEBI:94521,12492.0,CC1CCCC(N1NC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N)C
CID100044564,lodoxamide,2185,Oxatomide,0.7368,CHEBI:31943,4615.0,C1CN(CCN1CCCN2C3=CC=CC=C3NC2=O)C(C4=CC=CC=C4)C5=CC=CC=C5
CID100047640,naftifine,1672,Lafutidine,0.7368,CHEBI:31759,5282136.0,C1CCN(CC1)CC2=CC(=NC=C2)OCC=CCNC(=O)CS(=O)CC3=CC=CO3
CID100047640,naftifine,2103,Nizatidine,0.7368,,4513.0,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C
CID100054373,Octreotide,126,Acteoside,0.7368,CHEBI:132853,5281800.0,CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O
CID100062819,Metrodin,1878,Metergoline,0.7368,CHEBI:64216,28693.0,CN1CC(CC2C1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5
CID100069512,malvidin,1798,Malacidin B,0.7368,CHEBI:140174,132282519.0,CCC(C)CCC=CC=CC(=O)NC(C(C)C(=O)O)C(=O)NC1C(NC(=O)C2CC(CN2C(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)C(C)C)CCCCN)C(C(=O)O)O)CC(=O)O)C(C)C(=O)O)C(C)C)C)C
CID100158786,pegaptanib,2244,Pazopanib,0.7368,CHEBI:71219,10113978.0,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N
CID100216258,Colimycin,572,Carbomycin,0.7368,,5287879.0,CC1CC(C(C(C(CC(=O)OC(CC2C(O2)C=CC1=O)C)OC(=O)C)OC)OC3C(C(C(C(O3)C)OC4CC(C(C(O4)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O
CID100216258,Colimycin,782,Colchicine,0.7368,CHEBI:27882,6167.0,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC
CID105381226,rifampicin,2575,Rifaximin,0.7368,CHEBI:75246,6436173.0,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C
CID106102852,gadobutrol,145,Albuterol,0.7368,CHEBI:2549,2083.0,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
CID106437075,Timentin,3006,Trimebutine,0.7368,CHEBI:94458,5573.0,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C
CID116156130,exenatide,919,Dexetimide,0.7368,CHEBI:135531,30843.0,C1CN(CCC1C2(CCC(=O)NC2=O)C3=CC=CC=C3)CC4=CC=CC=C4
CID116220172,ivacaftor,1771,Lumacaftor,0.7368,CHEBI:90951,16678941.0,CC1=C(N=C(C=C1)NC(=O)C2(CC2)C3=CC4=C(C=C3)OC(O4)(F)F)C5=CC(=CC=C5)C(=O)O
CID116220172,ivacaftor,2880,Tezacaftor,0.7368,CHEBI:234517,46199646.0,CC(C)(CO)C1=CC2=CC(=C(C=C2N1CC(CO)O)F)NC(=O)C3(CC3)C4=CC5=C(C=C4)OC(O5)(F)F
CID117754772,ruxolitinib,328,Axitinib,0.7368,CHEBI:66910,6450551.0,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4
CID156603655,pegaptanib,2244,Pazopanib,0.7368,CHEBI:71219,10113978.0,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N
CID100002914,cyproterone,821,Cyproterone acetate,0.7333,CHEBI:50743,9880.0,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C5CC5C34C)Cl)C)OC(=O)C
CID100003015,cyproterone,821,Cyproterone acetate,0.7333,CHEBI:50743,9880.0,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C5CC5C34C)Cl)C)OC(=O)C
CID100003392,flurandrenolone,1336,Fluprednisolone,0.7333,CHEBI:34474,5876.0,CC12CC(C3C(C1CCC2(C(=O)CO)O)CC(C4=CC(=O)C=CC34C)F)O
CID100004036,meclofenamate,1825,Meclofenamic acid,0.7333,CHEBI:6710,4037.0,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl
CID100004120,N-methylscopolamine,2652,Scopolamine,0.7333,CHEBI:16794,3000322.0,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4
CID100157429,gadopentetate,1402,Gadopentetic acid,0.7333,CHEBI:35778,6857474.0,C(CN(CC(=O)O)CC(=O)[O-])N(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-].[Gd+3]
CID109810131,ceftaroline,636,Ceftaroline fosamil,0.7333,CHEBI:70718,9852981.0,CCON=C(C1=NSC(=N1)NP(=O)(O)O)C(=O)NC2C3N(C2=O)C(=C(CS3)SC4=NC(=CS4)C5=CC=[N+](C=C5)C)C(=O)[O-]
CID100001125,tetrahydrobiopterin,2874,Tetrahydrocannabivarin,0.7317,,93147.0,CCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O
CID103081276,fluticasone/salmeterol,1345,Fluticasone furoate,0.7317,CHEBI:74899,9854489.0,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)SCF)OC(=O)C5=CC=CO5)C)O)F)C)F
CID100000159,prostacyclin,2481,Prostalene,0.7273,,6436031.0,CCCCCC(C)(C=CC1C(CC(C1CC=C=CCCC(=O)OC)O)O)O
CID100000767,bicarbonate,1546,Ibandronate,0.7273,,60852.0,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
CID100000785,quinol,1149,Equol,0.7273,CHEBI:34741,91469.0,C1C(COC2=C1C=CC(=C2)O)C3=CC=C(C=C3)O
CID100000961,hydroxyl,1534,Hydroxyfasudil,0.7273,,3064778.0,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CNC3=O
CID100001805,5-azacytidine,332,Azatadine,0.7273,CHEBI:2946,19861.0,CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1
CID100002153,theophylline,1065,Dyphylline,0.7273,CHEBI:4728,3182.0,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O
CID100002800,clomiphene,753,Clomipramine,0.7273,CHEBI:47780,2801.0,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl
CID100003367,fludarabine,744,Clofarabine,0.7273,CHEBI:681569,119182.0,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)F)Cl)N
CID100003367,fludarabine,1314,Flunarizine,0.7273,CHEBI:135652,941361.0,C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
CID100003368,FAMP,1234,Famphur,0.7273,CHEBI:38677,5859.0,CN(C)S(=O)(=O)C1=CC=C(C=C1)OP(=S)(OC)OC
CID100004032,mecamylamine,1859,Mepyramine,0.7273,CHEBI:6762,4992.0,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2
CID100004032,mecamylamine,1865,Mesalazine,0.7273,CHEBI:6775,4075.0,C1=CC(=C(C=C1N)C(=O)O)O
CID100004205,mirtazapine,1860,Mequitazine,0.7273,CHEBI:31821,4066.0,C1CN2CCC1C(C2)CN3C4=CC=CC=C4SC5=CC=CC=C53
CID100004673,pamidronate,1546,Ibandronate,0.7273,,60852.0,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
CID100004891,praziquantel,261,Apaziquone,0.7273,CHEBI:177558,5813717.0,CN1C(=C(C2=C1C(=O)C=C(C2=O)N3CC3)CO)C=CCO
CID100004932,propafenone,2453,Profenamine,0.7273,CHEBI:313639,3290.0,CCN(CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31
CID100047319,atracurium,2535,Rapacuronium,0.7273,CHEBI:135845,5311399.0,CCC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)OC(=O)C)N5CCCCC5)C)C)[N+]6(CCCCC6)CC=C
CID100060936,tiludronate,1546,Ibandronate,0.7273,,60852.0,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
CID100123610,Eptifibatide,1211,Etofibrate,0.7273,CHEBI:135535,65777.0,CC(C)(C(=O)OCCOC(=O)C1=CN=CC=C1)OC2=CC=C(C=C2)Cl
CID100160036,MnDPDP,831,DPDPE,0.7273,CHEBI:73356,104787.0,CC1(C(C(=O)NCC(=O)NC(C(=O)NC(C(SS1)(C)C)C(=O)O)CC2=CC=CC=C2)NC(=O)C(CC3=CC=C(C=C3)O)N)C
