Ligand ID,Ligand,Target,Target ID,Target Gene Symbol,Target UniProt ID,Target Ensembl Gene ID,Target Species,Approved,Type,Action,Primary Target,Affinity Median,Affinity Units,PubMed ID
13578,elacridar,ABCG2,792,ABCG2,Q9UNQ0,ENSG00000118777,Human,False,Inhibitor,Inhibition,False,6.710000038146973,pIC50,24900683
13578,elacridar,ABCG2,792,ABCG2,Q9UNQ0,ENSG00000118777,Human,False,Inhibitor,Inhibition,False,6.900000095367432,pIC50,21570282
10008,Fumitremorgin C,ABCG2,792,,,,,False,Inhibitor,Inhibition,False,,-,
10007,Ko 143,ABCG2,792,,,,,False,Inhibitor,Inhibition,False,,-,
10006,KS 176,ABCG2,792,,,,,False,Inhibitor,Inhibition,False,6.230000019073486,pIC50,
12446,nobiletin,ABCG2,792,ABCG2,Q9UNQ0,ENSG00000118777,Human,False,Inhibitor,Inhibition,False,5.360000133514404,pIC50,21354800
10372,compound 14 [PMID: 30925062],ABCG2,792,ABCG2,Q9UNQ0,ENSG00000118777,Human,False,Inhibitor,Non-competitive,False,5.619999885559082,pIC50,30925062
4541,[<sup>14</sup>C]acetylCoA,AcetylCoA transporter,1134,SLC33A1,O00400,ENSG00000169359,Human,False,,Binding,False,,-,
4501,benzylcysteine,Alanine/serine/cysteine transporter 2,874,SLC1A5,Q15758,ENSG00000105281,Human,False,Inhibitor,Inhibition,False,3.109999895095825,pKi,15107471
4500,benzylserine,Alanine/serine/cysteine transporter 2,874,SLC1A5,Q15758,ENSG00000105281,Human,False,Inhibitor,Inhibition,False,3.049999952316284,pKi,15107471
13102,compound 25e [PMID: 38217503],Alanine/serine/cysteine transporter 2,874,SLC1A5,Q15758,ENSG00000105281,Human,False,Inhibitor,Inhibition,False,5.289999961853027,pIC50,38217503
4508,p-nitrophenyl glutamyl anilide,Alanine/serine/cysteine transporter 2,874,Slc1a5,,ENSRNOG00000015948,Rat,False,Inhibitor,Inhibition,False,4.260000228881836,pKi,15670919
4624,[<sup>14</sup>C]methylamine,Ammonium transporter Rh type A,1198,RHAG,Q02094,ENSG00000112077,Human,False,,Binding,False,,-,12846905
4624,[<sup>14</sup>C]methylamine,Ammonium transporter Rh type C,1200,Rhcg,Q9QXP0,ENSMUSG00000030549,Mouse,False,,Binding,False,,-,16131648
4693,"&alpha;-methyl-D,L-tryptophan","ATB<sup>0,+</sup>",937,SLC6A14,Q9UN76,ENSG00000268104,Human,False,Inhibitor,Inhibition,False,3.6,pIC50,18522536
5488,esomeprazole,ATP4A,849,ATP4A,P20648,ENSG00000105675,Human,True,Inhibitor,Inhibition,True,,-,
10512,ilaprazole,ATP4A,849,,,,Rabbit,True,Inhibitor,Inhibition,False,8.050000190734863,pIC50,11304936
13761,linaprazan,ATP4A,849,ATP4A,P20648,ENSG00000105675,Human,True,Inhibitor,Inhibition,False,6.5,pIC50,19467868
4279,omeprazole,ATP4A,849,ATP4A,P20648,ENSG00000105675,Human,True,Inhibitor,Inhibition,True,,-,
12007,revaprazan,ATP4A,849,,,,Pig,True,Inhibitor,Inhibition,False,6.460000038146973,pIC50,20810280
12007,revaprazan,ATP4A,849,,,,Pig,True,Inhibitor,Inhibition,False,5.639999866485596,pIC50,35604136
12008,tegoprazan,ATP4A,849,ATP4A,P20648,ENSG00000105675,Human,True,Inhibitor,Inhibition,False,6.28000020980835,pIC50,29180359
11549,vonoprazan,ATP4A,849,,,,Pig,True,Inhibitor,Inhibition,False,7.71999979019165,pIC50,22512618
13433,zastaprazan,ATP4A,849,,,,Pig,True,Inhibitor,Inhibition,False,7.78000020980835,pIC50,37147903
6801,chlorpropamide,"ATP-binding cassette, sub-family C (CFTR/MRP), member 8",2594,ABCC8,Q09428,ENSG00000006071,Human,True,Inhibitor,Inhibition,False,,-,
6841,repaglinide,"ATP-binding cassette, sub-family C (CFTR/MRP), member 8",2594,ABCC8,Q09428,ENSG00000006071,Human,True,Inhibitor,Inhibition,True,6.96999979019165,pIC50,15380228
4837,bumetanide,Basolateral Na-K-Cl symporter,969,SLC12A2,P55011,ENSG00000064651,Human,True,Inhibitor,Inhibition,False,5.599999904632568,pIC50,11882915
4839,furosemide,Basolateral Na-K-Cl symporter,969,SLC12A2,P55011,ENSG00000064651,Human,True,Inhibitor,Inhibition,False,5.130000114440918,pIC50,11882915
13840,IAMA-6,Basolateral Na-K-Cl symporter,969,SLC12A2,P55011,ENSG00000064651,Human,False,Inhibitor,Inhibition,False,,-,34137257
4742,piretanide,Basolateral Na-K-Cl symporter,969,SLC12A2,P55011,ENSG00000064651,Human,False,Inhibitor,Inhibition,False,5.619999885559082,pIC50,11882915
4756,LU32-176B,BGT1,932,Slc6a12,P31651,ENSMUSG00000030109,Mouse,False,Inhibitor,Inhibition,False,4.0,pIC50,15550575
4610,NNC052090,BGT1,932,Slc6a12,P31651,ENSMUSG00000030109,Mouse,False,Inhibitor,Inhibition,False,5.900000095367432,pKi,9134205
6512,(R)-EF-1520,BGT1,932,SLC6A12,P48065,ENSG00000111181,Human,False,Inhibitor,Inhibition,False,,pIC50,
4583,(R/S) EF-1500,BGT1,932,SLC6A12,P48065,ENSG00000111181,Human,False,Inhibitor,Inhibition,False,4.9,pIC50,
6513,(S)-EF-1520,BGT1,932,SLC6A12,P48065,ENSG00000111181,Human,False,Inhibitor,Inhibition,False,,pIC50,
7601,benzatropine,B<sup>0</sup>AT1,939,SLC6A19,Q695T7,ENSG00000174358,Human,True,Inhibitor,Inhibition,False,4.360000133514404,pIC50,28176326
10256,cinromide,B<sup>0</sup>AT1,939,SLC6A19,Q695T7,ENSG00000174358,Human,False,Inhibitor,Inhibition,False,6.400000095367432,pIC50,30589598
11229,inhibitor CB3,B<sup>0</sup>AT1,939,SLC6A19,Q695T7,ENSG00000174358,Human,False,Inhibitor,Inhibition,False,5.309999942779541,pIC50,32180718
11228,inhibitor E18,B<sup>0</sup>AT1,939,SLC6A19,Q695T7,ENSG00000174358,Human,False,Inhibitor,Inhibition,False,5.46999979019165,pIC50,32180718
11227,inhibitor E4,B<sup>0</sup>AT1,939,SLC6A19,Q695T7,ENSG00000174358,Human,False,Inhibitor,Inhibition,False,5.110000133514404,pIC50,32180718
7401,nimesulide,B<sup>0</sup>AT1,939,Slc6a19,Q2A865,ENSRNOG00000026501,Rat,True,Inhibitor,Inhibition,False,4.639999866485596,pIC50,24704252
7216,loratadine,B<sup>0</sup>AT2,940,SLC6A15,Q9H2J7,ENSG00000072041,Human,True,Inhibitor,Inhibition,False,5.400000095367432,pIC50,25318072
4494,hemicholinium-3,Choline transporter-like 1,1204,SLC44A1,Q8WWI5,ENSG00000070214,Human,False,Inhibitor,Inhibition,False,,pKi,
4494,hemicholinium-3,CHT,914,SLC5A7,Q9GZV3,ENSG00000115665,Human,False,Inhibitor,Inhibition,False,,pKi,12675135
4493,[<sup>3</sup>H]hemicholinium-3,CHT,914,SLC5A7,Q9GZV3,ENSG00000115665,Human,False,,,False,,pKd,
4707,ompenaclid,CT1,934,SLC6A8,P48029,ENSG00000130821,Human,False,Inhibitor,Inhibition,False,5.46999979019165,pKd,40892912
13931,HG106,Cystine/glutamate transporter,902,SLC7A11,Q9UPY5,ENSG00000151012,Human,False,Inhibitor,Inhibition,False,,-,31874110
13930,imidazole ketone erastin,Cystine/glutamate transporter,902,SLC7A11,Q9UPY5,ENSG00000151012,Human,False,Inhibitor,Inhibition,False,7.519999980926514,pIC50,30799221
1372,quisqualate,Cystine/glutamate transporter,902,SLC7A11,Q9UPY5,ENSG00000151012,Human,False,Inhibitor,Inhibition,False,5.300000190734863,pIC50,20303751
7118,atomoxetine,DAT,927,SLC6A3,Q01959,ENSG00000142319,Human,True,Inhibitor,Inhibition,False,5.96999979019165,pKd,9871604
7601,benzatropine,DAT,927,Slc6a3,P23977,ENSRNOG00000017302,Rat,True,Inhibitor,Inhibition,False,6.929999828338623,pKi,7562926
7135,bupropion,DAT,927,SLC6A3,Q01959,ENSG00000142319,Human,True,Inhibitor,Inhibition,True,6.349999904632568,pIC50,19821577
2398,clomipramine,DAT,927,SLC6A3,Q01959,ENSG00000142319,Human,True,Inhibitor,Inhibition,False,5.659999847412109,pKd,9537821
2286,cocaine,DAT,927,Slc6a3,P23977,ENSRNOG00000017302,Rat,True,Inhibitor,Inhibition,True,7.099999904632568,pIC50,15566309
8520,compound 58 [PMID: 25037917],DAT,927,SLC6A3,Q01959,ENSG00000142319,Human,False,Inhibitor,Inhibition,False,5.210000038146973,pIC50,25037917
7158,desvenlafaxine,DAT,927,SLC6A3,Q01959,ENSG00000142319,Human,True,Inhibitor,Inhibition,False,6.070000171661377,pKi,24900709
2147,dexamfetamine,DAT,927,SLC6A3,Q01959,ENSG00000142319,Human,True,Inhibitor,Inhibition,True,6.960000038146973,pKi,23602445
7554,dexmethylphenidate,DAT,927,SLC6A3,Q01959,ENSG00000142319,Human,True,Inhibitor,Inhibition,True,7.599999904632568,pKi,21129986
4639,GBR12935,DAT,927,SLC6A3,Q01959,ENSG00000142319,Human,False,Inhibitor,Inhibition,False,7.599999904632568,pKi,
7435,levomilnacipran,DAT,927,SLC6A3,Q01959,ENSG00000142319,Human,True,Inhibitor,Inhibition,False,5.489999771118164,pIC50,18468895
4797,mazindol,DAT,927,SLC6A3,Q01959,ENSG00000142319,Human,True,Inhibitor,Inhibition,True,8.0,pKi,
7236,methylphenidate,DAT,927,SLC6A3,Q01959,ENSG00000142319,Human,True,Inhibitor,Inhibition,True,7.099999904632568,pIC50,17228864
7555,modafinil,DAT,927,Slc6a3,P23977,ENSRNOG00000017302,Rat,True,Inhibitor,Inhibition,False,5.420000076293945,pKi,15537337
4792,nomifensine,DAT,927,SLC6A3,Q01959,ENSG00000142319,Human,True,Inhibitor,Inhibition,True,,-,
7266,phenelzine,DAT,927,SLC6A3,Q01959,ENSG00000142319,Human,True,Inhibitor,Inhibition,False,5.079999923706055,pKi,9537821
2586,sibutramine,DAT,927,SLC6A3,Q01959,ENSG00000142319,Human,True,Inhibitor,Inhibition,True,6.300000190734863,pKi,
10342,solriamfetol,DAT,927,SLC6A3,Q01959,ENSG00000142319,Human,True,Inhibitor,Inhibition,False,4.849999904632568,pKi,29891587
10342,solriamfetol,DAT,927,SLC6A3,Q01959,ENSG00000142319,Human,True,Inhibitor,Inhibition,False,5.539999961853027,pIC50,29891587
4638,[<sup>3</sup>H]GBR12935,DAT,927,SLC6A3,Q01959,ENSG00000142319,Human,False,Inhibitor,Inhibition,False,8.5,pKd,8302271
4605,[<sup>3</sup>H]WIN35428,DAT,927,SLC6A3,Q01959,ENSG00000142319,Human,False,Inhibitor,Inhibition,False,8.0,pKd,8302271
12766,toludesvenlafaxine,DAT,927,SLC6A3,Q01959,ENSG00000142319,Human,True,Inhibitor,Inhibition,False,6.309999942779541,pIC50,31617718
7317,trimipramine,DAT,927,SLC6A3,Q01959,ENSG00000142319,Human,True,Inhibitor,Inhibition,True,5.420000076293945,pKi,9537821
9983,vanoxerine,DAT,927,SLC6A3,Q01959,ENSG00000142319,Human,False,Inhibitor,Inhibition,False,9.0,pKi,2530094|6237922|1678014
4606,WIN35428,DAT,927,SLC6A3,Q01959,ENSG00000142319,Human,False,Inhibitor,Inhibition,False,7.900000095367432,pKi,8878059
8814,compound 6b [PMID: 22749870],DMT1,967,SLC11A2,P49281,ENSG00000110911,Human,False,Inhibitor,Inhibition,False,7.099999904632568,pIC50,22749870
4717,dilazep,Equilibrative nucleoside transporter 1,1117,SLC29A1,Q99808,ENSG00000112759,Human,False,Inhibitor,Inhibition,False,9.0,pKi,
4807,dipyridamole,Equilibrative nucleoside transporter 1,1117,SLC29A1,Q99808,ENSG00000112759,Human,True,Inhibitor,Inhibition,True,8.800000190734863,pKi,14634039
4590,draflazine,Equilibrative nucleoside transporter 1,1117,SLC29A1,Q99808,ENSG00000112759,Human,False,Inhibitor,Inhibition,False,9.600000381469728,pKi,10763851
13932,EOS-984,Equilibrative nucleoside transporter 1,1117,SLC29A1,Q99808,ENSG00000112759,Human,False,Inhibitor,Inhibition,False,,pIC50,
4734,KF24345,Equilibrative nucleoside transporter 1,1117,SLC29A1,Q99808,ENSG00000112759,Human,False,Inhibitor,Inhibition,False,9.4,pKi,14634039
4513,NBTGR ,Equilibrative nucleoside transporter 1,1117,SLC29A1,Q99808,ENSG00000112759,Human,False,Inhibitor,Inhibition,False,9.3,pKi,
4512,nitrobenzylmercaptopurine ribonucleoside,Equilibrative nucleoside transporter 1,1117,SLC29A1,Q99808,ENSG00000112759,Human,False,Inhibitor,Inhibition,False,9.699999809265137,pKi,
1765,ticagrelor,Equilibrative nucleoside transporter 1,1117,SLC29A1,Q99808,ENSG00000112759,Human,True,Inhibitor,Inhibition,False,7.300000190734863,pKi,24414167
4511,[<sup>3</sup>H]nitrobenzylmercaptopurine ribonucleoside,Equilibrative nucleoside transporter 1,1117,SLC29A1,Q99808,ENSG00000112759,Human,False,,,False,9.3,pKd,
8881,compound 1a [PMID: 23597791],Erythrocyte urea transporter,982,Slc14a1,Q8VHL0,ENSMUSG00000059336,Mouse,False,Inhibitor,Inhibition,False,7.599999904632568,pIC50,23597791
8881,compound 1a [PMID: 23597791],Erythrocyte urea transporter,982,SLC14A1,Q13336,ENSG00000141469,Human,False,Inhibitor,Inhibition,True,7.960000038146973,pIC50,23597791
11156,compound 8ay [PMID: 29589443],Erythrocyte urea transporter,982,Slc14a1,P97689,ENSRNOG00000016753,Rat,False,Inhibitor,Inhibition,False,5.699999809265137,pIC50,29589443
14091,compound E3,Erythrocyte urea transporter,982,Slc14a1,Q8VHL0,ENSMUSG00000059336,Mouse,False,Inhibitor,Inhibition,False,7.320000171661377,pIC50,40299675|40523902
14091,compound E3,Erythrocyte urea transporter,982,Slc14a1,P97689,ENSRNOG00000016753,Rat,False,Inhibitor,Inhibition,False,8.119999885559082,pIC50,40299675|40523902
14091,compound E3,Erythrocyte urea transporter,982,SLC14A1,Q13336,ENSG00000141469,Human,False,Inhibitor,Inhibition,False,7.599999904632568,pIC50,40299675|40523902
4631,DL-TBOA,Excitatory amino acid transporter 1,868,SLC1A3,P43003,ENSG00000079215,Human,False,Inhibitor,Inhibition,False,5.0,pKB,9463476
4609,UCPH-101,Excitatory amino acid transporter 1,868,SLC1A3,P43003,ENSG00000079215,Human,False,Inhibitor,Inhibition,False,6.9,pIC50,19161278
4492,[<sup>3</sup>H]ETB-TBOA,Excitatory amino acid transporter 1,868,Slc1a3,P24942,ENSRNOG00000016163,Rat,False,,Binding,False,7.800000190734863,pKd,17047096
4698,[<sup>3</sup>H]D-aspartic acid,Excitatory amino acid transporter 1,868,SLC1A3,P43003,ENSG00000079215,Human,False,,,False,,-,
4534,[<sup>3</sup>H]L-aspartic acid,Excitatory amino acid transporter 1,868,SLC1A3,P43003,ENSG00000079215,Human,False,,,False,,-,
4075,[<sup>3</sup>H]SYM2081,Excitatory amino acid transporter 1,868,SLC1A3,P43003,ENSG00000079215,Human,False,,,False,,-,
12135,(R)-AS-1,Excitatory amino acid transporter 2,869,SLC1A2,P43004,ENSG00000110436,Human,False,Allosteric modulator,Positive,False,7.960000038146973,pEC50,35984707
4571,dihydrokainate,Excitatory amino acid transporter 2,869,SLC1A2,P43004,ENSG00000110436,Human,False,Inhibitor,Inhibition,False,5.0,pKB,
4631,DL-TBOA,Excitatory amino acid transporter 2,869,SLC1A2,P43004,ENSG00000110436,Human,False,Inhibitor,Inhibition,False,6.9,pKB,9463476
4317,SYM2081,Excitatory amino acid transporter 2,869,SLC1A2,P43004,ENSG00000110436,Human,False,Inhibitor,Inhibition,False,5.5,pKB,9145919
4573,threo-3-methylglutamate,Excitatory amino acid transporter 2,869,SLC1A2,P43004,ENSG00000110436,Human,False,Inhibitor,Inhibition,False,4.7,pKB,9145919
4531,WAY-213613,Excitatory amino acid transporter 2,869,SLC1A2,P43004,ENSG00000110436,Human,False,Inhibitor,Inhibition,False,7.099999904632568,pIC50,16014807
4492,[<sup>3</sup>H]ETB-TBOA,Excitatory amino acid transporter 2,869,Slc1a2,P31596,ENSRNOG00000005479,Rat,False,,Binding,False,7.800000190734863,pKd,17047096
4698,[<sup>3</sup>H]D-aspartic acid,Excitatory amino acid transporter 2,869,SLC1A2,P43004,ENSG00000110436,Human,False,,,False,,-,
4534,[<sup>3</sup>H]L-aspartic acid,Excitatory amino acid transporter 2,869,SLC1A2,P43004,ENSG00000110436,Human,False,,,False,,-,
4075,[<sup>3</sup>H]SYM2081,Excitatory amino acid transporter 2,869,SLC1A2,P43004,ENSG00000110436,Human,False,,,False,,-,
4631,DL-TBOA,Excitatory amino acid transporter 3,870,SLC1A1,P43005,ENSG00000106688,Human,False,Inhibitor,Inhibition,False,5.099999904632568,pIC50,11078189
4625,L-&beta;-BA,Excitatory amino acid transporter 3,870,SLC1A1,P43005,ENSG00000106688,Human,False,Inhibitor,Inhibition,False,6.099999904632568,pKi,16183084
4626,NBI-59159,Excitatory amino acid transporter 3,870,SLC1A1,P43005,ENSG00000106688,Human,False,Inhibitor,Inhibition,False,7.099999904632568,pIC50,17017964
4492,[<sup>3</sup>H]ETB-TBOA,Excitatory amino acid transporter 3,870,Slc1a1,P51907,ENSRNOG00000014816,Rat,False,,Binding,False,6.5,pKd,17047096
4698,[<sup>3</sup>H]D-aspartic acid,Excitatory amino acid transporter 3,870,SLC1A1,P43005,ENSG00000106688,Human,False,,,False,,-,
4534,[<sup>3</sup>H]L-aspartic acid,Excitatory amino acid transporter 3,870,SLC1A1,P43005,ENSG00000106688,Human,False,,,False,,-,
4631,DL-TBOA,Excitatory amino acid transporter 4,871,SLC1A6,P48664,ENSG00000105143,Human,False,Inhibitor,Inhibition,False,5.4,pKi,11677257
4573,threo-3-methylglutamate,Excitatory amino acid transporter 4,871,SLC1A6,P48664,ENSG00000105143,Human,False,Inhibitor,Inhibition,False,4.3,pKi,11299317
4492,[<sup>3</sup>H]ETB-TBOA,Excitatory amino acid transporter 4,871,Slc1a6,O35921,ENSRNOG00000007509,Rat,False,,Binding,False,7.900000095367432,pKd,17047096
4698,[<sup>3</sup>H]D-aspartic acid,Excitatory amino acid transporter 4,871,SLC1A6,P48664,ENSG00000105143,Human,False,,,False,,-,
4534,[<sup>3</sup>H]L-aspartic acid,Excitatory amino acid transporter 4,871,SLC1A6,P48664,ENSG00000105143,Human,False,,,False,,-,
4631,DL-TBOA,Excitatory amino acid transporter 5,872,SLC1A7,O00341,ENSG00000162383,Human,False,Inhibitor,Inhibition,False,5.5,pKi,11677257
4492,[<sup>3</sup>H]ETB-TBOA,Excitatory amino acid transporter 5,872,Slc1a7,,ENSRNOG00000011644,Rat,False,,Binding,False,7.599999904632568,pKd,17047096
4698,[<sup>3</sup>H]D-aspartic acid,Excitatory amino acid transporter 5,872,SLC1A7,O00341,ENSG00000162383,Human,False,,,False,,-,
4534,[<sup>3</sup>H]L-aspartic acid,Excitatory amino acid transporter 5,872,SLC1A7,O00341,ENSG00000162383,Human,False,,,False,,-,
8801,compound 5k [PMID: 23528296],Fatty acid transport protein 1,1108,SLC27A1,Q6PCB7,ENSG00000130304,Human,False,Inhibitor,Inhibition,False,7.340000152587891,pIC50,23528296
8810,compound 1l [PMID: 16644217],Fatty acid transport protein 4,1111,SLC27A4,Q6P1M0,ENSG00000167114,Human,False,Inhibitor,Inhibition,False,7.050000190734863,pIC50,16644217
8416,LY2928057,Ferroportin,1194,SLC40A1,Q9NP59,ENSG00000138449,Human,False,Antibody,Binding,True,,-,
11183,vamifeport,Ferroportin,1194,Slc40a1,Q9JHI9,ENSMUSG00000025993,Mouse,False,Inhibitor,Antagonist,False,8.050000190734863,pIC50,31638596
4612,CI-966,GAT1,929,SLC6A1,P30531,ENSG00000157103,Human,False,Inhibitor,Inhibition,False,6.599999904632568,pIC50,7851497
14485,E2730,GAT1,929,SLC6A1,P30531,ENSG00000157103,Human,False,Inhibitor,Inhibition,False,5.960000038146973,pIC50,37052238
14485,E2730,GAT1,929,SLC6A1,P30531,ENSG00000157103,Human,False,Inhibitor,Inhibition,False,6.150000095367432,pKd,37052238
4756,LU32-176B,GAT1,929,Slc6a1,P31648,ENSMUSG00000030310,Mouse,False,Inhibitor,Inhibition,False,5.400000095367432,pIC50,15550575
4669,NNC-711,GAT1,929,SLC6A1,P30531,ENSG00000157103,Human,False,Inhibitor,Inhibition,False,7.400000095367432,pIC50,7851497
6512,(R)-EF-1520,GAT1,929,SLC6A1,P30531,ENSG00000157103,Human,False,Inhibitor,Inhibition,False,,pIC50,
4583,(R/S) EF-1500,GAT1,929,SLC6A1,P30531,ENSG00000157103,Human,False,Inhibitor,Inhibition,False,,pIC50,
6513,(S)-EF-1520,GAT1,929,SLC6A1,P30531,ENSG00000157103,Human,False,Inhibitor,Inhibition,False,,pIC50,
4705,SKF89976A,GAT1,929,SLC6A1,P30531,ENSG00000157103,Human,False,Inhibitor,Inhibition,False,6.900000095367432,pIC50,
4685,[<sup>3</sup>H]tiagabine,GAT1,929,SLC6A1,P30531,ENSG00000157103,Human,False,Inhibitor,Inhibition,False,,-,
4818,tiagabine,GAT1,929,SLC6A1,P30531,ENSG00000157103,Human,True,Inhibitor,Inhibition,True,7.199999809265137,pIC50,7851497
4677,SNAP-5114,GAT2,930,Slc6a13,P31646,ENSRNOG00000012876,Rat,False,Inhibitor,Inhibition,False,4.699999809265137,pIC50,7874447
4677,SNAP-5114,GAT3,931,,,,,False,Inhibitor,Inhibition,False,5.179999828338623,pIC50,7874447
8845,S-4048,Glucose-6-phosphate transporter,1168,Slc37a4,,ENSRNOG00000011361,Rat,False,Inhibitor,Inhibition,False,8.699999809265137,pIC50,
8885,compound 30 [PMID: 22468970],Glucose transporter  1,875,SLC2A1,P11166,ENSG00000117394,Human,False,Allosteric modulator,Negative,False,5.699999809265137,pIC50,22468970
4643,[<sup>3</sup>H]2-deoxyglucose,Glucose transporter  1,875,SLC2A1,P11166,ENSG00000117394,Human,False,,,False,,-,
4643,[<sup>3</sup>H]2-deoxyglucose,Glucose transporter  2,876,SLC2A2,P11168,ENSG00000163581,Human,False,,,False,,-,
4643,[<sup>3</sup>H]2-deoxyglucose,Glucose transporter  3,877,SLC2A3,P11169,ENSG00000059804,Human,False,,,False,,-,
4643,[<sup>3</sup>H]2-deoxyglucose,Glucose transporter  4,878,SLC2A4,P14672,ENSG00000181856,Human,False,,,False,,-,
11296,ASP2535,GlyT1,935,Slc6a9,P28572,ENSRNOG00000019484,Rat,False,Inhibitor,Inhibition,False,7.039999961853027,pIC50,22542656
7546,bitopertin,GlyT1,935,SLC6A9,P48067,ENSG00000196517,Human,False,Inhibitor,Inhibition,False,7.329999923706055,pKi,30080045
7546,bitopertin,GlyT1,935,SLC6A9,P48067,ENSG00000196517,Human,False,Inhibitor,Inhibition,True,7.519999980926514,pEC50,20491477
10064,GlyT1 inhibitor 27a,GlyT1,935,SLC6A9,P48067,ENSG00000196517,Human,False,Inhibitor,Inhibition,True,9.100000381469728,pKi,30080045
10065,GlyT1 inhibitor 51b,GlyT1,935,SLC6A9,P48067,ENSG00000196517,Human,False,Inhibitor,Inhibition,True,7.739999771118164,pKi,30080045
4598,GSK931145,GlyT1,935,SLC6A9,P48067,ENSG00000196517,Human,False,Inhibitor,Inhibition,False,7.6,pIC50,
12110,iclepertin,GlyT1,935,SLC6A9,P48067,ENSG00000196517,Human,False,Inhibitor,Inhibition,False,8.300000190734863,pIC50,30136756
12110,iclepertin,GlyT1,935,Slc6a9,P28572,ENSRNOG00000019484,Rat,False,Inhibitor,Inhibition,False,8.279999732971191,pIC50,30136756
4712,LY2365109,GlyT1,935,SLC6A9,P48067,ENSG00000196517,Human,False,Inhibitor,Inhibition,False,7.800000190734863,pIC50,18602930
4604,N-methyl-SSR504734,GlyT1,935,SLC6A9,P48067,ENSG00000196517,Human,False,Inhibitor,Inhibition,False,8.6,pIC50,
4600,Org 24598,GlyT1,935,SLC6A9,P48067,ENSG00000196517,Human,False,Inhibitor,Inhibition,False,8.199999809265137,pIC50,11454468
9057,PF-03463275,GlyT1,935,SLC6A9,P48067,ENSG00000196517,Human,False,Inhibitor,Inhibition,True,7.940000057220459,pKi,19410451
4618,(R)-NFPS,GlyT1,935,SLC6A9,P48067,ENSG00000196517,Human,False,Inhibitor,Inhibition,False,,pIC50,18602930
4778,SSR-103800,GlyT1,935,SLC6A9,P48067,ENSG00000196517,Human,False,Inhibitor,Inhibition,False,8.699999809265137,pIC50,18621075
4584,[<sup>35</sup>S]ACPPB,GlyT1,935,SLC6A9,P48067,ENSG00000196517,Human,False,,Binding,False,8.699999809265137,pKd,18355687
4490,[<sup>3</sup>H]GSK931145,GlyT1,935,SLC6A9,P48067,ENSG00000196517,Human,False,,Binding,False,8.800000190734863,pKd,20691713
4602,[<sup>3</sup>H](R)-NPTS,GlyT1,935,SLC6A9,P48067,ENSG00000196517,Human,False,,Binding,False,9.0,pKd,12657266
4491,[<sup>3</sup>H]SB-733993,GlyT1,935,SLC6A9,P48067,ENSG00000196517,Human,False,,Binding,False,8.699999809265137,pKd,20691713
4619,[<sup>3</sup>H]NFPS,GlyT1,935,SLC6A9,P48067,ENSG00000196517,Human,False,,,False,,pKd,
4603,[<sup>3</sup>H]N-methyl-SSR504734,GlyT1,935,SLC6A9,P48067,ENSG00000196517,Human,False,,,False,,pKd,
4622,ALX 1393,GlyT2,936,SLC6A5,Q9Y345,ENSG00000165970,Human,False,Inhibitor,Inhibition,False,7.0,pIC50,23962079
4767,ALX 1405,GlyT2,936,SLC6A5,Q9Y345,ENSG00000165970,Human,False,Inhibitor,Inhibition,False,,-,
7546,bitopertin,GlyT2,936,SLC6A5,Q9Y345,ENSG00000165970,Human,False,Inhibitor,Inhibition,False,4.519999980926514,pEC50,20491477
11297,GT-0198,GlyT2,936,SLC6A5,Q9Y345,ENSG00000165970,Human,False,Inhibitor,Inhibition,False,8.800000190734863,pIC50,25837937
11298,opiranserin,GlyT2,936,SLC6A5,Q9Y345,ENSG00000165970,Human,False,Inhibitor,Inhibition,False,6.070000171661377,pIC50,28815639
4667,Org 25543,GlyT2,936,SLC6A5,Q9Y345,ENSG00000165970,Human,False,Inhibitor,Inhibition,False,7.800000190734863,pIC50,11495577
14499,RPI-GLYT2-82,GlyT2,936,SLC6A5,Q9Y345,ENSG00000165970,Human,False,Inhibitor,Inhibition,False,6.260000228881836,pIC50,41986873
4589,DIOA,K-Cl cotransporter 1,971,SLC12A4,Q9UP95,ENSG00000124067,Human,False,Inhibitor,Inhibition,False,,-,
4589,DIOA,K-Cl cotransporter 2,972,SLC12A5,Q9H2X9,ENSG00000124140,Human,False,Inhibitor,Inhibition,False,,-,
4665,VU0240551,K-Cl cotransporter 2,972,SLC12A5,Q9H2X9,ENSG00000124140,Human,False,Inhibitor,Inhibition,False,6.25,pIC50,19279215
4589,DIOA,K-Cl cotransporter 3,973,SLC12A6,Q9UHW9,ENSG00000140199,Human,False,Inhibitor,Inhibition,False,,-,
4589,DIOA,K-Cl cotransporter 4,974,SLC12A7,Q9Y666,ENSG00000113504,Human,False,Inhibitor,Inhibition,False,,-,
4837,bumetanide,Kidney-specific Na-K-Cl symporter,968,SLC12A1,Q13621,ENSG00000074803,Human,True,Inhibitor,Inhibition,True,6.480000019073486,pIC50,11882915
4839,furosemide,Kidney-specific Na-K-Cl symporter,968,SLC12A1,Q13621,ENSG00000074803,Human,True,Inhibitor,Inhibition,True,5.150000095367432,pIC50,11882915
4742,piretanide,Kidney-specific Na-K-Cl symporter,968,SLC12A1,Q13621,ENSG00000074803,Human,False,Inhibitor,Inhibition,False,5.96999979019165,pIC50,11882915
11156,compound 8ay [PMID: 29589443],Kidney urea transporter,983,Slc14a2,Q62668,ENSRNOG00000061714,Rat,False,Inhibitor,Inhibition,False,6.820000171661377,pIC50,29589443
