DrugID,DrugName,CID,ConnectivitySMILES,MolecularWeight,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,Source,PubChemStatus
2277,Pergolide,47811.0,CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC,314.5,4.2,44.3,1.0,2.0,4.0,PubChem,Available
2278,Perhexiline,4746.0,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3,277.5,6.8,12.0,1.0,1.0,4.0,PubChem,Available
2279,Periciazine,4747.0,C1CN(CCC1O)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C#N,365.5,3.5,75.8,1.0,5.0,4.0,PubChem,Available
2280,Perillyl alcohol,10819.0,CC(=C)C1CCC(=CC1)CO,152.23,2.1,20.2,1.0,1.0,2.0,PubChem,Available
2281,Perindopril,107807.0,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O,368.5,0.9,95.9,2.0,6.0,9.0,PubChem,Available
2282,Perindoprilat,72022.0,CCCC(C(=O)O)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O,340.4,0.2,107.0,3.0,6.0,7.0,PubChem,Available
2283,Permethrin,40326.0,CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,391.3,6.5,35.5,0.0,3.0,7.0,PubChem,Available
2284,Perospirone,115368.0,C1CCC2C(C1)C(=O)N(C2=O)CCCCN3CCN(CC3)C4=NSC5=CC=CC=C54,426.6,3.9,85.0,0.0,6.0,6.0,PubChem,Available
2285,Perphenazine,4748.0,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,404.0,4.2,55.3,1.0,5.0,6.0,PubChem,Available
2286,Perphenazine enanthate,62871.0,CCCCCCC(=O)OCCN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,516.1,7.2,61.3,0.0,6.0,13.0,PubChem,Available
2287,Peruvoside,12314120.0,CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)C=O)O)OC)O,548.7,0.7,132.0,3.0,9.0,5.0,PubChem,Available
2288,Pexidartinib,25151352.0,C1=CC(=NC=C1CC2=CNC3=C2C=C(C=N3)Cl)NCC4=CN=C(C=C4)C(F)(F)F,417.8,4.5,66.5,2.0,7.0,5.0,PubChem,Available
2289,Phenacemide,4753.0,C1=CC=C(C=C1)CC(=O)NC(=O)N,178.19,0.9,72.2,2.0,2.0,2.0,PubChem,Available
2290,Phenacetin,4754.0,CCOC1=CC=C(C=C1)NC(=O)C,179.22,1.6,38.3,1.0,2.0,3.0,PubChem,Available
2291,Phenazocine,14707.0,CC1C2CC3=C(C1(CCN2CCC4=CC=CC=C4)C)C=C(C=C3)O,321.5,3.8,23.5,1.0,2.0,3.0,PubChem,Available
2292,Phenazopyridine,4756.0,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N,213.24,1.9,89.7,2.0,5.0,2.0,PubChem,Available
2293,Phencyclidine,6468.0,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,243.4,3.6,3.2,0.0,1.0,2.0,PubChem,Available
2294,Phendimetrazine,30487.0,CC1C(OCCN1C)C2=CC=CC=C2,191.27,1.9,12.5,0.0,2.0,1.0,PubChem,Available
2295,Phenelzine,3675.0,C1=CC=C(C=C1)CCNN,136.19,1.2,38.1,2.0,2.0,3.0,PubChem,Available
2296,Phenethyl Isothiocyanate,16741.0,C1=CC=C(C=C1)CCN=C=S,163.24,3.5,44.5,0.0,2.0,3.0,PubChem,Available
2297,Phenethylamine,1001.0,C1=CC=C(C=C1)CCN,121.18,1.4,26.0,1.0,1.0,2.0,PubChem,Available
2298,Pheneticillin,272833.0,CC(C(=O)NC1C2N(C1=O)C(C(S2)(C)C)C(=O)O)OC3=CC=CC=C3,364.4,2.2,121.0,2.0,6.0,5.0,PubChem,Available
2299,Pheneturide,72060.0,CCC(C1=CC=CC=C1)C(=O)NC(=O)N,206.24,1.8,72.2,2.0,2.0,3.0,PubChem,Available
2300,Phenformin,8249.0,C1=CC=C(C=C1)CCN=C(N)N=C(N)N,205.26,-0.8,103.0,3.0,1.0,4.0,PubChem,Available
2301,Phenglutarimide,102669.0,CCN(CC)CCC1(CCC(=O)NC1=O)C2=CC=CC=C2,288.4,2.1,49.4,1.0,3.0,6.0,PubChem,Available
2302,Phenibut,14113.0,C1=CC=C(C=C1)C(CC(=O)O)CN,179.22,-1.6,63.3,2.0,3.0,4.0,PubChem,Available
2303,Phenindamine,11291.0,CN1CCC2=C(C1)C(C3=CC=CC=C23)C4=CC=CC=C4,261.4,3.1,3.2,0.0,1.0,1.0,PubChem,Available
2304,Phenindione,4760.0,C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,222.24,2.9,34.1,0.0,2.0,1.0,PubChem,Available
2305,Pheniprazine,5929.0,CC(CC1=CC=CC=C1)NN,150.22,1.3,38.1,2.0,2.0,3.0,PubChem,Available
2306,Pheniramine,4761.0,CN(C)CCC(C1=CC=CC=C1)C2=CC=CC=N2,240.34,2.8,16.1,0.0,2.0,5.0,PubChem,Available
2307,Phenmetrazine,4762.0,CC1C(OCCN1)C2=CC=CC=C2,177.24,1.4,21.3,1.0,2.0,1.0,PubChem,Available
2308,Phenobarbital,4763.0,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,232.23,1.5,75.3,2.0,3.0,2.0,PubChem,Available
2309,Phenol,996.0,C1=CC=C(C=C1)O,94.11,1.5,20.2,1.0,1.0,0.0,PubChem,Available
2310,Phenolphthalein,4764.0,C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,318.3,3.6,66.8,2.0,4.0,2.0,PubChem,Available
2311,Phenoperidine,11226.0,CCOC(=O)C1(CCN(CC1)CCC(C2=CC=CC=C2)O)C3=CC=CC=C3,367.5,3.7,49.8,1.0,4.0,8.0,PubChem,Available
