DrugID,DrugName,CID,ConnectivitySMILES,MolecularWeight,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,Source,PubChemStatus
652,Cephalosporin C,65536.0,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CCCC(C(=O)O)N)SC1)C(=O)O,415.4,-4.4,202.0,4.0,10.0,10.0,PubChem,Available
653,Cephalosporin analog,,,,,,,,,,Unresolved
654,Cephalothin Group,46936680.0,COC(=O)CC1=C(NC(SC1)C(C=O)NC(=O)CC2=CC=CS2)C(=O)O,398.5,0.4,175.0,3.0,9.0,9.0,PubChem,Available
655,Ceritinib,57379345.0,CC1=CC(=C(C=C1C2CCNCC2)OC(C)C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl,558.1,6.4,114.0,3.0,8.0,9.0,PubChem,Available
656,Cerium oxalate,165565.0,C(=O)(C(=O)[O-])[O-].C(=O)(C(=O)[O-])[O-].C(=O)(C(=O)[O-])[O-].[Ce+3].[Ce+3],544.29,,241.0,0.0,12.0,0.0,PubChem,Available
657,Cerivastatin,446156.0,CC(C)C1=C(C(=C(C(=N1)C(C)C)COC)C2=CC=C(C=C2)F)C=CC(CC(CC(=O)O)O)O,459.5,3.6,99.9,3.0,7.0,11.0,PubChem,Available
658,Cerlapirdine,16071605.0,CN(C)CCCOC1=CC2=C(NN=C2C=C1)S(=O)(=O)C3=CC=CC4=CC=CC=C43,409.5,4.3,83.7,1.0,5.0,7.0,PubChem,Available
659,Cethromycin,156417.0,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OCC=CC4=CC5=CC=CC=C5N=C4)C)C)NC(=O)O2)C,765.9,5.4,163.0,2.0,12.0,8.0,PubChem,Available
660,Cetirizine,2678.0,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,388.9,1.7,53.0,1.0,5.0,8.0,PubChem,Available
661,Cevimeline,25137844.0,CC1OC2(CN3CCC2CC3)CS1,199.32,1.5,37.8,0.0,3.0,0.0,PubChem,Available
662,Chloral hydrate,2707.0,C(C(Cl)(Cl)Cl)(O)O,165.4,1.0,40.5,2.0,2.0,0.0,PubChem,Available
663,Chlorambucil,2708.0,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,304.2,1.7,40.5,1.0,3.0,9.0,PubChem,Available
664,Chloramphenicol,5959.0,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],323.13,1.1,115.0,3.0,5.0,5.0,PubChem,Available
665,Chloramphenicol succinate,656580.0,C1=CC(=CC=C1C(C(COC(=O)CCC(=O)O)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],423.2,1.1,159.0,3.0,8.0,10.0,PubChem,Available
666,Chlorcyclizine,2710.0,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,300.8,4.5,6.5,0.0,2.0,3.0,PubChem,Available
667,Chlordiazepoxide,2712.0,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,299.75,2.4,48.2,1.0,3.0,1.0,PubChem,Available
668,Chlorhexadol,19094.0,CC(CC(C)(C)O)OC(C(Cl)(Cl)Cl)O,265.6,2.1,49.7,2.0,3.0,4.0,PubChem,Available
669,Chloride ion,312.0,[Cl-],35.45,0.8,0.0,0.0,1.0,0.0,PubChem,Available
670,Chlormadinone,5284533.0,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)CCC34C)Cl)C)O,362.9,3.0,54.4,1.0,3.0,1.0,PubChem,Available
671,Chlormadinone acetate,9324.0,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)CCC34C)Cl)C)OC(=O)C,404.9,3.6,60.4,0.0,4.0,3.0,PubChem,Available
672,Chlormezanone,2717.0,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,273.74,1.1,62.8,0.0,3.0,1.0,PubChem,Available
673,Chloroform,6212.0,C(Cl)(Cl)Cl,119.37,2.3,0.0,0.0,0.0,0.0,PubChem,Available
674,Chloroprocaine,8612.0,CCN(CC)CCOC(=O)C1=C(C=C(C=C1)N)Cl,270.75,2.9,55.6,1.0,4.0,7.0,PubChem,Available
675,Chloropyramine,25295.0,CN(C)CCN(CC1=CC=C(C=C1)Cl)C2=CC=CC=N2,289.8,3.9,19.4,0.0,3.0,6.0,PubChem,Available
676,Chloroquine,2719.0,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,319.9,4.6,28.2,1.0,3.0,8.0,PubChem,Available
677,Chlorothiazide,2720.0,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,295.7,-0.2,135.0,2.0,6.0,1.0,PubChem,Available
678,Chlorotrianisene,11289.0,COC1=CC=C(C=C1)C(=C(C2=CC=C(C=C2)OC)Cl)C3=CC=C(C=C3)OC,380.9,6.4,27.7,0.0,3.0,6.0,PubChem,Available
679,Chlorpheniramine,2725.0,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,274.79,3.4,16.1,0.0,2.0,5.0,PubChem,Available
680,Chlorphenoxamine,6475.0,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCN(C)C,303.8,4.1,12.5,0.0,2.0,6.0,PubChem,Available
681,Chlorphentermine,10007.0,CC(C)(CC1=CC=C(C=C1)Cl)N,183.68,2.6,26.0,1.0,1.0,2.0,PubChem,Available
682,Chlorproethazine,65750.0,CCN(CC)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,346.9,5.9,31.8,0.0,3.0,6.0,PubChem,Available
683,Chlorproguanil,9571037.0,CC(C)N=C(N)N=C(N)NC1=CC(=C(C=C1)Cl)Cl,288.17,3.0,88.8,3.0,1.0,4.0,PubChem,Available
684,Chlorpromazine,2726.0,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,318.9,5.2,31.8,0.0,3.0,4.0,PubChem,Available
685,Chlorpropamide,2727.0,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,276.74,2.3,83.7,2.0,3.0,4.0,PubChem,Available
686,Chlorprothixene,667467.0,CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,315.9,5.2,28.5,0.0,2.0,3.0,PubChem,Available
687,Chlorsulfaquinoxaline,72462.0,C1=CC2=NC(=CN=C2C(=C1)Cl)NS(=O)(=O)C3=CC=C(C=C3)N,334.8,2.3,106.0,2.0,6.0,3.0,PubChem,Available
688,Chlortetracycline,54675777.0,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)N)N(C)C)O,478.9,-1.3,182.0,6.0,9.0,2.0,PubChem,Available
689,Chlorzoxazone,2733.0,C1=CC2=C(C=C1Cl)NC(=O)O2,169.56,1.8,38.3,1.0,2.0,0.0,PubChem,Available
690,Cholecalciferol,5280795.0,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,384.6,7.9,20.2,1.0,1.0,6.0,PubChem,Available
691,Cholesterol,5997.0,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,386.7,8.7,20.2,1.0,1.0,5.0,PubChem,Available
692,Cholic Acid,221493.0,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,408.6,3.6,98.0,4.0,5.0,4.0,PubChem,Available
693,Choline,305.0,C[N+](C)(C)CCO,104.17,-0.4,20.2,1.0,1.0,2.0,PubChem,Available
694,Chromic cation,27668.0,[Cr+3],51.996,,0.0,0.0,0.0,0.0,PubChem,Available
695,Chromium,23976.0,[Cr],51.996,,0.0,0.0,0.0,0.0,PubChem,Available
696,Chromium picolinate,151932.0,C1=CC=NC(=C1)C(=O)[O-].C1=CC=NC(=C1)C(=O)[O-].C1=CC=NC(=C1)C(=O)[O-].[Cr+3],418.3,,159.0,0.0,9.0,0.0,PubChem,Available
697,Cibenzoline,2747.0,C1CN=C(N1)C2CC2(C3=CC=CC=C3)C4=CC=CC=C4,262.3,2.7,24.4,1.0,1.0,3.0,PubChem,Available
698,Ciclesonide,6918155.0,CC(C)C(=O)OCC(=O)C12C(CC3C1(CC(C4C3CCC5=CC(=O)C=CC45C)O)C)OC(O2)C6CCCCC6,540.7,5.3,99.1,1.0,7.0,6.0,PubChem,Available
699,Cicletanine,54910.0,CC1=NC=C2C(OCC2=C1O)C3=CC=C(C=C3)Cl,261.7,2.4,42.4,1.0,3.0,1.0,PubChem,Available
700,Ciclopirox,2749.0,CC1=CC(=O)N(C(=C1)C2CCCCC2)O,207.27,2.0,40.5,1.0,2.0,1.0,PubChem,Available
701,Cidofovir,60613.0,C1=CN(C(=O)N=C1N)CC(CO)OCP(=O)(O)O,279.19,-3.6,146.0,4.0,6.0,6.0,PubChem,Available
702,Cidoxepin,667468.0,CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,279.4,4.3,12.5,0.0,2.0,3.0,PubChem,Available
703,Ciglitazone,2750.0,CC1(CCCCC1)COC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,333.4,4.8,80.7,1.0,4.0,5.0,PubChem,Available
704,Cilansetron,6918107.0,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC5=C4N3CCC5,319.4,2.6,39.8,0.0,2.0,2.0,PubChem,Available
705,Cilastatin,6435415.0,CC1(CC1C(=O)NC(=CCCCCSCC(C(=O)O)N)C(=O)O)C,358.5,-1.0,155.0,4.0,7.0,11.0,PubChem,Available
706,Cilazapril,56330.0,CCOC(=O)C(CCC1=CC=CC=C1)NC2CCCN3CCCC(N3C2=O)C(=O)O,417.5,0.6,99.2,2.0,7.0,9.0,PubChem,Available
707,Cilazaprilat,64766.0,C1CC(C(=O)N2C(CCCN2C1)C(=O)O)NC(CCC3=CC=CC=C3)C(=O)O,389.4,-2.4,110.0,3.0,7.0,7.0,PubChem,Available
708,Cilnidipine,5282138.0,CC1=C(C(C(=C(N1)C)C(=O)OCC=CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OCCOC,492.5,4.4,120.0,1.0,8.0,11.0,PubChem,Available
709,Cilostazol,2754.0,C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,369.5,3.1,81.9,1.0,5.0,7.0,PubChem,Available
710,Cimetidine,2756.0,CC1=C(N=CN1)CSCCNC(=NC)NC#N,252.34,0.4,114.0,3.0,4.0,7.0,PubChem,Available
711,Cimetropium,20054871.0,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)CC5CC5,358.5,2.1,59.1,1.0,4.0,7.0,PubChem,Available
712,Cimicoxib,213053.0,COC1=C(C=C(C=C1)C2=C(N=CN2C3=CC=C(C=C3)S(=O)(=O)N)Cl)F,381.8,2.9,95.6,1.0,6.0,4.0,PubChem,Available
713,Cinacalcet,156419.0,CC(C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F,357.4,6.1,12.0,1.0,4.0,6.0,PubChem,Available
714,Cinazepam,629281.0,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Br)OC(=O)CCC(=O)O)Cl,465.7,2.5,105.0,2.0,6.0,6.0,PubChem,Available
715,Cinchocaine,3025.0,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC,343.5,4.4,54.5,1.0,4.0,10.0,PubChem,Available
716,Cinchophen,8593.0,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O,249.26,3.4,50.2,1.0,3.0,2.0,PubChem,Available
717,Cinitapride,68867.0,CCOC1=CC(=C(C=C1C(=O)NC2CCN(CC2)CC3CCC=CC3)[N+](=O)[O-])N,402.5,3.6,113.0,2.0,6.0,6.0,PubChem,Available
718,Cinnamaldehyde,637511.0,C1=CC=C(C=C1)C=CC=O,132.16,1.9,17.1,0.0,1.0,2.0,PubChem,Available
719,Cinnarizine,1547484.0,C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,368.5,5.8,6.5,0.0,2.0,6.0,PubChem,Available
720,Cinolazepam,3033621.0,C1=CC=C(C(=C1)C2=NC(C(=O)N(C3=C2C=C(C=C3)Cl)CCC#N)O)F,357.8,2.0,76.7,1.0,5.0,3.0,PubChem,Available
721,Cinoxacin,2762.0,CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3,262.22,2.1,88.4,1.0,7.0,2.0,PubChem,Available
722,Ciprofibrate,2763.0,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl,289.15,3.4,46.5,1.0,3.0,4.0,PubChem,Available
723,Ciprofloxacin,2764.0,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,331.34,-1.1,72.9,2.0,7.0,3.0,PubChem,Available
724,Cirazoline,2765.0,C1CC1C2=CC=CC=C2OCC3=NCCN3,216.28,1.8,33.6,1.0,2.0,4.0,PubChem,Available
725,Cisapride,6917698.0,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,465.9,3.4,86.1,2.0,7.0,9.0,PubChem,Available
726,Citalopram,2771.0,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,324.4,3.2,36.3,0.0,4.0,5.0,PubChem,Available
727,Citrulline,9750.0,C(CC(C(=O)O)N)CNC(=O)N,175.19,-4.3,118.0,4.0,4.0,5.0,PubChem,Available
728,Cladribine,20279.0,C1C(C(OC1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,285.69,0.8,119.0,3.0,7.0,2.0,PubChem,Available
729,Clarithromycin,84029.0,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,748.0,3.2,183.0,4.0,14.0,8.0,PubChem,Available
730,Clavulanic acid,5280980.0,C1C2N(C1=O)C(C(=CCO)O2)C(=O)O,199.16,-1.2,87.1,2.0,5.0,2.0,PubChem,Available
731,Clemastine,26987.0,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C,343.9,5.0,12.5,0.0,2.0,6.0,PubChem,Available
732,Clenbuterol,2783.0,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O,277.19,2.2,58.3,3.0,3.0,4.0,PubChem,Available
733,Clevidipine,153994.0,CCCC(=O)OCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,456.3,4.3,90.9,1.0,7.0,10.0,PubChem,Available
734,Clidinium,2784.0,C[N+]12CCC(CC1)C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,352.4,3.3,46.5,1.0,3.0,5.0,PubChem,Available
735,Clinafloxacin,60063.0,C1CC1N2C=C(C(=O)C3=CC(=C(C(=C32)Cl)N4CCC(C4)N)F)C(=O)O,365.8,0.4,86.9,2.0,7.0,3.0,PubChem,Available
736,Clindamycin,446598.0,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,425.0,2.2,128.0,4.0,7.0,7.0,PubChem,Available
737,Clobazam,2789.0,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,300.74,2.1,40.6,0.0,2.0,1.0,PubChem,Available
738,Clobetasol,5311051.0,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)F)C,410.9,2.5,74.6,2.0,5.0,2.0,PubChem,Available
739,Clobetasol propionate,32798.0,CCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)C(=O)CCl,467.0,3.8,80.7,1.0,6.0,5.0,PubChem,Available
740,Clobetasone,71387.0,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(=O)CC2(C1(C(=O)CCl)O)C)F)C,408.9,2.6,71.4,1.0,5.0,2.0,PubChem,Available
741,Clocortolone,5311052.0,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)Cl)C)F,410.9,2.5,74.6,2.0,5.0,2.0,PubChem,Available
742,Clocortolone acetate,11954353.0,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)COC(=O)C)C)O)Cl)C)F,452.9,3.1,80.7,1.0,6.0,4.0,PubChem,Available
743,Clodronic acid,25419.0,C(P(=O)(O)O)(P(=O)(O)O)(Cl)Cl,244.89,-2.1,115.0,4.0,6.0,2.0,PubChem,Available
744,Clofarabine,119182.0,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)F)Cl)N,303.68,0.9,119.0,3.0,8.0,2.0,PubChem,Available
745,Clofazimine,2794.0,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,473.4,7.1,40.0,1.0,4.0,4.0,PubChem,Available
746,Clofedanol,2795.0,CN(C)CCC(C1=CC=CC=C1)(C2=CC=CC=C2Cl)O,289.8,3.6,23.5,1.0,2.0,5.0,PubChem,Available
747,Clofenamide,69594.0,C1=CC(=C(C=C1S(=O)(=O)N)S(=O)(=O)N)Cl,270.7,-0.7,137.0,2.0,6.0,2.0,PubChem,Available
748,Clofibrate,2796.0,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,242.7,3.3,35.5,0.0,3.0,5.0,PubChem,Available
749,Clofibride,160134.0,CC(C)(C(=O)OCCCC(=O)N(C)C)OC1=CC=C(C=C1)Cl,327.8,2.8,55.8,0.0,4.0,8.0,PubChem,Available
750,Clomethiazole,10783.0,CC1=C(SC=N1)CCCl,161.65,2.1,41.1,0.0,2.0,2.0,PubChem,Available
751,Clometocillin,71807.0,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC(=C(C=C3)Cl)Cl)OC)C(=O)O)C,433.3,2.7,121.0,2.0,6.0,5.0,PubChem,Available
752,Clomifene,1548955.0,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3,406.0,7.2,12.5,0.0,2.0,9.0,PubChem,Available
753,Clomipramine,2801.0,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,314.9,5.2,6.5,0.0,2.0,4.0,PubChem,Available
754,Clomocycline,54680675.0,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)NCO)N(C)C)O,508.9,-1.5,188.0,7.0,10.0,3.0,PubChem,Available
755,Clonazepam,2802.0,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,315.71,2.4,87.3,1.0,4.0,1.0,PubChem,Available
756,Clonidine,2803.0,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,230.09,1.6,36.4,2.0,1.0,2.0,PubChem,Available
757,Clonixin,28718.0,CC1=C(C=CC=C1Cl)NC2=C(C=CC=N2)C(=O)O,262.69,3.8,62.2,2.0,4.0,3.0,PubChem,Available
758,Clopamide,12492.0,CC1CCCC(N1NC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N)C,345.8,2.3,101.0,2.0,5.0,3.0,PubChem,Available
759,Clopenthixol,12454.0,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,401.0,4.3,52.0,1.0,4.0,5.0,PubChem,Available
760,Clopidogrel,60606.0,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,321.8,3.8,57.8,0.0,4.0,4.0,PubChem,Available
761,Cloprednol,5284535.0,CC12CC(C3C(C1CCC2(C(=O)CO)O)C=C(C4=CC(=O)C=CC34C)Cl)O,392.9,1.9,94.8,3.0,5.0,2.0,PubChem,Available
762,Cloprostenol,5311053.0,C1C(C(C(C1O)C=CC(COC2=CC(=CC=C2)Cl)O)CC=CCCCC(=O)O)O,424.9,2.7,107.0,4.0,6.0,11.0,PubChem,Available
763,Cloranolol,65814.0,CC(C)(C)NCC(COC1=C(C=CC(=C1)Cl)Cl)O,292.2,3.1,41.5,2.0,3.0,6.0,PubChem,Available
764,Clorazepic acid,2809.0,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,314.72,3.3,78.8,2.0,4.0,2.0,PubChem,Available
765,Clorexolone,16473.0,C1CCC(CC1)N2CC3=CC(=C(C=C3C2=O)S(=O)(=O)N)Cl,328.8,2.0,88.9,1.0,4.0,2.0,PubChem,Available
766,Clorgiline,4380.0,CN(CCCOC1=C(C=C(C=C1)Cl)Cl)CC#C,272.17,4.2,12.5,0.0,2.0,6.0,PubChem,Available
767,Cloricromen,68876.0,CCN(CC)CCC1=C(C2=C(C(=C(C=C2)OCC(=O)OCC)Cl)OC1=O)C,395.9,3.8,65.1,0.0,6.0,10.0,PubChem,Available
768,Clorindione,70846.0,C1=CC=C2C(=C1)C(=O)C(C2=O)C3=CC=C(C=C3)Cl,256.68,3.5,34.1,0.0,2.0,1.0,PubChem,Available
769,Clorobiocin,54706138.0,CC1=CC=C(N1)C(=O)OC2C(C(OC(C2OC)(C)C)OC3=C(C4=C(C=C3)C(=C(C(=O)O4)NC(=O)C5=CC(=C(C=C5)O)CC=C(C)C)O)Cl)O,697.1,5.3,186.0,5.0,11.0,10.0,PubChem,Available
770,Clorsulon,43231.0,C1=C(C(=CC(=C1N)S(=O)(=O)N)S(=O)(=O)N)C(=C(Cl)Cl)Cl,380.7,1.2,163.0,3.0,7.0,3.0,PubChem,Available
771,Clostebol,68947.0,CC12CCC3C(C1CCC2O)CCC4=C(C(=O)CCC34C)Cl,322.9,4.2,37.3,1.0,2.0,0.0,PubChem,Available
772,Clothiapine,16351.0,CN1CCN(CC1)C2=NC3=CC=CC=C3SC4=C2C=C(C=C4)Cl,343.9,3.6,44.1,0.0,3.0,1.0,PubChem,Available
773,Clotiazepam,2811.0,CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,318.8,3.5,60.9,0.0,3.0,2.0,PubChem,Available
774,Clotrimazole,2812.0,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,344.8,5.0,17.8,0.0,1.0,4.0,PubChem,Available
775,Cloxacillin,6098.0,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,435.9,2.4,138.0,2.0,7.0,4.0,PubChem,Available
776,Cloxazolam,2816.0,C1COC2(N1CC(=O)NC3=C2C=C(C=C3)Cl)C4=CC=CC=C4Cl,349.2,3.2,41.6,1.0,3.0,1.0,PubChem,Available
777,Clozapine,135398737.0,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,326.8,3.1,30.9,1.0,3.0,1.0,PubChem,Available
778,Cobicistat,25151504.0,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5,776.0,5.7,195.0,3.0,10.0,20.0,PubChem,Available
779,Cobimetinib,16222096.0,C1CCNC(C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O,531.3,3.9,64.6,3.0,7.0,4.0,PubChem,Available
780,Cocaine,446220.0,CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC,303.35,2.3,55.8,0.0,5.0,5.0,PubChem,Available
781,Codeine,5284371.0,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O,299.4,1.1,41.9,1.0,4.0,1.0,PubChem,Available
782,Colchicine,6167.0,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,399.4,1.0,83.1,1.0,6.0,5.0,PubChem,Available
783,Colistimethate,,,,,,,,,,Unresolved
784,Combretastatin A4,5351344.0,COC1=C(C=C(C=C1)C=CC2=CC(=C(C(=C2)OC)OC)OC)O,316.3,3.7,57.2,1.0,5.0,6.0,PubChem,Available
785,Conivaptan,151171.0,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6,498.6,5.7,78.1,2.0,3.0,4.0,PubChem,Available
786,Copanlisib,135565596.0,COC1=C(C=CC2=C3NCCN3C(=NC(=O)C4=CN=C(N=C4)N)N=C21)OCCCN5CCOCC5,480.5,0.3,140.0,2.0,9.0,7.0,PubChem,Available
787,Copper,23978.0,[Cu],63.55,,0.0,0.0,0.0,0.0,PubChem,Available
788,Cordycepin,6303.0,C1C(OC(C1O)N2C=NC3=C(N=CN=C32)N)CO,251.24,-1.2,119.0,3.0,7.0,2.0,PubChem,Available
789,Corticosterone,5753.0,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,346.5,1.9,74.6,2.0,4.0,2.0,PubChem,Available
790,Cortisone,222786.0,CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C,360.4,1.5,91.7,2.0,5.0,2.0,PubChem,Available
791,Cortisone acetate,5745.0,CC(=O)OCC(=O)C1(CCC2C1(CC(=O)C3C2CCC4=CC(=O)CCC34C)C)O,402.5,2.1,97.7,1.0,6.0,4.0,PubChem,Available
792,Cortivazol,66249.0,CC1CC2C3C=C(C4=CC5=C(CC4(C3C(CC2(C1(C(=O)COC(=O)C)O)C)O)C)C=NN5C6=CC=CC=C6)C,530.7,3.9,102.0,2.0,6.0,5.0,PubChem,Available
793,Coumaphos,2871.0,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)C,362.8,4.5,86.1,0.0,6.0,6.0,PubChem,Available
794,Coumarin,323.0,C1=CC=C2C(=C1)C=CC(=O)O2,146.14,1.4,26.3,0.0,2.0,0.0,PubChem,Available
795,Coumermycin A1,54675768.0,CC1=CC=C(N1)C(=O)OC2C(C(OC(C2OC)(C)C)OC3=C(C4=C(C=C3)C(=C(C(=O)O4)NC(=O)C5=CNC(=C5C)C(=O)NC6=C(C7=C(C(=C(C=C7)OC8C(C(C(C(O8)(C)C)OC)OC(=O)C9=CC=C(N9)C)O)C)OC6=O)O)O)C)O,1110.1,4.6,347.0,9.0,20.0,16.0,PubChem,Available
796,Crenolanib,10366136.0,CC1(COC1)COC2=CC3=C(C=C2)N(C=N3)C4=NC5=C(C=CC=C5N6CCC(CC6)N)C=C4,443.5,3.7,78.4,1.0,6.0,5.0,PubChem,Available
797,Crizotinib,11626560.0,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,450.3,3.7,78.0,2.0,6.0,5.0,PubChem,Available
798,Curcumin,969516.0,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,368.4,3.2,93.1,2.0,6.0,8.0,PubChem,Available
