"# GtoPdb Version: 2026.2 - published: 2026-06-15"
"Target","Target ID","Target Subunit IDs","Target Gene Symbol","Target UniProt ID","Target Ensembl Gene ID","Target Ligand","Target Ligand ID","Target Ligand Subunit IDs","Target Ligand Gene Symbol","Target Ligand UniProt ID","Target Ligand Ensembl Gene ID","Target Ligand PubChem SID","Target Species","Ligand ID","Ligand","Ligand Type","Ligand Subunit IDs","Ligand Gene Symbol","Ligand Species","Ligand PubChem SID","Approved","Type","Action","Action comment","Selectivity","Endogenous","Primary Target","concentration Range","Affinity Units","Affinity High","Affinity Median","Affinity Low","Original Affinity Units","Original Affinity Low nm","Original Affinity Median nm","Original Affinity High nm","Original Affinity Relation","Assay Description","Receptor Site","Ligand Context","PubMed ID","Webpage URLs","Patent Numbers"
"DAT","927",,"Slc6a3","P23977","ENSRNOG00000017302",,"",,,,,"","Rat","7555","modafinil",,,,,"223365891","true","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","5.420000076293945","","Ki","","3800.0","","=","Inhibition of high affinity uptake by the dopamine transporter from rat synaptosomal nerve endings using [<sup>3</sup>H]dopamine as radioligand","","","15537337",,
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","4792","nomifensine",,,,,"178101494","true","Inhibitor","Inhibition","","Non-selective","false","true","","-","","","","-","","","","=","","","",,,
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","7266","phenelzine",,,,,"178103840","true","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","5.079999923706055","","Ki","","8400.0","","=","","","","9537821",,
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","2586","sibutramine","https://doi.org/10.22427/NTP-DATA-107-022-001-000-3",,,,"135651043","true","Inhibitor","Inhibition","","Family selective","false","true","","pKi","","6.300000190734863","","Ki","","502.0","","=","","","",,"https://doi.org/10.22427/NTP-DATA-107-022-001-000-3",
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","10342","solriamfetol",,,,,"381745023","true","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","4.849999904632568","","Ki","","14200.0","","=","In a radioligand binding assay using HEK293 cells expressing hDAT.","","","29891587",,
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","10342","solriamfetol",,,,,"381745023","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.539999961853027","","IC50","","2900.0","","=","In a DA reuptake assay in HEK293 cells expressing hDAT.","","","29891587",,
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","4638","[<sup>3</sup>H]GBR12935",,,,,"178101356","false","Inhibitor","Inhibition","","Non-selective","false","false","","pKd","","8.5","","Kd","","3.0","","=","","","","8302271",,
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","4605","[<sup>3</sup>H]WIN35428",,,,,"178101325","false","Inhibitor","Inhibition","","Non-selective","false","false","","pKd","","8.0","","Kd","","10.0","","=","","","","8302271",,
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","12766","toludesvenlafaxine",,,,,"483123314","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.309999942779541","","IC50","","491.0","","=","","","","31617718",,
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","7317","trimipramine",,,,,"178103890","true","Inhibitor","Inhibition","","Non-selective","false","true","","pKi","","5.420000076293945","","Ki","","3780.0","","=","","","","9537821",,
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","9983","vanoxerine",,,,,"374883870","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","9.0","","Ki","","1.0","","=","","","","2530094|6237922|1678014",,
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","4606","WIN35428",,,,,"178101326","false","Inhibitor","Inhibition","","Selective","false","false","","pKi","","7.900000095367432","","Ki","","12.5","","=","","","","8878059",,
"DMT1","967",,"SLC11A2","P49281","ENSG00000110911",,"",,,,,"","Human","8814","compound 6b [PMID: 22749870]",,,,,"252827472","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.099999904632568","","IC50","","80.0","","=","","","","22749870",,
"Equilibrative nucleoside transporter 1","1117",,"SLC29A1","Q99808","ENSG00000112759",,"",,,,,"","Human","4717","dilazep",,,,,"178101428","false","Inhibitor","Inhibition","","Non-selective","false","false","","pKi","","9.0","","Ki","","1.0","","=","","","",,,
"Equilibrative nucleoside transporter 1","1117",,"SLC29A1","Q99808","ENSG00000112759",,"",,,,,"","Human","4807","dipyridamole",,,,,"178101509","true","Inhibitor","Inhibition","","Non-selective","false","true","","pKi","","8.800000190734863","","Ki","","1.5","","=","","","","14634039",,
"Equilibrative nucleoside transporter 1","1117",,"SLC29A1","Q99808","ENSG00000112759",,"",,,,,"","Human","4590","draflazine",,,,,"178101311","false","Inhibitor","Inhibition","","Non-selective","false","false","","pKi","","9.600000381469727","","Ki","","0.2800000011920929","","=","","","","10763851",,
"Equilibrative nucleoside transporter 1","1117",,"SLC29A1","Q99808","ENSG00000112759",,"",,,,,"","Human","13932","EOS-984","https://patents.google.com/patent/US20230203058A1",,,,"513757617","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","9.0","","7.699999809265137","IC50","20.0","","1.0","=","Binned IC<sub>50</sub> value, determined in a fluorescent competition binding assay using JAR cells expressing ENT1","","",,"https://patents.google.com/patent/US20230203058A1","US20230203058A1"
"Equilibrative nucleoside transporter 1","1117",,"SLC29A1","Q99808","ENSG00000112759",,"",,,,,"","Human","4734","KF24345",,,,,"178101445","false","Inhibitor","Inhibition",,"Non-selective","false","false",,"pKi","","9.4","","Ki","","0.4","",,,,,"14634039",,
"Equilibrative nucleoside transporter 1","1117",,"SLC29A1","Q99808","ENSG00000112759",,"",,,,,"","Human","4513","NBTGR ",,,,,"178101239","false","Inhibitor","Inhibition",,"Non-selective","false","false",,"pKi","","9.3","","Ki","","0.5","",,,,,,,
"Equilibrative nucleoside transporter 1","1117",,"SLC29A1","Q99808","ENSG00000112759",,"",,,,,"","Human","4512","nitrobenzylmercaptopurine ribonucleoside",,,,,"178101238","false","Inhibitor","Inhibition","","Non-selective","false","false","","pKi","","9.699999809265137","","Ki","","0.20000000298023224","","=","","","",,,
"Equilibrative nucleoside transporter 1","1117",,"SLC29A1","Q99808","ENSG00000112759",,"",,,,,"","Human","1765","ticagrelor",,,,,"135649975","true","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","7.300000190734863","","-","","","","=","","","","24414167",,
"Equilibrative nucleoside transporter 1","1117",,"SLC29A1","Q99808","ENSG00000112759",,"",,,,,"","Human","4511","[<sup>3</sup>H]nitrobenzylmercaptopurine ribonucleoside",,,,,"178101237","false","None","None",,"Non-selective","false","false",,"pKd","","9.3","","Kd","","0.5","",,,,,,,
"Erythrocyte urea transporter","982",,"Slc14a1","Q8VHL0","ENSMUSG00000059336",,"",,,,,"","Mouse","8881","compound 1a [PMID: 23597791]",,,,,"252827538","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.599999904632568","","IC50","","25.0","","=","","","","23597791",,
"Erythrocyte urea transporter","982",,"SLC14A1","Q13336","ENSG00000141469",,"",,,,,"","Human","8881","compound 1a [PMID: 23597791]",,,,,"252827538","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","7.960000038146973","","IC50","","11.0","","~","","","","23597791",,
"Erythrocyte urea transporter","982",,"Slc14a1","P97689","ENSRNOG00000016753",,"",,,,,"","Rat","11156","compound 8ay [PMID: 29589443]",,,,,"434122216","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.699999809265137","","IC50","","2000.0","","~","","","","29589443",,
"Erythrocyte urea transporter","982",,"Slc14a1","Q8VHL0","ENSMUSG00000059336",,"",,,,,"","Mouse","14091","compound E3",,,,,"518520718","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.320000171661377","","IC50","","47.70000076293945","","=","Determined as inhibition of UT-B-promoted urea transport in the red blood cell lysis assay","","","40299675|40523902",,
"Erythrocyte urea transporter","982",,"Slc14a1","P97689","ENSRNOG00000016753",,"",,,,,"","Rat","14091","compound E3",,,,,"518520718","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.119999885559082","","IC50","","7.599999904632568","","=","Determined as inhibition of UT-B-promoted urea transport in the red blood cell lysis assay","","","40299675|40523902",,
"Erythrocyte urea transporter","982",,"SLC14A1","Q13336","ENSG00000141469",,"",,,,,"","Human","14091","compound E3",,,,,"518520718","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.599999904632568","","IC50","","25.0","","=","Determined as inhibition of UT-B-promoted urea transport in the red blood cell lysis assay","","","40299675|40523902",,
"Excitatory amino acid transporter 1","868",,"SLC1A3","P43003","ENSG00000079215",,"",,,,,"","Human","4631","DL-TBOA",,,,,"178101349","false","Inhibitor","Inhibition",,"Non-selective","false","false",,"pKB","","5.0","","KB","","9000.0","",,,,,"9463476",,
"Excitatory amino acid transporter 1","868",,"SLC1A3","P43003","ENSG00000079215",,"",,,,,"","Human","4609","UCPH-101",,,,,"178101329","false","Inhibitor","Inhibition","membrane potential assay","Non-selective","false","false",,"pIC50","","6.9","","IC50","","120.0","",,,,,"19161278",,
"Excitatory amino acid transporter 1","868",,"Slc1a3","P24942","ENSRNOG00000016163",,"",,,,,"","Rat","4492","[<sup>3</sup>H]ETB-TBOA",,,,,"178101220","false","None","Binding","","Non-selective","false","false","","pKd","","7.800000190734863","","Kd","","15.5","","=","","","","17047096",,
"Excitatory amino acid transporter 1","868",,"SLC1A3","P43003","ENSG00000079215",,"",,,,,"","Human","4698","[<sup>3</sup>H]D-aspartic acid",,,,,"178101410","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"Excitatory amino acid transporter 1","868",,"SLC1A3","P43003","ENSG00000079215",,"",,,,,"","Human","4534","[<sup>3</sup>H]L-aspartic acid",,,,,"178101255","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"Excitatory amino acid transporter 1","868",,"SLC1A3","P43003","ENSG00000079215",,"",,,,,"","Human","4075","[<sup>3</sup>H]SYM2081",,,,,"178100898","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"Excitatory amino acid transporter 2","869",,"SLC1A2","P43004","ENSG00000110436",,"",,,,,"","Human","12135","(R)-AS-1",,,,,"472319257","false","Allosteric modulator","Positive","","Selective","false","false","","pEC50","","7.960000038146973","","EC50","","11.0","","=","Measuring glutamate uptake mediated by EAAT2.","","","35984707",,
"Excitatory amino acid transporter 2","869",,"SLC1A2","P43004","ENSG00000110436",,"",,,,,"","Human","4571","dihydrokainate",,,,,"178101292","false","Inhibitor","Inhibition",,"Non-selective","false","false",,"pKB","","5.0","","KB","","9000.0","",,,,,,,
"Excitatory amino acid transporter 2","869",,"SLC1A2","P43004","ENSG00000110436",,"",,,,,"","Human","4631","DL-TBOA",,,,,"178101349","false","Inhibitor","Inhibition",,"Non-selective","false","false",,"pKB","","6.9","","KB","","120.0","",,,,,"9463476",,
"Excitatory amino acid transporter 2","869",,"SLC1A2","P43004","ENSG00000110436",,"",,,,,"","Human","4317","SYM2081",,,,,"178101134","false","Inhibitor","Inhibition",,"Non-selective","false","false",,"pKB","","5.5","","KB","","3400.0","",,,,,"9145919",,
"Excitatory amino acid transporter 2","869",,"SLC1A2","P43004","ENSG00000110436",,"",,,,,"","Human","4573","threo-3-methylglutamate",,,,,"178101294","false","Inhibitor","Inhibition",,"Non-selective","false","false",,"pKB","","4.7","","KB","","18000.0","",,,,,"9145919",,
"Excitatory amino acid transporter 2","869",,"SLC1A2","P43004","ENSG00000110436",,"",,,,,"","Human","4531","WAY-213613",,,,,"178101252","false","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","7.099999904632568","","IC50","","85.0","","=","","","","16014807",,
"Excitatory amino acid transporter 2","869",,"Slc1a2","P31596","ENSRNOG00000005479",,"",,,,,"","Rat","4492","[<sup>3</sup>H]ETB-TBOA",,,,,"178101220","false","None","Binding","","Non-selective","false","false","","pKd","","7.800000190734863","","Kd","","16.200000762939453","","=","","","","17047096",,
"Excitatory amino acid transporter 2","869",,"SLC1A2","P43004","ENSG00000110436",,"",,,,,"","Human","4698","[<sup>3</sup>H]D-aspartic acid",,,,,"178101410","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"Excitatory amino acid transporter 2","869",,"SLC1A2","P43004","ENSG00000110436",,"",,,,,"","Human","4534","[<sup>3</sup>H]L-aspartic acid",,,,,"178101255","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"Excitatory amino acid transporter 2","869",,"SLC1A2","P43004","ENSG00000110436",,"",,,,,"","Human","4075","[<sup>3</sup>H]SYM2081",,,,,"178100898","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"Excitatory amino acid transporter 3","870",,"SLC1A1","P43005","ENSG00000106688",,"",,,,,"","Human","4631","DL-TBOA",,,,,"178101349","false","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","5.099999904632568","","IC50","","8000.0","","=","","","","11078189",,
"Excitatory amino acid transporter 3","870",,"SLC1A1","P43005","ENSG00000106688",,"",,,,,"","Human","4625","L-&beta;-BA",,,,,"178101343","false","Inhibitor","Inhibition","[<sup>3</sup>H]D-aspartate uptake assay","Non-selective","false","false","","pKi","","6.099999904632568","","Ki","","800.0","","=","","","","16183084",,
"Excitatory amino acid transporter 3","870",,"SLC1A1","P43005","ENSG00000106688",,"",,,,,"","Human","4626","NBI-59159",,,,,"178101344","false","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","7.099999904632568","","IC50","","90.0","","=","","","","17017964",,
"Excitatory amino acid transporter 3","870",,"Slc1a1","P51907","ENSRNOG00000014816",,"",,,,,"","Rat","4492","[<sup>3</sup>H]ETB-TBOA",,,,,"178101220","false","None","Binding","","Non-selective","false","false","","pKd","","6.5","","Kd","","320.0","","=","","","","17047096",,
"Excitatory amino acid transporter 3","870",,"SLC1A1","P43005","ENSG00000106688",,"",,,,,"","Human","4698","[<sup>3</sup>H]D-aspartic acid",,,,,"178101410","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"Excitatory amino acid transporter 3","870",,"SLC1A1","P43005","ENSG00000106688",,"",,,,,"","Human","4534","[<sup>3</sup>H]L-aspartic acid",,,,,"178101255","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"Excitatory amino acid transporter 4","871",,"SLC1A6","P48664","ENSG00000105143",,"",,,,,"","Human","4631","DL-TBOA",,,,,"178101349","false","Inhibitor","Inhibition",,"Non-selective","false","false",,"pKi","","5.4","","Ki","","4400.0","",,,,,"11677257",,
"Excitatory amino acid transporter 4","871",,"SLC1A6","P48664","ENSG00000105143",,"",,,,,"","Human","4573","threo-3-methylglutamate",,,,,"178101294","false","Inhibitor","Inhibition",,"Non-selective","false","false",,"pKi","","4.3","","Ki","","50000.0","",,,,,"11299317",,
"Excitatory amino acid transporter 4","871",,"Slc1a6","O35921","ENSRNOG00000007509",,"",,,,,"","Rat","4492","[<sup>3</sup>H]ETB-TBOA",,,,,"178101220","false","None","Binding","","Non-selective","false","false","","pKd","","7.900000095367432","","Kd","","11.399999618530273","","=","","","","17047096",,
"Excitatory amino acid transporter 4","871",,"SLC1A6","P48664","ENSG00000105143",,"",,,,,"","Human","4698","[<sup>3</sup>H]D-aspartic acid",,,,,"178101410","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"Excitatory amino acid transporter 4","871",,"SLC1A6","P48664","ENSG00000105143",,"",,,,,"","Human","4534","[<sup>3</sup>H]L-aspartic acid",,,,,"178101255","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"Excitatory amino acid transporter 5","872",,"SLC1A7","O00341","ENSG00000162383",,"",,,,,"","Human","4631","DL-TBOA",,,,,"178101349","false","Inhibitor","Inhibition",,"Non-selective","false","false",,"pKi","","5.5","","Ki","","3200.0","",,,,,"11677257",,
"Excitatory amino acid transporter 5","872",,"Slc1a7",,"ENSRNOG00000011644",,"",,,,,"","Rat","4492","[<sup>3</sup>H]ETB-TBOA",,,,,"178101220","false","None","Binding","","Non-selective","false","false","","pKd","","7.599999904632568","","Kd","","24.799999237060547","","=","","","","17047096",,
"Excitatory amino acid transporter 5","872",,"SLC1A7","O00341","ENSG00000162383",,"",,,,,"","Human","4698","[<sup>3</sup>H]D-aspartic acid",,,,,"178101410","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"Excitatory amino acid transporter 5","872",,"SLC1A7","O00341","ENSG00000162383",,"",,,,,"","Human","4534","[<sup>3</sup>H]L-aspartic acid",,,,,"178101255","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"Fatty acid transport protein 1","1108",,"SLC27A1","Q6PCB7","ENSG00000130304",,"",,,,,"","Human","8801","compound 5k [PMID: 23528296]",,,,,"252827459","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.340000152587891","","IC50","","46.0","","=","","","","23528296",,
"Fatty acid transport protein 4","1111",,"SLC27A4","Q6P1M0","ENSG00000167114",,"",,,,,"","Human","8810","compound 1l [PMID: 16644217]",,,,,"252827468","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.050000190734863","","IC50","","90.0","","=","","","","16644217",,
"Ferroportin","1194",,"SLC40A1","Q9NP59","ENSG00000138449",,"",,,,,"","Human","8416","LY2928057","http://www.google.com.ar/patents/WO2010065496A1?cl=en",,,,"252166626","false","Antibody","Binding","","Selective","false","true","","-","","","","-","","","","=","","","",,"http://www.google.com.ar/patents/WO2010065496A1?cl=en","WO2010065496 A1"
"Ferroportin","1194",,"Slc40a1","Q9JHI9","ENSMUSG00000025993",,"",,,,,"","Mouse","11183","vamifeport",,,,,"434122243","false","Inhibitor","Antagonist","","Not Determined","false","false","","pIC50","","8.050000190734863","","IC50","","9.0","","=","Measuring VIT-2763-induced displacement of hepcidin binding to ferroportin in mouse J774 ells.","","","31638596",,
"GAT1","929",,"SLC6A1","P30531","ENSG00000157103",,"",,,,,"","Human","4612","CI-966",,,,,"178101332","false","Inhibitor","Inhibition","","Selective","false","false","","pIC50","","6.599999904632568","","IC50","","260.0","","=","","","","7851497",,
"GAT1","929",,"SLC6A1","P30531","ENSG00000157103",,"",,,,,"","Human","14485","E2730",,,,,"","false","Inhibitor","Inhibition","","Selective","false","false","","pIC50","","5.960000038146973","","IC50","","1100.0","","=","Determined as inhibition of GABA uptake in the presence of E2730","","","37052238",,
"GAT1","929",,"SLC6A1","P30531","ENSG00000157103",,"",,,,,"","Human","14485","E2730",,,,,"","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKd","","6.150000095367432","","Kd","","710.0","","=","Binding affinity for human brain synaptosomal membranes","","","37052238",,
"GAT1","929",,"Slc6a1","P31648","ENSMUSG00000030310",,"",,,,,"","Mouse","4756","LU32-176B",,,,,"178101466","false","Inhibitor","Inhibition","","Selective","false","false","","pIC50","","5.400000095367432","","IC50","","4000.0","","=","","","","15550575",,
"GAT1","929",,"SLC6A1","P30531","ENSG00000157103",,"",,,,,"","Human","4669","NNC-711",,,,,"178101384","false","Inhibitor","Inhibition","","Selective","false","false","","pIC50","","7.400000095367432","","IC50","","40.0","","=","","","","7851497",,
"GAT1","929",,"SLC6A1","P30531","ENSG00000157103",,"",,,,,"","Human","6512","(R)-EF-1520",,,,,"178103126","false","Inhibitor","Inhibition","","Selective","false","false","","pIC50","5.400000095367432","","5.099999904632568","IC50","8900.0","","4000.0","=","","","",,,
"GAT1","929",,"SLC6A1","P30531","ENSG00000157103",,"",,,,,"","Human","4583","(R/S) EF-1500",,,,,"178101304","false","Inhibitor","Inhibition","","Selective","false","false","","pIC50","5.7","","4.9","IC50","13000.0","","2000.0","=","","","",,,
"GAT1","929",,"SLC6A1","P30531","ENSG00000157103",,"",,,,,"","Human","6513","(S)-EF-1520",,,,,"178103127","false","Inhibitor","Inhibition","","Selective","false","false","","pIC50","3.9000000953674316","","3.5999999046325684","IC50","250000.0","","120000.0","=","","","",,,
"GAT1","929",,"SLC6A1","P30531","ENSG00000157103",,"",,,,,"","Human","4705","SKF89976A",,,,,"178101417","false","Inhibitor","Inhibition","","Selective","false","false","","pIC50","","6.900000095367432","","IC50","","130.0","","=","","","",,,
"GAT1","929",,"SLC6A1","P30531","ENSG00000157103",,"",,,,,"","Human","4685","[<sup>3</sup>H]tiagabine",,,,,"178101399","false","Inhibitor","Inhibition","","Non-selective","false","false","","-","","","","-","","","","=","","","",,,
"GAT1","929",,"SLC6A1","P30531","ENSG00000157103",,"",,,,,"","Human","4818","tiagabine",,,,,"178101520","true","Inhibitor","Inhibition","","Selective","false","true","","pIC50","","7.199999809265137","","IC50","","70.0","","=","","","","7851497",,
"GAT2","930",,"Slc6a13","P31646","ENSRNOG00000012876",,"",,,,,"","Rat","4677","SNAP-5114",,,,,"178101391","false","Inhibitor","Inhibition","","Selective","false","false","","pIC50","","4.699999809265137","","IC50","","20000.0","","=","","","","7874447",,
"GAT3","931",,,,,,"",,,,,"","None","4677","SNAP-5114",,,,,"178101391","false","Inhibitor","Inhibition","","Selective","false","false","","pIC50","","5.179999828338623","","IC50","","6600.0","","=","","","","7874447",,
"Glucose-6-phosphate transporter","1168",,"Slc37a4",,"ENSRNOG00000011361",,"",,,,,"","Rat","8845","S-4048",,,,,"252827502","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.699999809265137","","IC50","","2.0","","=","","","",,,
"Glucose transporter  1","875",,"SLC2A1","P11166","ENSG00000117394",,"",,,,,"","Human","8885","compound 30 [PMID: 22468970]",,,,,"310264666","false","Allosteric modulator","Negative","","Not Determined","false","false","","pIC50","","5.699999809265137","","IC50","","2000.0","","=","","","","22468970",,
"Glucose transporter  1","875",,"SLC2A1","P11166","ENSG00000117394",,"",,,,,"","Human","4643","[<sup>3</sup>H]2-deoxyglucose",,,,,"178101360","false","None","None","","Non-selective","false","false","","-","","","","-","","","","=","","","",,,
"Glucose transporter  2","876",,"SLC2A2","P11168","ENSG00000163581",,"",,,,,"","Human","4643","[<sup>3</sup>H]2-deoxyglucose",,,,,"178101360","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"Glucose transporter  3","877",,"SLC2A3","P11169","ENSG00000059804",,"",,,,,"","Human","4643","[<sup>3</sup>H]2-deoxyglucose",,,,,"178101360","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"Glucose transporter  4","878",,"SLC2A4","P14672","ENSG00000181856",,"",,,,,"","Human","4643","[<sup>3</sup>H]2-deoxyglucose",,,,,"178101360","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"GlyT1","935",,"Slc6a9","P28572","ENSRNOG00000019484",,"",,,,,"","Rat","11296","ASP2535",,,,,"434321731","false","Inhibitor","Inhibition","","Selective","false","false","","pIC50","","7.039999961853027","","IC50","","92.0","","=","","","","22542656",,
"GlyT1","935",,"SLC6A9","P48067","ENSG00000196517",,"",,,,,"","Human","7546","bitopertin",,,,,"223365882","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","7.329999923706055","","Ki","","47.0","","=","","","","30080045",,
"GlyT1","935",,"SLC6A9","P48067","ENSG00000196517",,"",,,,,"","Human","7546","bitopertin",,,,,"223365882","false","Inhibitor","Inhibition","","Selective","false","true","","pEC50","","7.519999980926514","","EC50","","30.0","","=","","","","20491477",,
"GlyT1","935",,"SLC6A9","P48067","ENSG00000196517",,"",,,,,"","Human","10064","GlyT1 inhibitor 27a",,,,,"375973252","false","Inhibitor","Inhibition","","Selective","false","true","","pKi","","9.100000381469727","","Ki","","0.800000011920929","","=","","","","30080045",,
"GlyT1","935",,"SLC6A9","P48067","ENSG00000196517",,"",,,,,"","Human","10065","GlyT1 inhibitor 51b",,,,,"375973253","false","Inhibitor","Inhibition","","Selective","false","true","","pKi","","7.739999771118164","","Ki","","18.0","","=","","","","30080045",,
"GlyT1","935",,"SLC6A9","P48067","ENSG00000196517",,"",,,,,"","Human","4598","GSK931145",,,,,"178101318","false","Inhibitor","Inhibition",,"Selective","false","false",,"pIC50","","7.6","","IC50","","26.0","",,,,,,,
"GlyT1","935",,"SLC6A9","P48067","ENSG00000196517",,"",,,,,"","Human","12110","iclepertin",,,,,"472319232","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.300000190734863","","IC50","","5.0","","=","Measuring inhibition of [3H]-glycine uptake in human SK-N-MC cells","","","30136756",,
"GlyT1","935",,"Slc6a9","P28572","ENSRNOG00000019484",,"",,,,,"","Rat","12110","iclepertin",,,,,"472319232","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.279999732971191","","IC50","","5.199999809265137","","=","Inhibition of [3H]-glycine uptake in rat primary neurons","","","30136756",,
"GlyT1","935",,"SLC6A9","P48067","ENSG00000196517",,"",,,,,"","Human","4712","LY2365109",,,,,"178101423","false","Inhibitor","Inhibition","","Selective","false","false","","pIC50","","7.800000190734863","","IC50","","16.0","","=","","","","18602930",,
"GlyT1","935",,"SLC6A9","P48067","ENSG00000196517",,"",,,,,"","Human","4604","N-methyl-SSR504734",,,,,"178101324","false","Inhibitor","Inhibition",,"Selective","false","false",,"pIC50","","8.6","","IC50","","2.5","",,,,,,,
"GlyT1","935",,"SLC6A9","P48067","ENSG00000196517",,"",,,,,"","Human","4600","Org 24598",,,,,"178101320","false","Inhibitor","Inhibition","","Selective","false","false","","pIC50","","8.199999809265137","","IC50","","6.300000190734863","","=","Inhibition of glycine uptake by hGlyT1b stably expressed in CHO cells.","","","11454468",,
"GlyT1","935",,"SLC6A9","P48067","ENSG00000196517",,"",,,,,"","Human","9057","PF-03463275",,,,,"315661142","false","Inhibitor","Inhibition","","Not Determined","false","true","","pKi","","7.940000057220459","","Ki","","11.600000381469727","","=","","","","19410451",,
"GlyT1","935",,"SLC6A9","P48067","ENSG00000196517",,"",,,,,"","Human","4618","(R)-NFPS",,,,,"178101336","false","Inhibitor","Inhibition","","Selective","false","false","","pIC50","9.100000381469727","","8.5","IC50","3.0","","0.800000011920929","=","","","","18602930",,
"GlyT1","935",,"SLC6A9","P48067","ENSG00000196517",,"",,,,,"","Human","4778","SSR-103800",,,,,"178101480","false","Inhibitor","Inhibition","","Selective","false","false","","pIC50","","8.699999809265137","","IC50","","2.0","","=","","","","18621075",,
"GlyT1","935",,"SLC6A9","P48067","ENSG00000196517",,"",,,,,"","Human","4584","[<sup>35</sup>S]ACPPB",,,,,"178101305","false","None","Binding","","Non-selective","false","false","","pKd","","8.699999809265137","","Kd","","2.0","","=","","","","18355687",,
"GlyT1","935",,"SLC6A9","P48067","ENSG00000196517",,"",,,,,"","Human","4490","[<sup>3</sup>H]GSK931145",,,,,"178101218","false","None","Binding","","Non-selective","false","false","","pKd","","8.800000190734863","","Kd","","1.7000000476837158","","=","","","","20691713",,
"GlyT1","935",,"SLC6A9","P48067","ENSG00000196517",,"",,,,,"","Human","4602","[<sup>3</sup>H](R)-NPTS",,,,,"178101322","false","None","Binding","","Non-selective","false","false","","pKd","","9.0","","Kd","","1.0","","=","","","","12657266",,
"GlyT1","935",,"SLC6A9","P48067","ENSG00000196517",,"",,,,,"","Human","4491","[<sup>3</sup>H]SB-733993",,,,,"178101219","false","None","Binding","","Non-selective","false","false","","pKd","","8.699999809265137","","Kd","","2.200000047683716","","=","","","","20691713",,
