"# GtoPdb Version: 2026.2 - published: 2026-06-15"
"Target","Target ID","Target Subunit IDs","Target Gene Symbol","Target UniProt ID","Target Ensembl Gene ID","Target Ligand","Target Ligand ID","Target Ligand Subunit IDs","Target Ligand Gene Symbol","Target Ligand UniProt ID","Target Ligand Ensembl Gene ID","Target Ligand PubChem SID","Target Species","Ligand ID","Ligand","Ligand Type","Ligand Subunit IDs","Ligand Gene Symbol","Ligand Species","Ligand PubChem SID","Approved","Type","Action","Action comment","Selectivity","Endogenous","Primary Target","concentration Range","Affinity Units","Affinity High","Affinity Median","Affinity Low","Original Affinity Units","Original Affinity Low nm","Original Affinity Median nm","Original Affinity High nm","Original Affinity Relation","Assay Description","Receptor Site","Ligand Context","PubMed ID","Webpage URLs","Patent Numbers"
"GlyT1","935",,"SLC6A9","P48067","ENSG00000196517",,"",,,,,"","Human","4619","[<sup>3</sup>H]NFPS",,,,,"178101337","false","None","None",,"Non-selective","false","false",,"pKd","8.2","","7.7","Kd","21.0","","7.0",,,,,,,
"GlyT1","935",,"SLC6A9","P48067","ENSG00000196517",,"",,,,,"","Human","4603","[<sup>3</sup>H]N-methyl-SSR504734",,,,,"178101323","false","None","None",,"Non-selective","false","false",,"pKd","8.5","","8.1","Kd","8.1","","3.3",,,,,,,
"GlyT2","936",,"SLC6A5","Q9Y345","ENSG00000165970",,"",,,,,"","Human","4622","ALX 1393",,,,,"178101340","false","Inhibitor","Inhibition","","Selective","false","false","","pIC50","","7.0","","IC50","","100.0","","=","","","","23962079",,
"GlyT2","936",,"SLC6A5","Q9Y345","ENSG00000165970",,"",,,,,"","Human","4767","ALX 1405",,,,,"178101476","false","Inhibitor","Inhibition",,"Selective","false","false",,"-","","","",,"","","",,,,,,,
"GlyT2","936",,"SLC6A5","Q9Y345","ENSG00000165970",,"",,,,,"","Human","7546","bitopertin",,,,,"223365882","false","Inhibitor","Inhibition","","Non-selective","false","false","","pEC50","","4.519999980926514","","EC50","","30000.0","",">","","","","20491477",,
"GlyT2","936",,"SLC6A5","Q9Y345","ENSG00000165970",,"",,,,,"","Human","11297","GT-0198",,,,,"434321732","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.800000190734863","","IC50","","1.600000023841858","","=","","","","25837937",,
"GlyT2","936",,"SLC6A5","Q9Y345","ENSG00000165970",,"",,,,,"","Human","11298","opiranserin",,,,,"434321733","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.070000171661377","","IC50","","860.0","","=","","","","28815639",,
"GlyT2","936",,"SLC6A5","Q9Y345","ENSG00000165970",,"",,,,,"","Human","4667","Org 25543",,,,,"178101382","false","Inhibitor","Inhibition","","Selective","false","false","","pIC50","","7.800000190734863","","IC50","","16.0","","=","","","","11495577",,
"GlyT2","936",,"SLC6A5","Q9Y345","ENSG00000165970",,"",,,,,"","Human","14499","RPI-GLYT2-82",,,,,"","false","Inhibitor","Inhibition","","Selective","false","false","","pIC50","","6.260000228881836","","IC50","","554.0","","=","","","","41986873",,
"K-Cl cotransporter 1","971",,"SLC12A4","Q9UP95","ENSG00000124067",,"",,,,,"","Human","4589","DIOA",,,,,"178101310","false","Inhibitor","Inhibition",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"K-Cl cotransporter 2","972",,"SLC12A5","Q9H2X9","ENSG00000124140",,"",,,,,"","Human","4589","DIOA",,,,,"178101310","false","Inhibitor","Inhibition",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"K-Cl cotransporter 2","972",,"SLC12A5","Q9H2X9","ENSG00000124140",,"",,,,,"","Human","4665","VU0240551",,,,,"178101380","false","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","6.25","","IC50","","560.0","","=","","","","19279215",,
"K-Cl cotransporter 3","973",,"SLC12A6","Q9UHW9","ENSG00000140199",,"",,,,,"","Human","4589","DIOA",,,,,"178101310","false","Inhibitor","Inhibition",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"K-Cl cotransporter 4","974",,"SLC12A7","Q9Y666","ENSG00000113504",,"",,,,,"","Human","4589","DIOA",,,,,"178101310","false","Inhibitor","Inhibition",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"Kidney-specific Na-K-Cl symporter","968",,"SLC12A1","Q13621","ENSG00000074803",,"",,,,,"","Human","4837","bumetanide",,,,,"178101539","true","Inhibitor","Inhibition","","Non-selective","false","true","","pIC50","","6.480000019073486","","-","","","","=","","","","11882915",,
"Kidney-specific Na-K-Cl symporter","968",,"SLC12A1","Q13621","ENSG00000074803",,"",,,,,"","Human","4839","furosemide",,,,,"178101541","true","Inhibitor","Inhibition","","Non-selective","false","true","","pIC50","","5.150000095367432","","-","","","","=","","","","11882915",,
"Kidney-specific Na-K-Cl symporter","968",,"SLC12A1","Q13621","ENSG00000074803",,"",,,,,"","Human","4742","piretanide",,,,,"178101453","false","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","5.96999979019165","","-","","","","=","","","","11882915",,
"Kidney urea transporter","983",,"Slc14a2","Q62668","ENSRNOG00000061714",,"",,,,,"","Rat","11156","compound 8ay [PMID: 29589443]",,,,,"434122216","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.820000171661377","","IC50","","150.0","","~","","","","29589443",,
"Kidney urea transporter","983",,"SLC14A2","Q15849","ENSG00000132874",,"",,,,,"","Human","14091","compound E3",,,,,"518520718","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.71999979019165","","IC50","","19.0","","=","Measured as inhibition of UT-A1-mediated urea permeability in MDCK cell lines stably expressing rat UT-A1, determined in a transwell assay","","","40299675|40523902",,
"L-type amino acid transporter 1","896",,"SLC7A5","Q01650","ENSG00000103257",,"",,,,,"","Human","9347","KYT-0353",,,,,"328083449","false","Inhibitor","Inhibition","","Selective","false","true","","-","","","","-","","","","=","","","","19900191",,
"MATE2","1217",,"SLC47A2","Q86VL8","ENSG00000180638",,"",,,,,"","Human","1231","cimetidine",,,,,"135650099","true","Inhibitor","Inhibition","","Family selective","false","false","","pKi","","5.1","","Ki","","7300.0","","=","","","","19164462",,
"MATE2","1217",,"Slc47a2","Q3V050","ENSMUSG00000069855",,"",,,,,"","Mouse","4800","pyrimethamine",,,,,"178101502","true","Inhibitor","Inhibition","","Family selective","false","false","","pKi","","6.3","","Ki","","460.0","","=","","","","20065018",,
"MATE2","1217",,"SLC47A2","Q86VL8","ENSG00000180638",,"",,,,,"","Human","4503","[<sup>14</sup>C]metformin",,,,,"178101231","false","None","None","","Not Determined","false","false","","-","","","","-","","","","=","","","","17509534",,
"MATE2","1217",,"SLC47A2","Q86VL8","ENSG00000180638",,"",,,,,"","Human","4575","[<sup>14</sup>C]TEA",,,,,"178101296","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,"17509534",,
"Mitochondrial adenine nucleotide translocator 1","1062",,"SLC25A4","P12235","ENSG00000151729",,"",,,,,"","Human","4689","bongkrek acid",,,,,"53801038","false","Inhibitor","Inhibition",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"Mitochondrial adenine nucleotide translocator 1","1062",,"SLC25A4","P12235","ENSG00000151729",,"",,,,,"","Human","4572","carboxyatractyloside",,,,,"178101293","false","Inhibitor","Inhibition",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"Mitochondrial citrate transporter","1051",,"SLC25A1","P53007","ENSG00000100075",,"",,,,,"","Human","4701","1,2,3-benzenetricarboxylic acid",,,,,"178101413","false","Inhibitor","Inhibition",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"Mitochondrial citrate transporter","1051",,"SLC25A1","P53007","ENSG00000100075",,"",,,,,"","Human","12853","CTPI-2",,,,,"483123401","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKd","","5.460000038146973","","Kd","","3500.0","","=","Binding affinity determined by SPR","","","29651165",,
"mitochondrial pyruvate carrier 1","3022",,"Mpc1","P63031","ENSRNOG00000012415",,"",,,,,"","Rat","11300","&alpha;-cyano-4-hydroxycinnamate",,,,,"434321735","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.820000171661377","","IC50","","1500.0","","=","","","","1156402",,
"mitochondrial pyruvate carrier 1","3022",,"Mpc1","P63031","ENSRNOG00000012415",,"",,,,,"","Rat","11301","&alpha;-Cyano-5-phenyl-2,4-pentadienic acid",,,,,"434321736","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.699999809265137","","IC50","","200.0","","=","","","","1156402",,
"mitochondrial pyruvate carrier 1","3022",,"Mpc1","P63031","ENSRNOG00000012415",,"",,,,,"","Rat","11299","&alpha;-cyanocinnamate",,,,,"434321734","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.699999809265137","","IC50","","200.0","","=","","","","1156402",,
"mitochondrial pyruvate carrier 1","3022",,"Mpc1","P63030","ENSMUSG00000023861",,"",,,,,"","Mouse","11303","mitoglitazone",,,,,"434321738","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.889999866485596","","IC50","","1300.0","","=","","","","23513224",,
"mitochondrial pyruvate carrier 1","3022",,"Mpc1","P63031","ENSRNOG00000012415",,"",,,,,"","Rat","11302","UK-5099",,,,,"434321737","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.300000190734863","","IC50","","50.0","","=","","","","1156402",,
"mitochondrial pyruvate carrier 1 like","3024",,"MPC1L","P0DKB6","ENSG00000238205",,"",,,,,"","Human","6647","entacapone",,,,,"178103260","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.199999809265137","","IC50","","630.0","","=","","","","35278701",,
"mitochondrial pyruvate carrier 1 like","3024",,"MPC1L","P0DKB6","ENSG00000238205",,"",,,,,"","Human","12601","lonidamine",,,,,"479821391","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.340000152587891","","IC50","","4600.0","","=","","","","35278701",,
"mitochondrial pyruvate carrier 1 like","3024",,"MPC1L","P0DKB6","ENSG00000238205",,"",,,,,"","Human","11303","mitoglitazone",,,,,"434321738","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.570000171661377","","IC50","","2700.0","","=","","","","35278701",,
"mitochondrial pyruvate carrier 1 like","3024",,"MPC1L","P0DKB6","ENSG00000238205",,"",,,,,"","Human","10917","nitrofurantoin",,,,,"405560358","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.480000019073486","","IC50","","3300.0","","=","","","","35278701",,
"mitochondrial pyruvate carrier 1 like","3024",,"MPC1L","P0DKB6","ENSG00000238205",,"",,,,,"","Human","11302","UK-5099",,,,,"434321737","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.28000020980835","","IC50","","53.0","","=","","","","35278701",,
"mitochondrial pyruvate carrier 1 like","3024",,"MPC1L","P0DKB6","ENSG00000238205",,"",,,,,"","Human","2919","zaprinast",,,,,"135651355","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.489999771118164","","IC50","","321.0","","=","","","","35278701",,
"mitochondrial pyruvate carrier 2","3023",,"Mpc2","P38718","ENSRNOG00000003150",,"",,,,,"","Rat","11300","&alpha;-cyano-4-hydroxycinnamate",,,,,"434321735","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.820000171661377","","IC50","","1500.0","","=","","","","1156402",,
"mitochondrial pyruvate carrier 2","3023",,"Mpc2","P38718","ENSRNOG00000003150",,"",,,,,"","Rat","11301","&alpha;-Cyano-5-phenyl-2,4-pentadienic acid",,,,,"434321736","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.699999809265137","","IC50","","200.0","","=","","","","1156402",,
"mitochondrial pyruvate carrier 2","3023",,"Mpc2","P38718","ENSRNOG00000003150",,"",,,,,"","Rat","11299","&alpha;-cyanocinnamate",,,,,"434321734","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.699999809265137","","IC50","","200.0","","=","","","","1156402",,
"mitochondrial pyruvate carrier 2","3023",,"MPC2","O95563","ENSG00000143158",,"",,,,,"","Human","6647","entacapone",,,,,"178103260","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.21999979019165","","IC50","","600.0","","=","","","","35278701",,
"mitochondrial pyruvate carrier 2","3023",,"Mpc2","P38718","ENSRNOG00000003150",,"",,,,,"","Rat","12601","lonidamine",,,,,"479821391","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.599999904632568","","IC50","","2500.0","","=","","","","26831515",,
"mitochondrial pyruvate carrier 2","3023",,"MPC2","O95563","ENSG00000143158",,"",,,,,"","Human","12601","lonidamine",,,,,"479821391","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.340000152587891","","IC50","","4600.0","","=","","","","35278701",,
"mitochondrial pyruvate carrier 2","3023",,"Mpc2","Q9D023","ENSMUSG00000026568",,"",,,,,"","Mouse","11303","mitoglitazone",,,,,"434321738","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.889999866485596","","IC50","","1300.0","","=","","","","23513224",,
"mitochondrial pyruvate carrier 2","3023",,"MPC2","O95563","ENSG00000143158",,"",,,,,"","Human","10917","nitrofurantoin",,,,,"405560358","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.480000019073486","","IC50","","3300.0","","=","","","","35278701",,
"mitochondrial pyruvate carrier 2","3023",,"Mpc2","P38718","ENSRNOG00000003150",,"",,,,,"","Rat","11302","UK-5099",,,,,"434321737","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.300000190734863","","IC50","","50.0","","=","","","","1156402",,
"mitochondrial pyruvate carrier 2","3023",,"MPC2","O95563","ENSG00000143158",,"",,,,,"","Human","11302","UK-5099",,,,,"434321737","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.28000020980835","","IC50","","53.0","","=","Determined in human MPC1L/MPC2 proteoliposomes","","","35278701",,
"mitochondrial pyruvate carrier 2","3023",,"MPC2","O95563","ENSG00000143158",,"",,,,,"","Human","2919","zaprinast",,,,,"135651355","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.519999980926514","","IC50","","300.0","","=","","","","35278701",,
"Monocarboxylate transporter 1","988",,"SLC16A1","P53985","ENSG00000155380",,"",,,,,"","Human","10605","AZD3965",,,,,"404859052","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","8.489999771118164","","Ki","","3.200000047683716","","=","AZD3965 binding affinity to yeast membranes expressing recombinant human MCT1 by displacement of [<sup>3</sup>H]-MCT1 ligand.","","","29050199",,
"Monocarboxylate transporter 1","988",,"SLC16A1","P53985","ENSG00000155380",,"",,,,,"","Human","8813","compound 30 [PMID: 16455256]",,,,,"252827471","false","Inhibitor","Inhibition","Compound 30 is a channel blocker.","Not Determined","false","false","","pKi","","8.319999694824219","","Ki","","4.800000190734863","","=","","","","16455256",,
"Monocarboxylate transporter 1","988",,"SLC16A1","P53985","ENSG00000155380",,"",,,,,"","Human","10405","BAY-8002",,,,,"384403683","false","Inhibitor","None","","Not Determined","false","false","","pKi","","8.300000190734863","","Ki","","5.019999980926514","","=","Inhibition of [3H]-BAY-8002 binding to membranes prepared from human MCT1-expressing DLD-1 cells.","","","30115664",,
"Monocarboxylate transporter 1","988",,"SLC16A1","P53985","ENSG00000155380",,"",,,,,"","Human","10405","BAY-8002",,,,,"384403683","false","Inhibitor","None","","Not Determined","false","false","","pIC50","","9.0","","IC50","","1.0","","=","Inhibition of lactate transport in <i>X. laevis</i> oocytes expressing hMCT1.","","","30115664",,
"Monocarboxylate transporter 2","990",,"SLC16A7","O60669","ENSG00000118596",,"",,,,,"","Human","8818","7ACC2",,,,,"252827475","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.960000038146973","","IC50","","11.0","","=","","","","24095010",,
"Monocarboxylate transporter 2","990",,"SLC16A7","O60669","ENSG00000118596",,"",,,,,"","Human","10605","AZD3965",,,,,"404859052","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","7.699999809265137","","Ki","","20.0","","=","AZD3965 binding affinity to yeast membranes expressing recombinant human MCT2 by displacement of [<sup>3</sup>H]-MCT2 ligand.","","","29050199",,
"Monocarboxylate transporter 2","990",,"SLC16A7","O60669","ENSG00000118596",,"",,,,,"","Human","10405","BAY-8002",,,,,"384403683","false","Inhibitor","None","","Not Determined","false","false","","pIC50","","8.300000190734863","","IC50","","5.0","","=","Inhibition of lactate transport in <i>X. laevis</i> oocytes expressing hMCT2.","","","30115664",,
"Monocarboxylate transporter 4","989",,"SLC16A3","O15427","ENSG00000141526",,"",,,,,"","Human","11735","compound 18n [PMID: 34382802]",,,,,"458923770","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","9.0","","IC50","","1.0","","=","Determined in a lactate efflux assay in MDA-MB-231 cells","","","34382802",,
"Multidrug and toxin extrusion","1216",,"SLC47A1","Q96FL8","ENSG00000142494",,"",,,,,"","Human","1231","cimetidine",,,,,"135650099","true","Inhibitor","Inhibition","","Family selective","false","false","","pKi","","6.0","","Ki","","1100.0","","=","","","","19164462",,
"Multidrug and toxin extrusion","1216",,"SLC47A1","Q96FL8","ENSG00000142494",,"",,,,,"","Human","4800","pyrimethamine",,,,,"178101502","true","Inhibitor","Inhibition","","Family selective","false","false","","pKi","","7.099999904632568","","Ki","","77.0","","=","","","","20065018",,
"Multidrug and toxin extrusion","1216",,"SLC47A1","Q96FL8","ENSG00000142494",,"",,,,,"","Human","4503","[<sup>14</sup>C]metformin",,,,,"178101231","false","None","None","","Non-selective","false","false","","-","","","","-","","","","=","","","","17509534|16850272",,
"Multidrug and toxin extrusion","1216",,"SLC47A1","Q96FL8","ENSG00000142494",,"",,,,,"","Human","4575","[<sup>14</sup>C]TEA",,,,,"178101296","false","None","None","","Non-selective","false","false","","-","","","","-","","","","=","","","","16330770|16850272",,
"Na-Cl symporter","970",,"SLC12A3","P55017","ENSG00000070915",,"",,,,,"","Human","4835","chlorothiazide",,,,,"178101537","true","Inhibitor","Inhibition","","Non-selective","false","true","","-","","","","-","","","","=","","","",,,
"Na-Cl symporter","970",,"SLC12A3","P55017","ENSG00000070915",,"",,,,,"","Human","4167","cyclothiazide",,,,,"178100987","true","Inhibitor","Inhibition","","Non-selective","false","true","","-","","","","-","","","","=","","","",,,
"Na-Cl symporter","970",,"SLC12A3","P55017","ENSG00000070915",,"",,,,,"","Human","4836","hydrochlorothiazide",,,,,"178101538","true","Inhibitor","Inhibition","","Non-selective","false","true","","-","","","","-","","","","=","","","",,,
"Na-Cl symporter","970",,"SLC12A3","P55017","ENSG00000070915",,"",,,,,"","Human","4838","metolazone",,,,,"178101540","true","Inhibitor","Inhibition","","Non-selective","false","true","","-","","","","-","","","","=","","","",,,
"Na<sup>+</sup>/citrate cotransporter","981",,"SLC13A5","Q86YT5","ENSG00000141485",,"",,,,,"","Human","11242","BI01383298","https://opnme.com/molecules/slc13a5-bi01383298?",,,,"434122302","false","Inhibitor","Inhibition","","Selective","false","false","","pIC50","","7.25","","IC50","","56.0","","=","","","",,"https://opnme.com/molecules/slc13a5-bi01383298?",
"Na<sup>+</sup>/citrate cotransporter","981",,"SLC13A5","Q86YT5","ENSG00000141485",,"",,,,,"","Human","12852","compound 7 [PMID: 37428122]",,,,,"483123400","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.300000190734863","","IC50","","50.0","","<","In a <sup>14</sup>C-citrate uptake assay","","","37428122",,
"Na<sup>+</sup>/citrate cotransporter","981",,"SLC13A5","Q86YT5","ENSG00000141485",,"",,,,,"","Human","12851","ETG-5773",,,,,"483123399","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.800000190734863","","IC50","","160.0","","=","inhibition of citrate transport in vitro","","","36005604",,
"Na<sup>+</sup>/citrate cotransporter","981",,"SLC13A5","Q86YT5","ENSG00000141485",,"",,,,,"","Human","12849","PF-06649298",,,,,"483123397","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.400000095367432","","IC50","","400.0","","=","","","","26620127",,
"Na<sup>+</sup>/citrate cotransporter","981",,"SLC13A5","Q86YT5","ENSG00000141485",,"",,,,,"","Human","12850","PF-06761281",,,,,"483123398","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.289999961853027","","IC50","","510.0","","=","","","","26734723",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","200","amitriptyline",,,,,"135649939","true","Inhibitor","Inhibition","","Non-selective","false","true","","pKi","","6.480000019073486","","Ki","","333.0","","=","","","","23602445",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","201","amoxapine","https://doi.org/10.22427/NTP-DATA-107-022-001-000-3",,,,"135649941","true","Inhibitor","Inhibition","","Non-selective","false","true","","pKi","","7.889999866485596","","Ki","","13.0","","=","","","",,"https://doi.org/10.22427/NTP-DATA-107-022-001-000-3",
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","7118","atomoxetine",,,,,"178103695","true","Inhibitor","Inhibition","","Non-selective","false","true","","pKd","","8.6899995803833","","Kd","","2.0299999713897705","","=","","","","9871604",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","7135","bupropion",,,,,"178103711","true","Inhibitor","Inhibition","","Non-selective","false","true","","pKi","","6.360000133514404","","Ki","","441.0","","=","","","","19442525",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","7547","citalopram",,,,,"223365883","true","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","3.0","","Ki","","1000000.0","",">","Inhibition of [<sup>3</sup>H]dopamine uptake at human NET expressed in COS7 cells.","","","23168018",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","2398","clomipramine",,,,,"135650111","true","Inhibitor","Inhibition","","Not Determined","false","true","","pKd","","7.420000076293945","","Kd","","38.0","","=","","","","9537821",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","2399","desipramine",,,,,"135650171","true","Inhibitor","Inhibition","","Non-selective","false","true","","pKi","","8.680000305175781","","Ki","","2.0999999046325684","","=","","","","20462211",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","7158","desvenlafaxine",,,,,"178103733","true","Inhibitor","Inhibition","","Family selective","false","true","","pKi","","6.190000057220459","","Ki","","650.0","",">","","","","24900709",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","2147","dexamfetamine",,,,,"135650979","true","Inhibitor","Inhibition","","Non-selective","false","true","","pKi","","7.0","","Ki","","101.0","","=","","","","23602445",,
"NET","926",,"Slc6a2",,"ENSRNOG00000016311",,"",,,,,"","Rat","7554","dexmethylphenidate",,,,,"223365890","true","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","6.570000171661377","","Ki","","270.0","","=","Displacement of [<sup>3</sup>H]nisoxetine from NET in Sprague-Dawley rat cortical tissue.","","","17489581",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","7549","dosulepin",,,,,"223365885","true","Inhibitor","Inhibition","","Non-selective","false","true","","pKi","","7.340000152587891","","Ki","","46.0","","=","","","","9537821",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","1225","doxepin","https://doi.org/10.22427/NTP-DATA-107-022-001-000-3",,,,"135650208","true","Inhibitor","Inhibition","","Not Determined","false","true","","pKi","","7.539999961853027","","Ki","","29.0","","=","","","",,"https://doi.org/10.22427/NTP-DATA-107-022-001-000-3",
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","202","duloxetine",,,,,"135650212","true","Inhibitor","Inhibition","","Not Determined","false","true","","pKi","","8.220000267028809","","Ki","","5.96999979019165","","=","","","","23084899",,
"NET","926",,"Slc6a2",,"ENSRNOG00000016311",,"",,,,,"","Rat","9880","H05",,,,,"363894174","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","8.170000076293945","","Ki","","6.71999979019165","","=","","","","29615471",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","357","imipramine",,,,,"135650384","true","Inhibitor","Inhibition","","Non-selective","false","true","","pKi","","7.800000190734863","","Ki","","16.0","","=","","","",,,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","7545","<i>N</i>-desalkylquetiapine",,,,,"187051846","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","7.920000076293945","","Ki","","12.0","","=","","","","18059438",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","7435","levomilnacipran",,,,,"178104007","true","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","7.400000095367432","","IC50","","40.0","","=","","","","18468895",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","7551","lofepramine",,,,,"223365887","true","Inhibitor","Inhibition","","Not Determined","false","true","","pKi","","8.270000457763672","","Ki","","5.400000095367432","","=","","","","9537821",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","2402","maprotiline",,,,,"135650566","true","Inhibitor","Inhibition","","Selective","false","true","","pKi","","7.920000076293945","","Ki","","12.0","","=","","","","19836247",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","4797","mazindol",,,,,"178101499","true","Inhibitor","Inhibition","","Selective","false","false","","pKi","","8.899999618530273","","Ki","","1.2599999904632568","","=","","","",,,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","7236","methylphenidate",,,,,"178103810","true","Inhibitor","Inhibition","","Selective","false","true","","pIC50","","7.210000038146973","","IC50","","61.0","","=","","","",,,
"NET","926",,"Slc6a2",,"ENSRNOG00000016311",,"",,,,,"","Rat","135","mianserin",,,,,"135650606","true","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","7.590000152587891","","Ki","","26.0","","=","Inhibition of [<sup>3</sup>H]NE uptake into rat synaptosomes","","","6747993",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","7436","milnacipran",,,,,"178104008","true","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","9.100000381469727","","IC50","","0.7940000295639038","","=","","","","23347683",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","7247","nefazodone",,,,,"178103821","true","Inhibitor","Inhibition","","Non-selective","false","true","","pKd","","6.440000057220459","","Kd","","360.0","","=","Dissociation constant of [3H]- nisoxatine <i>vs</i>. nefazodone.","","","9871604",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","4637","nisoxetine",,,,,"178101355","false","Inhibitor","Inhibition","","Selective","false","false","","pKi","","8.399999618530273","","Ki","","3.9800000190734863","","=","","","",,,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","4792","nomifensine",,,,,"178101494","true","Inhibitor","Inhibition","","Selective","false","true","","pKi","","8.100000381469727","","Ki","","7.940000057220459","","=","","","",,,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","2404","nortriptyline",,,,,"135650736","true","Inhibitor","Inhibition","","Non-selective","false","true","","pKi","","8.199999809265137","","Ki","","6.300000190734863","","=","","","","10715164",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","7537","norzotepine",,,,,"187051838","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.960000038146973","","IC50","","11.0","","=","","","","20223878",,
