# Data version: Dec-2023
# DGIdb version: v.5.0.11
gene_claim_name	gene_category_name	source_db_name	source_db_version
COL24A1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
DSCAM	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SCG2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
IL16	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
IL17D	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CTSW	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
HPSE2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ADAMTS20	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SAA1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CD34	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
PODN	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
KLK15	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SEZ6L2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SCUBE2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
PCSK1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
PRIMA1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CLEC14A	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
BDNF	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CD151	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CHID1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
BOLA1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
TAS1R2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
GPC5	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
FCER1A	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ITLN1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
NRXN1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
FKRP	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
FCRL6	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ADIPOQ	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SGSH	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
EDDM3A	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
IFNL1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
EPGN	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
PAPPA	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
VMO1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
OVCH2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
GKN2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
BMP8A	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
NOG	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
FAM3B	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
NPW	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SLIT3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
COLEC10	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
BPIFC	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
GAST	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
RNLS	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
TMED9	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
TNFAIP2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
NRG3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
IFITM1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CD300LF	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CLCNKA	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
FGF3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CCK	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SLIT1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
LYPD6	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
COL4A1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
THSD4	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SCGB1C1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
AGRN	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ZP3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
KRTDAP	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
RNASE9	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
RHCE	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
QRFP	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
OPTC	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
PRELP	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
HIST1H4D	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
RELN	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
VSTM1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
NCR1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SPOCK3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
HIST1H4A	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SFTA2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ATP2A1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
FAM3C	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
HIST1H3E	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
IGF2R	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SERPINA1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
HIST1H3D	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ENTPD6	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CR1L	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SCGB1D4	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
PSAP	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
HIST1H4F	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
HIST1H4I	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
LPA	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SMOC1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CAPZA2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CR1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
NOTCH4	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
AGER	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
NEU1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
APOM	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
NCR3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
HLA-G	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
PCDHA2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CFI	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
KLRC2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
DEFA1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
IGLV11-55	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
IGHG3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
LCAT	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
KLRK1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
DNASE1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ITGA1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CELA2B	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
TNFRSF25	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
IFI30	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
KIR2DS4	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
HLA-DPB1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ORM2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ORM1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
HLA-DPA1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
HLA-DQA2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
DEFA3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
DEFA1B	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
TNFRSF13B	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
HLA-DOB	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
EGFL8	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CFB	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CFHR1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
LILRA6	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
INSL3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
OC90	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
HP	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
MIA	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CD99	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
HS3ST1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
PRSS22	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ITGA3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CCL3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
TAC1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CX3CL1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CCL26	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CELSR3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ST3GAL1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
REV3L	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
KAL1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
IL20RA	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ATP2C1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
C8B	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
BTN3A1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
MYOC	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
VCL	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
TRIO	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
MSR1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
PSMA4	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
COL9A2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
H6PD	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
OPN3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
PTPRN	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CBLN4	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
IL17RB	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SERPINB3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SLC6A16	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
GPC1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CHI3L2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
YBX1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CD84	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
MAST4	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
GAL	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ATP1B3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
FSTL3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CNGB1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
VASH1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SLC6A15	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SPEG	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CLCN4	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SLC24A1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
C19ORF10	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
TUBE1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CACNG5	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CACNG4	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
TUBA3D	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ACTN2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
FKBP6	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CST7	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
EDN1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
P2RY10	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
BPIFB2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CLUL1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
DCT	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
COL5A3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
MOK	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
COL19A1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
TRPM3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
EPYC	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
COL16A1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
FCN1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
OVGP1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
TMPRSS11E	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ATRN	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SIGLEC1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
LAG3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
LTBP4	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
LYZ	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CD209	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
MCOLN1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
FCGBP	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CECR1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
UBE2D1	ENZYME	Pharos	15-June-2026
UBE2D1	TRANSCRIPTION FACTOR	Pharos	15-June-2026
UBE2E1	ENZYME	Pharos	15-June-2026
GABRP	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
TPSD1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
KCNK16	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CRISP3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
BRPF3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ITPR3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
KCNK6	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
AMELY	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
HCN2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
KLHL22	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SNAP29	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
MMP11	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
P2RX6	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
GGT5	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
PPIL2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ADRBK2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
LGALS1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
GGTLC2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
TIMP3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
UPK3A	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
FKBP3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
COCH	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
PSMA3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CHGA	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
PSMA6	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
BMP7	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
AVP	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
TRIB3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
RSPO4	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ASIP	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CST4	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
GUCY2F	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
RS1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
PCSK1N	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
KLHL4	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ITIH6	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
OLFM4	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CBLN1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CCL22	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ZP2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
PRSS33	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
XYLT1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
DKK4	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
TULP2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CGB2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
KCNA7	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CLEC11A	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CACNG7	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
COMP	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CRTAM	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
HPX	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
FOLR3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
PVRL1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CD81	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SLC6A12	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
PRR4	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
FGF6	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
KCNA1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ART4	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ENDOU	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ACRBP	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
RHAG	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
BMP5	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
GPR63	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
NR2E1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
PTK7	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
IMPG1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ENPP5	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
MEP1A	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ERBB2IP	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
C7	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
GZMK	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SPARC	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
THBS4	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
BTNL8	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SLC12A7	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SERPINI2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
COL7A1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CSPG5	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
KLHL24	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SLC4A3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ADAM23	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
NRBP1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
REG1A	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
KCNJ13	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
GNLY	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
PCYOX1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CD207	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ANGPTL1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
UBE2G1	ENZYME	Pharos	15-June-2026
UBE2J1	ENZYME	Pharos	15-June-2026
IVNS1ABP	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
PRG4	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
LGALS8	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CTBS	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
KLHL12	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ARTN	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
NENF	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
MUC5B	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
VAMP8	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
FGF23	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
C2ORF40	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
FKBP15	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
KDSR	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
GPR75	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
KLHL29	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
PRLHR	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
MASTL	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
LYZL1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
MRC1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
TGFBI	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
NR2C1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
TEX14	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
A1BG	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
PAEP	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
OBP2A	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
FMOD	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
KLHL7	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
NPY	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
RAMP3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SFTPA1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SRGN	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ITPR2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CD97	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
IL13RA2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
COL10A1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ACVR1C	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
GPR83	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
INHA	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SLPI	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SEMG2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SEMG1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
KCNK15	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
IL9R	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CEACAM8	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
NDP	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
COL21A1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
KCNK17	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
OPN5	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SCGB1D2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
GPR18	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
AMELX	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
NPBWR2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ATG4C	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
OTOR	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
BPIFB1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
AMOT	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
GPR42	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
FLRT1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CSN1S1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
HTN1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CFP	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
OMG	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
MASP1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
TRPV5	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
EMR2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
FGL2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SPINK2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
TAS2R16	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CALU	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
OPN1SW	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
GDF2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
TTBK2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
KCNC1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ATP1B2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
MMP28	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
ART1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CHRNA10	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
PRKCSH	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
DPP6	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
BST2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
MAS1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
BMP15	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CACNG6	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
PPIL4	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
GGT7	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
DEFB118	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
C1QL1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
GUCY2D	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
BCAN	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
HAPLN2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
APCS	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
LGR6	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
RXFP2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
KL	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
RTN3	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
GGT2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
SPINK5	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
LOXL2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
IRAK2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
REG4	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
CD101	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
FKBP11	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
FST	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
KLRD1	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
C12ORF39	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
C5AR2	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
HILPDA	DRUGGABLE GENOME	HingoraniCasas	31-May-2017
